RE2_FROM,RE2_TO
52919,42173
286432,30513
278811,278804
322391,316449
77595,58102
58145,58102
327666,88
355445,355444
134595,26398
54820,18585
56426,16672
223944,88
4665,98204
330698,181404
96755,15106
216056,216056
80861,14615
84874,149190
228535,85076
98204,4665
450951,450950
52897,90083
37798,7738
237922,237922
159999,133256
236406,335263
127513,23769
74234,251638
75081,88
16672,56426
58145,77595
203116,349
73709,53930
316449,322391
90972,58102
141788,28529
26867,1945
104708,14674
438536,88
74234,251638
170862,13808
89802,9704
34605,2580
51531,1945
128515,9704
178659,1945
244067,13820
420740,88
244067,13820
4974,222083
14674,58745
75335,1945
24292,1945
178659,1945
5082,3360
61884,14674
75335,1945
142076,1945
80431,50227
90083,52897
342522,375531
16672,56426
166174,9704
45538,349
104204,104206
63429,58967
138448,88
75381,349
56426,16672
104864,105076
22977,6241
175400,349
236996,1945
64045,56574
70825,70826
322982,220
261976,79878
81678,150499
21351,44183
197478,37502
336610,1945
42797,98439
110434,2373
190246,153908
111114,90083
7847,4700
345709,345707
54907,15538
125853,125853
345709,345707
77837,357658
432009,13808
48963,6241
105143,9021
8989,9021
53962,15489
174608,9021
86397,87993
51715,35304
366295,7067
65659,183
329358,268306
87263,6241
379253,68285
6241,87263
368048,19870
162381,12352
7942,5704
8915,9021
39583,1483
331099,331098
10401,6089
6241,98204
90752,352
9021,8989
21234,61388
17640,20423
53958,69914
316914,192310
87263,6241
169892,59970
16460,40773
136591,48313
74714,268
9021,8915
221416,23975
43923,2119
68380,3547
222880,6585
292088,26175
430057,113099
360845,190181
183828,183828
183063,52018
194873,194873
130949,6089
442007,677
172767,88
265049,12311
56426,16672
84773,33307
439950,156274
4974,222083
176694,13708
6241,349
353209,353208
35726,14166
261179,172767
58164,21101
17640,20423
91746,114030
95740,9475
197311,197313
207289,22814
179695,362153
428209,390912
24035,23743
56948,7635
74366,6241
141619,39089
230147,79397
237582,109253
38379,20868
24035,23743
185014,6089
156811,8835
197852,5207
36989,214683
88643,6241
202927,3419
158228,71
353208,353209
13798,19366
210229,66112
261295,3369
216464,79479
92059,92064
237582,109253
8497,5076
92274,3547
441769,1988
121505,214683
268847,137039
56357,1988
208867,6241
353436,1988
109253,237582
16672,56426
5143,83538
29988,65187
174909,29542
17640,20423
252754,13134
149840,342035
255725,349
6241,26398
6241,141691
58330,2479
29988,65187
184455,39566
6241,62906
58183,61138
17640,20423
45554,182711
347907,26755
51698,51715
240503,75946
86397,58208
511,6080
53930,6080
58208,86397
77562,511
177667,279606
138191,1267
251638,74234
6241,26398
38240,1267
138739,25651
251029,1267
83700,130459
39885,166624
53930,6241
426170,1267
158122,1267
260599,274344
139867,1267
435383,167885
9021,8832
389501,1267
202993,1267
42595,17133
165369,39566
118645,100684
370574,5207
13778,208867
350935,303695
100194,236420
101286,3604
314929,1988
9021,8785
410849,158400
130336,52413
440805,1988
385279,150665
236131,210100
170554,85653
27814,162804
121559,129629
339847,58375
70826,70825
97881,97882
37655,139050
422368,15538
440805,10385
420626,677
292088,26175
113260,93066
58095,16452
254407,582
86397,58208
85319,92305
93066,113260
377122,377122
218073,217766
58208,86397
218072,217766
38579,20242
13134,227665
424697,424698
243719,190401
146976,12281
54845,44915
92305,85319
85319,92305
6241,53930
92305,85319
126728,88
85319,92305
109965,8009
143155,80431
75739,27037
85319,92305
44946,6940
92305,85319
13134,39410
370574,5207
20072,164880
85319,92305
58208,243497
55926,45519
152460,193245
52060,20072
49620,67264
437798,1267
123195,8903
159582,137626
5969,158125
39418,39410
2958,1320
114664,14964
6899,8140
1492,15538
284162,5245
243497,58208
47460,12751
340642,88
286340,73003
231765,11059
22593,2071
307191,337495
37655,139050
102504,9025
19711,19695
129929,292088
375668,353635
211749,35248
188834,13902
281827,8767
37655,139050
447244,677
93835,129070
327935,12751
329354,103553
130470,5193
4813,24549
402033,400774
13902,188834
114224,92920
2338,6807
264433,26175
372822,399665
102786,27859
396668,396669
18701,5082
218481,88
107835,88
215780,3419
51698,51715
41012,1988
203067,68285
221884,50229
66379,5082
63779,320452
53013,42239
152034,3416
231128,231127
139257,18600
43332,52761
340982,206726
271368,266126
9025,86903
229316,229315
171457,3237
411235,418175
53163,54346
171457,171458
242555,3369
444803,88
175599,56222
6072,104548
197061,88
5082,5161
89805,98204
388191,5082
47935,186608
264503,167961
406117,89892
89805,98204
206726,340982
15975,553
86725,50218
77016,264123
145433,221449
96047,68781
251383,59232
90083,82117
33520,25661
244580,244580
119333,49108
39669,41792
24704,14957
146509,60432
119333,14957
276525,58574
3255,43864
41792,39669
10284,41792
68781,96047
41792,39669
227353,227353
135,163
41792,10284
119361,187731
40744,17518
197236,32005
45938,76596
81889,39782
187731,119361
282915,282916
250006,191177
221950,17012
354997,17012
340982,206726
114473,60120
13816,15188
3255,20793
19805,2153
345247,220
33833,9021
39669,41792
58375,339847
54060,53071
277987,17012
257840,45938
9021,75881
27723,440805
42656,222481
9021,75881
150665,150665
113182,3237
10190,17012
237677,230906
231362,122559
191600,50449
421847,11444
227665,13134
416099,88
115335,14525
42656,222481
9021,50218
195595,677
339847,58375
28701,109080
28701,109080
144681,134112
119333,9724
40228,14957
313687,313686
279227,256926
8253,14420
46233,2080
319797,2080
376202,2080
369457,489
366315,2080
224520,88
109080,28701
221820,88
197061,88
74979,88
227665,39418
47030,29805
448817,88
197061,197061
80101,207711
450661,11444
13820,5082
189427,60310
15483,88
297515,216
166169,266673
110209,110202
80428,80428
23204,34324
36334,23627
230906,237677
32723,32723
12274,2080
271987,88
78114,291027
308015,88
450536,220
147168,17012
109080,28701
148228,2071
213250,17012
34324,23204
445338,220
130947,2684
129929,292088
215382,12966
86467,17012
304907,2671
148228,2071
80814,89805
390911,434601
76708,111142
21164,1002
35375,49179
114503,77837
177131,190622
382034,325286
50103,18654
164397,374736
401169,88
8322,349
105676,66085
190622,177131
275957,111023
104537,39566
80101,207711
265229,317
147024,215409
77837,2080
234481,88
15210,147024
2123,2982
281821,235907
104755,183642
116147,74866
33145,48342
223104,5226
209808,378819
25661,33520
20683,11118
197478,14615
41792,39669
46984,439
84337,98859
222869,83384
68599,88
58452,199462
27399,27399
213341,12726
135185,90083
92538,8913
164827,138643
401608,26153
49328,36124
191756,156119
278799,37502
401608,26153
66612,3298
189506,44749
12726,213341
36124,49328
81861,81865
89805,6765
249804,31450
79217,1267
203394,1267
424902,90477
135408,135412
139311,11444
75736,177672
216056,216056
14957,56969
443361,12281
185166,349
49141,14957
358829,110916
52908,107830
154667,110526
170683,49108
121139,358829
27931,25844
199462,58452
65189,65187
38028,38045
98947,115682
221210,215053
97699,20276
358538,16460
104049,519
53964,2143
216056,216056
249577,249576
249576,249577
267959,308197
218035,215053
15615,23813
47291,503
94905,519
214614,135547
123128,60036
168315,3369
50449,191600
81183,81181
65187,65189
348409,206275
90083,135185
407957,14064
239011,183195
76309,18702
452110,220
108693,338443
88410,20276
399926,503
89805,6765
130898,11666
454335,349
236865,215053
158082,158075
327362,187200
230906,237677
46797,5859
141892,141889
86397,88
69883,32972
373600,373601
395723,14577
390837,224824
264501,12498
374735,164397
89105,12012
52908,13808
405145,1881
49610,52908
102477,6940
164397,374735
295926,205559
187200,327362
81181,81183
264501,12278
159249,339819
81181,81183
69879,69871
256090,185681
27191,6080
17527,81181
116809,21017
408799,216038
121422,22006
111728,123517
405145,677
81181,17527
69883,6940
264501,40680
156356,325602
257142,13644
114629,6940
196300,25637
242588,89813
17527,81181
427968,503
325602,156356
224824,390837
156356,325602
59424,43677
98204,170862
114629,6940
277054,219809
427968,503
364124,46236
253091,21537
153564,1101
119130,21578
43677,59424
66157,104229
274243,285720
9318,9091
303072,85042
190272,43914
9318,9091
187966,19797
303072,85042
97520,17155
15483,9914
303072,92650
303072,35216
162152,101327
241143,18360
295261,103459
303072,31049
285720,274243
98004,65887
142652,32633
95415,4888
159249,339819
51042,60994
60294,59299
360667,36225
310088,69871
47210,47184
74596,112605
386014,69152
245350,245351
89805,17155
253928,71888
46058,43793
31618,88
24472,88
208733,519
15483,9914
177116,37523
14957,30478
95549,8209
20971,279846
24472,88
88148,285817
404665,15483
224172,17380
247265,98203
37831,166608
51015,15662
247265,98203
32108,3998
262720,104188
32108,3998
58147,21017
51015,15662
103181,10814
5406,542
66694,120761
51042,60994
93703,59784
29783,30449
430365,418047
253928,71888
106399,54060
418047,430365
140218,414409
282515,12965
197463,197462
282515,12965
176481,115546
30227,23399
25605,400
166174,9704
276380,2014
102373,54788
221293,677
166174,9704
276380,2014
11211,11193
166174,9704
396115,396115
392451,88
11071,9091
17715,608
37981,142093
351520,9021
388334,88
6909,400
89805,27484
155979,11193
6940,69891
116566,14682
282515,12965
102373,54788
6940,69891
246984,1945
378,400
282515,12965
19797,187966
259607,5245
11571,244222
23422,11193
282515,12965
256751,108150
69871,310088
401919,50361
69891,6940
11193,23422
348865,258932
282515,12965
396226,426552
69871,310088
282515,12965
282515,12965
244985,88
378,5066
282515,12965
244985,88
201101,2177
130451,2177
101238,50237
9091,11071
127376,218481
255623,106789
221458,191326
282515,12965
416013,85042
27135,2177
354641,17012
282515,12965
282515,12965
25483,23958
191131,4368
93491,93476
431697,342930
82292,22073
81947,4368
10403,115125
11571,381075
377532,4368
396341,252354
15934,3547
122888,4368
180149,135223
209701,209703
242932,34264
150803,4368
34170,400
234651,234652
8292,400
221458,323993
4187,37672
184779,154218
234651,234652
91180,160155
32618,6993
209703,209701
305543,49960
339274,7690
220557,4368
388334,677
101238,50237
412029,412028
135223,180149
142643,4368
247185,1276
11069,9091
234652,234651
184779,158647
49164,10431
384411,384409
49960,305543
95909,206194
204197,34049
245715,184779
330439,130242
374357,221458
422970,422970
206229,143238
96594,2094
27564,119514
243857,101854
189345,126028
224277,88
282987,166351
416574,198263
105361,394170
235880,254694
113126,2177
111728,123517
149327,2177
11852,88
430371,88
206229,143238
63143,50227
180551,184779
11768,155146
234651,234652
492,5284
391291,88
5123,68256
151920,118524
149327,64911
59301,35738
227065,11852
57253,6940
271460,271457
75092,81632
67620,88
157555,420929
384409,384411
416624,88
252734,15
30478,14957
297137,4704
25766,15
155252,88
180459,14964
156699,70148
286396,396
24549,4813
34905,6940
8960,9021
436758,101854
352291,83340
452792,3209
16952,13396
949,36436
159525,6940
5284,492
119097,265518
123923,261367
14957,30478
8855,9021
342548,321396
126113,6940
9021,8855
9021,8855
96160,36436
119108,57967
80271,91430
126231,62358
17155,32438
322145,677
75460,75458
12058,94256
49422,36436
9021,50270
94256,12058
348477,303523
168348,88
12058,94256
30478,14957
42984,17155
52882,42177
58737,316279
159525,6940
135223,233297
429004,429003
317071,38362
32672,12058
378684,97083
206229,25635
12058,32672
341930,8
219455,4368
335010,101876
76887,11921
158705,59893
232822,11921
191929,19159
101876,230343
204768,299898
36313,114285
100318,69884
69884,100318
61338,32972
429003,429004
375546,3369
8855,9021
389643,317
354174,4368
10341,176851
87822,193111
415862,355151
231474,11921
27366,19877
176481,115546
114285,36313
276095,204809
90243,9475
414957,19159
233297,135223
376089,52353
116966,11921
248487,205
28183,8755
197170,180848
429004,429003
130744,13722
210369,28476
69883,6940
80921,88
47681,251400
295926,205559
69883,6940
47681,251400
96413,17155
426101,15
199282,317
263290,68206
291182,170403
369306,12937
55495,17198
91381,143861
204862,168156
231936,90168
46821,88
375865,329438
54984,11808
341809,88
32243,3998
221458,374357
52650,56049
20463,9734
9162,43158
8989,9021
133580,105108
449690,1852
52326,8756
251067,1630
62346,16460
189839,16460
27748,54384
373751,332060
314929,1988
39666,11366
58021,54384
329438,375865
92195,10815
111588,73669
249866,69891
11671,16017
16460,16453
44946,16672
132000,44459
80426,80429
43158,36807
159231,12947
303031,277840
268281,101876
97077,87771
298793,73627
87771,97077
141889,141892
111562,1101
35376,14615
97077,87771
13722,13820
182684,220
180199,150718
43158,9162
80426,103181
247468,31305
116966,26755
296512,11921
386238,88
295713,295713
281297,63736
77595,313061
135121,12286
268497,14570
117016,19944
213602,213603
78425,37964
12631,349
113406,104550
101876,230343
6072,42182
50300,96022
10091,11329
246093,254367
285437,39877
384195,384197
13348,349
98204,173673
159257,29477
88537,19944
15691,1988
34605,349
314805,65069
253562,294611
83340,352291
18561,349
75467,75458
245351,245350
441466,349
79365,88745
314805,19944
9258,565
182684,220
19944,65069
306706,88
84395,17538
19944,314805
9036,80426
268497,14570
115562,3298
384621,39511
106985,259171
190943,44446
101306,390320
2308,15374
135887,28458
98204,241617
81182,17538
260304,349
283187,88
178093,75458
19944,65069
169042,308842
16672,50312
336952,317
395917,1971
115199,3998
203976,17538
20971,58095
47714,20463
79365,88745
323003,225160
66114,14957
161756,1852
58095,20971
200433,88
342522,302446
363299,342522
20971,58095
44946,16672
302446,342522
271420,271421
127231,349
450122,35248
17382,88
75467,75458
244013,181350
54122,80727
205427,130093
188859,226217
307717,4365
271421,271420
20971,58095
181350,244013
20971,58095
242494,157505
20971,58095
58095,20971
186077,13821
370059,216038
37242,9258
20971,58095
244013,20971
141892,141889
244013,181350
79100,20971
38964,6626
400774,402033
425266,390652
1920,349
413897,220
20971,79100
38819,8989
93990,3549
153265,112782
48566,47666
271368,266126
195723,677
385279,150665
20971,79100
129929,2014
150590,237205
390652,425266
79100,20971
82755,37672
449141,219007
146860,5245
138231,3549
391226,391226
15934,3547
391226,19913
50325,38815
333557,220
154531,105717
53967,3547
360368,360368
190943,44446
47239,3549
101577,4376
79155,10214
443770,443769
195725,8208
275272,3549
29651,83580
75881,9021
190943,44446
376206,374099
306375,171020
180420,182307
61824,565
440486,127975
89805,30322
376292,395928
5143,5155
140852,447
330735,313061
232009,232004
232004,232009
450431,15
423375,8208
20971,117688
202185,75458
187399,349
438136,5245
41692,125778
48252,49351
120063,88
450431,15
69970,3998
102938,230235
96193,5335
41828,88
5971,39538
125279,515
102938,88
377180,2177
30201,5983
10219,75458
14957,22380
205292,27311
284875,88
130816,130814
219809,275939
174301,221376
105493,90463
93529,50227
6360,5098
301210,17989
106774,31305
52186,61291
130816,130814
48252,49351
20971,239835
50276,50241
164123,4376
47220,49351
26681,26684
69970,39075
134336,50257
68132,69970
275939,219809
315145,7592
97102,47220
225768,456
71726,1267
4317,67246
69581,67246
69970,68132
69970,39075
232290,677
15179,1230
9021,8943
51849,11118
40325,40328
50276,50241
69970,68132
410754,121414
383891,217429
49351,97102
93751,456
50244,9021
22380,4570
42169,349
315442,13821
102928,75458
206014,279835
4570,22380
102928,75458
50241,50276
68132,69970
80429,80426
305118,30513
269238,317
51876,10179
9021,80429
40328,40325
159400,333467
252893,166884
294727,239782
118304,279348
73801,51365
52753,349
148443,349
441574,8208
428400,76404
176737,161495
92671,6945
127626,88
11571,244222
69970,68132
148443,349
276076,305474
18506,50977
305474,276076
125509,125504
49090,506
10186,29618
15294,92424
70275,55
15294,75327
173352,118480
9965,36989
161495,176737
15294,141141
20971,279835
20971,279835
51365,73801
21587,28965
102679,23524
298974,391163
36417,5245
371161,265187
279835,20971
161495,176737
580,26398
92223,51096
271892,88
30478,14957
121414,410754
34747,44796
379731,8208
6759,18788
8950,115476
101762,58559
298974,11852
66699,23524
120063,128515
394303,519
395917,322
356504,15483
308711,13821
188865,188867
141141,15294
98430,88
50268,33833
285668,220
240870,233037
193543,98430
106844,104847
333850,5245
68132,69970
48299,100554
301415,55539
98430,193543
98430,193543
214043,130711
11387,172167
193749,100246
193543,98430
133200,233354
152870,48901
88671,88
241644,7690
9021,71888
371161,265187
157452,81730
44086,136057
122796,66336
50244,9021
3547,6836
237189,702
9021,86983
230243,38028
170536,170861
262475,38133
170536,28951
174608,80429
78668,28951
350375,350375
193496,80881
171873,131230
127397,101718
3547,193543
9932,98992
360690,30513
22357,82432
7259,26398
357695,677
