P1_P_PARTKEY,P1_P_NAME,P1_P_MFGR,P1_P_BRAND,P1_P_TYPE,P1_P_SIZE,P1_P_CONTAINER,P1_P_RETAILPRICE,P1_P_COMMENT,nonce
644937960,-905828750,1141620222,-380477261,1406854127,679463151,-486633377,129401496,-775636911,568
37721212,1823177412,-779418478,1300826742,-2105620318,1445552473,-438267498,1071155142,-2127439167,569
1793364260,-1078666548,2115202359,-135324086,-1370195369,1045751714,-488180291,-1093847959,-1038687688,570
270368669,-511539135,-394082870,-1113673576,431667290,-1447618413,1395348249,-316851773,1766262718,571
-2110286602,704064711,-1104071786,1123991484,-1732655685,1565308443,1830533272,-1663345922,-1787027035,572
1298548418,1609091761,1042784765,1818067970,-698481017,-1021688588,-661128668,-42704147,309268525,573
-615180325,-1899052115,-999017276,-1619215488,1210620410,-1221936859,-1578753934,-1794274396,354580862,574
-1562645296,1317306178,-1068156743,2135870905,-2034893958,-1954300856,1531441554,-1326304647,-1351426643,575
-1696313641,-237050223,953713736,-1380816696,-417554399,-223250547,-1744648360,406626638,-1928682275,576
1214734418,1491966539,-2126040828,-248760216,-1364198458,-74924532,964129519,2141118672,1990750622,577
2118328637,184025095,-1472925116,1154630248,-2140600508,-249177697,431271441,-1402538564,937424325,578
1435095218,-45188152,311971367,1378830597,1477413335,403813493,1178621035,570665435,-1627864938,579
433456032,-1299872989,421169431,-1627077555,-371042099,-2091997175,534118824,-980629923,-442676322,580
642989594,741250832,1115767662,1171461305,696148724,-1381584403,-1318821592,-354276542,-139539027,581
1234669003,1566268087,823452211,1350921359,-279712722,-1315583387,-1728079686,-1470981859,-37930484,582
-1871490118,1676789038,-1106017832,-1698811988,1719604066,180776929,-1579345132,3433794,-1899721115,583
2110905802,-1054380526,90635417,-498026308,-1094856027,-2089613556,507973115,-1738299669,968996191,584
1258343542,1421910427,1468188791,640096280,162253343,2007558307,-1982972554,-1204289552,785480730,585
-478387600,-326400837,633799810,1337891161,596628914,643395901,812678873,-716862870,811791411,586
48680905,-1317936998,-1779680575,1906827908,1429064047,1883771955,1551329185,1370240610,558487193,587
1592167019,-1061727061,-1084116946,-75085694,-1381506599,2012972075,-186775454,-570774593,-1204185316,588
-599026417,446941036,-842956548,111891439,-26954302,105349217,697290856,1519753787,-436701945,589
248682732,1724401138,1033272640,1216753912,2138625394,-1710701370,-1809675009,1196766941,-1549459105,590
-827814976,-96547238,-332432939,-1484613292,-434461058,-2033131738,-1094432800,310809936,1327304126,591
1404542049,-422526203,1094732050,899201234,1357196260,1634751095,976691091,-1573253062,410688075,592
759661290,-1027402452,-1187852349,-1391137837,-2050781914,-1836135873,512271351,2062773873,-2144230704,593
1228687875,2059598186,-165530810,1970828945,1232823945,1724168460,-290510273,2089368065,-23503184,594
561481164,1868753726,1486941372,-1179636078,26229553,1773208707,1048049487,-1239005953,-465210707,595
444223210,2007580482,-1593884653,-215720174,780683486,812007664,-1019238002,930502763,-999163928,596
235496699,572129732,703672391,-1498135356,-1159419550,-1152174883,-949327554,-754671777,-1960921393,597
210797644,-755332074,1086624193,-369129749,655120183,-2067567013,1374401063,-2052858375,633431332,598
-1050788027,927803830,-1963784285,1673128667,1035935175,-210093554,1137821427,774829282,2022652621,599
813800635,-1465027762,-476548693,1052567280,-355129737,966844906,1772758327,783334996,-1475250488,600
392213877,1835343172,-1935951507,1595254302,-1172213701,-1710196824,-152568860,691343544,1859269653,601
-1245298834,-1298454173,-915463000,1352708263,-19516935,1537669748,419116579,1945539831,1383216309,602
325153407,606565433,1887263406,475225980,-2108603644,-1650957727,-128013081,-1302800066,-301856494,603
26015918,830957186,1840063860,-1493661210,-1801197408,1339030888,444795417,-961584225,-450728079,604
-303502959,2021257117,1500543933,725122336,-1779859530,-469018523,1903945447,197513928,1952474336,605
260218699,-528379607,445552779,471529103,-954621475,720456089,-982887877,1143120919,-861335253,606
-1301347598,1718838646,1242922796,-177225102,-770873021,-2062054717,-1374932763,279221451,107585602,607
2141616771,-1296875445,-1476368199,-1002044173,737155908,-1951245878,1435071188,1906636656,1228846087,608
-138662733,-1455715469,203954881,-272205166,-836509734,-551516630,1259967074,-1256733764,-1020744165,609
1911915752,1333954158,2114572939,1990956488,-1242440151,1640812541,720894141,1805555353,1282545189,610
201802983,142758099,-67003367,966418066,-405488622,-1299965375,-2133266746,1192255103,-1477850401,611
1547875970,-1649562467,-907034281,-1448934585,-828618223,1904705343,1796555352,1848452632,-1302395728,612
-1978159647,885288634,1939347928,-1039964507,-2035454250,527525712,-1663551853,1355995730,146126173,613
-1031598709,480680198,878472360,-174149163,1499654177,272446024,-632638380,281013455,-319617984,614
1452431581,493975091,259700643,1548816089,-2021383823,774208200,-509222396,1546747371,954483870,615
617716146,-733816767,-738492796,1804582212,397802937,-575740661,1484745757,-263693479,-1159427514,616
1377574788,-976764002,-1096445608,-2006823082,1118975526,1783047496,1675876037,-1044872807,-1420913952,617
-911149481,1236993271,-1952103615,189129199,-84136649,-57377787,-1652456042,-1987652391,-372464140,618
332969675,1607546752,-1758799663,-36070465,1657559541,554285344,1964710657,-142902846,-1467881484,619
-1448106777,-859364680,-1757828925,-419855006,538463531,1585559143,1310651677,617925547,164178699,620
-1864215125,-461400027,391758776,1398330975,1486936705,-629948592,-2123624648,-2076375096,1952393698,621
-1004719257,-1882500661,720228255,-916326082,-1540758875,805399616,-99864652,782547602,1058882951,622
-1992209413,365055217,-1680778050,-890279293,89427656,615293882,2025300188,-1335886181,-1406811676,623
-453611250,1688561083,-49378456,2054462786,1967534207,-962488129,-362398633,1452253760,-1948072265,624
-1292849113,-872081507,-1900218897,1216772011,1878587979,2119432030,-629108378,366023650,625603950,625
-733458991,-1873665491,1268604037,2028922584,1578308231,-1654492615,-779716733,2072700772,-18063544,626
777887876,-1861130279,-2039644899,-234970984,-1472757973,727622848,1952864687,-1574150704,951454836,627
667379536,-492728522,-1746782837,-424764096,1920380036,-1082886288,1518835879,-1479296192,1179171060,628
715714735,-302396576,1397622210,2003660320,-1886787427,-2071096451,-588340452,-1462411480,1817140828,629
-63622922,861900274,-985588407,587422896,-924019783,1498347605,-321184260,842759845,-196298054,630
-145021988,363764103,2020240727,-407883547,1334797686,1790498287,2007464849,-251920307,-1437525021,631
-817221584,665861644,417238070,-296418604,763098893,-780960257,-1585026849,1937218112,1064055724,632
-157391927,1121366191,1152064899,616220832,761712010,1523049206,-1550575401,-1934733281,1998286840,633
564736501,1898408425,-179491533,-535333955,673274713,1941552494,-931469536,2115849563,1633561918,634
595264249,1012351024,1080964237,2106512731,2098614628,989083208,-1301495325,-130968628,1684586750,635
-1777414368,1032399164,75396654,630866725,-853580690,535136807,-1629430413,1423215234,1377311519,636
84110507,804928566,561783728,1388858746,-1379535410,602865123,1943341750,1574212789,-2064551243,637
-1901097811,2093386597,-1293058219,863060961,-1352788882,223436562,-1876015764,1369084102,-487142870,638
1025849957,1882411872,-1081008402,1579493910,-860948139,-1296883744,-1643235229,-1966757035,1846304687,639
-912807547,-1837348281,907165672,1418065049,-1721255669,1556722568,499068418,1624771752,875979542,640
-1804653694,1359001686,-1153018890,-458454390,320459245,1864237515,1191090823,1875903693,189995445,641
176395262,551141896,-1699848833,-1264866872,2091256530,-2061673829,-582479279,345792879,-1625821867,642
137772590,115833195,-775019257,-726263533,1432137613,1359550177,-1742191070,-1155406941,778910801,643
-416176344,-873061664,983433135,878746071,-2008458618,-936789355,-2107662556,-856598401,-10912131,644
1988135059,1400794583,55047753,-1637775742,-1108392611,-1790308859,691245445,-704067132,-1467439257,645
1837871943,793937400,-871848880,1517875122,-325318934,1704806937,1207346878,1481076901,-487917380,646
-893539398,167932653,-1021635323,1059110873,1163799158,-2076488278,570551545,-182410378,1486549344,647
-2045776559,-890057178,1053793090,178233544,1890054147,696219744,1750714523,217311882,2026822390,648
1843824336,-90128626,1618726580,-1694471691,-123913717,1023283635,-782024931,-1967230026,419125565,649
2005758793,1834945393,1274905011,1378736317,481409739,319385238,-1625494118,160140765,1158671100,650
-675092401,-1771877411,34566222,655776601,1208050521,-1125990685,-624715161,403741497,1727257418,651
-1378978138,-791783267,777483359,370224753,-1690631558,189361790,1351782408,-1637163262,1989255109,652
921233205,1699879653,1498990391,-1962575403,-2086759575,542460377,-2091294152,-1253631424,215728321,653
1158026961,1500938155,-1099690260,-1056386435,1272999429,422609987,-390051290,1261167823,-276715955,654
-180550401,300529263,598185468,-733090946,2126655509,1050306280,206073856,-2028010981,-1659663989,655
1411439242,-89757678,-1635235443,506164478,934682180,1759752308,-1250691668,609005919,-78655367,656
435169805,-2013024969,1176733864,1161925007,2034864303,-97362919,1268842928,-140657738,2117380649,657
1946624380,843415948,348405139,-671214897,-2018978809,-875917988,-1101117141,609700666,-125420512,658
1570233717,1657808189,802143324,284036506,1291209883,1106688265,785579544,-2088974777,1673703115,659
1268077082,-1106358451,1391746806,1252659789,144110616,-1368711500,844202714,1481634030,1516014429,660
-1401179258,2099074900,429584044,1738868592,1408236203,2023793526,-1701399111,957413903,-1994940477,661
-562581578,-470252278,1492485885,1811782244,-26896910,1881304281,-398852120,-52366438,-647627377,662
-193263403,-237506695,511991584,1991858607,-1498594285,-1789494774,626181771,-1714900673,-2123821028,663
1270953866,-1504916762,832063830,837263083,-908515649,-1936696074,976693055,648950740,1342888095,664
-553447914,1570016881,-611568689,1744776286,202074310,449276335,2142449516,-305198029,-1872628628,665
-1346804692,-1855073132,1260705185,941151315,1156100652,-2033605804,-86942309,-269016551,966412360,666
-306698838,-1533878511,1841803032,387639839,821425580,125378204,1545511267,385696556,-67849758,667
-2057480470,736177746,2077995589,460477569,850791968,-347819429,1478905975,-890041458,1877224841,668
1269449054,-2141161582,-274087339,-190048964,1733224063,968676248,70547815,-531605917,-447189591,669
-36962073,2082385976,733602940,297986981,2083522763,289637805,930870241,695003154,1999359229,670
530055675,-1421593384,1567060381,-1241656832,-2028751294,-1511951401,-1599424744,-1925799598,362002654,671
963867029,-2018586250,-2083547201,-1843910897,-1694050376,379275704,1600623750,1117200556,1375295744,672
1537906960,1749213121,423492003,637242128,1067573374,-2034416830,950535379,884288418,-1971130956,673
802901723,-527852654,1433895481,1622942031,-1091905101,-1176681879,-1972944829,139509275,-132370422,674
-2107113013,-1605331187,-1359873113,1072018950,1037009414,295305780,1604958081,-2027594539,1114489212,675
-1687390649,1490316710,828784737,1179837010,-825197592,1285973326,1761113123,-1570204582,8115517,676
1303277570,1467336063,1490115470,-1374993256,496937313,1631345686,1168685867,397374124,-826485598,677
-1240508723,-160663011,1944373164,-641992566,2104207030,-549745237,903866474,-1374884747,654686001,678
292445696,2033854780,-700778408,-612731454,-179351887,388619473,-1711487921,189852856,1405616603,679
-1782725913,-2051106685,-1517967717,-40289587,-88009901,560180100,1294871948,87082206,767462863,680
1800577819,2132022725,1800571688,1773391936,-1589769342,-2075330196,1240498015,-164550151,297918084,681
-284994889,-2016177379,-254915159,-1778470805,1202317436,639738420,-1378680702,-459984807,86786894,682
-1954963376,1161678074,-621347138,1093315197,-1287512950,284879759,1757110534,-1366842122,285908243,683
-462179354,437014078,-370325303,1861881264,1286204186,-1316024755,-1272816048,-295667033,791791734,684
-233723093,396640,-566792945,-1348693780,248632540,-174069653,-1665462338,-365298200,-1174041131,685
-1147312836,-1566769925,-1451506865,1911442259,1438137752,-1409331153,301178186,690933433,1574104861,686
-113463312,-2045374839,-1614862573,-555507994,-1686282582,-1296226959,1953617095,-439428919,957335577,687
-1629288205,-1588672524,943781730,702046260,235957103,-131131721,-1417417365,-867581045,-1302835854,688
346966832,1980407237,1909344837,1635749873,-685220750,-1040028937,-119728437,1524577980,-611901862,689
-263106365,2056537982,1724524566,915225515,-1294157668,617933142,1732824995,-1826825382,1131947558,690
-489292905,499784195,1033628829,-487243508,-1838876774,-1371527606,-193226063,1219239153,-1199215379,691
1621756543,912768199,-2065407700,956034442,-643124502,928676216,-1428105755,-1044732346,560773418,692
-1451391715,529266042,266270941,-2114860436,479820158,-2063276053,-2036058759,-1407846136,-64277572,693
1891829264,-498053972,2031556559,-10479679,-1576394825,-1602281322,1181649418,-1092675033,-1916314345,694
-1019405101,-385359961,-1301013703,-2126107808,1348850289,416398671,-345597263,722273050,-1168711089,695
-525533450,-1378788712,369631131,884237264,2050760684,-1300853351,1318829664,296244351,303037167,696
-248393785,1532428048,294786639,1205599779,1516465182,1454406138,5401725,1662649794,1046534872,697
1400601208,-10109610,799378284,-808000879,-696365460,386693909,262995538,1866304344,-1875015385,698
2133148369,493704036,-1111872453,-810726203,-2107258737,1499569632,2030472402,-579962846,-590554919,699
1828141298,301780353,-396475470,-352932898,-1659945408,62370180,983240895,-711432730,1513080972,700
-1915690414,823586294,1804680720,1371236070,-229285536,-788526185,-878975957,1781378233,-80297481,701
-472730627,-1647977814,-938591440,-877434392,-1630637671,-1169309309,281634154,-1311855925,1240682747,702
1109955521,-824666348,1794523776,298189942,6344904,1888770756,-573277099,-1819486840,1196466479,703
159205738,1523276532,1658792323,-1668047384,-855668753,-132745200,-64579437,-1127942250,-951933599,704
1568657991,-2029476721,-818906771,-459299360,1082182370,-395397426,-1238355674,-1065937192,1992228452,705
-13431835,-1759337087,796088405,-948527632,533833774,-2051109699,1341940271,1098460065,1437879221,706
1756729763,-1433249463,-1286936902,715274036,-1256862942,-1082756176,-1514939130,1953666116,-1524073213,707
-2081300509,750007540,198067129,1509083496,-261687127,-352545438,172659293,-224073535,-1698025665,708
31050731,-1973354858,-1208282871,-1213399849,1339978052,-146181837,1698097147,-1524973215,238106489,709
658788981,1775637066,-162009649,1190303292,335814325,-1000585808,-646313021,-1308592245,-807058439,710
-1855086911,-1717754495,-163829683,1765484845,-122130711,780955247,-749955703,-1809121964,1169816778,711
505398623,-1014134368,-2121906653,-369338697,1958056757,2118512149,-425615528,819862132,457591474,712
-1420922471,506960765,-2033091675,212862137,-1026802581,904714694,1313762428,-1888293806,1513018058,713
587302948,174596495,1297294904,-580882061,-255714131,834716922,-1762205998,217327601,-243038476,714
-787721871,1768913239,-562746744,-1891004210,-2139253331,-2115970804,-100938000,-2097139463,1640699183,715
398409684,-1339096557,-19350285,580637104,529815989,1387364689,-122090456,-287885776,-1389287767,716
-1335104506,1350233855,414789740,473209215,-375349168,1133411943,759512324,-467331874,-1099387972,717
-164146083,-1242447725,-1049465811,1366083004,-1034628363,-524844757,948280866,703076246,-1819135324,718
751328206,-504516609,-1946790652,-635123333,-1471545971,-891939946,1541610102,-2049027459,-1916824332,719
-1738251231,-221032601,-964933046,-2067006940,-1631612197,560899780,-1095907612,-466603225,1379218622,720
-1662294719,1906681519,1339887935,-1405106487,761417684,1645883718,121748849,882704494,-1276460358,721
-525408769,-1600059048,2122319842,501289135,1561455879,1766080318,580636098,1544309627,1026243780,722
-1024588834,-232767873,-547069534,-2146279165,457695473,399413688,400967145,1374942698,939990234,723
-676710538,-1301743537,-1473514598,-1794926441,1340363116,-533888746,257260686,-1675135156,2038794476,724
-1817714225,2092542317,-1749856344,-676037614,-31506173,-467467260,806209515,-2113946864,-411803087,725
-649250539,1851879039,1479607801,-1755999596,-1338171504,-1183445604,-57958383,-804713565,218328044,726
2027052332,-1357528679,-578754727,-507088876,782160839,675310774,-1701210079,97808525,691082501,727
547313160,-1168916599,123708132,-19986539,-1269451216,-1780874028,867748998,495600245,907993645,728
-1854077823,448166429,-1397506897,824303758,-799325092,-885702325,-1021880807,-1083876312,1863235832,729
1434932254,-1183081498,1319893930,-263124547,551701068,-273855728,-1782681684,353285908,50535723,730
791182254,2090875557,1243792523,1602360930,801121056,-1894122198,-1404283830,-2066462728,1758129409,731
464906920,-828347876,44543870,-1777888757,68907714,1704315926,1266922975,911838450,-1410469196,732
1912070339,-1358899677,-280739135,-1886677482,-2095076280,-1184110959,1963774435,-1935411949,-754597087,733
904438440,-1774485405,1298364578,874770598,698683662,-1243719608,-1141098507,1977385935,805611961,734
1267509385,1885903520,89787296,964038035,-2084175323,-1115877764,-1518130675,21597349,349653220,735
860704290,330065901,-1487644126,855603679,278733063,1290030520,-1594655268,-938853496,672256710,736
-1841859703,-1192749331,-1857282828,1271365545,467117841,1297733542,-1608352297,-470117178,-100735082,737
625988095,63937707,-988948387,-978151106,-2053986199,-2132619175,-1000861884,1437657057,1692244756,738
1485967471,1038205173,917128151,-2141707695,-1938928234,-248967133,-1559305590,1581298974,564870981,739
-1166890016,489039594,-37802369,-1807954671,-971504084,1085514919,703946946,-546769394,258979713,740
-995033592,57493777,346906637,1016331069,-2069761591,1659526165,-204726654,-736919729,915628339,741
-1232913480,1182486336,-122254125,-591336326,1774234003,-658179824,1162239749,1944721244,1786678182,742
-1946764398,561982614,-2955691,-1727647244,-1635769600,109230992,1717042202,1005167393,1943001918,743
-626182558,-1145541143,-1167853365,1642679804,-316576293,-103323457,-499007132,622246052,-783074185,744
-1793062390,-301069999,651404034,1863943474,-1929536223,153308913,-1936056075,-494074396,1124557653,745
324083861,-1747256128,1952970420,993116249,563735451,-2082228778,44816977,-1944467463,-1219359911,746
-1395508414,971718643,1695602831,1375105815,229279116,-1881959324,1111404799,892340466,-1027462074,747
1753570089,433782091,1519679338,554638714,-1886329804,-1783911591,951030465,12575200,1302777817,748
-589605662,1351392349,-1261030962,-708474308,-993015678,-1784315900,-880319947,439523251,180946220,749
425479209,1924157050,-351248674,-965669337,-1566249524,-1702061689,1870704491,-1122179416,1482835155,750
-2053158583,1963275648,-139918742,-1813457547,1208148592,-79188783,1635580235,595200051,-1440394380,751
563540474,1547934356,-644301748,439936815,125506598,1551788922,-1147786199,-1449892212,120746007,752
-1511026390,1175836735,-1926534292,-2083059331,-328778863,-1083462755,-1752907246,-610839227,654078303,753
-2127488076,1165146562,1075514480,1399239028,347510896,337569080,1001526369,1205620830,544610835,754
-4620256,432727800,1449983275,-101573532,919002477,639506222,-1789205255,1325334739,-1005896679,755
-240013764,-1874443898,-497917007,844607398,-1878410874,386272605,-1659363770,-2053102180,-1415689736,756
-1928755953,-1143710821,-1235839631,-2103588751,-2102496908,311056195,-769177439,-2004404954,-209205415,757
164790816,-2017714820,-1542894391,-1791086174,356999184,983600506,1795109457,1377488206,247029297,758
-1927835376,1418989220,-1709338011,1761955057,1690695659,-1502151467,80418031,-2106974899,-1825234232,759
-706293329,448731644,-1689365684,376720553,-747166454,10575562,-1530094540,10416569,-1743988863,760
-1323232249,-94575648,-1358923648,1976672751,1436395258,-1025354442,-1361235946,-1120266167,1613520292,761
-660741632,228340736,-527606891,1521936857,766680002,90500317,1658399758,904711050,-474581574,762
618939830,-442475646,-2075032241,-953175152,23824468,588765376,-2131065113,-1158203743,-1524679089,763
1688271331,-1336656721,1677680128,-1051388538,-1689942024,-955656358,-2111189488,-1408848396,909977659,764
-1724910017,-1243614956,733480067,980872221,-289149520,-1997776211,1458006159,-605392349,-1864161955,765
1583546345,5732514,-750062904,-1709128342,-1308767880,-1378205348,974563147,-970598468,-1007275424,766
-149055422,-762313113,-9860988,-2121006762,1815394537,1770962809,1349834761,-901241048,916036250,767
125994692,494672815,-83927376,1979951817,1692036115,-1077091893,232448693,31559903,376364843,768
-976237747,487010456,1187408381,-471186721,201208815,-118157128,-1844480535,1417563825,2887517,769
-885921077,-1867471229,681198823,227326777,845262662,1701769586,626957899,-1864711806,-92067662,770
586517253,-2099132399,857087154,21105416,1345248712,-393686362,1343167058,-1783419446,725614652,771
1497436649,-1122393946,-1549626672,-1288984716,493250394,-2143615130,-1869813208,-403117548,-901449320,772
-1325856682,528041093,-317287116,-1563506845,-1319173150,53164907,-103017803,1749425381,-1420969774,773
-727317972,1420286725,-872243404,-1802135597,1147479620,246948918,400864688,-2118547198,-6816304,774
855370905,-1804933642,1631882460,1188940738,-251327443,1940497042,-1633676714,222386457,1137163075,775
-78391865,1631910132,1428745993,-1279062828,-1603148249,-1237094379,680805355,-1405955590,-2034555661,776
1096476236,-383261283,1442021348,-618457138,246313396,-137726021,-1352892286,-1178921167,-1191512753,777
-1711691096,-2109889282,379851357,-1929591636,-1548959884,932843529,1534080922,1849682753,1172414629,778
803092190,-1156160708,950526100,410234174,-2099812483,-1164431317,2139458324,-1233079643,261983888,779
1101119599,-796605052,1485010247,-468277887,1266553867,1035081564,1656710356,-1147547330,-60963279,780
481904124,2048434172,-701677133,1207979865,-1880143526,507331737,1362502717,-1460974493,2042286619,781
561796107,88365523,1048156036,527243703,1921824549,661911024,-844761051,-2053649882,153419649,782
1053425624,-868558546,47220001,-1644758695,-2061890587,741197484,101852424,92037937,1475241671,783
-743107974,-655987232,-1991390483,478483888,-836627634,-610176957,582927080,-536043806,1265814830,784
-765024875,951086960,-216591393,788080162,1327113817,-506854960,-1628839160,-1475789354,141987456,785
1814250334,-1591550658,-35885045,2108737438,-802664500,245473357,-362279981,-297978705,1318175192,786
304959054,-1542105408,-657747447,-1804042752,-1830329412,-240801711,-1174078383,1868896468,-1150151133,787
100863893,-723572291,185186593,-361822130,767950679,-1182548763,-335259785,-1269596728,1041770510,788
-710155718,-1848972223,219065072,-1360644506,-1160785106,1982178097,-2065943745,-875674008,204248859,789
333545322,-1145417240,-1564792348,1312967915,-1740428770,-484552880,954755930,-1040477992,-1155641439,790
-1310330304,-170106122,-320764563,-1463577746,1750464303,-1212423663,-2098296551,-1480895760,-1837871920,791
-522980342,819691577,832142347,407355047,-1726233558,1459775996,-74629953,963147320,-1888055894,792
-684920924,929916190,-1241713943,1277788043,-1376055486,-877343290,149037888,-977023958,2016950335,793
-1208641036,778238048,-283422147,207065040,-1818729139,-1716429267,-983791212,1605075377,256992956,794
984007583,797578465,953129549,1856829649,1603852618,409438698,1595961908,34747707,325455378,795
-957057065,-554369094,-1335920557,-251570929,220463755,1541383168,-649415517,-1045601595,1202826280,796
1447586225,-716811698,1692597800,1836948034,-1425519292,1996229810,-1785175658,2016597426,1630452712,797
-355912476,1568734250,-2061009822,-295717972,75372935,-15688455,352494202,173336192,-1631537511,798
269332500,1622579975,2052217288,-560435449,1202523719,-793643316,1863455837,2074869989,1974506549,799
-2031207260,841247854,-1500568533,1916087093,-401917935,483165501,-535742592,-149470042,-1158855739,800
-375287601,-484317003,1550936268,1183382809,574793027,652239354,-368828003,1270568196,190145531,801
-445137590,-786578889,-1090760286,527815162,255888877,35745078,1485423365,-959106630,-2079978156,802
-1555223459,52944714,-724457296,674472379,1945535183,-1624188530,230386710,-183783778,74893405,803
2074673087,-1539654311,575557329,666813299,-1171778388,449937020,-1521896423,313067964,-81519407,804
649858948,59133708,-1116654797,-1211605697,172467449,225274365,218122526,-1013125530,-978235055,805
1842675432,1839989968,938478488,1927590372,512815919,-1375847029,1963267057,2054514740,-57858020,806
686271731,-942655796,208574402,1322898769,1276005363,815596593,-218124169,50113014,-123971609,807
-1402300914,443028899,912613383,308345678,2019471147,-1805048091,-215630189,1367867642,696753656,808
-531618183,1164981369,-1272588880,409856538,-702140252,2031893687,930694866,-1121596400,-1163549161,809
1781681331,1762662299,1393445103,-359891304,-1488625952,325657911,-876050108,-1800271585,-2134338696,810
1446066939,1467921103,319254449,-960070654,1578904821,595047979,540656724,-882781414,1439634952,811
-1398172412,-1068416528,1228672082,-1857120706,-641691782,-595915082,-1941586712,1048177101,1255593109,812
847945870,801051170,-867812259,929677475,1259151422,907485689,640783814,55238164,1765636887,813
-359464659,-1667325199,646618001,-430977156,1012941125,794902251,1372082386,-1245689354,2123538895,814
-2073876043,-1051136179,631634333,-798140901,1857646570,2100224222,1285438823,1354776559,-1397655473,815
-1755820635,1879075525,700268392,-300101683,1118320166,764558294,560879049,1927751778,7744645,816
117917522,-1579087584,-465484956,-114346223,597622943,-812803594,-415764323,-788405068,893079814,817
-1430305860,-174475699,1955918969,1374117703,844653172,1923775549,-1574435901,1599330381,765263350,818
989000108,-1431454476,-920901202,454206425,-848361869,1919664638,254746885,-1751384789,36005933,819
988191804,1978273462,1545972121,1442233066,1013391878,-741937118,-59864493,-1703425698,-615086713,820
815294740,-1274752854,-162954687,176501253,-1950291152,1877685751,1520488383,2082738810,1999545635,821
1196293222,1952266743,-1367786826,1092478059,-1103474325,-767703982,-676486048,-838533645,-1926429816,822
724447437,-20569520,-1546680639,1990929201,688097033,9229193,-1935021940,-1855194911,2073971217,823
-1372150831,-2056069445,1134908736,1726287766,-245561741,-1089582550,186773052,146590542,-325806820,824
-1067905068,244141917,-2070882161,350500988,741938303,-1856727614,546441202,-533959270,146718850,825
496761347,-1162054815,-757460934,-740915255,20782002,-1008776010,1201683690,173419947,1090037585,826
400350230,-2033137993,1009583630,364988451,1829945686,183503831,435916664,234455234,1560912926,827
-358513660,-386719844,-1230370924,868149478,-1772665172,824382363,1495999018,1715773114,-568625030,828
-1477094828,-584855389,-281691057,674191631,-1742325982,-1021074731,577140742,-446207899,-58138877,829
-384791476,-1889934076,685493063,-717049979,1043232932,105843699,-468434092,856350319,-652777490,830
394886657,921002921,666731559,1517731233,-450647232,-1093410693,-2133118364,899231800,-563597153,831
1376583391,-1218439841,119973434,-1407872502,518347856,-1111414360,-2076894604,-719539175,-1927539072,832
912265723,-1813334442,714302886,-2029982559,1532630238,-919930526,518771284,494069566,-562904968,833
210823027,1378864352,-1818861045,1633275922,-1740721654,-1964065093,64332037,-331008979,652556696,834
1277724095,1410597116,-933633430,-576258618,-1100642616,624400059,-615538192,-372642485,546284057,835
1891760397,-831718015,1565426250,-1054409765,-1612393992,649531268,-1057878749,1210271282,-1300874728,836
-180040767,1027282161,-905360786,997308112,878676545,-1407619945,-31331127,1552780799,-1621450686,837
-1233954294,-1909720047,-1032905143,-1158993961,1535651147,359685193,-405660012,9942370,-1802882488,838
-375891116,-680131647,-1509187764,2044668897,489144221,1903450233,641375266,-923094577,1823634654,839
-214383842,1541148850,-1859889417,-6183530,-1053499817,-289577678,194584411,1989990709,-736298439,840
-1796283037,-1937710395,684615471,1757748836,-1038721068,-1185100492,935367470,239996159,478637405,841
-2137248893,-1134491835,-14934082,-1741681582,1640939450,-540538120,2089125784,-1448967583,521141915,842
374336445,907260300,1403239901,-8897721,932201210,-874522645,-891664378,-59643512,856046562,843
761123644,1612893689,-1574430682,1256716173,1061101470,-551371065,743547256,-298026158,-1574503087,844
-225892541,-1789581559,-1355196599,511862889,-493005533,574076384,-2092068169,-1802983285,-73892503,845
-1728467295,486195712,1485906258,190879112,-958428462,669678940,418882488,1342136309,-1271478844,846
1337886394,-2039331666,-1540825456,1013485152,-1004407323,-1506509076,1092017391,-1939797419,-132348668,847
-933310753,555490039,285494975,-1067616567,1491471721,1455796539,1170489304,-1037938247,1527172960,848
600877970,-1856383600,-1345031465,794014986,495769001,768825402,-55008287,-1451486667,-220629859,849
815866534,1324420522,541382002,223770987,1937913207,-978710398,1930790534,-1102773345,-1855427949,850
-932171200,326926054,-468774303,2089720256,-1984986552,806399782,-1080119060,-1815708678,-631049562,851
23877111,-1574183002,-886662506,1107386387,-1045652618,-1265972140,1799020527,1069599553,-860028239,852
-1495935938,376372667,-613590577,350833970,-568615178,1960077422,1186703078,-2059876227,-1987321292,853
-2101104387,1713692621,1660922214,825030165,1002019358,1139000395,-540102638,-1639162256,-117787322,854
-1362918672,-486090602,1063380293,-159660030,1011888431,-1337999004,1793075043,1004305796,123874123,855
-710733023,670854808,497957615,-199386700,441721560,1645894561,892833862,761891558,-966954841,856
-706123251,127927557,-49419867,2103846028,-1036805111,613514319,340711746,1029978155,1416792055,857
-226025487,683628864,970046591,1077631729,-1735961570,631821384,1989936269,922821090,-85397831,858
1715164255,1046163104,-1186281179,1782423270,-1602448592,551523612,883653227,2141314278,-1745414316,859
1290391713,-2051015919,-1092028113,-196588027,-114953599,1663034270,-1642929212,1896374383,-206448304,860
1043357495,-965241335,261355743,-92288188,-856893442,1219607215,-1760735568,475705002,1455218517,861
