P2_P_PARTKEY,P2_P_NAME,P2_P_MFGR,P2_P_BRAND,P2_P_TYPE,P2_P_SIZE,P2_P_CONTAINER,P2_P_RETAILPRICE,P2_P_COMMENT,nonce
-1295965308,357668689,393992825,-927118563,-1727333061,220354890,1085026009,292298512,-1361468232,87922
-1320821967,1928701327,-1695870407,-663330795,872395414,-1851453518,-517299541,-1513446271,-198159919,87923
231681115,-1980552363,-2086298451,130114077,-31467958,-1305209125,-1163986396,-841747447,161073546,87924
337114276,-1178095458,1855529538,-2055751967,-2124520157,-590512175,-614681709,-607661768,-914649928,87925
2074797677,167161966,-400223843,-1337520923,1493641060,-1531702823,511348437,-1953030580,553981850,87926
-1151459824,1911845635,-1083737189,2017994567,787084228,-1128362360,-1238302241,1979339987,-1777848810,87927
-725634100,-1229340738,-932701936,1754759739,1937924965,1308908355,2084698003,1557106876,1271907794,87928
2056690102,-1105511314,-170156734,-775989547,-173020689,1168998273,-174540472,-309036216,-1777506532,87929
643718811,428740827,-1074280475,-404602049,-1180370985,887646452,34186056,-1266783567,-1133258964,87930
-195054357,325181767,1125974872,-1455451218,1308281378,-718114125,-1138691781,2125016913,-112861140,87931
188004357,-1664980910,-693472955,460066523,-826585083,1283479524,-20331661,2041485392,970552430,87932
-567750736,-1916336650,-80385473,871629063,463195546,-1024487977,624867347,1617675053,873891154,87933
321880823,-471557908,1510153335,-2021574090,1293473711,-740215077,280798299,1723798963,97641479,87934
899882836,1663711571,1832808470,-633177675,-1660170687,788860273,-1140622029,718602937,-463210706,87935
1579065736,-147764822,-824266849,817485414,-1996648867,165165288,-1354712135,1398865571,903492008,87936
-712037147,736675811,722102233,1410191436,1219736046,1311915686,1070707951,657032866,1828014764,87937
106774460,258619423,-1336319807,695527359,1128837153,753991105,1225421507,-580114253,1654427848,87938
1898084824,-852053316,-127619182,-823187794,-882803,-889507543,-789823919,-1915362298,-1266452881,87939
1820030898,-130541999,1665196922,-30401607,-1114405338,-1172330197,2030262597,-1205244533,-515386891,87940
-1768049539,1165501847,1202953830,-1797551895,-1270676966,1698138895,1570298550,1106036289,-621643058,87941
-801079868,-2025498274,-480093273,26470367,1726654307,326039856,1217023159,-445066491,-1780335800,87942
-2039424151,1149624482,111932880,-1389463432,1033308731,-1527555742,-43495692,-1069962601,29538703,87943
919531757,129570690,-420414975,1250585800,1555268750,1880855158,56658528,-903831536,-1472184227,87944
565958410,-1645128677,-811365845,-1155560165,57367629,2026360116,1941450430,-149204460,1637248746,87945
1903560209,1670037374,1012501275,1104532184,2031637498,2080909171,-1119897534,2075137694,1243523769,87946
787778834,-747064264,2101722065,1123251828,-841034268,1269029432,408203025,1106859169,-1392813792,87947
-468251012,1906838663,1046387135,1834220647,-1363912696,1265109526,-189408227,-1563170907,-1972130616,87948
975754738,-1552342555,1447706486,-1110640284,-1921278018,1806558248,-1953932970,838076159,-877449007,87949
-1401497928,-1286722793,1923859818,1551029948,241761744,-1034224141,855061795,2114635878,489737418,87950
268258769,1525956541,726791906,2119867011,-1898340460,-1563682596,-416491702,-1800019141,1268428977,87951
-1580727684,-1356873674,-2011110106,2026396199,1591327294,-507651302,-1414447425,618086385,-45066729,87952
-1373704473,1571271510,-1240040255,-1178588749,-510029352,1361271482,391467385,1949618064,-666093270,87953
523219823,368472281,139678492,1611257861,-1911422583,-277860240,1662950295,1738756957,1219371789,87954
-705225360,-878679001,-76437164,-1655473467,1850156906,373331987,-1432202642,-930102067,-1215286716,87955
1543267966,-700156467,-987509623,705716395,-788948330,810085551,956166335,1199224780,1760212849,87956
1004069528,-1223091058,2097600351,1754565718,1223611908,321335600,-1128041478,-1095638038,1952964091,87957
-1709939989,-414781229,-1974842670,-467120366,-443703777,-1616653036,-1821999923,-979525952,-60552397,87958
542489250,1280931083,305137649,529434105,-1455738189,-753600533,-922646045,256466554,1363028924,87959
854615505,-2136347358,1168448614,1832088848,-1840053778,-2092096176,-1507785336,488589978,696800580,87960
-253406563,-1149881988,275954770,109760280,-2105679603,-243410191,1908691562,-1409514973,79357093,87961
-2141647221,783949924,557102359,-1224727142,-2031693461,-308225601,622942254,-1498611446,580859187,87962
-1183329537,640013200,-194344596,-381875597,-723100132,134472859,-513276281,2071464302,1389842214,87963
1568124163,691425213,-1656741325,2019145730,1252591008,2017027601,-1371872856,1732305391,-2035211688,87964
-1088139975,998927792,2046928977,-24547584,534761557,-1538832989,-1242088180,212215211,-2015868349,87965
-1480867724,-219226021,1610172664,1457755731,1818951510,-1812663959,-166129363,1537741997,-1581398044,87966
205891942,-1830545275,-718542789,-1124548510,1871000704,-885552769,-1626178920,1877635172,-1550716019,87967
-728223414,239913259,-632654652,1895856157,-1397117185,360524440,-172712986,-1234834430,1687944565,87968
-2067806231,-796134713,-1111280504,1766471124,1122606657,1673669262,-1657393136,-629102178,1441501853,87969
-1882598280,658636466,-1632268068,-584125398,-291339434,1730350651,-1828883337,131523185,1500285081,87970
581383518,352352733,-2025682570,1945261785,-725056931,-419542404,1612141141,1217535806,-2135931874,87971
-2059491784,-1565370219,-381484348,1217908595,-215520727,-1437765798,1843744032,624964893,1324057626,87972
-1303232630,1470580803,-543230326,1939805327,863721208,-1081751677,-186835326,1651957754,-1382342874,87973
-1125224673,1635422958,-1887058557,1201143229,444842317,-1508328598,-1806721862,1057702806,-846245860,87974
1291296066,-1334682014,2118546041,-833847864,-177693139,822941118,139560909,233156976,558381484,87975
-1574482174,234468828,-918285132,-219661357,108224896,917760482,898320774,1950066319,-915608110,87976
2057631832,1319419735,1191122820,-340707854,-2010790936,-1600106502,-1430142270,1714095994,-1036657437,87977
-107321840,-714587266,1246844891,-660154822,-1431334437,1398506424,-1860008435,406504112,1409993424,87978
1801752151,1082031074,-1728485836,149112537,259716688,1756950073,58289991,-2086298342,1753802849,87979
-1938219034,-1900105772,-259712915,1708563023,-1536804952,-1818789817,612881738,-714582212,-1105388196,87980
291278623,228972936,259031498,1466824961,-1951871272,1639761114,1233595854,-1295075239,1341484641,87981
-1729496880,-1144533536,405303884,416448674,908786589,-1879949824,-2113806709,-562100643,1970543503,87982
-1418414030,1991263577,-1347319005,-398913926,-469364639,-1912757572,1016171053,1029446260,-1978619418,87983
-1130174685,-2014388102,-1953471262,-1066824157,19169778,-1447833574,953390445,1017864,424673865,87984
1343999852,-1078817191,2095229676,-1943719856,-1499747900,1811879501,1913178000,1671513050,-1718318464,87985
-157847641,-779880532,748500584,-1788899165,-1425384770,560035362,1508832066,-866073318,-2079977121,87986
1419783383,2139170616,-805234213,-1238593497,131086476,535615245,1207714088,64869965,-1990660642,87987
1022244764,-2040350567,1236685113,760399584,1498524558,212499182,710085758,-1632029236,1280192815,87988
-1725884663,-712078752,1197101595,485238138,-835370156,-1492345118,177089079,-583964869,348527114,87989
339843979,286799284,-110467831,-740004796,731735129,-1944776342,1039046494,397537152,-1161033458,87990
-1133553856,1810400753,-1093598987,639632131,1819839211,1128743567,860800285,1029570742,-1858166628,87991
-1954815317,1259905253,1664948051,527696428,-1601288992,-1432074401,1518302320,736555849,1329229832,87992
-519211024,970048668,697871658,222265672,-732689367,429655775,99681051,1487760711,1539583715,87993
2107589092,-121939098,-1512143898,-185451206,1123137104,-2021753693,-1234837874,-265042075,-1259679,87994
731481915,2103790935,2088233726,1005406655,1238602845,1514255526,-1626182387,-1916272350,-125093886,87995
-191196939,1619718581,1200492397,77278578,-1635854060,-1764326056,2043727756,-1758178306,88188982,87996
1369290808,440702483,-952568182,-19309258,956425850,1474008808,1198541199,-1588873007,-2007249617,87997
352230568,1858239935,312839000,-614975088,-1540652980,-1979081526,1445883869,2144184850,1357966724,87998
592435692,-96008961,1164481353,1531341921,-1994858825,-1433486657,2024219469,1717021841,-1722786946,87999
-479138983,-2136587848,-870176580,632711641,1755825742,-1807915757,1946874543,-2088943587,280877737,88000
-543859966,535627123,413077240,1436229474,2137757665,1529948069,-1156259654,-607439847,548663560,88001
-1593527632,54690771,1359971002,1038485010,46833630,-745960359,1303099736,1136104979,1084812299,88002
849387283,42009277,1468028835,1792662003,-1707253321,1306958307,-544390333,1737639777,1947435051,88003
1805890870,293674817,-474621765,53513328,1062645941,-191439888,-1736868202,1283928278,-1190770760,88004
-1275993111,1401681989,1719350965,924170678,-1660891534,458624136,-1350153846,670924218,195318969,88005
-1311314671,-1948882192,-542966291,601044026,-657527002,-1991638104,-1442110315,1829215764,-1346485547,88006
532068059,-1533873870,-335205216,317632096,1544072095,198899092,-459406299,1439562499,1749718054,88007
-1290694587,-1154727699,2123821356,-2090410154,-1040921533,-67057221,238737869,-371527958,1649911201,88008
9036078,930796573,1464135201,1140761999,735660839,658567062,439598677,751448632,1243406465,88009
-1969291796,2130487491,-1238510654,-487728815,2028790818,-573888274,-1956347612,-1737666154,-1523353901,88010
184462206,-1834814561,1460692207,1903110772,-982732451,808751405,2075684912,254305496,1839423001,88011
493743024,2133151306,836201992,153533318,-1492945524,1568985622,-423406318,-222579609,-1349513579,88012
718466452,-1079769205,-19085316,1400771093,1075735840,1032643329,978491851,-686729866,-454422428,88013
643258348,-677582699,586427754,-130596767,-1804021868,1134790363,523319341,-177690161,-1774061882,88014
-1048751073,-979068979,-2076788891,-1708882826,-750259502,582399507,861475661,1861002823,-620744628,88015
-287411628,-1843729352,-742151652,-1955337115,-412983392,-2029355726,-5560530,1210554799,-2104820039,88016
1251931840,1880540028,-512455404,614373970,1464344419,-1830746305,-1075745757,-894865735,690576874,88017
860962956,1635949565,-2116221254,1285981727,1350520173,-808034663,1234019582,1566907532,1910845342,88018
-327871761,-126971046,-1081931187,-1854312372,-561734905,1499559769,472146536,1157802487,1061070628,88019
1613739565,2105112086,-1544051175,117926112,-945068204,5592774,-1843791504,1261031153,-1401349043,88020
-36089200,-1092922762,-1590867659,151156295,-1996261433,-1084083090,-607949056,2081733700,-1831681183,88021
-788873204,-2036447996,-304326122,-701302272,1652776592,2112212620,1622564777,776354426,-2142957418,88022
1510455282,-1753725764,201124226,-1622723570,1539376178,-1274489261,-2059508761,-1263682630,-38486354,88023
1470610055,-1033112370,482568928,230601393,-225660838,-941809751,689261690,388061647,522018177,88024
2115350563,1404707880,-884113989,1423300069,-1779494754,350719613,862880430,-1211086032,1634049113,88025
-16362317,-980243948,2086134952,-1564233517,657986210,1952074569,-10172070,1978817921,564254637,88026
698541418,-1878258357,1851480637,1111057176,523273630,-1465545337,161882700,-1671605929,-386956623,88027
2116472538,-563116303,-614505800,1134477191,-409469996,-772369850,1785854029,-264366012,208013675,88028
187051437,-1567184329,133655743,-505911104,364201823,-106362010,1786601386,435698781,-1120736852,88029
-1588393761,-1942782139,138168090,-950312049,-1738924548,910662678,-1960294504,147323460,-932937874,88030
364904296,-1914543368,815137998,38013100,759031731,-119630469,-1222620205,167148946,2098096221,88031
-908638321,1105099365,1384529252,1788252086,1852181240,580770736,-1968633034,-169255530,-749168499,88032
-949941549,-1384052028,469508812,1302835707,-469525209,-189801167,-1874603734,2045910584,-773617599,88033
-57128273,-474527504,1705606389,1756746690,-756034646,-1151214741,-1752051284,-787162540,-560096148,88034
1998550461,-341058061,67753620,-340087670,-342774364,554302220,-65295446,-776289106,1433830704,88035
610086669,-880666741,-703110777,1662888532,-801074126,1290828953,1988443193,1666773304,-2081802633,88036
-694110351,1915468480,-1206545403,1242269743,-1578346180,-761321054,175013632,1506926632,1276402058,88037
-1839087295,-1406995758,-1400050873,268421349,2115221020,-795765994,-1191265512,707665392,-1217733751,88038
-595342124,-783884985,511925194,594078220,-305309520,-2063568691,-853895643,1981883830,149236659,88039
-510192989,113805200,-1228494172,1149909835,-803854317,1696186718,193526803,1722743920,-825423550,88040
-766430019,-697769163,-359416177,-1828906523,1388684043,-1700752146,652590432,-359061967,1857868711,88041
-516642285,-779541260,1571170977,-360633340,1338130790,-1355966779,1276872616,-428161874,-1261530790,88042
269456358,-882070191,-999662285,1773187592,1637182035,1585230308,581474997,135679608,1853125804,88043
-448325928,1466332500,1035220908,218199794,-1565004524,1367444264,-239121904,-32334947,1898913016,88044
-1238782427,441169397,-1954344845,-197976079,-1605691203,1093418855,1452430471,-1034327866,-399442987,88045
1828303520,-1942276235,-1501490863,1176335123,-378228015,640231109,41110451,563123328,806098053,88046
-965245827,-173472196,-354334526,-441088527,548406311,1453019636,-1187350906,-876185815,1414171027,88047
-1888649951,1196039672,-849507369,-333017260,-1628528384,827125019,403205096,240116833,294212387,88048
-1765620977,-1893137682,1595978613,1471472400,-896169865,1896593182,-502034531,666546485,-1541850374,88049
-289776692,-368668396,1981123394,983820535,-1881443372,-707888602,-466152038,-88194063,187700227,88050
1635090623,-369937696,-374933892,421406201,-1780676131,-1529411654,434991276,623081187,964890824,88051
-151098629,-235063593,-1210496552,2026512829,-1759864783,1804402018,-557471769,-417523862,1782060289,88052
1597698030,-1172173032,368376691,218262888,75467522,-831874181,1418402331,886252522,2074900842,88053
-829418704,-877129134,-468520986,-1784515483,-1131431538,2052690960,-584599741,133934317,-274787831,88054
-835409854,61864042,1466454039,492615206,1406582770,73062729,420321850,-706154806,2018612126,88055
486212072,2100983399,1852117955,546512800,1419451238,-1442993314,1432512043,667975265,1518067250,88056
325198733,1254015229,1948056548,-1499671027,2092012414,1757010216,1945974287,1547363014,-657578170,88057
83896325,-1440285427,1139615012,-334565193,-1345925729,-1467861380,783852094,-1456356104,-1630341947,88058
-350150522,1991706867,168462667,-1691786033,-2033277366,-14477099,-1338751915,-1428910533,-1359719815,88059
500798321,1358634556,-288585822,747295958,546739571,-1568163155,442699035,-1272456036,-711768513,88060
-1413682119,-217868497,-3191722,-154955840,1146107090,-615080245,1887631964,1128305412,1163057274,88061
43864245,1852924195,1249111905,478868565,-959543935,572163275,-58021610,1908499811,252514477,88062
-339243488,-70603757,-1865932502,1108499997,847467383,-78785990,-1781158454,607608186,720724829,88063
-1733113227,-922222368,1553262339,520208066,524226480,1080490361,182539827,-1142294091,1622831760,88064
-988452679,-532073780,-1067949980,-1150658156,982890152,1976585001,-816040521,-1840417885,-610450433,88065
1442173044,2011906977,1882008414,1339817261,-1318972482,-246483941,709591693,-1692509837,2080803630,88066
-935911691,-1812331496,-1455827767,1457851392,-1722458364,305594874,-922274053,1375840773,-1929895333,88067
-1515630543,1293955618,160638067,-1551489433,-1116593320,-399852126,-375767597,613957840,1967434010,88068
738292422,-2069144435,341160156,1081461067,699952271,1907733496,-75797491,807026793,502406327,88069
-1368395710,-970479358,1778183149,1331988899,-1873512154,177688146,-751235204,1747713884,-955999404,88070
686739343,1220912132,-1496289456,-634255065,-1130605988,-864541247,-1082385576,502312026,1183086069,88071
426936915,578058329,1272966733,343794961,-187564704,1426072261,-1117411042,1602314888,-1989420811,88072
-1918482034,-1857111109,-1262455858,-544886934,-1843713929,-848164902,890392345,-1902355369,669009656,88073
-1333976457,1960798394,264628609,-2068683913,1742497157,1050268296,1444761638,1654229988,1762860044,88074
-1277699713,1532733139,-727666478,-1257568519,1187630907,584845230,1028862692,1590546563,1268645415,88075
-1941839476,1613581433,774151384,459170569,1528289396,627343568,-52846491,-1381317577,1287372059,88076
878208232,618128124,-784698317,-740469211,63948344,1700900189,229927398,-1177148280,-377007875,88077
-77550315,46456649,-760196030,-1599197506,185989033,2103366090,-653331987,-1482354975,1902887010,88078
-1608850072,-751766061,-417788347,-1284371999,469763332,-13046960,196012131,1824162250,860540934,88079
-1796935850,605001037,-785838894,-286206847,-614744095,-319574823,-906441936,486990969,801027892,88080
8100491,-842414322,-1029209234,1627170746,1570690524,-1363234289,1702396878,310457449,-2138591953,88081
-1299059324,1278218055,698692818,-1692085216,-511254469,1130716071,-440426692,-235721106,-828229985,88082
1952442030,-2119250094,1311432680,-1529298131,399226843,1879049212,-1926057967,-1840367207,-1411782614,88083
1566642250,-1651456721,-635951572,2053948623,568652475,-1550573526,-786898275,1221399215,1727439807,88084
-1366929489,-1219091972,-1399910027,2007374807,1943496903,-559565642,1219732532,-165523839,-573365184,88085
1787290085,903539366,-1884014520,2038592179,-229716320,-628046740,1412604646,-1607574892,754357775,88086
760975110,-1526268710,-628896491,1432102333,324423032,270116148,-1084144103,2076861433,-1607172684,88087
1628929104,-383520031,1360752024,840383348,-503907157,1085776598,420521983,1216842747,2103235940,88088
703292782,107482284,935084675,939110452,-1332232411,1715340722,369136079,-1803803713,-1256223048,88089
-1889367713,-1938693177,857734919,-1006107024,-517454498,-1606276719,-795276602,-566395560,-1410006536,88090
945802546,-2006783099,-774785970,340542792,-1525925382,-1443035606,28164493,-1769180593,-386092378,88091
216993189,-1856537997,-1204920667,-1317282579,1879380968,-1519426145,1489583335,-1176422163,1148593528,88092
-135449638,-1329350247,1593908534,816360411,644869200,-248405718,-2117670632,-1606063464,-1274699442,88093
-866748509,-1015525361,-1277868153,419406860,-252219003,-387739250,-96449009,705398131,-101046424,88094
1929304939,-1190623440,-2027292228,-1797243699,-170789046,-621868452,660272619,-104175530,-1602792057,88095
926646975,-997093974,1330960289,-17417013,1778911923,789685946,924752701,-1164839679,-18404553,88096
411082277,1595777712,-2011834153,-1624022982,804863220,1219224237,-708783571,121121330,-968497951,88097
-2072840058,-1149400260,-1526910175,1511641170,2060072776,-497780852,347369528,-1209806440,1173806516,88098
1377497545,1485074630,-632773745,-1985036264,-1366773663,-1321459658,739383403,-1488789530,452636399,88099
1625859601,-1438814475,-691818628,353495932,774451281,-379192083,-171662189,1241103498,1316751102,88100
-547301159,184190168,-1910166799,-1141797028,-1825020862,526390468,1682810511,-1949705600,384895927,88101
273758847,-1199888070,1827245727,132661320,-1229214317,1093533020,1428460936,-911127032,812799105,88102
-1213087331,432265748,1878938501,720577080,-248741667,-1980052404,1698906931,-351322375,1247568570,88103
-1685631166,706391644,226986805,205525379,90751851,1446748666,881531943,1672000064,-532279718,88104
1055072857,572126270,-448798081,-1004413308,-2060102549,223862969,1445560957,-760811335,-1787032685,88105
151769379,-713006635,2098720212,-208189358,1622540656,1618742261,-1680657937,847425903,-1652235779,88106
1169775750,1135147263,-844053804,-1468682797,763408994,-444728452,167533751,1732510353,1072960628,88107
1861123436,2036703884,1844659147,-2101959280,-1091536201,1072790534,-1969174081,-19577493,-583367134,88108
-572490084,1553468851,1495101745,-2012338725,685110698,-109570567,99607580,-1430615876,953581301,88109
-1505364397,1381278285,-1767258054,-1248468120,880686781,877503765,1249021764,-2037719813,-508698755,88110
1696335110,1935338461,1546242820,-944748975,-1115456624,1705199702,-433698825,-1321472272,34716389,88111
60587695,1266369393,1754103524,-996341987,442878217,-1214664622,1952010937,-211945590,667828966,88112
1576754665,73126763,-363959772,-802346876,-714905025,-1707514502,782059842,1087783620,-1844744867,88113
-63643887,371803823,451970851,-868594384,-1004648269,-1930659031,474558716,-1411218078,169094906,88114
-101880093,226320815,1344047243,334219813,470764410,-1250312230,333806038,1517556220,-1058290578,88115
1756465061,-62115822,1293597727,-1635963999,-856785988,700923490,-889230996,1684935196,-465595198,88116
1254527129,-1159751665,1733909245,1121612771,1174945758,-1244824148,-1117445435,961303247,-116003998,88117
653246956,1035015797,-799168186,-1588479610,1219488318,797522889,2125497582,-1079038312,-464693637,88118
-774981635,1642647829,149504314,-513517406,438236464,38600186,318320824,1029412332,658136576,88119
1745414699,-1557581158,-610492782,1779631677,1553758983,-1814312877,2006699292,-908834761,-1843038967,88120
-450405555,-965626870,1989204326,-428555577,1259028320,2004661596,1193335566,-181384097,-278537265,88121
2042929118,-1912243309,1126126578,520344154,-381604224,-1577045485,-620485903,999484337,-1276483849,88122
707841581,1041750202,-545994060,-2015870701,2118788595,-231733840,31869329,-1896279302,-720588839,88123
-824443561,-129657550,177067888,1532694757,-723380965,1631236752,-699084452,-2088460886,671157301,88124
-1454070863,922162005,-1871654793,-312842934,-1496697129,-732144669,1988913446,-1540430211,483235006,88125
-1345383287,-1365266364,-492168238,937106933,-598300049,583565484,1645747317,-1025297524,1297081163,88126
1491125790,-768261645,-582734508,-348363362,1754453222,217674908,-407720989,1493440534,285299563,88127
-892372408,1822874135,50422186,-2041731561,-40772599,1683305881,-423162854,-1987265243,-2019518046,88128
2143969221,-215591916,593288409,1055041503,1959928623,860520531,-870985489,-1827298920,-163556321,88129
385381150,-180476701,2093306360,1827989784,712408213,-361669138,-1181233614,253951007,-1748282553,88130
-545082207,1074594669,-1965403930,595644823,-801101015,-45273320,831788671,1235700817,-975635203,88131
-143764552,1668637074,-1754481029,-1764779876,2076453044,-635334969,-953954612,-698395876,-895495539,88132
-967972838,-1988402719,290633312,-1939762198,550778652,195183869,2020225750,1006977910,-690349209,88133
-1358496206,1107481167,-1577307441,-297560830,-1014562545,-738102266,1268005617,875415375,-1632233888,88134
-1014890966,1035934684,-215152437,467767502,2069079665,-270963164,1580179772,1115911394,560797537,88135
-1099887332,-844683904,1299164147,158727625,-1702930585,-1084067068,492563807,171811949,1621045130,88136
1754661293,-56664339,-1577021843,1964475669,1736095468,1395075705,-614214187,-1655863017,-1854569491,88137
-1164273650,1561164408,-1284305543,-149179116,-258917182,833929445,-2057018913,745468813,-930771318,88138
119528676,-1921535175,-962350758,1292782712,-57070708,1682626485,395542643,-294317169,-121447945,88139
430192163,398612511,623984492,-1800188891,1317513245,617413890,539464459,-574375601,-475316244,88140
634421060,-2107859379,-1943934555,-859514000,-1406418943,-156826930,1059851770,364717897,625527735,88141
1573265695,443042006,-137068888,-159838308,1086132764,-1307953452,-1685072221,-1309554107,-976124285,88142
-2138352389,1063781571,-225511522,272208638,745836919,-1740669318,-413729091,-880488119,1769637540,88143
465959575,-393902147,228631293,-1505653771,-942713768,-207294771,555847365,-1514541139,-947510844,88144
-1602125114,-606717296,-1856418882,292013560,486148892,209344311,-1318531237,-928225050,-711198849,88145
-1707160784,-208822913,-325268907,-185986457,1876076974,-345716081,1123041173,756611866,-1372409554,88146
1106319879,1314497204,2060004240,-1964682428,-1966107887,-447670646,-1881729093,396606502,2112361360,88147
2110585216,1700551324,392950935,296392237,866057565,1487417503,-1208190085,621225529,-1606089761,88148
615488911,2023576099,-1486530491,-783048363,1465709352,2132286482,1635369877,1303253065,1556128659,88149
-1932464006,1233961033,-261907145,-977587426,-611172672,-1643148359,-1942899170,-551393134,55555708,88150
-756773810,-710340883,-1375622983,-646640005,-236080540,-619710422,-1363455331,62922387,-1289251701,88151
1995331737,1640359403,-1384778320,1450102120,1167830065,121757952,-2095054356,87875254,-73023698,88152
-1718980470,74223513,950472450,2139889155,1766736372,-161838134,1778067166,-800996254,902801403,88153
-119348830,-1886621269,701628265,1207843169,-791669009,1540214560,-16982281,859534043,1876742324,88154
1557645710,2093275459,600874145,-1660656320,668724093,1444719952,-1403650744,-513371656,735773699,88155
-811707419,-1300696049,-701565637,769998038,845009188,1198862349,1881217940,1773543587,1568473047,88156
696420675,-1556802356,-2127638868,-463832118,-453184678,-1299436642,-1683448297,2095614868,989613689,88157
1891644098,1738858916,-53781905,997174359,-1337399037,-1589145486,1165445057,-715209911,1884317638,88158
-1679910224,954864822,483989943,904564490,2051693042,240692466,1564389787,-240534915,-1058320473,88159
-2007062028,683225370,-435961025,1863848995,954173467,46611812,-840596093,1991874839,898745656,88160
-2029553522,1375126141,-21677806,-672727219,-1830177596,2055048410,38136693,1761117255,1028509996,88161
-269345016,-1560482832,697913643,1039234735,62239080,867549001,838134667,198084656,1591983578,88162
898515284,-1968897671,-743310763,604784025,-2112119599,600682835,200188972,-1443309747,130002157,88163
45806159,-53245115,840606142,486115002,1025318253,1463295195,92526219,-429705340,-2100511381,88164
1425957751,884401052,914242429,767648617,-408276900,-1611255450,-225200712,-1615868925,555578972,88165
598088887,1273323520,-237242219,1802658654,-1119208706,1319789710,-644821570,-1062628989,-955102986,88166
-680836520,-654320969,-571046038,251490267,-1073422533,743988140,214414101,1499789812,-1812162979,88167
540222954,486830180,89394638,-129342047,1546416374,-1072344071,-575634728,-2046317290,-35907985,88168
-1361406181,378226152,-1642123931,-1772477500,429445577,-1555988387,-769902125,227479354,-322078620,88169
1490897170,-1919995480,1750656086,22818469,-1416893511,-56154370,2120337515,-55636143,1940763904,88170
141211191,-301407850,-38125679,-1195568970,1656058808,-642217777,1428831660,-989321025,-1181910811,88171
1992588956,1053327237,685008141,-408858443,-667614295,-1988107393,-1869107616,-1801644003,768107259,88172
189937755,1644313950,126386334,-723973981,-516407740,-1466560439,1748538012,-2024366117,226296025,88173
2054089327,1433271460,-472739603,1038519665,-23090985,2054192746,1043698703,2107069904,1196761013,88174
-1842247902,-1397911738,1339581131,-450152037,-475997946,810145630,1708053936,-1886280316,1136433670,88175
1136892637,1615205079,-447153338,-1095083939,1912838284,-444185386,-657561220,1261657379,380937012,88176
-365839819,-260176615,-1759163336,-154475573,1749625277,1543929452,-2056111521,-1204940290,1048224521,88177
-194642811,-661496400,1184457813,1290102541,1067389982,536924737,1961297276,-591113764,1352432708,88178
1151328583,-475580562,-1541889905,1511705212,1149175673,-2006009858,1187291093,-1528232802,-1471311884,88179
-1229637363,-639247320,2078791735,-1283097683,34721275,1520414959,-785488997,164042006,2113004361,88180
-42492130,160147854,-271891889,584993250,-809254776,-2014376451,1380409700,-483945485,826012850,88181
1301042232,1774049660,409462233,758284357,-917758000,64041004,-1466898739,1842995072,-382725993,88182
945538673,-1064893715,-1525556263,1721878204,-2086391131,1577249487,-1906806552,954842272,-1093742172,88183
1895052758,1214749639,1417166452,-342903927,-159839137,474048683,1836405792,384619343,978379918,88184
-344465557,1797187609,386658513,1955968680,1875646542,983431765,-1927506390,377071483,-723213867,88185
686818933,754497822,1281825691,-1679719269,-856496200,-7397367,2132616042,-818853201,831665855,88186
2037527215,1117494713,-140732288,-71157764,464190915,1978048839,593771526,-1028352047,117276917,88187
-451756144,-2041514541,-410830697,778843508,1961067390,1329056952,-1625888693,-1465419995,1849026837,88188
1642894375,-1304043388,137696881,-429647950,-44900894,-1695083297,908894281,-1296367866,-263401591,88189
-1712851315,-920948435,-552222589,373903790,-309311377,1634915986,-1146526528,-1706846238,327536351,88190
1022199707,758293927,550899343,-83086520,941406783,291447251,645477661,65729515,-437218960,88191
827659086,1597683239,-1165662323,297071073,682731472,1709222202,215336877,1726283899,-1525473979,88192
137690548,2090588977,1022075515,-1592229215,-1328657935,-155974778,573557096,-37827325,1994953910,88193
934886655,1384499522,1939905888,-1728401400,1770026449,-1157475778,1908286351,-1440908472,1687496182,88194
1532222717,1000764817,-1966884461,1204162250,2045600822,676755867,1808047426,-2090383002,-218588695,88195
310687520,-347352666,-450809598,2029102125,1137145311,1706077239,-1962397605,1687132856,-855170240,88196
1264465780,426243451,-981263221,-1660076671,2040715774,-2040675652,1486676811,-1466153844,-650909987,88197
-237543125,2031667556,-237705626,-429612859,-581401786,1563315076,685851184,1550328028,412925476,88198
879717970,1807459469,-601795123,777515234,-530861267,24964160,430557469,-1690970631,-1565447197,88199
1964965763,-298882689,-1172165876,-1634888979,-461334302,-1725971136,-913207491,-1498344750,-126701788,88200
978211705,-2022765146,20574163,882299428,-477375776,2057498602,1877765121,1020906502,-915488959,88201
1640426974,-1687204058,369263912,-1982714636,338096589,-1743821070,-305708436,327925473,289206169,88202
-1093203355,922388335,1401617396,919775318,197032922,1124185763,-1519572631,660364196,862639412,88203
574880609,641964152,1417198850,-575863293,-569314080,2050770010,683224833,-2141675795,1433957836,88204
-1070253589,-1171338888,1378195289,1287740517,-1432405934,-984265153,-2045769440,414852176,851731727,88205
347580736,-800836954,144056176,307076092,-477167798,566353989,1240397882,-1264066115,1853544256,88206
-964206214,-1387417712,365073091,-364557220,-723064680,1932924662,-1955577998,1363194472,813104408,88207
124385730,-1814373849,957357496,-890942398,879535051,-548312731,-2061688992,-1762857638,820720086,88208
773392695,1403577914,844658139,-251452622,447910409,2126618095,1255316924,-1534592372,809948638,88209
