P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT,nonce
312219213,1192063820,31095055,-1934443344,-1254197406,938325587,-1789785467,2126824921,995892416,85933
-758006508,-1540387410,2130726673,2005294,2093760992,1137410917,1717417026,-1177965195,232698291,85934
1562535609,77716668,946211212,1726724010,-1118553952,928968883,-151633305,-407801468,1554167167,85935
-418407043,-370114895,1880056635,684499463,-656765473,-1615208800,-1729557912,576700833,1607116857,85936
-506198579,-1862599603,1328113227,2047297609,-863745214,190416021,-825306695,1546932442,-732034524,85937
-72568496,1880042896,836780968,1491155286,-1927888796,-310661727,-2027355518,1144234078,-442216920,85938
-1714075170,1735400784,952766302,-1684012011,-766817160,2068703547,-1445642575,-1727976767,-1245633375,85939
1667754910,-867265522,1439340717,308701402,587731608,-366865200,1304580724,-1995881821,-164223866,85940
1646881221,1694327813,1154697829,195818972,-1651555108,1662783134,744154660,-1798011501,-612272140,85941
-471994860,860593027,1667996564,1494775886,-947696604,856350811,-1425577112,-1771780816,1414634517,85942
1271324672,-1340111054,630281546,1243086251,492802455,643179482,1457115500,874560441,-213962396,85943
-675576691,1044961125,-698326272,1706123575,-1396114056,1252101607,-2067814765,-2072166550,1339069513,85944
381670438,-69379088,-1226124448,-370327270,-1316931859,-396664032,1678360182,-1965340689,1027794237,85945
-1446497828,786671235,672293418,299983296,611121364,-2074175998,611137460,-1798451667,1439327599,85946
-168197123,-918900523,366618157,1581154470,1433602480,1400364734,-2091052302,-1965590324,1030414136,85947
-1078304664,-2109978476,-714922121,-1881945491,2118511918,-280992745,-646621378,665374356,-590405059,85948
866612416,-163301604,-1483130207,600737886,-1003158725,-1590247317,1145353756,-107318263,254255661,85949
-217486997,1684146126,2059432037,1155061485,-907133112,1775764058,-191233392,-933079813,1417035506,85950
1729466692,-1083495854,2130117477,26687968,-1920135203,2134507830,2100364164,-442965970,-2098519685,85951
531246203,1929111574,387829146,-417526144,689746212,33930764,548437938,468704375,-195461570,85952
147724327,-1247502814,-322958702,-2095295050,-1514743037,-1973317952,-150268347,799488595,2134278146,85953
-1908062471,-30350603,-1222880453,-1433292256,639557763,-806129290,1661638288,1418600917,-785523189,85954
-571888165,1264294737,-1438391609,-86352729,-948517080,934699855,-2026372920,1092642189,-35499082,85955
7529254,1367604102,2006536023,1108574060,643254414,1281536445,-1944900388,-691390680,2114455538,85956
801920225,-1701608170,425965898,188184536,1836891451,1690249455,-1109244407,1730201580,579747404,85957
1737486779,-488737223,193587872,-2120975743,390574011,-1572276705,1356475961,-926934695,-818072663,85958
-778257229,578781391,-435731411,-188392239,-1086889878,-116150930,164939920,1814421565,-523573817,85959
-268493894,801597313,1214570681,945030111,131637644,-2032718381,1826952307,-1662447502,-1544201133,85960
-295949406,-1997605974,281104686,789340387,-840889574,1104560273,-1703930731,-1894831186,187933276,85961
1717840999,513809266,-761371523,-905851678,-873087171,1644848220,-1750224065,-1880626674,-1515436295,85962
1540935129,-909601845,891166419,998616423,1347399876,1290742413,367733968,1065121645,-1333214197,85963
-892824798,-1542945913,-885436838,456078668,1701063057,25177916,811595339,-1160827384,-730814438,85964
-401306595,896493281,894840835,-1063381223,-1639595391,1404527270,-1718648185,-561414630,1385955910,85965
1872190258,-815390191,-1376830642,-795542919,-905949819,176678714,2015319332,-840744103,-1965326946,85966
-1982851342,554027813,-456321314,1686711110,-1767117448,988223480,1913588540,859087024,-1075600152,85967
-2094983017,1180062062,371425636,-191203668,-1909090701,-2058842911,-1188206846,1812175203,-419884845,85968
-744587261,856133051,-1832365468,-602297681,1882573976,1811496873,-1415200890,356141766,2024414304,85969
958065078,-976604808,836452943,1679701911,996107761,315494050,-1635926123,925608564,-1236591144,85970
-262318222,1496831299,-1162768613,576150309,122042066,-1283313989,-1360480725,-1499465915,1446319221,85971
-857885391,-443781081,-490164853,1388255719,1955049954,-1980341591,839028816,24058736,944203662,85972
-87758197,1505007152,-548161425,896334297,1531039447,-1812998470,1250969015,670650491,-356653030,85973
-26783450,-2016986808,-86859104,2017247136,-1002949138,-2144750748,-1954975939,-1928231707,-1984052617,85974
1640575974,1247034872,1195805887,1241619171,1507511560,91146658,1300988886,-87104741,67477980,85975
-1044801681,1964366965,-152763459,-1829486306,911260056,942750498,-1436574630,-100060120,-502404692,85976
-1756415224,-654741856,-1074730053,1981767275,-1331678496,-190892317,-1854943595,796382522,-1224142553,85977
827347109,-844127738,-1398956176,825794355,1798776154,-228038090,1052587579,1195954995,-376892180,85978
-382720706,-1971703206,2042203362,1407652435,2006876708,523248217,1928875925,158007962,-1371954612,85979
620450519,-804811802,1120315280,76874647,878306791,1736974834,1462130505,-1259491101,80575592,85980
78409265,1972015513,-696758817,1032702630,-1255082521,-1035027260,996813176,483571532,1151910517,85981
-1698693683,1501493469,-142784629,1725323257,-593041802,378182929,1893680117,-1536116664,-837747893,85982
-1491605247,1205607685,-2106758264,1783980656,1130692913,1802685434,-175021868,-1473137007,-1646111538,85983
1972483622,998144105,1509553992,1945751113,-1610567162,1063662801,1463723660,-1543308991,-1236846779,85984
-1072383666,1517040326,-1834521225,137590274,395011841,938393344,572030338,-1067249620,-1933269602,85985
-128620060,-490636323,-1855154987,-1741595309,-1041246397,-1596690755,2060323984,-2115139836,-1236032515,85986
-851836551,281676349,625701946,1037635929,454864254,-920099740,1794979296,2123159994,-913358329,85987
1446261602,1790150026,1029137963,1880370400,2096248014,-13910880,-652570830,-682416479,-790670415,85988
2031857685,-736734256,-638341304,-407429417,764750458,-849456631,1579611439,1686495086,-581300104,85989
1438579491,1554014814,1152153156,-653406720,-975992732,1489595916,-988141632,-1376708550,-362667251,85990
-27931767,1014223772,924058676,1366750788,1128280445,-1508704039,-1682265444,-693871627,-324764821,85991
-789989563,-867461577,851703216,1106867627,-1701955033,1628544363,-837480200,-684579662,-556904136,85992
-1180506455,-176747840,-525110051,-1560318476,824839008,-1758944038,-1230784518,-1681831521,2134749710,85993
1387167105,494449271,-1781788458,1670771600,558612292,524393080,-1455068244,746025798,2038295341,85994
-769514758,1864603187,1128702797,-1678825172,-156060868,-1692316397,7063993,1473803816,1619576819,85995
-326110439,960696519,-997175829,514450508,-296687634,-1235548857,442265078,1921832842,564424452,85996
1691276008,349331147,123017825,-725326617,1824415314,677265073,1092378568,-769154927,898675516,85997
-1342523362,401496860,-1529606477,2080032719,-558731361,-1086129066,-1469335718,-784980437,-2060119813,85998
-1792611943,1178624072,-1508818442,-632701191,-1223454358,-623710457,-1732980087,-479424687,-131620007,85999
910134692,-1274418299,1781898408,-1159644738,104118551,589290401,-1466919099,1123010552,1857036813,86000
-1936141749,124650960,1854207846,897429221,932606037,-1532929534,-1453429214,-1655093379,-296938148,86001
525465283,-750039698,-931185695,134409196,981597977,1996281971,-11963102,-771609984,1318400321,86002
840783809,-1491014175,806362389,674712789,-2010462528,133834124,668264911,-271163112,925328656,86003
612100624,-1625733430,-197257671,-1486695953,-1902829456,-1386917622,-811435700,5623762,2057781495,86004
404478685,-1546192477,1687446767,834855334,827593929,-928308517,2122792067,-1363495851,1420420858,86005
-649302257,1055802658,1013659316,-800053980,1277912927,-880475643,-461878203,-1480388198,1577973894,86006
2028099249,900597198,277747502,1467634743,1038484198,1413324623,-901265561,-58542066,713762442,86007
1152334523,-994716713,-525572354,1202148164,2066048191,1218332785,-1554233156,1882911922,2106498550,86008
69712220,-1321381324,141445853,-1543095244,-394080470,406576246,-1844933396,-1553591691,-823602579,86009
-242529715,205842797,1114972007,1588949976,1524094757,1334351039,-963479324,-87948326,82113840,86010
1495852994,-108691466,-1067348615,1815925705,1483419255,-826791850,-1828197875,984525496,-771360295,86011
-575205249,-823608882,357348948,-932614351,76454221,569944438,1697914067,401275172,-1814109305,86012
1157898313,-44765104,1762473203,-52726095,2114912901,253699694,405635950,-1206535649,672700210,86013
-1780262446,-793744127,1162844208,-116858366,-956128940,-1867729261,-1527076154,-142760837,-762841813,86014
-430836011,-1428205196,-1119792832,1131628034,-1528240802,-1993895947,1705774375,2095961555,-678609780,86015
-1441223919,1308762045,-117833097,-1338466154,-1214894159,332711604,-547533779,-2065096537,-1396467778,86016
-199284719,-1259050355,1293343746,61717106,253372763,1956966316,1351049656,1866757581,-1440888424,86017
1702612051,-1735829731,1190559317,-1392101954,-2086233954,1067562117,499417962,316783244,206292028,86018
-542063351,562887986,-1807174904,-15858532,-1313665061,2122298335,762868924,2119166543,-1074888305,86019
404439225,-318590942,-1070143829,-1691112274,132748062,1043828718,311092854,925409277,-419623083,86020
87848710,77042495,1633593735,-1412056198,1822241382,1781478242,-1152024982,-743544994,1490601951,86021
-1012410556,1754168807,-142978188,-1878720059,-595594799,804109872,-531921803,-585383560,1502041584,86022
-78357110,1058833004,84339229,1974265070,218747911,-71520048,-774292735,742433549,-2131323583,86023
1010129112,447981998,1644786957,64570952,364894444,-346818133,-1023255086,-306764104,2042396253,86024
756283236,2072709014,1130512911,-1137372265,590289167,-1302566555,-133451601,2079066372,-67877468,86025
-815845871,-548517098,-2107554745,-423700515,1062792377,-1746062523,-1798449139,-2005691123,-2104501152,86026
-1600913210,-51693199,1987840291,-1492817517,1686896101,2064218028,1831348545,-1796250098,1358618922,86027
983147522,1841595954,-886886644,1355008372,794789547,-2045151819,248771951,892019346,732444732,86028
-1564278155,-1978696635,1862246185,231871245,-370466793,1775670211,584714203,-51827574,-932490512,86029
1735768793,1137742150,-2053225588,-1100759739,1806763486,947037233,576752566,1183157456,1218714601,86030
-1659292560,-362801366,-1411650529,-2110287913,1749223686,945643598,1270208678,1086770895,-482223393,86031
1676385515,-414408672,1748996665,320216142,-1781641185,1546910960,-504274444,1328117066,-1196048135,86032
685489624,535155906,1998034024,-1505622887,1643801280,382314851,-268751877,824516948,875720153,86033
644568361,1953741484,-1412889974,900949425,-433023596,-1598668358,-339387257,-1271983586,1634532633,86034
-1539319504,-770397535,-354844333,1670379221,-1489389787,-1397590716,1993239084,1669675731,-713113242,86035
-1606642240,-1497555392,-2114707615,-1000763113,1049242925,-261155535,1269026846,1428479700,687570636,86036
-514378552,891774752,-1089009830,784184650,-612471874,-242281122,-436985987,1063502686,1873708379,86037
906146972,1612755836,959853220,1981154001,-1201118313,-236918923,1508354073,185948142,-1408390196,86038
-528784913,-258543416,-1319532526,114556824,-1089706783,1140572420,1994468437,1291825894,-1094601246,86039
-1169696798,-504440766,-637724059,1438979556,-553677251,297628211,-796390828,-406918011,1652579745,86040
-1145112869,-1703319284,-252653884,-1414629367,-1440384591,-1311192940,-702820777,2066179694,284218580,86041
699872199,-1418027127,-389678897,1725762788,1757770457,-2056306621,-80247143,-141567710,-1543342453,86042
-925759941,953476245,-1788463429,1934955653,867719167,805936793,1419446958,113474524,-284461112,86043
-2138863194,205039160,-1734033197,-238251354,362577376,1014030570,458064160,-177471067,1700363514,86044
-1833167839,-177593157,-1296287800,-1050669360,-1271743176,-1021229619,1057084101,-1487676197,-169319747,86045
-1918231540,334734764,-2116110153,-1689314775,-252328258,349479230,1522090118,-668841144,1828138451,86046
-826155608,-917629901,1843702452,-988642719,1033314705,306500815,-422376843,-1566476384,-173823901,86047
721850482,-342739058,169893697,-623152040,-1280145034,2075593368,-1801714556,-815158484,1901276986,86048
352666358,-1439068743,645223919,797453876,2082843022,-1640369039,-485607599,1365383951,1764015429,86049
1763136521,-486021364,1136873686,-400122133,-1132301302,-555355184,1172070789,1946666295,-336910000,86050
360199165,-280200622,-80469402,-2028596831,-208390950,1663759580,-1874578846,1511251205,2117969069,86051
-559990577,1300734170,1733536711,-1851308809,7827132,-1144384527,647381954,-1848762754,-1786252354,86052
1202477727,500868692,-562665697,-1085642070,-1725195507,-1400419296,878558405,1770831081,1084782386,86053
51713047,-134630575,1707813709,841125521,1466606019,2069592198,725790289,303516250,-1785636493,86054
1768280245,-1939145967,-1340309270,-626656370,44863061,809602841,549911282,-1070700295,1471735029,86055
398615,-450136662,1521171084,1705440775,378385976,2122419711,1790173329,-1249329867,-376099105,86056
1144521650,-404229965,619791178,-502590167,-1373401585,-2145121303,1434924498,1161006585,-289498458,86057
-460792989,-835245161,-89091794,531913636,1011064877,1649103291,-1382050559,-2001424409,-1402590435,86058
-1696638349,292425593,-622996525,-1176934257,-1565401494,1290697992,1390541760,-1833082764,-498296391,86059
46224758,174615616,1765964711,185571748,1895584257,-1047852711,1350478802,-1898653581,-930213670,86060
1382761957,-611479193,386418157,1346709279,584710096,269867685,1159968454,1885630899,-753495285,86061
934698407,1172495609,1116727103,1455076550,-1968389227,248119673,1723341186,880996937,-701911600,86062
-1411546962,-1531432230,-982315304,1737595699,579666846,1814467094,269796472,190512347,451994551,86063
-460200119,1663335888,-758328771,668829721,-1534875921,936251865,367548791,1423033400,889774426,86064
134815691,-1398185507,-193479743,2008104477,-651215947,674550454,799746844,1634916232,-1284018276,86065
-411118791,252834025,620833591,1039508054,1509882662,-211421017,1546631577,1039846103,844918186,86066
-1566096342,-1958346752,-66691513,-1062071969,1385917609,-1461623396,-1886681131,1810079265,221391563,86067
1179685792,498269795,1287105070,-1516176509,1681995829,-924560227,-398071809,-1730506311,559966246,86068
-1947039236,-601942709,1491709170,1415203652,143160117,-1116135494,-1124501887,204562057,1967015774,86069
1427083989,1920348642,643340083,1854571140,-1073991176,-2021389007,1627127347,-2057350405,1436535236,86070
1694478972,495686491,-1316875572,-1675274614,-947296148,-561538351,450525207,-378537160,-1413914302,86071
-1403288061,1003432027,-1065645245,2067861307,-2025753006,1218923045,833501850,1342757228,1315953483,86072
-1789462469,1963379276,-1247711416,711125781,542706246,-558764464,2027937772,-728612623,-1383311718,86073
312888248,-519216597,-23414580,384546369,2083157538,-1520110591,319020733,1088074207,-31947088,86074
-845444482,1943018744,816327889,557219801,-1829725948,827351914,25920195,-1902440017,1549240763,86075
-1711332390,-111142044,-364632755,-95959351,-748658540,-920403271,1781620135,809791480,1268700457,86076
771890111,-1969597247,235231062,-593578680,-1519700665,-1950980054,-33403686,-295000681,767906318,86077
-132686127,111144134,-657264528,367353749,1303524412,-719567212,-633420561,-1917624054,2140962554,86078
-293839998,-1793975105,-123481476,911990543,1997755411,163647853,-1114741859,965427703,-1076517938,86079
-344745131,318315676,-1672389611,-531221621,-342008620,385590186,-1048710518,1960385625,-933698348,86080
-1826855883,-207356170,-613528511,1071461631,281952033,2104724007,-1191891137,-503321580,-1256345466,86081
1401011201,-202520308,-1744014808,-1645760456,2070359490,-1373175881,1924686898,741655099,909446531,86082
-1736846464,429212573,-1220952822,-333741627,1956805699,-377254517,382356177,-122796610,1690586533,86083
2091508579,1214782090,2071440554,1608130321,520098069,1112881740,-1531986102,-577014790,-1403540821,86084
-142058799,1073804049,1856848138,-579565868,1711501675,1472663592,-1818085779,567899705,2145226704,86085
-1012071934,2043906437,-354139028,-418905189,-592713239,693959581,1643669285,-145051307,-2062182485,86086
-230401559,-2042654212,1070044741,2042144169,1333211680,-615520397,1955874406,1469037562,1335475853,86087
731786895,-1714752873,-720084651,-95771476,1782115529,962599518,-2043155729,-589558128,-1661119981,86088
1856075874,732033552,645673207,901597164,1384299015,681558460,-1210476731,8125490,-568369890,86089
882732927,-9210799,-431708133,1167441559,1553726702,-40736727,235516850,-1664974460,1150294163,86090
-7491309,-1769200093,620250311,-773819279,1465853715,-1792828584,-2053721821,1877090520,-2099253508,86091
155278843,-340497650,-258591568,494838035,199332963,-1423113746,-1906009290,-581668799,-686413712,86092
-1854095321,-425676010,433948150,1591775572,-187008263,-1739672805,-1973386965,-1057831374,-389634551,86093
-330811620,9319502,-348020565,-39346475,327283097,-1775305681,-288664653,-1443401391,-483479853,86094
872538436,1446718132,258222591,1802445075,-37405201,2042114719,-1918178999,104729188,749447717,86095
1058958731,967810845,1180182722,1071692210,1630206691,-647931546,466989464,-1925533714,111069835,86096
996051584,-669852455,-1331969680,742561129,-260367453,655752722,1391495617,832024103,1580950112,86097
-651085963,-1897845205,1327772171,-113801385,-1050985034,-2094598283,-564078224,2145343249,-1736203798,86098
1890958144,1353008275,1216954841,-1398946470,-666849831,258857757,941707933,1474965487,524465092,86099
1586371890,310870274,-298606720,891034822,-576279347,1198689253,-2090472385,1441256640,813344933,86100
1613850007,-85662389,-168490933,356657288,1857757081,-87472500,-2120261793,908271912,300139609,86101
245172489,737618793,772384981,-635862727,30060697,-2123838668,1285889244,1260137789,1730511470,86102
635178572,1693589263,-917897464,-1404789342,1352212567,1798703082,-369586747,908446137,544362615,86103
1467729639,893426401,-1439721479,1973932886,-608971608,1358312509,2107499352,-1199344471,-1389905216,86104
1793627185,238648779,-466272825,-1252595468,-969712312,1160161714,1683436605,-638628984,1797143488,86105
1705732838,1773725979,-1776078008,-760092428,-1124990402,-841510391,988459490,1944656987,18182088,86106
300956898,1842576179,1700968003,50792908,-1878724253,1454923505,-1492893233,266086478,-722119573,86107
-146328219,1142339212,2118518110,-1448832311,1273985785,648727361,-700560304,-598785568,-1938026861,86108
-1163888443,-729115736,1508363024,246926688,784420256,-1574026960,-1471547108,-939267343,2039833818,86109
-1585547137,-1337374771,993767229,-69745354,-1824348918,412557763,554332465,-1513681449,-2134334432,86110
-1225660384,1192773882,1101516008,182016893,-1823744974,917311483,-1171001033,1328964772,662883292,86111
20201270,1823674584,395265479,-1865337629,-2087061026,-1164665012,-2132257697,-1712738205,-1846078511,86112
-905325912,309472551,973274655,297095903,-820889271,270777305,-337361396,1701102102,-273895011,86113
-1188302696,1794894537,1812015315,-72272181,-1855064661,-227915197,178019182,-1486695198,2120267215,86114
-1258830389,-1793921790,-496380917,-610353866,774927486,-1493001893,-1811326116,-759750041,-19533224,86115
1364130696,-1259319865,883973684,-1375177695,103642915,-297653041,-74439321,-582132034,469482534,86116
-1663698023,-2109160204,-332381829,1367691377,-648321594,-2132771013,-711571859,1828636258,922790594,86117
345962071,210535007,-1508970007,-1251971324,1100847094,251190404,-1512789381,-76984491,-1826698052,86118
-1309810867,703804270,145491652,525128788,405251983,-1412839752,212555780,-955358465,41208394,86119
-1963547910,-1557327833,1108839621,1313368117,-235357068,795331960,-483155556,325767196,-492448061,86120
751394117,-845633602,1219239735,307536582,-2070361479,556934637,1688710484,943930783,564292087,86121
-1011755308,-299889344,-1936526919,-1466376560,-1630625622,2055715490,1417574851,-1232454962,-885490882,86122
-1218229728,909442330,499713910,184784668,286126383,1282364253,-1701636902,810557254,-1948640393,86123
-63580725,319367484,-1943443233,1868460034,1258330761,-874312888,2037706238,192076109,-598049497,86124
-685178600,94225012,-1526575503,-371123918,-613025283,894830933,293958072,1718845800,-1108113647,86125
162927202,1396249038,-605793731,1235868730,38749963,1196785969,-1451615881,1896434564,-187729786,86126
-1724450028,-311534996,-2115091381,1171215921,-2122278890,1440428763,-89306970,1145366806,-645569956,86127
-2139824599,187418669,-1009743679,-1783784843,-1932707015,-1092066344,910206324,315842893,-1310847112,86128
-1576344515,-870516970,123923894,1401939679,-1885853075,-1980672105,-1137468361,1314772937,492087100,86129
-454559090,328998188,303827024,-1670021229,1945167158,1561181142,766363768,1972704249,-954415161,86130
-1404145890,1139393119,660542918,-1922404804,16700048,967303865,-1900273456,-718615144,897361782,86131
1218798306,1156625201,-1392912998,-1553647602,-862975514,-1812018978,1245451069,1735763937,1884473224,86132
1051936820,-1167671483,-660427995,619189831,-331334687,-654368467,862591654,-784844410,1745413981,86133
282819192,-1001003914,-1197669482,758179718,-469199200,479409999,1832346256,1266013756,-796736281,86134
-79365910,-2072690795,-260555843,943756819,-947676843,517542572,-271610457,868214413,642696412,86135
39730450,-85207345,-1217958867,-1340518974,-1709589297,-391865907,1432240703,-291111411,-226135412,86136
1270414666,311045304,959844789,-1901565874,-1420716355,-249268454,1086914113,1969431224,-1360331416,86137
-1314931634,606474239,-369643552,2038376357,1829488656,1465736068,1313416998,-1357198690,-516100434,86138
-643676890,-1229286731,407757225,213827253,-967373678,1158688407,-1032867956,-1868057826,557282082,86139
1559825803,1202003079,-1826881704,787724655,-2096897361,1553190121,830211144,-927175184,-38903536,86140
-474877158,1400481212,813712704,2019989714,1560208982,22041076,537850919,-1312764723,1002992575,86141
-190565230,-933873190,1560253327,1396269523,1513436197,-326362104,1903231967,-981764274,1272353908,86142
290214903,-2038586884,1877788248,-1931484297,-1479369485,677648626,-1982261573,-760711407,1823593473,86143
294774151,1258327394,-1967861322,-213048386,-877349007,1490255581,16528149,-609640241,-475075297,86144
2079806130,1142664142,-2145111859,-1453953910,-1223746815,1942537352,1856300465,-1887651328,-727841735,86145
-701811803,670960783,502488382,-1454757815,1345383490,1258310026,-2431218,266222944,1845475805,86146
-1224607535,1495722828,890392402,434650342,1174491033,1341755498,1342981854,977513606,1499940422,86147
457358156,83595254,-407569267,-1920053492,-1349817995,-228509860,-2042227859,-14672242,-975607211,86148
626696206,-66707575,2108562847,-1109658498,-889222728,-1663888486,1764133695,-166537664,1959542011,86149
64125742,2038293724,-1385349342,1233405597,-1082293706,1629792799,292735790,2035553912,-1851178112,86150
-1627280201,1285489854,-563641510,1270651585,-1908976863,-1218513993,1086606210,-1122493424,825817742,86151
-245085861,332921144,639776466,1941212744,1630788735,-699684886,131532329,-1920223407,-1601043556,86152
409785376,369547434,1695755090,-328314816,991157804,1056060280,1736305287,-1649701628,1327977467,86153
1560226882,2049915913,-2009749551,317620360,308937166,-1563533991,-1121906695,1555122356,-2050448969,86154
-1844033729,676781137,861695546,17773915,55272737,2138945959,580065774,-1626960646,1479057184,86155
588308489,-185274107,328617154,-519190602,1672148712,1241343202,-9372468,1359925952,54743169,86156
2144847585,-693515185,-1970064419,1926808534,-1197075550,1189253965,-85183676,1911785887,1287921663,86157
-1209446615,-198372314,150194042,1044903311,1859279185,-939028247,1741517418,-962603312,417594195,86158
-271964373,1460300343,974284308,-107325133,-567107301,-1677869284,-1767591880,1767479114,-550849480,86159
-179860936,1744259842,-2021093996,-981605012,-986173791,-1811349071,-1437771573,-185687787,570654043,86160
-942923119,2019683414,1894763692,-719508170,-2032911462,518569898,862647074,627213351,606734837,86161
-3218427,-617462840,-1428875381,386516204,1955255633,-38686820,2020840364,-618254451,1658095229,86162
1872595465,1128241605,-1739839071,1267854403,290107925,1375932263,-1897780880,-186405442,-42147089,86163
66751458,-2081895286,1883966719,-319506164,-779062693,1222681951,1445401376,743562700,383321470,86164
-290130105,-1983960964,-1967083394,2021236276,1433825681,-1238602121,-60099262,1030884627,-720466064,86165
16512392,-461263535,-1764372499,1301781358,589986323,-68814491,-1621159580,-174488559,-458538923,86166
1473444595,1844271822,-890157352,2068025593,2099377665,-1188706767,-325353148,863861712,527734141,86167
-524926523,677308654,876869561,-1259932210,-1674553624,551913487,1632371227,710736630,1552416074,86168
1785049041,-15412744,153694687,1835402220,-933217414,1357921071,-1039302398,1599161148,1500098583,86169
717546028,-563134290,179020948,-854249851,1795275068,1670655650,-548828308,-534705123,-1861008590,86170
1158135514,81923746,1116583850,-816505091,-1763588906,872223450,1559979811,852594460,1223394326,86171
-45278044,1347749675,1003595614,-1197804187,1791069980,454518547,-2035858693,213672932,1306322304,86172
-869501032,-685436774,1913245336,2004577493,-1688012045,-1643490056,1235775579,165776072,-1753181590,86173
-1528299327,-1944315574,-1781511368,902693845,-1638590245,1083491495,-953325823,1701074972,1038569249,86174
516703753,340350511,-441283543,1291946912,-431442910,-1503060072,-1509094456,-533131724,984285608,86175
563004395,-1476098595,1100197155,-1088594715,-462185678,-1497087598,1435765107,-794947555,-645174981,86176
2066069658,2058015751,2035910252,1237822282,-1491836434,1807441112,-1417956650,469826212,552098949,86177
-272304467,1916923541,1778199478,-2123821774,-1487861373,1652858467,1678512601,376975057,-552052964,86178
-1114116152,361192570,-21403985,-1993187714,-706563808,-812019837,-639953623,-1432336022,-1347967217,86179
-947663750,1186925124,-400161994,1868155600,-509552677,-1113350997,-513858530,-272553548,-370929181,86180
-1117828024,2050630123,-2026737263,718601242,-79396857,385385127,274322297,1513685742,-1023858971,86181
1871887190,-448091328,1241930660,-542280934,785228552,1971452411,-510761523,1003711580,1483930070,86182
1651312750,865158732,2122660659,75920773,-2087471106,763271956,1525448562,-21101900,376063311,86183
1873139188,154559311,-438397280,-1159896909,784965363,2012268130,-1769067152,-1865942901,139095490,86184
2085716931,-471620507,-519832765,983992634,-1946189253,-1937975161,-1080918903,-539650181,-557041154,86185
1659009697,-174109340,536847080,-1623791605,487736319,-1504999906,-507804574,1504532954,-1719222136,86186
-1385645465,-731942492,-1872553405,1957848163,-847715561,-653752013,1751054706,-2003084551,-2123650765,86187
-74959493,747972294,201720577,-1832005899,1531423590,-1458854722,1665142632,-2079573674,73550866,86188
-1975159982,-1889008616,-1106230059,63726271,2082370210,2011380710,-349206247,-1868511525,-528281044,86189
1040805277,-1596762863,1739874751,53239372,1430632834,103078303,-1215992853,1994286546,1661789420,86190
2074222249,-1239208908,796001091,-1392672686,-1347149163,1618215935,629029926,-711061255,245163406,86191
1784152094,1716187200,-1836923513,1483137178,687116622,-638292201,-2119241278,76757265,1850651789,86192
520403405,-1729479355,1519937809,-37175310,1767629383,32213086,1245719275,-1080697124,-952267974,86193
-1617779990,-1681652813,650746042,-2073935827,-1089574298,1431109180,-278884405,-300246240,1906939890,86194
-1576021633,-960765975,1903909419,413615777,141904373,-1003021552,-303826437,1815188433,1163688174,86195
518172398,-1097095107,-114372598,1556649655,-1134873282,-1735995132,-1025593738,1892778228,-2133384894,86196
504964428,1765031502,923140178,-65993308,1924783708,-548380579,2094399403,-1897963077,-1043014082,86197
-1644212245,243510135,-108615173,-1213021018,989899732,-2051496192,2031098070,1799135815,1463156475,86198
-624894503,7438942,2016272864,-942553622,-1956190906,-1443485943,803717575,72336070,-1498758605,86199
-1875134831,-2096158446,-1959568555,-1270711515,2115609593,226838593,1917512290,-714931561,-1469459955,86200
-941592476,-986679743,-279210283,1385085265,1933975191,-1022111776,1701330684,349389172,1326491390,86201
283303398,-1489423751,393373921,1955025897,-1871593531,-1276639278,485975146,1722341183,-133012620,86202
985616816,1049474381,1696402950,1852470679,1836196658,-243668831,379256626,1868105717,1150694823,86203
-563611866,1269643218,1568262165,-1159643552,1105451751,-258972226,1544612948,1625975802,1556491205,86204
398575993,-494288706,-48831476,-1250872243,-390618453,695067029,-2109046515,1876118558,-1309537788,86205
294164737,-1091691933,648618643,-15902893,70939392,-1438087894,103416635,-902985913,-690769742,86206
1220263660,1790659560,-409159532,1368398400,1430669673,-1508709943,968896763,-643188839,-2028965079,86207
-1164635297,-1216197187,288618806,2030581426,-441563643,1909306976,1823901513,2036259852,1956984337,86208
1779247812,-597988213,-1031116521,-129971561,340296700,-186052577,-2135199694,-1701006069,-792700060,86209
-1088614494,395972811,704445279,-1077237774,-623547840,-206452760,1183587462,640590312,230811512,86210
-1352138938,-2060058560,-965196796,-1394565423,-1694016162,1959425068,696189848,1783541610,-72369607,86211
230540505,-2111542666,562988807,-1127556559,-678303210,539873933,413953975,440478478,-981028986,86212
1252230830,1964925826,-308380873,1898816000,-1607657434,545990851,1654640383,-350595608,1546982284,86213
-1991064324,-1128511632,-1138608068,-1264373793,944744483,876374811,1044776770,752962173,-1017244753,86214
989819990,317242880,-109773294,1288448774,-1599832319,-505124904,-1113120285,-992096185,-1992603348,86215
1499839861,1249819377,1869061382,279287181,655207767,1780153624,558846492,1894973638,-338336603,86216
1014635195,-610728932,-1398584915,1162173758,2135385422,-1021741526,1573993803,-489862379,1953905557,86217
636938415,818484464,-1799273522,192899232,-805448087,1736463613,912581549,475328427,1466299564,86218
1583301618,-1524105485,1872835053,1628158933,298861351,-1446413635,-2044805541,1798112109,945029013,86219
1141016877,1076484179,176810638,-962137274,-1200121415,-1132684674,775835685,-2025282809,-1998262477,86220
