PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT,nonce
-1688330280,56208652,451704891,172475166,467030605,19636
170167972,1013937787,1216122591,-2036478675,-240875447,19637
-788318849,364942236,-1074631492,-618929962,-1396410303,19638
-918776466,219138251,-118968456,-2072922377,1812783317,19639
1921123642,-506772190,345259093,574225710,508927734,19640
-1652921410,886767343,1200833515,-602535222,538712073,19641
942136189,-1244351915,1934217330,336868522,-893684833,19642
-350423832,735509937,1476651872,-1329782510,-228930406,19643
-1560284730,327600939,-1647674907,-1177811221,127024262,19644
794134655,-59590013,673494710,-1926902769,1944491573,19645
-1148515216,353937815,1808143605,1902849422,-165853912,19646
1041302128,-54540190,50093749,1574344248,1173833687,19647
-1560212474,-1770972767,45687538,-947278392,554772236,19648
1571476740,-495334532,860521151,-977140449,-808791301,19649
-1901457117,607884318,1712650997,-1637695358,1693959379,19650
-1485642620,1507058657,175486125,77639295,1277527712,19651
-643706521,1439726346,-403847170,778407862,-1855273872,19652
-426406446,-1039673502,2046481076,-510767492,-144571574,19653
-1400430166,-328478915,811521247,-998970533,-2016002899,19654
-1010041652,984850770,-426184863,-1947938471,1064381578,19655
-1960895020,-891430603,2012624884,1934411006,-2072592067,19656
-890188154,900659134,2054125356,1713303438,1094572185,19657
644353885,-477915484,-1779466817,-914834596,1453680092,19658
457180260,-2099946226,-2026805712,1173087860,-1602970793,19659
-708330432,-1513637775,891972289,-530003715,-600418954,19660
1309280118,558367070,411262356,-2004691327,-1134192080,19661
1253528789,1723988459,-497478272,-556090386,-1122532712,19662
-1078977479,674764525,1622778361,-900765567,-1460310248,19663
-528968686,1244599349,-937500966,-889990268,-1006989436,19664
176987365,-1150655937,-428474689,23010105,1388460984,19665
-901762382,1016237868,1563357893,-355857096,-975658952,19666
1795447258,-668640709,836190903,-555294805,-396098663,19667
-566413124,-1541529307,-2145004655,-2065402517,-5463487,19668
55788226,1123050227,960279314,-55802156,29299886,19669
1592492023,1169714318,-705134758,-1228993622,1813886337,19670
-1145893726,2143392071,849008064,-1346989164,-1118216284,19671
-613024062,635959315,-572839414,844177213,952322052,19672
-1022440895,1191534718,1524985277,83848356,979072160,19673
320575737,1242671956,-1955593179,-452130721,-1325095140,19674
-767509090,-371315903,1865959166,2080723102,327976222,19675
-1635902191,-785171630,-33156002,2007194550,1828145318,19676
1273900182,54227355,-1266418295,4023892,1443506063,19677
555662855,1144216329,1115301131,141007077,-764394524,19678
760039370,217563072,143571292,-1978946678,-1653982566,19679
-1184904707,1103919217,-1738722453,1840300011,-965821800,19680
-977082744,435072709,-1729581962,-1532671961,1113475452,19681
1388508026,-1283826809,-812773079,119199858,758231924,19682
-1792523605,1665856152,396864626,1548059564,-1392155231,19683
-1432825195,1730989274,1878671001,725630980,513769227,19684
1848432052,-215448474,1819128627,-1087128314,1828550132,19685
-651015956,360792169,58796669,1464348115,-111471106,19686
-1007679023,1429096143,-1280824671,-641180115,-1874383136,19687
-1336945787,-621054422,-1066948863,424130086,1509796315,19688
-1379830198,2085659602,-1216681622,1045098728,-1458125446,19689
-1525860397,1957295612,-463087144,318234749,1585408821,19690
-312524787,239165586,-1775404725,-1793098850,1284173214,19691
-1953939297,828462780,-763165819,-1439403441,-1740967286,19692
45076349,1494196263,397156798,-1569957478,1479007143,19693
325862857,179930044,-326248328,-1562046993,-555905068,19694
-26561256,-945645939,2146286831,-213110043,-2031306229,19695
750197917,-963338236,-883733794,1961549195,559309860,19696
1651169593,-948875009,-1469419507,697945537,882038904,19697
-1892786717,-1241064445,-1673604064,-178426392,986678613,19698
-2103201824,-1724598263,1430959963,-544527269,-1204721963,19699
1997267129,1802133330,-814704802,1927699197,-1541503507,19700
-538096074,566632881,1924731332,-211888513,1369899364,19701
-1419221134,562719804,-1042973156,1602024892,1045380856,19702
2050312911,753685896,494589752,-1741530229,-869159655,19703
-432253231,1622530851,555992270,-712583089,196833787,19704
1507644749,-1594870256,-942538202,-1635194660,-253092563,19705
-2045087606,974757172,182268750,-1447203389,-1521548608,19706
-1270008933,607699303,842128915,537380644,985412293,19707
399913797,108960791,-1378106587,-133474486,124126659,19708
2056149794,1667741160,623580863,-329299400,-1093784287,19709
1277810425,-1980186617,2082297157,1596438567,124748956,19710
1267436039,480606201,620047691,-691651016,-92973344,19711
-1617240963,1065703068,1158273227,-1255454910,122274695,19712
-1842893931,-550511517,925998375,-743325671,338422723,19713
1340506639,-1689365116,602116821,125449709,-2049128518,19714
-1795377106,-1242236042,333445397,675360192,381670768,19715
-1523777341,1741924783,-1710651445,1496279143,2013777858,19716
1676851549,-1274896377,-706094950,1266530872,-1521634926,19717
-1018474636,1709616959,923411655,-1547829371,1657453855,19718
1384153148,2014352864,-1826795631,-581071290,-1658614777,19719
-179682778,277687115,42842665,1723732518,-875018540,19720
-1596306832,2054699996,573540756,546578225,-965882490,19721
1254887312,1637601714,-581794831,-256544116,-153277688,19722
-2111144644,-427539585,-415859230,984664265,1547929888,19723
-7537961,1100995632,-1835530516,1144238703,1042456326,19724
-1451550870,1187126050,-1694203502,430538054,-1786838692,19725
13290119,-1403295436,596316283,535054718,-477257759,19726
377653883,1153840129,-711633167,313936151,452255787,19727
-688465318,-630878655,-105210947,1796806534,-892575635,19728
-1434361634,-558103831,2095963401,1995934563,2135871540,19729
1393795395,1451239003,-1461225696,452880995,1886386151,19730
650635103,634390421,-266065899,-1454390275,-1552178732,19731
2036956497,165484648,1286873992,-246895333,-1273035663,19732
-457222823,1124167777,-1307752360,1707091182,-415177740,19733
-1763498276,198556076,14824531,-896146673,863292802,19734
-946812320,-575957736,-1163282105,-970763354,1392550209,19735
-1835693823,232566305,1607385535,-391909415,-1662421344,19736
-540989097,1650397830,1677727005,-346184026,2030988045,19737
1475020406,-96210988,2771182,390759705,165070112,19738
-719091867,-1242609349,143370768,-424358076,756048035,19739
-253537243,-86122959,-954951792,1612353855,1716547955,19740
-1581285927,1927756796,-1410509547,206154419,-1325260575,19741
180740167,-824975867,-1707196874,1242316809,-540391233,19742
204381133,699518378,1472689068,-651000191,-2007459825,19743
-1924894412,320251553,1588152434,497315128,-1223090043,19744
-1356134882,-1421129063,476718197,1983904263,654361926,19745
-832724522,1666760939,383134801,1991413525,-428540529,19746
-2094050609,848757867,-381883413,44502595,-1123707561,19747
529380365,579323654,-1338750123,781906325,-1522312722,19748
2104208592,-942960179,-1261494,458913970,-1465198105,19749
567275568,867710666,-2141432332,-207665390,750756193,19750
1013511248,-1234126308,1960367591,-1209762630,-760554692,19751
-744738252,-1554597287,856716640,-881680832,-945930800,19752
-683401508,460508815,-705393791,1273838126,1089478388,19753
1941585162,975997404,-588780003,-648402950,113971572,19754
-13259196,866667560,-1091532395,1270485626,1920753796,19755
-1819296357,1069100672,1505525068,-819935353,-19336005,19756
1302126694,952974841,-227960097,1056047278,-826074905,19757
674670496,-909507698,-1835746620,-93366380,1535231918,19758
-1167422671,-581078002,2048138413,-632153797,-513798093,19759
1601738165,-957802203,-1705705334,-1910274203,250008056,19760
-1220142451,-1979095150,1932150122,-929991024,-5680172,19761
255359752,917491985,-1971594555,-126312445,-1990984052,19762
-1507555212,568647578,-668772614,2096225166,1230548129,19763
413211217,-2016372574,743763801,-1298224984,320872610,19764
-1445613415,-1759047752,-1052147905,-1929820166,599087073,19765
-433332080,-1370300183,1942166200,1850786254,-1789062744,19766
1389706281,-1803513824,759000928,2061785898,1091252129,19767
1101209166,-1424430859,-1067970145,-2144770145,412369434,19768
824703900,1958344930,120069537,1375786370,511179505,19769
-551177131,1923982179,-284221445,-1933610552,-1466453506,19770
-180994256,184471199,646607551,-961029644,1385687126,19771
-1708876398,-112811047,1075816532,994058487,-1407309760,19772
-1185592219,-81015877,-1072062087,933251539,1833113915,19773
-2056827567,1729119308,2042146315,-1341557551,404509602,19774
-1877876871,-1235261781,-275352879,-1096278007,1733636784,19775
1911355837,2083965375,1796488495,-1208383762,-1951152489,19776
-451175852,-872414009,-2024001552,-943840978,614286333,19777
-2139601267,324985363,-1356560290,-134890396,1293029675,19778
910176696,-2080296141,1513392655,-558589141,1745394722,19779
-1374049537,-2039579218,474662480,1624479326,1261513703,19780
501823412,1756079415,1376461821,-424122137,-276300888,19781
-914569478,-1964744462,-1054010522,2133528474,14550313,19782
1215981480,1168137550,-1908126457,-523336947,-2075242260,19783
397731175,-434687422,848214771,524532320,1503525224,19784
-805345946,-2028408940,472695364,-1909616613,-1741547936,19785
-1710142082,2049742211,1480242906,1054959057,-382695341,19786
-1338177159,-1294173538,-364201139,1437014189,40212304,19787
-2117146295,1609979761,-1857210248,-1201733831,-1244471829,19788
-2124679017,1386582130,1406395704,842790869,-300589778,19789
126299250,-338802299,-433257327,-898276958,-1295631603,19790
1635846590,1634276568,264270413,-691308045,1594458186,19791
-1274916521,-1486031848,1197906931,111617142,940334438,19792
-1656367654,-1478870286,-1347935559,-1689060516,-663271178,19793
-1505207610,1849229936,720835612,-1434963917,696941670,19794
329618080,827965024,-572253730,-1791604719,-1210785237,19795
101924503,1037015082,-1561585866,1511813496,1336530360,19796
373530327,442102479,627473912,-930393315,-769623697,19797
-1764177790,1194859466,-475553694,416369027,-1669648627,19798
1935055333,1798517902,1081418988,-392477664,2061933881,19799
-1637592448,1688722004,-813543692,2057255866,-720523975,19800
819246567,2146148321,1846070447,696584023,-195801840,19801
-479809887,596851391,-568187588,-956071729,-251115181,19802
1232348596,-160212683,-362587245,2002444629,-812286231,19803
738824907,1969856032,878895439,1129820567,1360218787,19804
-468176053,1387336609,-1784134388,1279369465,-627204307,19805
1033168169,1224738741,825424936,2114627131,1637523185,19806
-64581741,-1603659567,735609775,-594917110,-1873153087,19807
-538125277,592609382,1409973811,749193025,-733408895,19808
-1142890099,1075136347,-1601715368,1826754473,-1921671445,19809
-1361289120,2091445067,306005769,-290133383,838949276,19810
-695395892,-536478172,-617372431,-170093929,-1152259298,19811
1839596267,47015062,692317979,1938468362,-982966343,19812
-263942833,1876001431,420029542,-2077830042,1334373611,19813
1557904495,-671359393,1742938455,-1727311960,109613626,19814
619026979,1359305345,1116230055,-2084494440,-1930846418,19815
1559720154,116696227,995998499,61491625,314059382,19816
49713480,-449235958,-1583459104,1986931561,1185591406,19817
-1328963297,-1652103505,-1052399884,407092802,115697346,19818
1250258808,289736027,-1815723543,-912587270,-2002292233,19819
1799519962,-1282531976,1575129201,-207164916,1362079178,19820
-788566410,333412748,-826555224,794480080,339737651,19821
-985496765,-779871726,812430624,2077410666,650815288,19822
1374264971,-1651327155,-691000492,-1002249464,-88666420,19823
1021282380,2144414092,1002599013,318180359,1608409002,19824
-429867934,1551395843,1751978062,-1956156640,-1570218764,19825
-2098033224,1075769034,-1013985711,-8341368,1286380559,19826
1460584164,-594711669,1719483123,408449211,2041648499,19827
-798246530,-1904934813,1788500796,1832003180,-2103674421,19828
602694254,-165060909,-1847088541,-1746600429,-1290942948,19829
-641999127,1761216526,1378589564,2062937365,-212104677,19830
1431976618,99010438,-1328577022,2146749504,-1641888114,19831
-975001240,-1032051934,-862068046,-1227504256,1968843708,19832
-365803723,-1626284556,2145471053,1617587191,1449460244,19833
-67318417,-942182815,1587507904,1645319363,1398020827,19834
1696612417,-122032182,-1253819842,-1154179103,-2070999517,19835
2068046528,2056271345,1631404185,847256110,460056468,19836
-2035112086,1102153608,444517740,-1253707795,1378178000,19837
-1701188379,813491442,-385961962,-1660704767,-1200621400,19838
1189021177,2970599,1752421441,-137840718,-647494013,19839
-126257581,-877272999,1310332076,1243403633,-2048217308,19840
-100450824,1772684239,-1247875064,-504488841,502414581,19841
-1729699387,-2039405427,-232923859,-1057718252,306106552,19842
214944542,815154790,1588627954,-1288917155,-840420845,19843
-314894450,-1641394489,-2077865386,-1784600101,1903484927,19844
-1929127125,659174225,586074154,545452074,-168048377,19845
2068972188,1246082896,-420982999,-1525660504,-386508040,19846
-677242152,516109147,133703401,1334739898,477528848,19847
205690963,-1322793026,-2046547837,1822482132,73574035,19848
1335016334,390581276,-1309020805,-669750409,-1847398493,19849
-517876847,1894132023,-382413052,820700093,897193965,19850
-727681673,-1073506050,-1990824662,-492033482,1880980164,19851
1209158357,-1693011770,1464141461,-1355012268,-1649158277,19852
-966684793,-263446939,-440590840,441826211,1191013569,19853
-310163573,-1886180469,171040448,-947455742,2026500797,19854
708823047,-698284255,1576986032,1662388521,-1096579641,19855
-1702646851,-985621441,-1288471955,664993037,470864696,19856
1613151484,62835173,1240147803,-2096934700,990748929,19857
-1285368628,292303706,2085718368,574495103,-298282827,19858
1419217824,-188922804,1254179312,697286953,-45094610,19859
-1813309467,553083769,237087258,-1201401479,1658095779,19860
-1414200996,448464734,-1145017253,-1218225012,-814839335,19861
1329972209,2132386962,-1445460159,-1205516824,-1829496467,19862
-1185341362,-1318456896,-787838837,811563791,119330075,19863
-995039553,2124898238,-73795549,-1151684529,-609158591,19864
1652190540,2059792561,-501152978,2129904576,-1849029181,19865
-792974352,-1854067854,1195179814,-898440695,-1885566148,19866
1783537974,-1995052300,1010818391,591445125,117508174,19867
171873521,1482573555,-756905808,264003330,1737274607,19868
-656371258,813156078,2139751481,510390530,-1548296204,19869
1303186630,-1615969072,-1433723157,-1450442089,-434516183,19870
1152912725,887587192,-1681969451,-1538432913,118277884,19871
-1092021072,-1751677929,-1451555790,550150488,664491421,19872
-1405311860,-1881114165,-2124334948,2059601548,-898130032,19873
1977819140,-1647315548,155581571,1349386254,725638956,19874
1258974772,-1861354140,-1018729031,-561138619,574319780,19875
460340499,-1174191462,1567400552,-1741580362,1496582971,19876
1286348331,-1286158759,-447877353,1865388673,-102973152,19877
-1428108243,-943002393,1452935772,1079732858,880692275,19878
-1008971933,-1461622341,756068122,1226267408,841652243,19879
995921883,-2003814216,1720840396,-1643699366,-638863561,19880
-2139160972,-1986705909,-1023505657,-55941961,-334927866,19881
-408139118,-1221304316,385234526,-243228620,-571812373,19882
-1975457176,1107938805,323163856,1953325740,-1434726093,19883
338617299,303494461,-341914215,836326295,123346749,19884
286211115,-1017501408,-966996989,1259268948,-1672257777,19885
-1088848850,-4702514,-1882910051,1919272564,115122332,19886
1484850182,1183484912,-1321254330,-1507522461,-1252814912,19887
-1262488514,146007191,952661934,-1135003603,684843057,19888
-1455550671,-1607074891,1754220992,371822755,548204553,19889
2060652146,-401106200,1012855830,-103072791,-1925192003,19890
-1553630778,1785918826,1667652708,363562933,83297954,19891
180519476,-1870137387,2136517,-1269411889,-1413367360,19892
1206663207,446225207,955341035,1229521624,184350824,19893
588439908,-548781884,850216650,356839322,-375927409,19894
-1056114672,853747959,-556732660,-1721160481,791154941,19895
-1998564792,-1717666521,1596450443,-1213230178,-360806390,19896
-2097779329,1783629534,-1218397233,-768643092,-110473349,19897
1999828940,-1675395325,397335765,2049633604,-1976707093,19898
-189399089,561539167,-1902527561,-133427753,-414425345,19899
427984477,-138015254,696895404,-2065927053,-1563058087,19900
-509996676,-740968123,133920584,1878206781,2092003317,19901
1450997619,1586691806,-2139755482,2136620449,-1329669140,19902
-275428483,811142032,543987619,728416147,1028595746,19903
1967981746,1037773904,-2061738582,39127447,870960029,19904
2008957191,-1342772872,-530308416,2115477654,111205608,19905
-975953257,-1262602960,1155980469,-1876203566,341854671,19906
-226346142,-1875849291,1007536201,2055073977,-345925905,19907
-163053007,-1603681550,-970229639,1548884866,188434218,19908
855951632,1802636385,-2072545386,-853622314,-995403997,19909
-1421245865,1257995203,644846917,-781510684,491594476,19910
1367324780,950113738,-1253849099,1619827986,-895702892,19911
1627230775,674441689,-808445881,-1902482185,237599102,19912
-1538432501,455683310,-916054783,353652023,1597379598,19913
-1343319038,1046729816,-238502612,-816406900,1517280605,19914
-1414194797,2039546999,583482688,881310301,-430818350,19915
623576766,-121555188,-196995995,1624419874,-2001065194,19916
-1359814831,-272264557,-560512301,-1887502578,676983336,19917
1458044469,-1211559557,-2014916119,1819765737,1367006200,19918
236361042,-1571872905,-1460199563,-790633948,1658227060,19919
-421104407,473142585,511837594,-290382013,308852900,19920
-523745423,1352343481,71213615,1306491114,-1028384796,19921
-1444316455,1298186162,-1504710889,-1623076588,917277799,19922
-483935416,116603481,417599025,1476768298,443688119,19923
694707273,1390127491,432090771,-837556629,232007567,19924
64629456,-2000762241,686975668,1746514168,-640491763,19925
-1141341643,-451821096,-1079474075,1156192958,-2122125833,19926
65826476,-1382798758,-1209288794,-1886051328,-872667114,19927
-1207158512,89658692,-1525352078,-272213661,1442561673,19928
-457117153,-1034991019,1366771221,-1256372576,-826865929,19929
-1052584389,1834220885,2046373001,-1785541912,-1575824157,19930
423764770,289075015,-789022349,737081059,-1069682722,19931
1539756397,-204062666,750904516,-605324158,-592591757,19932
-283198504,-1439657460,-1459831635,90137187,-433868783,19933
1033640125,-1516684915,-524121826,695120122,-1095113444,19934
1868465811,955110383,-955773478,-1904609579,-677863351,19935
-2104317135,-1213897291,-1756711827,859272292,698263019,19936
307847415,-562435992,-654173066,-1475514575,1932932964,19937
-1148829457,1966339796,-685246494,-1323816025,-1492570000,19938
-65714365,-1330535286,2100651217,-2135483809,-1959391206,19939
-8602786,1992147602,-1160998404,-2098598046,2099893417,19940
368265670,508507714,1308073132,1587651756,-705548595,19941
216715833,-45042981,240795027,116250362,1017833453,19942
-1729318425,1617026727,1765735805,-9042292,21204044,19943
1352540856,-1742702972,-450069384,-1334192137,-1683415997,19944
1512590195,2116765251,-291741664,1100358459,-173432036,19945
-353276026,1497161260,-172868522,-203841642,-1775396440,19946
-331638509,-280247696,-575870368,292514833,1281494484,19947
-1837838695,29864603,1949801166,1722745879,274272382,19948
-143000759,459880580,-1314310288,-1556651247,-1386743555,19949
1632838582,-2000446487,1747544896,-1434190251,72499235,19950
954962943,1890634876,-1780826376,-1007229316,-2135792554,19951
-2109428920,484834365,2116082491,-654244751,1980022852,19952
-951642267,-1688118790,-1474038294,-104110235,2059313045,19953
-1817956750,981282988,479277188,22777720,-974464897,19954
1034863059,1280359072,1309278314,1925919049,1549976297,19955
-827676812,-1681186099,307203095,-551619025,1139566281,19956
-1044985006,-85541025,-226082616,-128403982,1184992217,19957
720572185,1655244039,-567999989,1253942762,1894720092,19958
-754723412,214249537,475391677,-920465857,1991214921,19959
-412632168,1683142089,-2042515860,-178672545,22026624,19960
-1587362940,223736821,-478255434,589904322,-527690766,19961
-359881657,-1862059324,494281756,-2074314325,1674944423,19962
2049020885,-1093917527,-735765144,1420336472,-390126218,19963
2144844446,1944935668,-118353710,899819193,1388512580,19964
-1062211987,-1490759098,781248680,1652910079,14662019,19965
-1739901955,1245633716,1168256010,1127910167,1688893026,19966
-1822913680,664706127,-94225591,775453695,-24405241,19967
-1700066525,889907903,-334546822,117768357,709114757,19968
-1617791001,1828392727,-1810443944,842464036,40772201,19969
415479551,-455398151,773907941,1855049532,184634099,19970
-1995812861,-1916938135,1522342693,-348082255,1579973885,19971
-379808793,79677954,962733372,1113860107,1886165905,19972
-1916656451,2005857245,-565256439,188929093,462058351,19973
360728059,-432165831,261338249,-1725471019,942755201,19974
1353822594,364023836,-1010723394,-1442527391,645382190,19975
-816910382,-1228909652,1206541266,506319270,-2130870544,19976
-2124516954,-1469904598,1438981406,-1091528481,1693309591,19977
2106058603,1203050272,744180618,-91438689,-991910050,19978
-632335779,-1894449131,-1960880255,-1225361164,1569502954,19979
653758269,-874749512,267820876,1763475813,570038506,19980
1720930147,-1006102555,-28244107,1508417661,-1268261809,19981
233706043,-2112964353,-1309835762,-1414770071,1987006719,19982
1641592089,222822222,-1427963513,-1910669474,-417931801,19983
227820392,967155909,-1249997576,2024898948,-1776804646,19984
-1853590739,-678292739,-596618614,-478119765,-357236221,19985
112948232,18149620,152827553,2106550008,101134090,19986
-564740412,-183465663,-910728649,-1179527067,-1321563412,19987
-1162117307,-923468398,1437329991,-23721712,-1129256649,19988
-351133229,298016671,1108147542,221064285,446946964,19989
-1558793770,1158795452,1609211393,729116744,162362666,19990
-2133551194,1599854718,-438925039,-721204744,-322724867,19991
-1158127592,-1393411121,-680185322,1081588151,197439557,19992
463373889,-18562973,1142458585,1128871117,-1605463334,19993
625369569,-1006643613,1598759819,-376500043,293116952,19994
-1584859163,-472733378,-497146093,-482922960,-1731611711,19995
-588630938,-379359047,728988569,-2013931276,1232953604,19996
1271127684,-600452198,-132700370,1222935644,-618551000,19997
-949599625,-1512748876,1809683279,1464613145,-1984253291,19998
-23820088,-221505702,89077794,-412265407,925985905,19999
-2052946834,-1399428750,1232577093,1572078481,-1002714675,20000
2054651765,-1965130451,317857777,1951206690,559508916,20001
-1428646400,-2024276432,-86712840,-212312166,-178617066,20002
2061874755,-1992207085,605694589,-1354938205,-1866490744,20003
-1760039118,-707125345,-724702937,878693339,-1506862117,20004
986899157,-44834,806985881,138534143,-2087954826,20005
-2038654565,-1346754555,1987665607,382222185,42031320,20006
-1379398269,-397974594,1555673728,1255248783,-1125800529,20007
1581180430,400103497,954887004,1150424375,1801427927,20008
674648823,-81512499,-1834294130,1575615056,-100700158,20009
1396118274,1877753978,622931669,1743895671,-1108747240,20010
1837387948,1018962599,-1938704325,1309647193,1731558107,20011
-917118396,506854878,-1177124825,-661344865,-282431857,20012
-1203868468,832515541,-1635475284,1300791027,248918557,20013
-1410195869,-1006091872,-1868671673,1331215463,-553060658,20014
-146473699,1320974104,-830323688,-606126679,1604679515,20015
962166857,2132077154,-1671570130,716921621,2028255070,20016
-861541985,-482111033,-21469295,-1325332145,482367664,20017
3929949,891630808,-1545727066,231795512,695653663,20018
2030523659,744654737,-75089346,1914469877,398493713,20019
1366863361,-997929024,-1844464219,658165348,916851551,20020
-1513503563,318933149,-63963633,923329628,-1842432752,20021
1501254077,1484629562,-1762646058,1233838419,54304621,20022
-1796049742,-2060959843,2116443354,-176118778,-870212920,20023
1988653665,906892141,1759823235,-553324939,-438234526,20024
-2101966848,1028501337,-741065046,275940839,-207110941,20025
655732015,1041430964,-1955417461,-381489889,-1623610209,20026
-379740547,772537110,100289163,1449639325,-1764799844,20027
-38368808,426400069,2127764298,-769682027,1340247996,20028
-601281604,-467542259,1462944320,-1718816564,-1068558505,20029
-374463342,-1122103555,649359911,424814749,219970848,20030
521814704,442563812,-337360243,179155932,211658075,20031
37547005,238783041,1990400321,-11308828,-1249435793,20032
1990035600,-1070404222,-843663724,-1688906334,771240237,20033
335983761,-2124176817,-431866324,1872599735,1367511403,20034
1757320626,1150247171,-997770488,-187938905,-690023411,20035
-1803375561,-601941001,229031221,781893780,-1522998806,20036
874159864,-1222227085,-987835636,-418553873,700072023,20037
-255369902,1638795373,-14247618,-528360301,-1614179212,20038
-2006459067,1565473793,1206292662,-772468711,-910809957,20039
-1969614031,824467207,-242771966,-1190991226,1571996170,20040
-783501783,778470755,55929056,-958143836,1928134152,20041
1144585928,-617346881,-149725662,849962327,-1048990550,20042
815511383,-668397254,1379389565,-1664137340,-418629784,20043
-688124647,-1712790348,1579992913,2128805327,-1108227442,20044
981587520,-1968086996,12932535,-1206924999,-1273892769,20045
1635029470,1480231258,-1711860585,1234615133,-426304971,20046
1659983605,-1985757945,1513942204,1019391590,-1823071253,20047
-1138497251,-1741564621,-589784425,902191937,-1583939660,20048
-515028174,-976434651,2131959830,-2036558598,-1212596128,20049
-350496817,2079131720,1484661565,1779740292,503875425,20050
45947478,1199449901,-510321372,466564761,-1856085341,20051
1024644609,1541897816,1821798011,-1011678122,-338404178,20052
-207764131,-1303479744,1168062417,965979387,168036768,20053
-2063434917,-1141329753,662056693,1280888259,-878719959,20054
1417750697,1727698099,-1576355287,863236428,-1600719568,20055
829214475,1070014557,-160612834,-1933536230,179002668,20056
-1136093510,76164895,-522196653,817669340,1851124802,20057
6777291,129030792,1393837167,-960693464,-581053543,20058
1197665571,176915472,-22505464,104171498,-2015182293,20059
-979640989,-1429210279,705584673,1808133178,1160062082,20060
-1653439246,-875994518,204410141,617883891,-2011988868,20061
436732950,1100850374,-1005123013,1508310297,768767784,20062
-347060108,-1133857696,193918003,-155275598,598921326,20063
-1026303240,622195181,843615666,-717716224,-493165665,20064
-2032854673,1811819143,120231979,-150197391,-160065343,20065
-853001981,-593213386,879534128,-787023242,810521470,20066
-1155566148,-963994914,1395464842,1156301541,-890629057,20067
-961401655,1996000191,-1227187817,693951793,-1393607182,20068
1206525640,335136049,-903074526,475776848,-900466398,20069
694523460,2113625928,-1690061765,-873313669,-92673046,20070
307686964,-1364790337,1762603998,1037382543,1920743286,20071
333036811,203678888,1171841812,1083036682,934583219,20072
-239092935,-757496038,-1845651300,22878979,1341828489,20073
1814288741,-385485775,1298517774,1475732708,-1938754288,20074
1830058287,-1055135947,1729715410,428833604,-1222532836,20075
2028002344,368224093,859115281,1591708071,1491283958,20076
-1862929942,1445440412,1585619977,-1816970863,-584728588,20077
1365045759,392769326,-909773358,-1330039756,-1952128791,20078
563902643,-776068554,-1500037262,1464468854,1114281642,20079
-2035032552,1158334693,286849900,-1090089090,-1868865301,20080
-61330095,-733252351,-371849499,340407407,900452021,20081
-2084922126,-2104114286,-1759995189,772341988,1719665305,20082
774550094,44454248,-1576452514,2093911807,1232662918,20083
-705650920,-1294890966,-794033257,-1101567689,1745547014,20084
618685931,518329803,966406503,2124652566,-593618794,20085
1031267267,1297690322,648285318,821676625,1789685738,20086
1248180434,-1113338273,-454608486,21988232,1263067082,20087
1067056533,1191116651,2063802712,-258415567,227151058,20088
1404768974,-784330111,-1913785491,-1076528830,2055171034,20089
1562488681,-799858134,-2024675045,37122509,-874521088,20090
-958810079,-1974248112,929298787,886963138,1488032600,20091
-1845374886,-475256187,1002509502,1748460842,-1710356618,20092
-1535440184,-2093153220,-1227475503,1970868637,763299638,20093
-662010716,1355973255,1551119839,-1779740732,1327134289,20094
-747713144,-286556683,75529543,996118175,-227406413,20095
-1944914449,1005677186,471174180,-2097002741,668548294,20096
560134149,1276099935,721729462,-833873771,2138263817,20097
-166719025,-1502583121,-63403084,-635215950,1124451101,20098
-1401924404,-1576377781,-988186099,2005846239,1367881684,20099
-1261600119,-77584886,-770409911,-975100611,1548614017,20100
-1485890458,1794454869,-1549212490,1115994440,-1790275246,20101
-1871484689,-465089254,-323643794,-1924189370,220393363,20102
1701921031,508518872,-667427277,1270044745,1594473667,20103
1920722398,-28732262,248286958,1938343351,1535903267,20104
-100267213,-2127418021,-1541917413,-1919983275,109283846,20105
-1908841332,156910308,-1249271972,1583605653,1932166790,20106
1926863436,-1241881338,-1106671037,-349417665,-1975672117,20107
2015844278,1716098192,-1625766375,-391524744,381391272,20108
-11251652,1242803485,734300582,852342108,-2055475867,20109
-1119355356,-490649277,291463571,1321811993,1927309748,20110
-985144699,-1846972821,-2026417897,140362228,-1212368026,20111
-182339613,-855921650,264368204,-1480681575,-1725582611,20112
1379850066,41213495,-1625401157,-1740538152,79771720,20113
-1944180644,152813975,1244998149,1888273593,-932408819,20114
-901953690,712325716,245969410,1562056678,1992200559,20115
-713723018,484741558,1081858145,-110058572,-1461840702,20116
-443649710,-1867298006,1537908435,359818683,580557958,20117
1712061659,-1629502804,-2041776399,-1387876847,1635717911,20118
581990031,-492332037,750987959,102187203,1428160945,20119
-1466117376,-517530526,-156540197,-876791294,512562919,20120
1751533483,-847130937,235061858,1968677492,-1129470468,20121
-1228347394,2140546548,873464824,-1949817121,-1048006384,20122
-1341002168,-187779430,885294751,-1323238037,-886086946,20123
-1051103535,759916514,-1359743662,-145044948,1294783689,20124
-460260410,-342292805,1460202756,551323827,758692128,20125
1228972076,1478502615,-1437514112,-436875627,2114006042,20126
-1582225830,1551582748,915673649,1994663345,485268745,20127
1943293854,1592308234,1398582400,1166029939,-395786117,20128
133177435,-1888556742,642815053,224453398,56130771,20129
1811551300,-1741831748,1513320689,-1732251415,826339589,20130
