O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,nonce
-1294298050,1989892822,-142884231,1529092770,1416251007,1619645200,-1689044765,-1544878605,-126611600,6136
1234131399,-764888216,128148753,1775365254,-251821866,1624628739,-642569904,1327679801,1712394697,6137
1688474466,-279380429,-1254590484,-1941554004,1616362945,-1092579203,887953941,-315308064,1986700983,6138
1583014443,1760893109,-428184058,1764204858,-1978664567,982774847,605043356,-91498857,-489156705,6139
-1699038437,1361970572,-2127536284,1842230915,-1566757081,1242093657,-336469199,607703350,115999826,6140
733576388,-1488263898,-1111892037,-1240456860,-1378904669,-1388760336,-912162978,-678840783,-1712133985,6141
-669460480,1841259384,-696461441,455887729,-2036152483,-481924861,-389141200,-311119001,1344509745,6142
357264761,1978970491,137567970,1974501035,171687423,-455702077,-1822348068,-1617435899,-1248703310,6143
2092777948,987415523,176333273,538782616,941897404,1269326970,-325466191,1649848054,144051597,6144
-1237306891,2066831698,-1580997402,1339155757,498400380,2005620944,-958689722,1301228563,749817897,6145
-130661088,1939418945,-160285675,-973313406,-811338435,-997379659,-1498307976,-788615681,-1049576938,6146
-2132303006,240601794,-538040076,324344895,1860288611,-746719600,-136953668,2069382778,-1025353860,6147
519258540,-1876824625,2020246974,-557725528,-1169173535,-4591713,-1986699583,-312333929,-362986745,6148
1040009664,1066670929,-2036474612,-1530554716,-32856122,-1428926194,137892517,1654224240,-1251359935,6149
-1878191049,-588921664,1571842659,1952722858,1609677361,-2022847386,699490021,-1108875180,-1472855467,6150
2021870998,-411621773,-2092547598,-1585068023,390269657,1605412172,1899489393,-1447931348,420121375,6151
695751745,-1849294816,-822700914,1936742719,772485127,1817588647,-1801327276,333451035,-739967729,6152
-41999815,-977788329,1826681332,1477327298,570198694,-907244668,-414418182,1084456268,-2112979468,6153
-342502480,2076853792,842166121,1410101548,519646410,1374873530,-1841006579,-1117844982,174831914,6154
1981999794,-1438990226,-1425106772,209226303,88238424,526837317,161661198,1642919239,-617971324,6155
436042396,-703821290,-1968684150,697067752,1226507780,-661635935,1372340437,133937826,1000068923,6156
-1761875510,1670355620,979718505,-688614289,-464245532,-18219302,-2006612314,-228211650,447642731,6157
627093225,-1325413860,-1162859886,-1729573148,-340500000,2070394756,-50679750,-1450351798,1657071812,6158
-1246458926,-110722979,-39856005,-896622053,-1741891551,-345102720,1568113787,1040745408,590901444,6159
-740631372,-577235190,-1059757524,905051469,48518740,-1212152314,-1806912503,-1487354772,1396382629,6160
-1034687632,202053247,-1207909139,1567977086,-726971407,-613794553,1600088207,-181086089,296380,6161
-2034139330,-1826551887,-1365667588,261188080,647023227,-1022977068,-289713497,-1766192132,-1811517366,6162
862639313,756257342,2092103627,-732792118,785649195,187977716,1647484636,1876747225,2116879417,6163
-1173165302,1165625200,-2121134478,1405437792,796701276,-1945571180,405285182,-1193998082,353174469,6164
-1341481831,-780571735,891071870,880333727,-1039285100,867013994,-67906647,893976267,742847301,6165
-745096715,980697987,-1210770380,1329738115,1845785695,-490374156,-219439832,65958021,-972971882,6166
-1351821536,1334105931,1640014310,1707288895,423808725,-724269069,1722314723,438342788,-1525140918,6167
960713878,-1286200529,-374241604,981480131,631677866,-242153250,1301475076,-1083918763,1170100610,6168
563596237,1411182900,1238567395,268053238,897586173,849011400,-1036697663,-1775591520,2135904408,6169
60262041,-1854748222,-829171431,-258831017,787061305,-2108379787,977392923,161868769,410734019,6170
1685724028,-209881886,564373940,-871377947,-1098359020,1536504805,1506825335,-41312769,-1401692013,6171
1522438091,-389265886,-1380373521,1250677229,-324587040,1251283155,978975954,-291219428,1340115193,6172
-421338421,-2007034500,173902877,-1779429288,771882039,-1423924708,1871159774,885381022,1898742349,6173
-1661270548,-1861075724,-1738303366,-1218324900,-1341348703,1768411249,609932862,-1095117843,-1874814664,6174
-2037965694,2090980648,1377193319,-1240525958,239044277,-151638162,-1964256986,792241183,1590149720,6175
562156221,77829029,750771193,-13698003,359573884,-713112755,1765598837,-2111920987,1766558591,6176
-1382858634,-850164234,462709874,-1001351985,-1790108578,1609315635,1221545081,1201709297,1918412905,6177
-1731636554,720044484,558325290,-1134313063,-1260436202,-1815408286,-1068658156,1423846148,-495292421,6178
1147794224,-1602160058,163562246,309890630,872780494,-212073880,-389117648,-712055318,1359796612,6179
-1816741861,264862119,451833058,1319347872,1380688986,1831306810,-703604653,-819877520,1933296904,6180
-41705480,-1875803059,996836923,-590422195,240093409,-323775450,-1436825348,1348981679,1513619525,6181
74552709,403404308,776423288,1874266877,1443223825,-2042444784,158906533,224805899,161532275,6182
1592024589,-603546973,-773738144,-1406401255,1238870251,-1510470955,-1516332985,339729213,-129784743,6183
-1426694592,-339960134,523807852,1687594976,681322216,-959057237,1416842104,923883651,332339989,6184
1638370879,1571808506,367067086,-145167188,-136027918,-424622183,-1203288265,-25048099,-1168501214,6185
-1127182578,-1220854626,-1506524807,-1044371159,1569729167,1182596380,1609379340,485744507,1941218158,6186
1371294603,1819201805,1762334864,-1768721641,-1190009896,653390921,1363954028,885718813,1228515704,6187
-720810374,-652237786,-77129426,209775284,1070338949,164539657,1919948242,689049047,-288652889,6188
1289471365,-311060322,1511923553,-203016177,-998875319,1034284705,-1475713480,2021217607,-1418839175,6189
-1930600006,1103487664,2095532624,2037851452,74780007,2043989496,1020615303,-719318331,438327855,6190
138684203,-1155643585,1429573759,1322021386,-527547816,-1714448837,-1109066176,1500360759,-2062357128,6191
613434987,818595375,508146341,296463909,1492558617,-1587176507,1608022049,-194338932,-1871265600,6192
863717580,-1094210262,-262180543,857543828,-1270257707,-1607109111,1251577970,706526756,-451254483,6193
109721471,-957673337,1361258811,1207265352,-1944273000,1982240053,-371821412,-754176419,-1315506756,6194
-714431844,-472530858,1872007272,-250463791,1817714461,1684327508,2122691216,-1406864543,1501194147,6195
1896737984,1725953764,-2039222059,1457903084,-1476442047,147391186,-1526439816,-1733867805,48457546,6196
-1918896787,1521953093,958120683,-1369229656,-2145772291,1874813426,919565180,1120549611,1613328829,6197
584769159,749463293,448895833,1424649505,1310179838,-53085140,911417719,-191771491,-12187684,6198
1655225560,-148734251,106069074,-580400442,-270224588,1683813326,468990450,-309004641,-260846886,6199
-1901230517,954168100,-1031403894,-1427716207,-253326628,1580523315,-285925876,1227249496,-562159508,6200
-335431722,-893579164,979502878,1872155028,-975027698,-987638946,1156580505,-485192397,-2044045585,6201
1253097247,1330441728,-459381034,-2002736691,-903419613,-987733067,1334598434,-628625797,-1369915901,6202
-1785023949,-852590510,1463532327,-410077174,2145041289,1945489899,985743992,-275983915,-304975096,6203
499813964,123129625,-1821582161,-902620431,1894725814,1206520534,-1487854697,-298131462,-210921714,6204
-841399421,1909674152,-212680548,-631156795,1239423930,-1421682797,2126595622,760967051,1861977209,6205
680950654,400498213,-465745735,840347908,-1470582452,1739455834,1793061708,-1924431157,-2128580225,6206
-1830138231,2076939126,-296428414,546530976,690338037,-560443867,-1467885251,486840849,-2020473090,6207
470383003,-1130983948,1051349076,676570083,27601253,598855287,67950143,-1143608596,-973005606,6208
-331804650,1966561578,304529815,-794676177,790339267,1278194408,494741284,-854276297,-1325158833,6209
-787437116,706710673,-113067118,-1352950228,-61330296,442742870,-497033711,-715638042,-130066594,6210
1427559574,287777054,-1515808567,1870625900,-298484377,-1964229256,1098910363,1774585160,-471443168,6211
132327806,-747192442,740831658,781025934,-809487094,-2058185185,-1347474745,109321955,845598784,6212
1730572314,1203746746,1887564084,1091031099,-848994130,684764150,1193971052,-895064709,-512032331,6213
-340176353,1512987642,-1074373802,1738535862,888946834,-1313817476,622978959,-52656559,-1824430873,6214
1384924451,1735507326,-1505867611,25160135,-1068706939,2060315013,-1795170547,117036914,1475285845,6215
1457457172,-350617833,-1968335092,1476446265,-122459358,-2115223565,380807800,-1702450651,-10776157,6216
-1756421425,-1146234439,-1182224138,-1512061912,-494572900,1297734232,-49822522,-1743191368,468396084,6217
-1782629599,664435575,647548123,252651471,1179969437,735496307,1490696446,1128434903,782956815,6218
-1555896657,-1302234227,-1195418709,2060813506,1611623272,781241228,-1181651111,-719052162,679780542,6219
-1322990938,-1651562384,642446617,-770994611,1448089633,-1196892617,-1842468783,-1672250996,873252969,6220
-2064787401,-2108784405,-336649154,21166069,828229537,927469304,-1032757882,1800932687,552016221,6221
-1719819903,919280762,-1976735080,661127711,200180984,1095120587,1572774533,1545251631,-604589620,6222
-1307277389,-980434963,1711904565,-1133697308,560745173,363659711,-1696804263,-527408640,-2101588036,6223
-1462483925,163253816,1034742481,-879704632,1339804061,1849135844,-1709513018,-1025884771,-1060415743,6224
1313435970,537213083,-1004660236,-231714034,1683201698,717810836,-2076601700,-979976365,971062728,6225
1161242498,1908182697,-374647407,-1695335518,-1501722569,-980008979,646687588,698301455,1901292672,6226
456880209,-668226744,-402497221,-1262300347,-1281301720,-532799243,-527723702,-2025091038,2102689654,6227
-1579954292,-676812053,2097156186,-742182303,1295795199,-204342594,-604431853,1662136430,2068534843,6228
1690281159,-1335576811,-337592032,-1281143966,-167241177,-187039065,-374739309,-1754170211,-414344136,6229
725944732,1231061927,61469949,-1703113305,54986319,-398339055,-5609063,1520481111,1865455634,6230
745959140,1656709052,2067595877,1983016589,2027318579,-1278175153,925022871,-729718801,290972415,6231
-1277276518,-391609128,677965159,-1850964949,-431688336,1051086508,967671148,158954573,1178556584,6232
1736893079,1421806032,-373510895,1755534246,-202381221,-1682550785,564187625,1026272239,236151735,6233
1846535858,-170980909,884162852,-900097782,-522824041,-863234391,1251191097,268029145,409440716,6234
975474838,-9369201,-387479586,1953193371,-1670034559,148615765,-482639095,-604403231,2037251205,6235
-1287101923,-45508358,1287007526,1547782182,-736152791,-1546063496,-1047305289,-762437329,-1473642638,6236
621163868,1095560647,165082144,1250920171,730214323,-1523671677,-403396051,405460112,-1851556815,6237
-518287132,-314329786,494111630,48708395,-430717470,-498224833,1952753395,-1749886260,895103901,6238
-447259543,-945541174,-139369602,-1758280885,-66587312,1351651300,1810194873,907800907,1308289853,6239
2140832343,-1155972595,1754067852,1994364364,379863455,-741200149,303966143,1303485998,1075319236,6240
-543112995,-560048587,1895488010,2086458813,907432445,-1736408629,1038412557,724058658,-107778269,6241
-55198065,1245679466,1515428074,-1123245903,650878479,1905058413,-2125507823,-415179940,-994749395,6242
-1259097587,-1090345582,936393428,-1336456288,-292397370,84124065,-1374245126,1230138730,567595850,6243
747242088,1134125206,61361814,-1211258891,-1280747756,-483719274,-269998163,-1848915361,1485666053,6244
-398854717,-810080781,58568515,1221035243,-1785822916,-358665503,2145334675,690872263,-1610445708,6245
-183817455,1867081671,-1809974159,236960057,-1569446436,760785375,350115605,-2051480401,-487906315,6246
-1868922991,-1790669660,517307828,-552835742,62528456,-39765842,1323105294,447656079,1847641843,6247
-1148090832,-185404511,949767840,-2018223363,50953988,1065545875,470998712,1530206182,-456085412,6248
79869037,296384107,-1973778519,659821504,-95138984,2133106188,-1196682700,1453062055,1753000168,6249
-2116066800,1610059375,1195341043,2040344592,446898176,1051079304,944594484,-701439037,1260051600,6250
-605026594,-1522529718,680557016,699627398,-1197050227,-951045685,-713441891,-98915900,-1273132693,6251
1858197980,-765895549,246797876,1034440497,-798332615,1647246129,469764231,377678579,1948476163,6252
-145330754,2093618522,1481127089,522356985,1632235600,1893994832,666453270,-699558216,443807282,6253
1403105338,-1577719457,1024356068,1625097809,-1588001078,971644968,-483345770,1944421074,-2125968173,6254
1677897169,-2042373184,1569409612,349547878,-2140272417,-896601043,-1947759319,-1167031112,-207737453,6255
-287138554,-1819608063,-1792239321,1834834054,1147534928,-1104910169,-1324951762,-286000893,-853922502,6256
233877918,-982860396,1613384312,-283572642,487147507,1015441018,2045717077,-632103388,-718215159,6257
1295264931,-1470036350,-2040381600,-1991999997,-1395828949,-1205884260,-1302871276,615178405,-321996773,6258
551140642,535265436,-1939395317,-1724715195,-623443589,-1285303667,-194644328,119949821,1503658351,6259
-398810210,1174321965,2069646503,-505139691,-1562642619,1030213671,-355466195,451965454,-2051835429,6260
795197489,-2125829373,1327353730,-1545766734,1413825230,-33745626,-159706207,-660736031,-209432032,6261
-1527987046,169414760,-1383018446,387262852,-325489559,-1332027600,-1865152876,997671244,996927936,6262
-177841060,1215906584,279149135,1556111647,-1428977529,1603712568,92697092,24779556,1883211746,6263
937296547,733296352,-1191089220,-1403373090,1063731001,615493963,-198644006,388283894,1381095363,6264
2069634308,1268880409,1283923008,1965006057,-1527989972,-1819979253,-2083311869,553472975,-2053473486,6265
-826479616,1121959044,-416082192,-584669027,-234429260,420341099,-1322377170,1636660357,-224624000,6266
-442298801,1631298886,-1901083349,-1485089985,-96032506,1529225599,591989416,-734765686,1483960670,6267
991064482,1701489769,1735402505,1041025654,1300885749,-549526231,313079105,1900264411,48811814,6268
-530956157,-375754553,-1257436091,1247418657,-1451274001,-785691889,-2080718000,2117470103,-1140061808,6269
-2022220219,725035126,-1898753359,121428701,-1174283123,-377450879,305237085,-804438257,-1568463876,6270
-571871665,2019358180,1624388047,-911860244,358702892,817422226,-2007360094,-2084186521,2030166805,6271
-465830823,1768646943,-922955724,692080783,2037779550,750301755,-493698328,881222593,-785106676,6272
-1048339933,-1566120674,-704739322,887585038,1737301480,-459399121,-792573344,-1770868837,1908138500,6273
-1101081195,1008001214,220873728,-1881267657,-879396730,1191800186,-401175084,-1159756611,-124659799,6274
-1511042193,1124163171,1146959092,1262466393,55291469,-1439971479,-239175969,-593256335,-276106825,6275
1223884630,-621265958,-2091596305,-1705330907,-498579785,1399328649,612891471,-707844567,150476309,6276
-1664274543,1220509249,43964859,1592290382,52677723,1284951748,28004513,-1765219310,-360474375,6277
744693509,-335424049,84037686,-1440512317,-988151089,1903875960,638517049,-1487468097,2106987463,6278
1230134938,-1587309609,2132982642,-630782982,2082291488,1772133095,1767564005,-557195440,-1045955186,6279
235229646,97598767,-1578050303,1297635170,968229830,-972045224,-636511062,-1321656480,-284491420,6280
1560955326,-1146667876,1345125525,332498151,-1211077849,314476217,-115385576,775491652,-533121996,6281
1346935713,679864195,-1377313289,1574508770,174349119,1232807634,-1401567438,560483629,-104430648,6282
1925326558,-85293743,-490598874,1882724651,1566633589,-1520591282,1400688460,-1511115798,2096384026,6283
661880077,1281881817,-907287756,365854080,-1719924273,-472158585,-1444399697,-2095063576,-1703455521,6284
-1154907850,982982460,-71900452,-183682385,-1639045595,820881449,977080321,-1082742903,1824523805,6285
429018995,-1766986148,-1931408846,1311144431,1535298543,-1583459255,-154703604,-172497045,783868069,6286
1795675656,708340801,-1684438496,1147484428,1992305342,-1496678598,-372055308,974725596,1673836466,6287
21756821,-856629155,363980649,-1906542145,-1925185865,1417313616,1015885567,930982846,1434980019,6288
1895072563,587120541,-1430929994,2125242011,1327044481,1745376784,1058683741,1467232290,-924943161,6289
1690450888,1597899720,-950180535,-112466704,-917384658,2024862285,-1168595469,1414613663,-2066431202,6290
291646627,1737785039,-688900077,533678325,453236769,761720644,77526702,452631158,778932836,6291
1647532274,-1335309901,-527036825,601357109,1908516203,9281744,805577139,-1889476899,1452559665,6292
-776304652,-367448565,969226086,-196347440,1137854306,186673718,-1507723854,-1266698554,-753494210,6293
-741546599,563540767,1417267933,-785039755,-1910645427,62403198,1362893406,-1366943290,-1132927004,6294
1983728524,-692240485,-232305564,-1332209186,1810517417,-1803101908,-1580808192,1639067103,735259810,6295
964758906,-866221636,-598723091,1164704182,278992381,-1487789843,-2146238225,-655621568,-1760157264,6296
1167205381,464467457,-731162067,-916364798,1938881348,-1902103649,-1471545750,586011321,975267566,6297
713803073,1828626292,-155634199,455637178,1645834722,-599673631,1529753787,-1886630859,-1924878711,6298
1184181966,-172674208,-1191967155,85974603,547251243,-1318208595,-1608953200,1238300133,1565957125,6299
798105190,-756530392,92343105,-350481793,-407294114,1221084256,-1881455238,1747528500,1708955937,6300
-135322969,-1222005531,-852414482,775517832,1129210132,-1702796931,506162070,-284134571,1666353302,6301
-982763089,668196280,-67755281,65887678,1260089609,-396582460,276362964,1115093519,898731476,6302
-1330010075,-1316097364,2129031056,795226061,1878414571,-2006960177,1287846072,-50859713,-60366057,6303
78644801,1330776625,1216912323,1980435550,-1443281975,-458098207,-370826149,-1624871265,-301056660,6304
1628957280,-1256578970,-1046922474,-778033360,-226986248,1794986432,1251511256,111091478,-1220971300,6305
-1025826476,90284734,-1724625565,-1073185428,1592815353,-875090652,-592085651,609982,-733722574,6306
-141304670,1590899099,-729720791,-1329351896,1037269253,-821898251,437885096,-1466923748,1653361784,6307
1130831939,-1208537012,-669256983,1323081391,-1699603529,-427362939,1589369525,1838699701,89502866,6308
818496528,319339290,-710410541,1514618869,-1300389484,837704242,-1744326743,-1707780171,657520181,6309
1786380925,265841483,-690464058,-1868023373,965083066,-2009333544,472787328,1573694151,-193639009,6310
432640371,15476129,330053873,-230736337,1798782750,2060625903,-115071325,-1848959034,498012238,6311
-783505562,-1789939002,1690047374,2040382766,126622656,212867941,-62511537,-1450141831,1463898986,6312
-1737304448,2035704611,-1505551683,-623354299,809636506,778232061,-462518876,896797711,-1634563076,6313
728847655,-1072585203,1422696041,-103566676,1905038957,-676694824,-1437970681,-2145998026,1949199550,6314
6499824,-1062628178,-1440206087,146164418,-106551166,-1289087603,-1062203759,1930988155,1841134262,6315
-400704610,1692304160,-1814124126,819035154,-1046580351,1142714505,-753334733,1379195081,1675468154,6316
1996613800,901334707,-1880283451,-468020549,2133123705,901468946,150352850,-2035333556,320192865,6317
50517274,-1581410083,-317569632,497302597,640639259,-1675922420,1801724833,1918911698,1861468551,6318
-356116040,-870188896,1333931639,-72373904,1452799243,-402463123,-2009383462,1373837931,849659844,6319
-312486887,-1161573917,-1734201561,-121203962,640086675,-1259782371,859467590,-1272910169,-1749796887,6320
-691741261,-133126177,1188296429,1817602665,1205790516,1262618402,-852757739,-24962703,99811593,6321
1141484679,1400684500,1339087810,97207448,1572693121,467840438,-64035997,-33717163,514912575,6322
1079752765,-175907944,-294749423,-1745355992,752897359,1162798737,1243595411,10121222,1788910864,6323
1807513258,1338698180,523659802,1317545363,-11861314,-1966147934,829102161,-1232622878,1766768421,6324
-138590356,-1833375923,-1029476996,-1852781978,1582038047,979514534,-1411568409,-602473829,1442048993,6325
-1757664502,-1790029223,1808647500,-190233766,-1189932216,2034821242,-1354628401,299385050,-1919608288,6326
1877957519,2145444479,1854483985,1184014125,-1094088034,920656923,1870699998,470970786,1489827753,6327
2054063863,-1735690957,2079692206,-430385615,-329729836,-1961506930,-73508363,1325583965,-1457137912,6328
546092141,-1499872046,1910139117,-777040873,-2038331139,1151096784,859692209,1375802223,-279177323,6329
-939030659,302407334,579589355,-677305906,1150910419,-2023287728,1559559600,-2044858000,1178026723,6330
-203888776,55578839,1890214721,-1836948040,1972858790,925894470,717310384,-1304744387,1038777691,6331
911330621,-381764148,504279469,-106605972,1198927877,370412901,-1374938183,1189402428,855048757,6332
-1400716985,-2022795751,-862513477,-1367599445,314602460,1811213125,-745307772,-762920665,2014868033,6333
-497719576,-124843663,-477827943,1217970786,-598233602,969298783,-1214156534,-1212028208,1414349932,6334
91035235,-819159797,1602120157,325643449,-1435711363,-964013563,55223824,476168255,40390370,6335
-1480144102,-2000185317,-1423750372,1809192746,1343859970,2019782025,838434484,1101726084,1631372891,6336
-963271458,399407469,-432296379,1130382333,1083364261,-145949721,1876290118,-1854364588,617596912,6337
-693199161,-665685046,1505842734,-986667940,-1404332954,1131450641,487458863,879087464,576111560,6338
-1182810744,-1447418504,465412113,650665123,491955837,-741721997,958387309,964527441,-1961583557,6339
909287080,511788882,429722508,1834697569,253968795,-479648954,-1164718518,-1140438730,1932651548,6340
-1863705120,1253670795,8582463,1925402830,530484896,-20263146,-408166589,-1884452666,1908237533,6341
1786810801,-692291363,87607943,-202373356,1707011780,-411754515,-1804227365,798280286,345337023,6342
-1931779811,-1875654131,757395463,1073414354,-1243769362,685173692,1425686598,997557642,539712512,6343
1953894994,-740338019,-1400163159,-1325813652,-919374520,860650487,-1682828218,-1260010948,1867807865,6344
-1255769101,1624073280,1497731555,1913205770,-730209899,-1726665761,-1268606351,-1821873288,638030981,6345
-837900482,-882726856,-270498636,-2052872380,1101431432,-1078042830,-1334102152,-1966468885,-2093712593,6346
1129953330,1255549480,-813436067,1565214311,-1132944897,296986419,1039102468,-1020349632,271328283,6347
-15359802,-243025745,249386380,613856500,557825446,-723777724,931188711,-1128897032,-1591343417,6348
-60489262,-975631704,-732233120,174285642,379347042,-2053577621,797669085,543696432,-1591328883,6349
-1948480317,2111223510,-370870514,1356780828,-1602441497,353959562,881143265,1389169310,-714395589,6350
1578937598,1476273280,-746552632,1518694817,-1147076080,-1756277432,1613307172,-510729818,774408930,6351
-1424220302,-599798390,-590697123,263396127,665939624,1321435751,562825352,-187671341,-1366422213,6352
-1162872542,-2067953813,-335383937,-1929344660,-1133303594,601715605,-549635257,-895827866,-602072890,6353
1251242675,-243126686,1681481856,-1603853772,-399774237,1341639974,234827740,-1910117095,149211907,6354
-213177244,1155728071,-1240149773,1599513625,1118858140,1461838618,1636626691,1285309447,-877086770,6355
1105159091,932256570,593218212,349995578,-1959843013,-1938947722,-136714982,2031964041,110657386,6356
824632294,-823074938,-545478166,1175107800,-1418068720,-2024656739,492879903,-304215164,-1149843945,6357
-373753151,-1077755128,1294416924,855785177,-99732311,1642473332,427815855,-514219259,-1834857610,6358
-873977180,-1231012530,841111950,407419421,-406852597,-1248817491,-639561684,199501113,708281816,6359
-312577955,-57648264,-860138273,-503090539,-902088283,1373801189,-1576613919,164447386,-1027117255,6360
1270885572,-316646290,2058685788,-473097992,-1316889113,-1421428955,-563997862,1290573573,-659177702,6361
1205693593,1717131552,1455212271,1212353451,-67420452,207982616,119549397,-1292584698,-1088463511,6362
-1467063398,577200716,-1053227252,-1559784240,-700220951,1007888753,344063816,-15734123,878764470,6363
457928204,-1026392236,1644587638,361394614,1179022937,-1390119120,-655718101,1819503645,-91189225,6364
66566096,2049673611,1066865711,-326874680,-834553912,583864801,-1524858583,-792081211,1634394715,6365
779670730,2124499932,-1154515589,-136171683,-992652486,511698422,-189014,-86844280,-1638665202,6366
-202664130,250121754,-175539955,459921189,-1005807813,1885946126,-1441226096,-1598184761,505563234,6367
1110180547,1802670657,1482286759,-929319228,-2019800796,7051180,1418908239,-641508278,-953646736,6368
645009251,-1658689125,-1896269734,1537723432,-1684048091,373708980,804624406,-1904954620,188088710,6369
-1272283327,-1359792952,1311871953,257244421,289668515,731570971,-344717955,1776290735,227660091,6370
594742042,1093762226,64600453,196389497,-46994041,1809233276,1799941779,-1585474495,-1331925662,6371
1741863199,1479458713,-501421943,-1252413829,379349204,5355711,-1642723251,1170635895,964429519,6372
-116246760,-838251373,-702979334,2104460564,1883128817,456146454,457934621,672682754,-336682847,6373
1877766295,-1763609795,1114549435,1144818316,-1278223136,299217242,-1661972743,-480049906,-1053216559,6374
-1679500386,-1206893265,-1974402653,742401483,-598238801,-1344863941,851873505,1354772806,-824407455,6375
688898235,-1092181600,838176342,-1846901656,-1110188556,444785635,911511779,1060093198,688143359,6376
-227197124,-572029186,-1448860959,-42174707,-1282148473,-1567202617,-160812266,75018313,1254722780,6377
-2127736808,-1181241291,1325582678,-1278119672,1616130193,-1829799291,897797499,2011736442,-330806145,6378
568447566,-1076376066,-467564145,858619166,-1700479373,-1372891862,-1679598301,217454768,1896044094,6379
-1340599296,-292582067,921439112,-1350764495,-1221315754,1680879605,-312873310,-324677054,1429062705,6380
-365783690,-1230974150,1912916743,-324501157,-733613068,92574610,-622097631,193436936,1531803212,6381
-887567808,-2132423086,50247493,1576306212,1549468978,1338664993,-491514793,1349892902,1668228792,6382
-704070439,-1926799681,1752828970,1158566901,-1620779064,-1025385804,-907873624,-2131612902,1981151133,6383
136894438,-1164858467,-1636303937,-171414404,-397135066,473119486,-891418175,-994058377,1229032256,6384
1292060095,119303121,-1987664858,2002731732,961264662,2133991457,-2074960888,-801116272,1376221755,6385
315130325,-197996287,-1861983537,-564532969,859094456,-2142885015,-194130400,-1329797220,-884399011,6386
-182476044,-354667102,-1327654612,2137160501,-1379835779,-1126041761,-272105597,-421781436,310551739,6387
908819355,-1874278837,-536522851,1162560003,-1226181259,-1024835836,-1241884292,104677842,-1867344694,6388
1214596916,799741528,1903380296,-2025334733,-1632201797,-1273449643,-1276395957,-265811578,609180930,6389
-1278198817,968240823,1591221836,602480882,-1494592236,1606136644,2123060555,-150762300,-1396361194,6390
1422158777,271106691,-1288504411,727463017,-106120046,231925061,-2078298406,867557394,1018652004,6391
333381957,-1177327805,1973901168,-1071364641,-2086632443,1472061141,-126065905,949513830,-155623714,6392
-1987039854,-1993688296,805095017,-1310459800,-1945014171,1754023645,-516623680,-287803781,800866204,6393
1111929658,515200733,135701715,427095447,-679429113,1791292989,-264586369,508735558,153943776,6394
-1750116552,-171027094,-1161016710,-1910922958,1393109719,516253721,-1630829845,1207130123,-709051929,6395
490521490,912420545,417455816,1209687192,1751278591,189381375,-1554553161,247057122,2126086318,6396
-389311875,1942992589,1086197927,1779438631,-1994365777,-1814575916,-265229525,1280577088,-1961771512,6397
1339926452,15297867,535374827,395919662,-1248537332,-2081520748,807414706,555424150,-1689867032,6398
-598120332,-654820741,-44943901,639088768,-842265552,2133995475,-437938229,-417159423,341323487,6399
-7727473,1276996691,-1951001621,-1290040071,-580171889,-1161911100,2133994294,1319737906,-1882954282,6400
1353324483,2138996807,-711262648,-140369752,-1722001118,-273636642,-465963927,1587834333,1358994329,6401
-1387515446,-266079541,2107019851,1582611278,-740426288,212675669,-14280675,737253691,582612504,6402
1491778957,-1798229330,526863648,1169550054,-1288189489,1958133503,-1047763114,-2116339660,2036021984,6403
950486339,1963213432,-1182476969,2045509438,-88433903,-1012929135,1598461800,-1703054793,-556482959,6404
1099264482,83228919,959227173,-604873445,-246139257,-44706546,672630526,1740284358,-1069301163,6405
2065678303,1234478092,-952887720,-46653054,-1219769310,-1684849081,-289287585,-1371588811,-1161460894,6406
-1250039731,-1500815679,217214044,-1552846002,649651888,-678253837,789985631,1367424324,181728201,6407
-1719741436,-1286025926,-1531114862,-207929077,-1688022168,-130823772,-607474540,-2046591463,-254582467,6408
1403472859,54744421,133158901,-1924866634,-2053210701,472494586,-1187837335,782114550,-266978151,6409
687144696,1530409945,1709392735,1953568521,-1573026485,1205175074,797058798,614693680,-1598976201,6410
1967517579,683327769,772516345,-1779309714,173985525,1642237284,1495342197,-1909822968,-1897345894,6411
-231061064,-1628763889,995735715,2048589152,1206857511,-625645931,-742282478,-1908968163,1762066769,6412
96525935,-1988515563,995092029,-874032205,1068973836,872449494,-198786076,310101785,-1145766852,6413
2058719430,897487263,-2065193120,89467542,-2086724865,-1956658955,348803097,-1093623899,1653444589,6414
487985180,-1845728551,-1822130591,-1532651233,801570839,1859112427,922639290,-1911191147,-1269862405,6415
1582152200,752966308,-636398580,-1490059785,-1094196606,1928824007,-200351891,885637953,1454047045,6416
-198715851,-387477604,817196594,476651206,-1947818609,-207416190,-2100952348,-139261209,-1660632198,6417
424853844,124527578,361992222,1295970769,27232097,1315955018,-864193533,794504093,750512135,6418
-1939075731,833792992,331614872,236395511,-204719412,949052129,193801342,460600137,-1678809797,6419
2027621183,-1056020887,2072361349,1572643351,-906900291,283306478,-1533924727,-1191324126,-194050339,6420
938497087,1703980283,482704740,1818845613,-1742081638,498378827,1528573383,284270714,-422132002,6421
-1058413315,2082167944,-62916500,519566440,-82994710,-400477791,1137084657,-222453322,1959916684,6422
1565435799,33753044,-1049378676,-687597730,-320934547,-583879481,1092751852,-618053028,1879170447,6423
