PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT
412,100,5212,42935,607888254
413,14,6320,54238,230321384
413,43,9412,8056,894975039
413,72,8423,54520,309009047
413,1,6598,45506,721448357
414,15,8403,8328,200110544
414,44,6665,30452,969629392
414,73,5558,49014,664810305
414,2,1276,19130,872434559
415,16,2514,55720,368784758
415,45,1246,44960,700535555
415,74,616,25851,918455520
415,3,484,26686,732761472
416,17,4241,81399,696799079
416,46,2414,61505,975795648
416,75,8089,73530,104126272
416,4,2185,62482,212000268
417,18,2485,94827,884698509
417,47,6391,62561,90956356
417,76,2896,28783,875171029
417,5,7626,58103,930094398
418,19,6664,24118,308036899
418,48,9519,76779,161406129
418,77,5054,21336,533204567
418,6,3607,73287,444039889
419,20,2257,89251,988262746
419,49,4017,52873,735971270
419,78,3271,43943,964761720
419,7,6802,10512,166005976
420,21,9500,73891,679195587
420,50,8947,47615,23607120
420,79,8920,85031,556256355
420,8,1074,59090,846677028
421,22,8121,40229,971281529
421,51,1190,23457,786833453
421,80,6215,53950,1029586561
421,9,9804,66860,438377090
422,23,6976,53753,233069361
422,52,1054,50365,952633131
422,81,1741,42815,463433325
422,10,8386,32323,356243719
423,24,9892,12561,692045178
423,53,7433,48460,685094797
423,82,3989,5019,236804293
423,11,4210,65423,544632425
424,25,6729,77889,1025546455
424,54,1676,5389,121679129
424,83,9030,94657,846412652
424,12,930,4830,791532025
425,26,2802,89535,529824812
425,55,6354,32576,955209278
425,84,8696,70510,353888891
425,13,9573,65922,606928794
426,27,8175,80932,271769851
426,56,631,97515,656332022
426,85,3949,88298,812055054
426,14,5463,21328,1066165480
427,28,2163,41563,108731304
427,57,5473,63766,534962283
427,86,6523,12874,1018376981
427,15,5348,14866,467966337
428,29,9917,27330,943396548
428,58,658,17941,931096631
428,87,6127,56197,451785159
428,16,1649,65428,790366547
429,30,1492,72015,201384650
429,59,6398,78757,333025964
429,88,3641,4351,983999349
429,17,9468,31291,684723727
430,31,15,48373,965279323
430,60,7890,35747,1030800743
430,89,4716,29106,995077240
430,18,4037,92981,337631407
431,32,1891,99490,576373384
431,61,983,14363,806432880
431,90,291,84286,427833809
431,19,5332,22617,498411689
432,33,1202,30826,596121469
432,62,2794,28002,292592334
432,91,9183,42468,947659985
432,20,6137,89317,876603422
433,34,8880,69781,85265056
433,63,2803,96251,1004463826
433,92,1798,12856,594506069
433,21,6651,10232,1040791475
434,35,5295,58357,646725707
434,64,6409,7466,150274452
434,93,3606,37426,891349076
434,22,9115,60547,789330902
435,36,2641,51395,924799963
435,65,8630,81182,17779737
435,94,2159,98813,1045405502
435,23,8697,22491,825265379
436,37,1868,7845,553177316
436,66,8034,32435,266932769
436,95,5508,2674,29985496
436,24,9301,16249,317140635
437,38,1543,90468,305170110
437,67,1491,36237,54335222
437,96,7237,63191,1034344104
437,25,7344,34175,258989229
438,39,5882,81187,241636503
438,68,5448,88762,1017956201
438,97,8510,28439,71093333
438,26,799,73023,626589019
439,40,7843,48006,308981282
439,69,3951,57159,188376789
439,98,7746,51391,331015953
439,27,2909,17861,205607889
440,41,2315,13812,414391617
440,70,9144,1689,406771069
440,99,9546,37993,442393984
440,28,2183,10431,349113418
441,42,8758,17897,383619430
441,71,9507,16016,604469806
441,100,5737,68807,319805087
441,29,994,18453,455947646
442,43,4798,65832,961208791
442,72,5787,65869,421754749
442,1,4901,83812,408429630
442,30,9278,49752,362347665
443,44,6065,39277,106120610
443,73,7419,3349,1005331943
443,2,1824,65033,479524976
443,31,6755,19679,230501190
444,45,2874,6136,71775569
444,74,3183,49499,156867414
444,3,6627,78519,829691740
444,32,4905,8020,514859432
445,46,9666,71794,364786141
445,75,1116,65239,243881600
445,4,7637,91784,745675154
445,33,9549,64172,935139768
446,47,6137,30754,533397147
446,76,4438,22388,975759636
446,5,5678,72326,350314621
446,34,2473,11931,634421069
447,48,1629,51577,858153381
447,77,5276,34457,359604952
447,6,2465,26026,706159551
447,35,2811,75218,1066434962
448,49,1683,64177,422332363
448,78,1777,13327,39268107
448,7,138,35579,848517361
448,36,9993,99480,712449408
449,50,7428,36958,24636020
449,79,218,93462,860580320
449,8,9763,3569,575670383
449,37,1823,71411,178709760
450,51,1191,11860,573354751
450,80,4989,54394,747310210
450,9,8434,27856,875821069
450,38,3696,68860,1011633647
451,52,6028,11226,343622542
451,81,7722,91761,947609723
451,10,3958,73932,94907653
451,39,6163,38246,461603623
452,53,9580,60940,27689871
452,82,1723,63971,553602534
452,11,7692,57938,1030806174
452,40,7533,49485,487088768
453,54,9998,47540,186848322
453,83,8418,20270,658350411
453,12,6657,45086,48333586
453,41,2988,35190,52427544
454,55,4742,54551,970387527
454,84,2377,67761,275079449
454,13,6906,19533,787361415
454,42,1648,40409,496270836
455,56,9811,48268,492598035
455,85,9403,75128,974274908
455,14,8258,59098,637720825
455,43,12,73306,524752207
456,57,8189,5022,707274220
456,86,3200,13749,964208989
456,15,5331,42463,13290291
456,44,6334,5698,805785522
457,58,9934,86274,271190235
457,87,5304,72913,42242416
457,16,1790,95478,855717063
457,45,8338,17897,42561361
458,59,8519,11801,935585421
458,88,7376,69938,271408747
458,17,3039,47155,923064416
458,46,1569,53423,759410844
459,60,5540,4389,940037079
459,89,4030,64829,197209202
459,18,2280,92661,135187990
459,47,1296,31202,526543822
460,61,9226,62527,111027956
460,90,6813,65562,362020627
460,19,4864,12067,437477582
460,48,5691,40677,311746573
461,62,3174,59167,28891294
461,91,123,44186,20351209
461,20,3756,92117,901758306
461,49,39,63398,817770971
462,63,4427,15769,328476748
462,92,1191,42510,430828567
462,21,2701,3196,464181709
462,50,4947,2816,427088976
463,64,6695,97373,1027814804
463,93,5451,1904,863086619
463,22,8632,53479,827562732
463,51,586,46311,570426038
464,65,6084,50488,317510435
464,94,8439,11429,574953616
464,23,4317,6210,616969575
464,52,9366,1918,233542966
465,66,7010,89598,764219150
465,95,5904,93791,364457747
465,24,9364,36614,76294801
465,53,4660,12239,996987407
466,67,5994,31360,54197970
466,96,2733,20180,143382296
466,25,7893,23322,1031577545
466,54,5264,93531,829050469
467,68,6404,62198,943727859
467,97,9125,22609,806723314
467,26,8930,99679,225841179
467,55,4107,93601,759009537
468,69,233,37855,111869101
468,98,4819,79323,1034141898
468,27,7846,24304,849577580
468,56,3933,2203,314929837
469,70,7523,95428,784443720
469,99,5178,80225,82762929
469,28,9652,98324,121110565
469,57,553,90355,890240698
470,71,8598,29589,415906831
470,100,3215,19364,542476738
470,29,2500,94446,223593596
470,58,144,57127,895685376
471,72,4978,7401,15007144
471,1,311,44721,588031391
471,30,3575,96529,65182775
471,59,9777,934,268488961
472,73,2771,42291,728412852
472,2,1319,22396,72460626
472,31,410,10202,466419688
472,60,8731,60794,1044903923
473,74,4750,5741,576679697
473,3,4126,4660,732747234
473,32,7455,24311,583477729
473,61,3862,27577,121734926
474,75,3200,72815,154835963
474,4,6439,42098,956620720
474,33,6252,65960,197703626
474,62,6728,6776,283198653
475,76,2890,25052,758397224
475,5,4931,96355,592648740
475,34,8806,72281,307645033
475,63,1131,51724,359660793
476,77,9171,17786,297533639
476,6,4393,45107,198907216
476,35,6969,97292,291402042
476,64,8829,26264,768342744
477,78,5089,77355,565024931
477,7,2551,16795,458673976
477,36,3921,84446,425865843
477,65,1463,18957,714375441
478,79,4424,50655,272725154
478,8,2049,20250,1012979259
478,37,9781,10759,221179351
478,66,4653,38341,985408982
479,80,657,57291,792247850
479,9,7940,79219,543734553
479,38,7560,77728,492346671
479,67,8063,401,452527109
480,81,2289,94016,962401677
480,10,2496,13096,251845909
480,39,1163,54264,590916134
480,68,5383,43028,1051370372
481,82,8117,14208,772005752
481,11,1764,51640,938144103
481,40,7951,91608,19755547
481,69,589,5620,146763307
482,83,5246,82267,223196973
482,12,1471,62354,901962062
482,41,4933,50192,842566724
482,70,4382,33660,84975727
483,84,8999,13344,677175901
483,13,8687,15868,652300484
483,42,6707,86070,571048837
483,71,8420,43584,289499521
484,85,1469,67497,526939612
484,14,7015,77758,314432693
484,43,9883,96911,472213024
484,72,1923,21897,606301393
485,86,1562,10926,410263165
485,15,8677,43500,114676421
485,44,5676,62694,49778869
485,73,30,65719,954312029
486,87,9050,59551,246154498
486,16,2053,90829,624344327
486,45,6935,96581,108825333
486,74,2806,70197,37783965
487,88,4119,4684,943132174
487,17,4119,21452,105599096
487,46,8891,28483,1046409041
487,75,7655,7108,83036273
488,89,4385,973,684983949
488,18,102,93521,200200786
488,47,2837,84067,705278927
488,76,3654,38227,570949700
489,90,3178,36062,356369804
489,19,7196,17434,99129602
489,48,1317,34176,374914229
489,77,3471,93730,849182191
490,91,7994,1768,155257754
490,20,6306,70455,861333714
490,49,1820,39598,608798130
490,78,7975,13241,1040369415
491,92,2484,11531,125905346
491,21,2491,20395,294533793
491,50,7537,52604,980787080
491,79,9869,41080,41447273
492,93,2545,35998,178591473
492,22,3619,52012,855150423
492,51,8732,58128,526039999
492,80,6875,52471,1009238356
493,94,8029,76535,635346459
493,23,1481,31999,482165105
493,52,718,63458,860929279
493,81,2818,23716,633553909
494,95,5007,15349,300735201
494,24,3735,59223,122482630
494,53,1227,78042,985693381
494,82,7793,70246,880934854
495,96,8482,24113,364675568
495,25,8354,1427,680263165
495,54,7185,25898,219446755
495,83,9753,27041,112291383
496,97,1478,48645,640218627
496,26,5685,8666,579097982
496,55,7761,24804,609385105
496,84,7955,18016,445110268
497,98,5708,15241,344119255
497,27,9136,28523,966708154
497,56,7810,82249,587863685
497,85,8148,57820,360571909
498,99,2846,64919,952404204
498,28,6199,94863,526754946
498,57,5145,65224,448787829
498,86,6764,30388,120328882
499,100,1941,68126,450883452
499,29,6904,48178,826054971
499,58,9665,51537,441008645
499,87,3271,63957,788215744
500,1,3366,20489,774166163
500,30,3667,27402,555004732
500,59,7351,32976,569832301
500,88,5853,3089,581801690
501,2,6317,96153,614259119
501,32,8242,71916,334904421
501,62,5157,18638,552092126
501,92,6109,93108,113130604
502,3,1735,45579,784656783
502,33,7173,38768,671061457
502,63,5071,46180,497628028
502,93,282,48935,865850015
503,4,7474,97308,834278411
503,34,3793,6879,1022524431
503,64,3034,49086,319291521
503,94,7055,32155,522369342
504,5,3641,84166,173975229
504,35,2814,9622,990454177
504,65,3211,6822,646336814
504,95,6273,91987,527652711
505,6,5542,75843,732734276
505,36,4737,80619,187784637
505,66,1616,27842,719220709
505,96,9262,25855,738372787
506,7,7436,5221,285087878
506,37,6994,68503,174603420
506,67,6986,94066,923466595
506,97,3087,51675,476267708
507,8,3324,83387,715408027
507,38,5655,93386,378260447
507,68,6037,14199,772914462
507,98,3909,99552,8063922
508,9,1551,59644,889184734
508,39,6032,63211,958697411
508,69,5730,69627,1052999024
508,99,9761,6395,873074017
509,10,3984,17695,153788050
509,40,5145,16736,110369946
509,70,9901,79969,985674605
509,100,4917,96231,1073469941
510,11,8629,81063,823824625
510,41,5812,2166,733499964
510,71,7035,73398,756863852
510,1,6587,46396,750541699
511,12,90,78367,492047205
511,42,9906,44075,147813443
511,72,1439,37124,564568792
511,2,9923,92827,811741749
512,13,3546,13159,88749110
512,43,7627,3300,1009856003
512,73,3640,42157,231078626
512,3,8928,57829,541508115
513,14,5666,37865,407803541
513,44,9502,56561,863010475
513,74,378,86994,822441745
513,4,3061,75683,366567139
514,15,4454,93827,598082668
514,45,4739,41926,207142083
514,75,3784,78783,562823936
514,5,5879,40467,292849951
515,16,6431,34914,1059393540
515,46,767,99520,878183796
515,76,6886,19640,900095662
515,6,9134,48077,56411676
516,17,6105,60029,1046823176
516,47,5414,25458,83872476
516,77,125,26726,73295383
516,7,8650,54067,334618151
517,18,1790,55636,719694497
517,48,1205,26356,216403943
517,78,9495,23299,411430458
517,8,8049,94707,39325848
518,19,1996,41227,327239978
518,49,8880,6572,826051352
518,79,8100,93478,647462155
518,9,6002,61259,840509116
519,20,3637,18594,710636667
519,50,777,37471,486003944
519,80,7887,25082,37344144
519,10,9789,4586,1027378058
520,21,1888,73635,1015255605
520,51,9987,36252,513278799
520,81,6592,11447,131781803
520,11,2585,10458,292740387
521,22,7639,72823,76763380
521,52,5346,73196,347145841
521,82,4196,55303,88408823
521,12,2510,22813,1049927210
522,23,6343,16291,134285628
522,53,5885,4955,328910532
522,83,4672,89639,636030504
522,13,1705,74837,711568192
523,24,8216,60302,993863149
523,54,3056,20552,388856552
523,84,4826,89832,506026141
523,14,4259,26870,559920986
524,25,8293,94768,503606359
524,55,5771,74919,171818094
524,85,6113,33294,1048733019
524,15,7321,57921,407564632
525,26,4884,71433,194260613
525,56,8567,93878,1049665245
525,86,1771,92249,233341864
525,16,2166,90834,233190892
526,27,6808,85585,770935136
526,57,4445,73230,263233615
526,87,2002,17229,513019380
526,17,6209,86173,479122339
527,28,8832,71420,1064365137
527,58,1981,70057,304865847
527,88,8577,40560,374705779
527,18,8097,96327,445589945
528,29,4555,95557,1018697629
528,59,8671,37678,861987027
528,89,1635,99772,229247917
528,19,6658,49028,631959081
529,30,9026,58007,4432656
529,60,1487,9824,234009282
529,90,1732,8667,788733829
529,20,2587,38415,947914688
530,31,869,12157,392969176
530,61,4541,48513,386423634
530,91,605,92474,202074088
530,21,5480,76738,848381793
531,32,3497,43881,1007707914
531,62,6229,64891,64680340
531,92,5292,30512,997707283
531,22,5154,52350,728322512
532,33,4517,37244,134964363
532,63,4112,6953,958561058
532,93,6441,187,727722322
532,23,6709,79081,334033860
533,34,6031,50558,330357950
533,64,1001,91779,488330113
533,94,1920,82414,317193635
533,24,2511,36935,553852950
534,35,805,4860,514367385
534,65,3296,84471,711166488
534,95,6438,37601,637466627
534,25,8933,19970,738277490
535,36,6234,95721,1012656651
535,66,3424,94968,192998648
535,96,1363,35665,717647026
535,26,5565,38128,541974887
536,37,8830,79214,550278586
536,67,377,98985,668402118
536,97,352,14393,640983794
536,27,7609,62353,839747798
537,38,2145,34858,194862188
537,68,2662,61722,565251314
537,98,4507,20179,560129285
537,28,4230,11234,932193439
538,39,4074,23027,343775264
538,69,4895,20850,388433323
538,99,6115,3659,970326716
538,29,9617,88265,584092290
539,40,8720,60836,928464746
539,70,9489,2209,498865495
539,100,7405,86577,861251368
539,30,9448,64091,683049652
540,41,3787,73446,723275379
540,71,8758,62899,667994575
540,1,5142,10641,400247665
540,31,758,42857,691300248
541,42,2537,38466,487634677
541,72,1654,72512,232103583
541,2,2179,49865,938138339
541,32,9694,30447,951782972
542,43,9826,54963,166829133
542,73,3455,8463,326174936
542,3,2453,99883,362398745
542,33,1707,21538,734297346
543,44,6362,81564,962053278
543,74,4511,25521,516652639
543,4,2910,74480,904959872
543,34,210,51532,272162074
544,45,7143,76196,508183432
544,75,5555,18810,586434690
544,5,9843,80477,264703915
544,35,7770,47682,1029250788
545,46,7790,16810,1011421830
545,76,8547,25826,60104123
545,6,7282,7743,558286099
545,36,8100,87365,684055076
546,47,7624,21877,671199589
546,77,4052,68807,715888033
546,7,2872,13500,373611551
546,37,5233,49813,805867096
547,48,3093,65458,453136700
547,78,6506,74827,784461205
547,8,3277,94939,118498919
547,38,8825,50517,1072137354
548,49,4316,5287,397538251
548,79,8170,72114,3062880
548,9,2997,53303,401759025
548,39,9598,71590,298254690
549,50,8245,39293,863739012
549,80,3834,80188,769389097
549,10,9550,74505,5258351
549,40,2116,73817,637546593
550,51,4396,2702,583596892
550,81,4204,79693,536954056
550,11,2788,58158,1040648208
550,41,2559,54699,727357855
551,52,7451,66871,984196826
551,82,13,34490,772773190
551,12,2409,76251,762582127
551,42,4208,49742,408611043
552,53,4641,76610,541742569
552,83,7758,87489,763647744
552,13,4729,13171,876715631
552,43,2250,7545,948455396
553,54,7153,62716,319943943
553,84,7642,43301,86503682
553,14,2160,5580,323261769
553,44,899,2869,574360075
554,55,7964,96246,65711480
554,85,9175,27307,657856581
554,15,6477,33722,918465241
554,45,8097,47801,17107460
555,56,6725,20162,617052047
555,86,3577,24301,701257276
555,16,543,55604,744095343
555,46,3648,835,101318121
556,57,2760,68703,561181880
556,87,1352,68424,708342089
556,17,3441,63790,468183846
556,47,7464,13636,504137718
557,58,5418,30906,287020580
557,88,106,82328,429029094
557,18,5051,77592,170690596
557,48,8086,8340,633896114
558,59,3711,42817,821528873
558,89,310,71564,666898804
558,19,5927,731,786964188
558,49,8641,31589,860074500
559,60,550,69967,448489886
559,90,8203,24228,347225182
559,20,6928,34089,338565462
559,50,6714,22301,87051694
560,61,1493,16748,94572414
560,91,8132,93403,626234167
560,21,8024,13255,217017834
560,51,8116,29506,487775223
561,62,5190,21330,819960954
561,92,8491,80980,648216279
561,22,946,98337,176660401
561,52,8347,21537,20895657
562,63,9575,53603,766388892
562,93,7480,20088,849662954
562,23,503,78723,381564936
562,53,2106,26954,105531072
563,64,6050,93984,465511438
563,94,8489,76910,198638162
563,24,6971,39561,258235441
563,54,702,91638,953183203
564,65,2209,17003,398544578
564,95,4777,77040,539940097
564,25,9891,27594,847714073
564,55,3416,50571,644216531
565,66,8193,23604,473114508
565,96,7485,32062,435164289
565,26,2032,23991,145318629
565,56,4922,35995,155204081
566,67,2700,1095,123607504
566,97,9470,44604,1026031719
566,27,9181,23959,201407509
566,57,7958,9348,517865058
567,68,4443,91859,300659335
567,98,728,35577,14172708
567,28,2824,55030,314984794
567,58,7557,44625,808032364
568,69,8365,77222,444605184
568,99,1328,77496,988880354
568,29,7616,89648,444888241
568,59,8820,28869,346602225
569,70,2176,5799,278572508
569,100,1731,81887,39982618
569,30,3123,68793,997181998
569,60,1350,82043,147222510
570,71,4292,82459,858519082
570,1,8347,91839,561186299
570,31,9367,291,315046916
570,61,2521,18534,309070826
571,72,4070,34605,233496944
571,2,5772,12384,60142980
571,32,425,65221,799848201
571,62,744,83316,583943740
572,73,6996,2313,386696833
572,3,3266,46964,522536571
572,33,3303,27433,160963352
572,63,9986,51684,198493327
573,74,242,35579,244562784
573,4,2523,87993,711029862
573,34,9444,81595,913596559
573,64,8904,58158,415126060
574,75,1556,54745,268241516
574,5,788,29827,4070553
574,35,261,17018,181812666
574,65,4930,36461,860332536
575,76,1828,39802,1017196240
575,6,1960,46603,493766860
575,36,1841,60375,384783517
575,66,3177,50549,960985985
576,77,3715,47425,518485033
576,7,5860,83914,344304802
576,37,5711,67589,518138025
576,67,831,18183,687325606
577,78,4109,22449,150986549
577,8,4194,96763,692919989
577,38,9072,37375,291128363
577,68,1097,6010,1068081975
578,79,5898,40475,186405413
578,9,9747,64766,712510924
578,39,917,48088,52554483
578,69,7215,43302,384647430
579,80,1672,22232,1051159306
579,10,1338,52002,385122326
579,40,4863,84472,227920802
579,70,7945,60325,1012032271
580,81,8561,21396,48653742
580,11,3695,87038,11767903
580,41,3173,15790,1016273472
580,71,6905,70329,114904242
581,82,2216,21124,676614418
581,12,3322,9756,44326004
581,42,9392,51445,578480944
581,72,1259,21460,189300299
582,83,6910,53794,984332811
582,13,2236,45285,922636072
582,43,5652,93435,1054721836
582,73,5337,37843,687538873
583,84,4495,91536,935586360
583,14,1597,3942,447301297
583,44,4161,41472,732498856
583,74,7685,32201,183748871
584,85,6170,62299,463075120
584,15,9080,20123,701168050
584,45,6948,72418,371215905
584,75,5132,67832,138305440
585,86,8051,366,378251896
585,16,1636,75159,555919290
585,46,7476,83506,278242368
585,76,9020,10092,458796487
586,87,1195,8690,380191455
586,17,4391,25238,596105937
586,47,818,22634,929908033
586,77,4787,10434,1959464
587,88,9456,70751,900923962
587,18,6442,11468,740475161
587,48,9575,60792,721525917
587,78,1825,93270,516366094
588,89,1076,72351,232045897
588,19,1289,30004,744240076
588,49,6497,5495,113408165
588,79,3566,75213,876355230
589,90,7784,82937,862002464
589,20,6579,27302,150076464
589,50,379,39103,460404731
589,80,2591,74300,885009449
590,91,5959,31850,1032999232
590,21,6924,56959,863416017
590,51,1804,79172,921773908
590,81,1278,81256,835562778
591,92,4047,41660,918044741
591,22,3080,5038,363448231
591,52,5168,81593,13953493
591,82,4628,17743,574121342
592,93,2676,35936,164630197
592,23,3489,5940,635759976
592,53,575,54449,625786667
592,83,9716,62585,112550542
593,94,960,39768,423152404
593,24,6161,72956,302570888
593,54,1577,8704,889469174
593,84,3954,67411,478367456
594,95,1588,19873,84392089
594,25,1290,61698,491725809
594,55,2209,4424,397055759
594,85,5453,58269,212008412
595,96,5057,19213,577200376
595,26,7752,53614,197438268
595,56,3290,17095,790789035
595,86,3878,34815,806170042
596,97,8343,48543,991397398
596,27,3658,89244,500392478
596,57,6735,40570,610144804
596,87,2420,58285,438767719
597,98,6577,94011,176536281
597,28,5327,31755,881070364
597,58,7452,58257,109000051
597,88,1963,23705,264150123
598,99,6443,26539,404781890
598,29,455,20583,560363577
598,59,666,8681,926301519
598,89,30,69654,628853869
599,100,9558,66896,453778603
599,30,8285,61332,1029116798
599,60,9024,49780,771932007
599,90,272,1955,1027993802
600,1,5324,9767,727135942
600,31,9175,38031,545853137
600,61,5063,50762,48154181
600,91,7681,29095,866523290
601,2,876,5820,992979927
601,33,1945,31668,852032868
601,64,6857,5918,289806515
601,95,6255,88146,822096470
602,3,1645,59872,770971631
602,34,9523,88444,208043781
602,65,5184,76104,904371835
602,96,4265,68318,524300301
603,4,4867,86951,482999913
603,35,255,55321,171558260
603,66,655,32408,916123693
603,97,4383,72212,434256286
604,5,2194,98046,419116384
604,36,2016,13743,538915332
604,67,224,27136,721676500
604,98,3706,54342,793130456
605,6,5187,77287,424079965
605,37,5475,70731,899044842
605,68,7391,85050,720819296
605,99,115,84926,920870500
606,7,650,86991,678893263
606,38,5576,33323,620727941
606,69,27,48444,554090751
606,100,9523,23430,248983071
607,8,2515,4172,229473834
607,39,672,14155,430554958
607,70,560,57811,1048718968
607,1,8453,21276,862887
608,9,9733,66331,192634578
608,40,3974,56002,609502887
608,71,6686,80836,82156315
608,2,1627,87841,926657412
609,10,2599,32699,700385341
609,41,8000,50020,891515934
609,72,4133,50860,20502681
609,3,8133,81854,226704793
610,11,41,13601,908954016
610,42,8605,41626,766776974
610,73,6489,34000,415215839
610,4,731,37229,300974531
611,12,1107,55641,668840921
611,43,3903,5801,746035461
611,74,939,21390,454925542
611,5,2789,79773,316680863
612,13,8618,6260,374473435
612,44,885,41570,21109242
612,75,7469,78899,632723926
612,6,9998,88814,939639321
613,14,4545,9295,907074604
613,45,2029,9144,155280468
613,76,6133,62430,410055960
613,7,5859,37037,1050839000
614,15,9232,18800,198119848
614,46,3057,5001,280511735
614,77,6915,63003,272348819
614,8,5720,60466,215043861
615,16,1647,82256,566879133
615,47,2009,65613,184680964
615,78,5658,79552,506273666
615,9,3056,78148,643394767
616,17,6902,58013,839983942
616,48,3865,19604,630401032
616,79,5497,33888,722754025
616,10,4824,45429,712498426
617,18,9916,2082,330495399
617,49,1573,60584,1053239282
617,80,6762,73854,754415298
617,11,4954,23372,1035729964
618,19,2693,26033,351338949
618,50,4885,2863,145454461
618,81,7579,95861,79655936
618,12,5996,57837,481148
619,20,3727,62028,568195070
619,51,8881,71860,941454458
619,82,3273,81131,179515861
619,13,2036,44278,475042433
620,21,7932,37852,468991426
620,52,580,42502,807291639
620,83,2396,73349,66757643
620,14,3254,30032,710125879
621,22,9013,74383,740445992
621,53,1195,19534,479792997
621,84,6309,53872,77230771
621,15,4897,43191,583321484
622,23,6731,51955,645136518
622,54,7330,8810,785556884
622,85,994,45240,293352173
622,16,2320,30819,489000963
623,24,3554,19868,670995016
623,55,5369,79582,480061324
623,86,9819,86099,520588201
623,17,2613,34023,567117778
624,25,9320,25188,553465261
624,56,8439,78546,546034631
624,87,1763,57087,844760883
624,18,1218,41489,470558299
625,26,8106,25572,142120824
625,57,7539,37928,618261999
625,88,8070,5595,3864381
625,19,2657,59841,15926516
626,27,6277,68235,655798604
626,58,2753,88315,891285705
626,89,7062,332,519880445
626,20,3666,16506,306882379
627,28,7346,24484,296263222
627,59,3952,30649,190896589
627,90,1558,55430,917415660
627,21,3919,77811,682686664
628,29,6770,98477,551740482
628,60,4240,75195,573796449
628,91,5225,72682,830354166
628,22,2169,95776,740500403
629,30,6664,23967,573031717
629,61,5892,31973,131733160
629,92,2329,20608,328551546
629,23,353,26589,511212300
630,31,7299,61241,591379305
630,62,396,40007,232563504
630,93,5167,86621,217035024
630,24,3822,13740,1052295411
631,32,8673,78637,785870616
631,63,9631,82791,287562605
631,94,1305,78099,236433662
631,25,5310,42982,523538204
632,33,3291,42786,386087769
632,64,1342,40023,1008555751
632,95,7247,62024,889306300
632,26,2010,89125,568117183
633,34,5953,31989,725569706
633,65,7862,550,84268279
633,96,143,72843,110203123
633,27,2249,19040,308106808
634,35,7521,49940,839168023
634,66,3738,6098,55571196
634,97,2405,17474,272805416
634,28,221,99881,1022288255
635,36,3254,97672,811051505
635,67,9989,33043,689559466
635,98,1326,36451,317374473
635,29,5181,69814,273236952
636,37,9395,45689,756220908
636,68,2151,84053,700185589
636,99,7161,12592,674420670
636,30,6516,67524,698188068
637,38,3173,22493,374639680
637,69,8230,37324,807898816
637,100,2879,56179,274312275
637,31,4859,85778,858623815
638,39,3447,18973,29119542
638,70,4080,29567,260427230
638,1,8889,56141,706931705
638,32,7359,30835,573422825
639,40,4237,89876,840793113
639,71,7011,64513,785994815
639,2,7349,67939,271103825
639,33,2334,7992,397457367
640,41,6547,76626,835010197
640,72,8428,53548,470263595
640,3,9574,986,966533506
640,34,670,12486,713634128
641,42,488,93455,896602815
641,73,7434,81154,181645341
641,4,1432,25367,364058135
641,35,7740,91627,290798061
642,43,4535,19027,826587652
642,74,3571,23512,1058571500
642,5,8683,86426,1010652104
642,36,4027,28586,965996313
643,44,3020,50094,19634159
643,75,9303,84225,374569970
643,6,3768,92720,914123238
643,37,7018,9916,748567518
644,45,4595,55019,493269910
644,76,4676,40051,302104180
644,7,9654,32099,622387091
644,38,7708,56636,338903054
645,46,4248,58690,200982271
645,77,9482,6412,532941222
645,8,4002,257,500457946
645,39,2604,54464,501544358
646,47,3716,16692,667215584
646,78,4626,45749,80959624
646,9,3818,84035,84478621
646,40,9463,1025,478341296
647,48,7294,64028,535095556
647,79,7431,16774,862437939
647,10,9636,33466,607632713
647,41,6712,46594,229542389
648,49,5845,14097,211238237
648,80,3238,6951,699949196
648,11,9122,74733,139280132
648,42,5563,15251,301207665
649,50,339,98011,448223662
649,81,2242,35322,45766765
649,12,9775,71551,100953413
649,43,1392,74153,811563412
650,51,6341,43835,154787984
650,82,1544,94071,123345400
650,13,6065,47277,887969578
650,44,8443,4393,977134831
651,52,3543,36892,717642270
651,83,7711,79630,589667645
651,14,7243,98082,651001981
651,45,5776,24245,565991261
652,53,7436,8548,29004565
652,84,694,34292,1021931360
652,15,9114,44026,131862915
652,46,7050,97870,1010999918
653,54,2203,56223,437327986
653,85,797,98993,495253903
653,16,1770,54878,454656889
653,47,6254,75941,314794371
654,55,9438,30664,611724201
654,86,7928,8354,383869441
654,17,2899,68985,697126340
654,48,5173,11008,851793126
655,56,9772,27924,520975466
655,87,2749,8400,65642513
655,18,7989,42306,506251958
655,49,9816,73103,123168166
656,57,4347,94005,939256054
656,88,7587,30907,280233138
656,19,5044,1836,1009152562
656,50,1156,20208,122120949
657,58,8394,98463,457379011
657,89,5428,41771,639388900
657,20,6487,66237,897838722
657,51,8505,66846,1042441265
658,59,9224,19860,483823713
658,90,9176,51645,975713325
658,21,9641,77503,336440713
658,52,9696,9227,881473203
659,60,4689,66165,932646003
659,91,2478,67841,291154504
659,22,9028,64903,606176962
659,53,2479,38495,217195552
660,61,4004,47996,689425758
660,92,4775,2079,772892856
660,23,4564,9396,721076350
660,54,3457,9173,883470312
661,62,3362,50861,680666528
661,93,3101,89422,350245517
661,24,1354,29011,743058151
661,55,3582,91968,141326422
662,63,7854,61436,680990031
