O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
12612,1444,245580493,18543393,34323,860677961,334505173,0,559683608
12613,328,245580493,11631824,34068,924311831,439878312,0,62076614
12614,670,567770569,27305778,35121,924311831,748970201,0,762748351
12615,118,245580493,2086609,34762,758027517,491798688,0,21688638
12640,413,567770569,7659762,35994,590808642,381151366,0,948945561
12641,1097,245580493,23962614,34751,860677961,886310185,0,946413462
12642,1243,245580493,24769431,34450,247522663,71772969,0,737379050
12643,322,245580493,12430225,34046,860677961,395230568,0,297512083
12644,1159,245580493,15068923,33633,590808642,950228592,0,26695536
12645,250,245580493,23153856,34520,860677961,37286363,0,33600112
12646,1334,245580493,11694628,34016,247522663,908510251,0,716567613
12647,1198,567770569,3828507,35486,758027517,238126777,0,839405452
12672,257,245580493,3718779,34520,758027517,239250364,0,976656717
12673,62,245580493,2191185,34495,247522663,573922503,0,352954452
12674,586,245580493,9695215,33788,860677961,733586679,0,483832048
12675,679,245580493,15553385,34360,924311831,451796808,0,642497121
12676,839,245580493,588455,34348,590808642,919246113,0,534885672
12677,190,567770569,18718763,35208,860677961,426153321,0,1054806240
12678,844,567770569,7783102,35819,860677961,634802496,0,799801610
12679,1117,567770569,7585923,35601,590808642,405972883,0,763812728
12704,439,245580493,14302703,34008,860677961,795567289,0,833536895
12705,295,245580493,7493303,34591,860677961,445719749,0,1005432007
12706,458,245580493,15734488,34657,247522663,885405819,0,619869359
12707,1219,245580493,25341330,34117,590808642,496793527,0,632335739
12708,172,245580493,26292158,33975,860677961,936957826,0,847706161
12709,268,567770569,7446232,35194,860677961,396056768,0,644738236
12710,1169,245580493,30519171,34197,247522663,99397933,0,1008080744
12711,85,245580493,8071139,33652,247522663,405972883,0,706527484
12736,751,245580493,34618675,34035,860677961,610078226,0,349670627
12737,1187,245580493,32036043,34456,247522663,682782096,0,732080798
12738,1334,567770569,18250616,35956,590808642,857539977,0,221093098
12739,772,245580493,5633651,33663,758027517,558901085,0,72840460
12740,439,567770569,6172822,35584,590808642,915900256,0,481614580
12741,1348,245580493,16261634,33803,758027517,847775751,0,447925109
12742,748,567770569,3635583,35586,860677961,536515914,0,67645152
12743,695,245580493,10159483,34142,590808642,71772969,0,918451339
12768,1202,245580493,12130988,34431,247522663,265595826,0,634155986
12769,1057,245580493,2916632,33609,758027517,666252102,0,911070925
12770,1415,245580493,12933356,34075,758027517,375412959,0,236057743
12771,451,245580493,20311443,34350,247522663,617985801,0,192905478
12772,1451,1018611361,22139002,34829,758027517,285975434,0,396575852
12773,817,245580493,30463993,34709,860677961,39678878,0,117806701
12774,1108,245580493,6065784,33885,247522663,783772402,0,350260370
12775,979,567770569,12767872,35351,860677961,795567289,0,500534437
12800,11,245580493,30243156,34110,860677961,629449992,0,621955926
12801,1412,567770569,22607943,35668,924311831,1067169361,0,448290746
12802,1481,567770569,23360974,35854,247522663,995591926,0,360839684
12803,392,245580493,2739177,34024,758027517,69607301,0,902463081
12804,734,245580493,35805827,33748,924311831,248667514,0,840521522
12805,478,567770569,7623432,35408,924311831,882650396,0,343599116
12806,526,567770569,20874601,35056,758027517,238880590,0,194327056
12807,391,567770569,3417861,35809,860677961,981075257,0,144859993
12832,362,245580493,6639228,34677,924311831,982628824,0,15430206
12833,1285,567770569,10230135,35958,860677961,497636118,0,204701074
12834,757,567770569,26355351,35370,758027517,418159484,0,684007567
12835,370,567770569,14281134,35448,758027517,410345819,0,561448960
12836,1057,567770569,22242089,35171,924311831,9786682,0,447966495
12837,590,245580493,11278785,33939,924311831,508333933,0,475930268
12838,112,567770569,10493086,35975,247522663,654683544,0,293303209
12839,1424,567770569,17822693,35801,924311831,658389425,0,468054032
12864,647,245580493,14247094,34469,590808642,366263370,0,722207499
12865,1271,567770569,24454224,35571,860677961,426720987,0,891472726
12866,1433,567770569,16542943,35445,924311831,295984714,0,915550007
12867,59,245580493,19709868,34768,758027517,842451334,0,645325260
12868,1042,1018611361,22957712,34758,247522663,491798688,0,40617668
12869,1396,245580493,13137962,34358,758027517,999241274,0,459119122
12870,1366,245580493,5159517,34176,247522663,607098131,0,91968480
12871,1174,567770569,19492317,34975,758027517,1016195122,0,804417217
12896,370,567770569,32157067,35419,247522663,258836987,0,740332596
12897,1169,567770569,15322993,34897,758027517,886251013,0,685616375
12898,1045,245580493,4485449,34592,924311831,275038662,0,176380544
12899,868,567770569,4054189,35160,758027517,771668230,0,230030682
12900,220,245580493,4126896,34091,590808642,939021345,0,719556178
12901,1283,245580493,30229636,34458,590808642,218332699,0,1047500457
12902,640,245580493,32133439,34270,758027517,171553440,0,164139949
12903,301,245580493,8908129,34601,247522663,225100296,0,314687630
12928,634,245580493,25805414,34419,590808642,420426576,0,919953164
12929,917,245580493,13854310,34210,247522663,990920995,0,844174124
12930,1072,567770569,1085439,35026,590808642,350484703,0,567955566
12931,775,245580493,7209162,33717,924311831,368016291,0,268334960
12932,238,567770569,15128417,35667,924311831,444582370,0,958212213
12933,173,567770569,25318134,35841,924311831,269066706,0,326154951
12934,623,245580493,27351659,34397,758027517,643124645,0,64561218
12935,509,245580493,6943325,34462,924311831,507414546,0,896302995
12960,1243,245580493,13210773,34250,590808642,660765646,0,477721777
12961,1144,245580493,13368491,34679,590808642,91147180,0,51028691
12962,1111,567770569,13054181,34999,247522663,233094643,0,427497508
12963,1232,567770569,7262123,35982,924311831,654906605,0,797201299
12964,556,567770569,22812818,35806,590808642,112096201,0,493384747
12965,964,245580493,10713413,34144,924311831,100821197,0,747019793
12966,224,567770569,5160806,35712,860677961,80840411,0,416092488
12967,1147,245580493,977725,34232,590808642,100821197,0,5035836
12992,139,567770569,19908484,35484,860677961,723829821,0,995368988
12993,1348,567770569,4687517,35927,860677961,573922503,0,506592802
12994,1451,245580493,5418856,34654,860677961,1069502010,0,152759615
12995,1162,567770569,20068905,35273,924311831,1002918092,0,25902845
12996,967,567770569,10749747,35036,758027517,127298150,0,773958241
12997,520,567770569,2330456,35210,247522663,880620892,0,393226612
12998,799,567770569,2595272,35339,590808642,580433561,0,212131252
12999,940,245580493,21656707,34061,590808642,19653233,0,551701126
13024,664,245580493,5801505,33675,924311831,495595268,0,808215530
13025,158,567770569,13816503,35821,590808642,149901323,0,1052706550
13026,1126,567770569,19492769,35519,590808642,284342632,0,313940318
13027,955,245580493,16005771,33617,247522663,414368227,0,559865200
13028,685,245580493,23102806,34431,247522663,1072141326,0,139822927
13029,340,567770569,17706213,35743,924311831,554981567,0,316769920
13030,1459,245580493,14697850,34536,924311831,953419472,0,535747361
13031,7,245580493,23759583,33941,860677961,980762908,0,992705792
13056,437,245580493,19361895,34445,758027517,1066639499,0,374826233
13057,67,567770569,10297385,35778,247522663,126960474,0,1053966642
13058,1156,567770569,1246138,35513,247522663,336847265,0,225596315
13059,136,567770569,19743535,35579,860677961,173914810,0,772426077
13060,1345,567770569,27239413,35465,758027517,619452545,0,913400801
13061,821,567770569,7603436,35688,247522663,766046883,0,900063855
13062,1291,567770569,6322829,35186,590808642,182259004,0,482672570
13063,1412,567770569,31820459,35443,860677961,226695864,0,594368838
13088,1460,245580493,26158156,34080,758027517,955276741,0,705645146
13089,1403,567770569,27744038,35046,758027517,723059597,0,310421123
13090,130,245580493,14645892,34175,758027517,463064022,0,221293964
13091,856,245580493,20074115,34652,924311831,874261781,0,379580331
13092,1430,567770569,14273313,35968,247522663,956616071,0,404272440
13093,1132,567770569,14489804,35188,590808642,549635070,0,814287013
13094,1129,245580493,6433685,34198,758027517,208729400,0,306024369
13095,1454,567770569,28233580,35266,247522663,1012649540,0,75979519
13120,1039,245580493,9092921,34681,860677961,639737338,0,753329356
13121,878,245580493,19095873,34034,590808642,35766703,0,465432630
13122,242,245580493,16497759,34599,590808642,686459885,0,635991348
13123,841,567770569,20876885,35977,590808642,964180423,0,598758577
13124,10,245580493,5767634,34319,924311831,1021580355,0,1024656198
13125,355,245580493,19003402,34315,758027517,15437848,0,617283529
13126,956,567770569,13132854,34990,758027517,636135711,0,293182537
13127,1165,245580493,3869283,34180,924311831,898905793,0,768762743
13152,850,245580493,28393870,34378,590808642,987875205,0,54262773
13153,1144,567770569,16565963,35373,247522663,235630664,0,767239804
13154,520,567770569,28629887,35723,860677961,1069502010,0,768490121
13155,1079,567770569,19072020,35232,247522663,331991178,0,721549056
13156,1283,567770569,18069369,34976,860677961,347139013,0,284877615
13157,656,245580493,27720962,33644,924311831,678312094,0,602855126
13158,134,245580493,19830199,33927,247522663,842451334,0,881512940
13159,784,567770569,17568488,35399,247522663,638320044,0,744451171
13184,472,567770569,2184301,35880,758027517,749235922,0,126822730
13185,805,567770569,30023626,35624,860677961,1021580355,0,978327827
13186,556,567770569,20606294,35324,590808642,404287130,0,650502074
13187,923,245580493,7856607,34310,590808642,76066066,0,1045393588
13188,1436,567770569,9559125,35994,924311831,911658854,0,516027392
13189,94,245580493,236192,34792,247522663,832178485,0,114419313
13190,136,567770569,2477500,35917,758027517,1012413763,0,352463867
13191,214,567770569,33157875,35786,860677961,255794636,0,952921
13216,1075,245580493,9750377,33706,924311831,7818488,0,692316602
13217,946,567770569,6710636,35696,860677961,419089693,0,259628223
13218,1438,245580493,21052516,34469,590808642,113980817,0,25612911
13219,535,567770569,19007419,35716,590808642,891048853,0,412934311
13220,1480,567770569,13462897,36005,247522663,398446962,0,11579590
13221,946,567770569,10653633,34985,758027517,14078259,0,825394863
13222,1363,567770569,9352550,35552,758027517,573922503,0,765867048
13223,352,567770569,4591767,35283,758027517,213316923,0,433991563
13248,892,567770569,3980014,35461,924311831,99243347,0,285512846
13249,569,567770569,22202879,35627,860677961,287372020,0,279334276
13250,1325,567770569,14185768,35658,924311831,89547018,0,289413180
13251,982,567770569,12316881,35515,247522663,40896088,0,56760247
13252,1309,245580493,16347391,34414,758027517,267992243,0,637607688
13253,790,567770569,27736352,35364,590808642,857821389,0,473301015
13254,1066,567770569,20426400,35847,924311831,1067588597,0,1052481414
13255,1115,245580493,11389992,34166,924311831,491798688,0,894445284
13280,314,245580493,23692245,34587,590808642,862048860,0,787297475
13281,1480,245580493,16442524,33715,247522663,51474997,0,70005143
13282,817,245580493,15326210,33732,860677961,896927487,0,769603076
13283,946,567770569,12998162,35791,758027517,918066607,0,971327267
13284,851,245580493,13628959,33827,590808642,312285817,0,696706424
13285,406,567770569,816539,34834,758027517,291543756,0,489553975
13286,1114,567770569,8122673,34982,590808642,312285817,0,552944223
13287,895,567770569,16824603,35497,924311831,271545743,0,68004773
13312,1324,567770569,8096375,35371,247522663,452313080,0,437316877
13313,1438,245580493,25414632,34530,758027517,612695773,0,454475422
13314,412,245580493,22683860,34466,590808642,918066607,0,860633596
13315,449,567770569,19295451,35352,590808642,414887566,0,879076747
13316,1316,245580493,4230846,33898,860677961,628082356,0,712359637
13317,865,567770569,4372088,35165,924311831,541785545,0,304573136
13318,325,567770569,24780576,35590,758027517,334505173,0,403665543
13319,425,567770569,13846785,35081,247522663,462873989,0,244567609
13344,367,567770569,9094606,35514,758027517,310600863,0,752034344
13345,1339,245580493,13654360,33848,758027517,69607301,0,138388466
13346,1012,245580493,24489842,33922,860677961,768915891,0,52976916
13347,560,245580493,25002698,34081,758027517,599367957,0,550928882
13348,1267,245580493,9427040,34279,924311831,953419472,0,674163646
13349,1454,245580493,9106945,34595,590808642,140141326,0,486780520
13350,1307,567770569,24671306,35919,590808642,339556927,0,465377683
13351,709,245580493,20340350,34094,924311831,510973987,0,601902433
13376,1456,245580493,24555288,33885,924311831,870271782,0,280877683
13377,394,567770569,6007737,34897,590808642,938247425,0,1009347021
13378,1151,245580493,20741139,34597,860677961,76413608,0,641465615
13379,286,245580493,10748404,34279,860677961,975560201,0,300106531
13380,934,245580493,12993834,34529,247522663,500888753,0,241935459
13381,1109,567770569,10285064,34927,924311831,176489720,0,497913221
13382,1207,567770569,6431396,35003,758027517,404287130,0,306821934
13383,1346,245580493,16584168,33769,758027517,751632996,0,844956966
13408,1370,245580493,21199067,34378,860677961,73862945,0,804891662
13409,1279,245580493,4664347,34162,758027517,832178485,0,1021039491
13410,592,245580493,7118766,34125,758027517,814250200,0,178864389
13411,1376,245580493,13023072,34435,590808642,590774484,0,985353301
13412,1240,567770569,11540880,35621,247522663,940291062,0,172862280
13413,473,245580493,23177227,33997,247522663,884855171,0,976964605
13414,1333,567770569,14324482,34885,924311831,166847258,0,130796427
13415,1222,567770569,27166208,35579,590808642,803971028,0,356029371
13440,865,245580493,2444973,34254,758027517,716837086,0,76637591
13441,1282,567770569,6004820,34940,247522663,445719749,0,521990235
13442,238,567770569,13879482,35646,758027517,995875500,0,697430062
13443,545,245580493,21630857,34247,924311831,162693081,0,56751036
13444,176,245580493,30417927,33607,590808642,958818470,0,762581747
13445,682,567770569,2169367,35786,758027517,18197930,0,951434660
13446,484,567770569,5564682,35122,247522663,284342632,0,102077061
13447,244,245580493,7239232,33976,590808642,956628964,0,994877908
13472,814,567770569,6933261,34997,247522663,976703099,0,531200484
13473,655,567770569,19277421,35144,860677961,678312094,0,153764190
13474,1069,567770569,10128514,35588,924311831,612204956,0,739464140
13475,1403,245580493,29557564,34489,247522663,402200326,0,292611363
13476,1459,245580493,26470277,34257,758027517,321996321,0,1064914573
13477,1276,567770569,14393510,35755,924311831,413840497,0,909400594
13478,325,567770569,16721122,35797,590808642,269826860,0,928154173
13479,1217,245580493,17016800,34671,590808642,575582352,0,755864551
13504,1495,567770569,12651595,35597,590808642,395230568,0,857427669
13505,286,567770569,21931583,35582,924311831,133747764,0,155125588
13506,1099,567770569,11104807,34900,860677961,689150167,0,944453600
13507,923,245580493,11739865,33966,924311831,600819438,0,826434467
13508,802,567770569,296211,35535,758027517,2313745,0,205516300
13509,946,567770569,6846506,35343,590808642,317829175,0,914000948
13510,710,567770569,8038362,35716,924311831,349156988,0,774878292
13511,467,567770569,13475121,35796,758027517,354451209,0,821933465
13536,316,245580493,19296426,34563,924311831,638320044,0,859289817
13537,430,245580493,2643599,34118,860677961,918747827,0,370872348
13538,782,567770569,6514701,35460,590808642,385532456,0,546998245
13539,1231,567770569,19066421,35472,924311831,661033358,0,90029493
13540,460,245580493,27792948,34111,590808642,218332699,0,970100200
13541,634,567770569,5389086,35273,758027517,938247425,0,709302378
13542,1016,245580493,30252726,34400,860677961,101538451,0,775353242
13543,790,245580493,2409746,33823,924311831,339158902,0,586142944
13568,31,245580493,8147417,34094,860677961,234293394,0,527556639
13569,839,1018611361,18714711,34798,247522663,941343076,0,848771737
13570,1468,245580493,22676702,33939,758027517,912051331,0,602408588
13571,1231,567770569,14214207,35948,860677961,192824653,0,236142957
13572,1498,245580493,11517791,33740,247522663,800287772,0,700361506
13573,898,567770569,7838992,35541,860677961,800287772,0,179566142
13574,151,567770569,7288611,35746,247522663,393348616,0,289098165
13575,349,245580493,9211336,33844,247522663,415677014,0,43173509
13600,1129,245580493,12456773,34159,758027517,356971366,0,664189200
13601,8,245580493,25671752,33831,860677961,700393378,0,408918779
13602,1348,245580493,28439359,34346,860677961,291543756,0,116545707
13603,496,567770569,19833591,35588,758027517,709647172,0,762959368
13604,1141,245580493,28051175,34366,758027517,694054970,0,828581724
13605,1388,567770569,20171790,35228,924311831,723829821,0,30609837
13606,160,245580493,20958977,34449,758027517,301944627,0,20058749
13607,358,245580493,21004339,34290,247522663,250681947,0,1033374641
13632,1084,245580493,26484112,34402,924311831,312472858,0,343628351
13633,1373,245580493,17340851,33696,758027517,440470394,0,840801005
13634,869,1018611361,4316551,34806,590808642,1009788402,0,146834205
13635,269,245580493,12107176,34454,247522663,692101467,0,358461637
13636,107,245580493,17140111,34355,860677961,866232526,0,498920959
13637,188,567770569,6682097,35042,247522663,171469121,0,256889869
13638,1361,567770569,32791584,34971,590808642,1024627737,0,271824813
13639,1009,567770569,12660897,35592,590808642,497593646,0,398714745
13664,814,567770569,29210684,35047,924311831,677379107,0,203324391
13665,1039,567770569,18115179,35161,247522663,536515914,0,904005016
13666,445,245580493,5918035,33664,758027517,759286001,0,857872924
13667,1216,567770569,20866597,35401,590808642,137042919,0,38643160
13668,878,245580493,21873100,33657,247522663,800260367,0,214204259
13669,454,567770569,17895715,35290,924311831,655552292,0,480680769
13670,226,245580493,15306525,33746,247522663,378984177,0,329295014
13671,1291,567770569,21881992,35258,247522663,502155216,0,116631696
13696,722,567770569,11861492,35668,860677961,936957826,0,953783791
13697,1457,567770569,10380736,35889,758027517,981205204,0,608804278
13698,1483,245580493,15504076,34549,758027517,763993523,0,903300618
13699,577,567770569,2284600,35526,758027517,841104853,0,356822063
13700,1063,245580493,2021009,33646,247522663,985730053,0,676079560
13701,1270,567770569,22242450,35931,590808642,602887851,0,786162117
13702,1132,567770569,5196964,34951,860677961,367236853,0,197582668
13703,236,567770569,21920099,35426,860677961,387881441,0,472683848
13728,4,567770569,12372252,35042,590808642,938247425,0,501570228
13729,79,245580493,8842657,34334,758027517,554086065,0,187424946
13730,952,245580493,3676957,34827,590808642,1020724004,0,592598628
13731,1475,245580493,20915947,34097,758027517,507414546,0,451887854
13732,605,245580493,16656309,33934,247522663,18197930,0,575526674
13733,100,567770569,32830740,35796,860677961,508333933,0,74605258
13734,124,567770569,15650257,35289,590808642,548367783,0,209083242
13735,58,245580493,13080416,34474,924311831,588550572,0,779434596
13760,964,567770569,13035276,35217,860677961,241699264,0,282091779
13761,169,245580493,19938732,34623,860677961,259614502,0,963618846
13762,1337,245580493,21073937,34140,924311831,241699264,0,792840816
13763,1142,567770569,16424179,35606,924311831,1002918092,0,674656940
13764,598,567770569,12206197,34892,924311831,414368227,0,703182901
13765,715,245580493,15672401,34428,758027517,388124020,0,898935936
13766,1387,245580493,4529338,33894,247522663,183696919,0,84717262
13767,923,245580493,21146827,34206,590808642,178297786,0,33397778
13792,1366,567770569,4860286,35097,758027517,112096201,0,185156259
13793,904,567770569,1803982,34958,590808642,209661921,0,508036100
13794,587,245580493,23435158,34337,247522663,183699875,0,678871269
13795,1406,1018611361,23344540,34798,758027517,584821761,0,27578561
13796,1004,567770569,24546747,35601,758027517,548367783,0,587133963
13797,272,567770569,22706171,35301,247522663,162693081,0,415332422
13798,1298,567770569,12393229,35105,247522663,387881441,0,1068025439
13799,994,245580493,14264696,34303,247522663,629481476,0,909779734
13824,1096,245580493,11502849,34694,860677961,739608980,0,359714748
13825,56,245580493,17421702,34413,590808642,436333772,0,851012267
13826,232,567770569,16023062,35481,924311831,241699264,0,48276981
13827,479,245580493,4446543,34139,860677961,872947510,0,142411103
13828,985,245580493,8558973,34526,247522663,133665943,0,302559429
13829,1075,567770569,18865494,35328,924311831,191936866,0,907415776
13830,598,245580493,16961365,34688,590808642,166847258,0,62366071
13831,740,567770569,23492478,35170,247522663,593274020,0,703543343
13856,1156,567770569,15414416,35760,758027517,406113720,0,1064894361
13857,275,567770569,926554,34924,247522663,172771336,0,487205709
13858,1105,245580493,4416823,34526,590808642,599558073,0,393228849
13859,221,567770569,22846772,35437,758027517,227047536,0,754314385
13860,454,245580493,6187564,34600,924311831,953419472,0,4511606
13861,1249,245580493,22383887,34191,590808642,726982129,0,718900681
13862,1240,567770569,23385828,35674,924311831,205814027,0,931218461
13863,1399,245580493,13245097,33753,590808642,866918931,0,614672641
13888,733,245580493,663213,34091,924311831,312472858,0,170749477
13889,848,567770569,7373552,34945,924311831,162693081,0,774174060
13890,34,567770569,5047348,35208,860677961,773175602,0,764424446
13891,508,567770569,6243054,35249,758027517,7829844,0,223773691
13892,1013,245580493,21640728,33720,590808642,83356743,0,465182669
13893,289,567770569,13279059,35895,590808642,1053951478,0,167673946
13894,1246,245580493,12545299,33703,924311831,1039536917,0,798468422
13895,671,245580493,22593831,34292,590808642,334505173,0,551870266
13920,37,245580493,15519367,34615,247522663,667902916,0,989780194
13921,49,567770569,15228897,35659,758027517,514988769,0,30744348
13922,241,567770569,25298377,34912,590808642,1065178089,0,878338361
13923,1000,245580493,15590913,33792,590808642,716837086,0,965939538
13924,328,245580493,365890,34686,590808642,891048853,0,237664590
13925,73,567770569,16215806,35434,247522663,826712983,0,507729713
13926,49,567770569,5212455,35622,758027517,337585792,0,63062901
13927,562,245580493,12181582,34571,860677961,191926164,0,218219357
13952,571,567770569,11505112,35543,758027517,430222997,0,715305299
13953,388,567770569,23389585,34849,247522663,258836987,0,325097938
13954,775,567770569,13292482,35185,860677961,748961004,0,927953564
13955,1409,567770569,16195719,35925,590808642,684277057,0,351512573
13956,716,1018611361,10705072,34769,247522663,14977848,0,134611936
13957,475,567770569,17677920,34900,758027517,469334908,0,982404150
13958,616,245580493,5200053,33991,860677961,964361411,0,960488678
13959,451,245580493,9903036,34427,924311831,591105212,0,983129020
13984,401,245580493,19791383,33870,860677961,215829020,0,227414600
13985,397,567770569,17483089,35958,590808642,69607301,0,1070076104
13986,1333,567770569,10367553,34982,590808642,852436339,0,957087073
13987,643,567770569,6438739,35897,758027517,313799883,0,925582529
13988,53,245580493,11432103,33816,758027517,290747973,0,22094614
13989,1480,567770569,18952380,35615,860677961,295984714,0,64366849
13990,751,567770569,14345490,35831,247522663,500888753,0,594686132
13991,1204,245580493,26106137,33668,590808642,656259587,0,787022718
14016,1145,245580493,20136656,33795,860677961,89547018,0,359178919
14017,1033,245580493,14271454,34399,590808642,564737425,0,960153788
14018,367,245580493,10118203,34125,590808642,208729400,0,424920293
14019,184,567770569,21642767,35679,247522663,692835846,0,289977173
14020,841,567770569,7542430,35822,590808642,926404682,0,709887591
14021,62,1018611361,20644705,34764,590808642,766564439,0,924128193
14022,685,245580493,7127142,34742,590808642,393977148,0,730199
14023,787,245580493,12745006,34019,758027517,1066434144,0,323600401
14048,1016,245580493,22120520,34105,758027517,617985801,0,570101449
14049,952,567770569,7022824,35091,860677961,716837086,0,165218749
14050,88,567770569,16168912,35662,860677961,378146807,0,883295651
14051,599,245580493,2223893,34227,758027517,1055530554,0,110058638
14052,1190,245580493,2307895,34735,758027517,991278505,0,1025283160
14053,1453,245580493,2554920,34007,590808642,344758956,0,885468032
14054,517,567770569,28566796,35073,758027517,1067588597,0,1052046199
14055,904,245580493,9023970,34577,590808642,834515304,0,853187406
14080,791,567770569,6251787,35942,758027517,241999869,0,915510895
14081,895,245580493,11427917,34247,590808642,855421397,0,84255852
14082,875,567770569,4822495,35921,758027517,495595268,0,236899421
14083,464,245580493,1173248,34560,758027517,987233405,0,659712839
14084,647,567770569,30376075,34912,758027517,122123034,0,953909834
14085,895,245580493,13635374,34368,590808642,425601693,0,474233269
14086,346,245580493,5420192,34261,860677961,1052950176,0,241186284
14087,275,567770569,20858910,35471,860677961,837046011,0,722219928
14112,112,245580493,2074284,34538,860677961,173914810,0,491385626
14113,835,567770569,2709183,34914,590808642,465258406,0,421744410
14114,895,245580493,17130658,34429,247522663,990920995,0,984636967
14115,46,245580493,6848860,34559,758027517,336495780,0,444218505
14116,1291,567770569,19221086,34980,590808642,957335786,0,816191638
14117,1297,245580493,28193912,34205,758027517,1064301927,0,588115332
14118,385,245580493,4114391,34110,758027517,890153871,0,355170093
14119,482,245580493,20340563,34119,860677961,164958564,0,910415874
14144,301,567770569,30801667,35544,247522663,955276741,0,197583474
14145,7,567770569,27075140,35535,247522663,99243347,0,395810559
14146,592,567770569,10822588,35065,924311831,1048156779,0,309451940
14147,728,245580493,26203095,34034,758027517,339556927,0,565467629
14148,965,567770569,13079836,35913,924311831,122464273,0,342665656
14149,73,567770569,15717497,35821,247522663,826712983,0,697839366
14150,89,245580493,19618974,34372,590808642,681792171,0,240356219
14151,1418,567770569,28698415,35585,758027517,473652542,0,593466211
14176,991,245580493,14105010,34404,860677961,933771413,0,275708169
14177,565,245580493,11261265,33695,860677961,422560055,0,891197466
14178,391,245580493,1123645,34698,758027517,108297387,0,722935338
14179,458,567770569,38426543,35678,247522663,241699264,0,858757452
14180,292,567770569,18733032,35573,924311831,151024701,0,981606564
14181,94,567770569,22684498,35837,924311831,241999869,0,26070958
14182,934,245580493,6828344,34506,860677961,647727598,0,963311352
14183,875,567770569,8572594,35504,860677961,831660611,0,663038577
14208,385,567770569,12121410,34818,758027517,438693644,0,31006307
14209,1025,567770569,13749126,35371,590808642,951108283,0,730510350
14210,25,245580493,2354976,33780,758027517,972062064,0,328792554
14211,1202,245580493,18940090,34376,758027517,766046883,0,1061065680
14212,806,245580493,19643901,33649,247522663,842571330,0,954848399
14213,478,245580493,5094910,34329,247522663,399726077,0,38649928
14214,79,567770569,12880282,35655,247522663,600179907,0,694176177
14215,1408,245580493,5056860,33797,924311831,992510428,0,298654711
14240,689,245580493,21006490,33650,590808642,9786682,0,752811818
14241,928,245580493,15311239,33768,247522663,554086065,0,1052014480
14242,913,1018611361,11524693,34826,590808642,837046011,0,635393628
14243,1073,567770569,6376525,35474,924311831,24905420,0,227275107
14244,205,567770569,5307212,35857,860677961,922551038,0,47570439
14245,1309,245580493,7371772,34010,247522663,763181903,0,858635576
14246,289,567770569,13328040,35711,758027517,368688345,0,1029185812
14247,671,567770569,21943133,34926,247522663,127298150,0,583125051
14272,1348,245580493,9784061,33645,924311831,899526151,0,849648925
14273,1033,567770569,9055537,35135,860677961,740588459,0,97011228
14274,565,245580493,24478298,34339,758027517,462903302,0,653901837
14275,1412,245580493,16890536,34132,860677961,830609072,0,39459629
14276,499,245580493,24100994,34502,924311831,639737338,0,136815713
14277,946,567770569,11680558,35838,758027517,2313745,0,485644836
14278,559,567770569,26642162,35947,590808642,816931190,0,500617010
14279,1117,567770569,15784426,35833,590808642,643124645,0,366321736
14304,788,567770569,21572364,35745,924311831,233094643,0,434311713
14305,1427,567770569,8079478,35267,247522663,696558522,0,882966794
14306,587,245580493,2723918,34270,758027517,51859300,0,503551009
14307,484,567770569,17890114,35603,247522663,1017225936,0,322398746
14308,5,567770569,13281735,35651,924311831,449333955,0,950005248
14309,1382,245580493,10334231,34363,247522663,833141328,0,435245539
14310,1393,567770569,5960950,35684,860677961,282926681,0,78203499
14311,1412,245580493,4691886,34546,247522663,140141326,0,460445092
14336,760,245580493,17271615,34655,590808642,554981567,0,139918217
14337,299,567770569,28017762,35710,758027517,1008580191,0,683870188
14338,752,245580493,9731604,33999,860677961,345080537,0,573609700
14339,1199,567770569,20901811,35632,758027517,826712983,0,491967907
14340,391,567770569,22233716,34983,860677961,945395508,0,397081244
14341,667,245580493,19734153,34213,758027517,953278117,0,978478648
14342,160,245580493,13793349,34450,860677961,737292105,0,306970599
14343,1408,567770569,5841489,35118,924311831,647818076,0,931738913
14368,676,567770569,12159853,34951,590808642,686405871,0,1058191188
14369,1357,567770569,27233398,35393,247522663,948460920,0,148206144
14370,958,567770569,16308051,35551,590808642,769373164,0,122516147
14371,1192,245580493,11644172,34141,590808642,573482175,0,425822013
14372,523,245580493,16691423,33899,247522663,684205825,0,938315633
14373,511,245580493,5313183,34228,924311831,723829821,0,126829811
14374,1180,567770569,12165504,34834,247522663,934559736,0,548193780
14375,733,245580493,14092900,33999,924311831,826251607,0,383596502
14400,632,245580493,26230757,34368,924311831,915475643,0,470124098
14401,1489,567770569,15691131,34914,758027517,349336082,0,1010893427
14402,838,245580493,10922863,34255,924311831,383453649,0,439701693
14403,241,567770569,12088179,35854,758027517,916866249,0,228666410
14404,7,567770569,35488581,35370,860677961,767712530,0,195061814
14405,269,567770569,9441757,35177,860677961,221059390,0,230616581
14406,409,245580493,19499799,34035,924311831,918747827,0,927005507
14407,952,245580493,2188064,34276,590808642,940291062,0,27274992
14432,1226,567770569,4422565,35379,758027517,456833024,0,42111602
14433,1082,567770569,20366386,35196,590808642,847039617,0,81953542
14434,1015,245580493,17143355,34744,758027517,516950140,0,263165865
14435,269,245580493,19090078,33938,758027517,906334719,0,444697474
