RE2_FROM,RE2_TO
58656,20363
447934,677
269824,150297
314003,359651
89408,210694
87697,197470
79601,23569
18906,31080
45463,21007
121057,6871
92116,108919
138040,2356
205276,133563
23489,1988
3506,88
56115,1988
80577,15055
378013,677
58874,78114
392672,424158
95397,1294
282522,677
28150,86906
30400,18561
253195,113099
15004,119641
41655,92274
110901,205
449010,10647
196658,175708
163943,208937
27853,37720
5851,25661
7874,62800
70120,234383
43725,19204
85084,79501
92274,41655
419580,10645
316130,205
196094,17155
355520,17989
169565,317
138461,30862
86725,9021
1276,354026
189040,9108
206753,88
177597,22021
281508,29619
179070,2836
130514,4506
102301,14075
26985,10645
354026,1276
332152,178424
198004,19253
25855,17573
380032,204197
182401,18331
150800,103530
43415,43385
68296,36436
22951,12259
17345,867
164988,88
72143,677
43397,23931
18906,31080
378022,88
195923,42178
42947,88834
47291,20630
132963,677
95026,55965
178883,88
12158,3374
91172,677
328215,39124
39666,41809
18906,31080
169565,4368
83629,45834
214176,2662
69753,14075
22409,7167
28137,20968
80787,36436
329401,232674
66811,282879
318290,318291
350374,152788
30779,4938
92274,41655
394034,96067
79226,48652
15121,15119
7012,29555
166257,27017
226547,35527
426646,383
28625,1988
239860,74920
141407,677
13275,47241
350374,152788
55082,8356
22740,88
58876,58874
97180,365005
25070,23234
231175,122877
39066,39029
123795,86031
210925,677
50791,16998
110522,1276
55056,88
102760,88
253025,110486
7307,42432
134948,408
453569,108036
150699,677
4337,88649
4317,1483
310339,36730
132751,2274
378938,378937
10464,205759
27036,35382
250414,29482
174353,12928
139524,26367
120755,88
43415,43385
50536,18771
269824,150297
161248,194139
51205,677
25661,3134
247654,88
229273,18431
292724,2356
155541,1276
375604,20363
10632,128656
137081,171763
22261,3691
12860,27518
7167,22409
214176,9797
21794,137776
191703,677
114273,87697
362575,362574
274224,88
57448,106789
442925,677
83371,25661
83421,283461
374254,677
442118,677
3419,677
37005,106597
169345,205
103761,3398
316780,137883
270032,88
76389,72286
27312,88
72514,33805
454672,677
263315,8404
214176,9905
132521,36436
217282,677
100103,45474
106992,21007
9622,8292
74836,46609
452232,88
138461,30862
192260,13239
32293,29444
414709,10639
118304,258346
97599,349
41227,1988
78114,58876
36989,11882
86725,9021
165916,37532
313587,101862
80882,47035
254708,3549
350374,152788
182007,4098
92809,30350
25335,25310
279157,2662
93313,188217
130455,4322
3770,3730
32064,12928
159765,104063
316130,88
199495,6948
118465,100103
46710,46677
72466,677
141047,53628
288039,4368
1611,88
377760,192472
198079,68285
283461,83421
28239,28239
47241,13275
196120,40310
120096,42577
1376,14831
66407,104471
17152,10911
139524,106925
157426,17989
128240,958
325041,677
226259,225899
151278,677
157147,25931
356094,88
378942,60970
238162,677
229446,677
424158,392672
32293,29444
134948,408
113448,9914
130920,158111
17527,46819
30930,6241
34025,27028
14236,3558
157147,25931
380386,68285
127873,677
110477,34236
49652,49643
11071,9091
13092,7689
15202,35403
44019,314236
18262,14454
63066,88
214176,82597
300949,12224
120477,4098
109977,83284
256197,20118
359037,3549
164553,11587
35931,920
118304,258346
15456,297664
30887,18275
209769,104706
22470,76323
52272,11362
139524,36988
4567,7230
18934,815
235262,281738
24082,21686
1155,2766
839,3998
181430,167823
35671,677
10091,27518
303293,87129
52897,49434
163854,96169
124143,49540
209327,1988
250099,250100
191861,10445
35103,88
129552,677
366363,214919
115125,10403
42992,3419
189549,83841
120477,4098
312723,8
214176,46059
416483,220
139524,36988
354964,26186
376623,310954
72280,38629
111359,206
30400,18561
47241,13275
12928,32064
455274,88
197478,82295
85660,88
201753,28962
278930,301
266547,343739
156735,6752
57167,14075
225187,282979
14238,3592
226259,3547
190994,16527
220711,322780
100103,118465
124340,16801
118304,258346
19890,60452
25931,157147
119525,359756
165693,17527
142147,40886
220711,322780
277739,148719
25576,2226
45867,3419
94267,677
329772,277618
400360,3419
3219,15086
11769,88
58738,120131
319333,301
92274,80814
4492,11450
31224,19159
17351,102794
361517,677
234865,64892
152942,677
131500,138
99532,3419
161248,194139
43415,43385
126502,217206
446184,677
8123,11029
226175,53816
73319,145405
18105,1843
210726,225975
47822,77548
293486,124143
118140,57137
198882,1373
120719,120724
289420,677
262067,10647
85660,88
266596,185662
283188,88
259787,192530
94267,14508
143674,88
16224,90641
6854,677
110331,53580
14439,66483
158111,130920
54320,14598
455174,129255
87066,5335
332095,241921
171763,137081
98637,98636
295246,677
221185,677
100154,146001
437743,25934
37758,27853
14454,18262
44239,18506
5322,5319
138726,18599
101250,60576
211989,677
150640,88
316224,677
91476,38644
81566,4760
34853,7512
18551,18557
171969,212351
12570,5335
130562,139286
399071,399071
28587,94690
37481,88
317834,288997
347214,677
286251,3625
115428,15847
295596,32160
92809,138291
23200,13383
50910,553
125192,24873
72101,60512
130920,158111
204768,299898
44374,17117
32352,103577
50108,109688
14233,14311
44430,32160
85140,27853
289905,261803
69127,69160
10639,414709
322201,414584
15456,125706
53816,226175
208603,24800
399071,399071
5319,5322
104540,2480
213739,124263
375263,37532
140503,13092
380905,137850
32839,23611
453268,7874
164652,155939
110451,168083
300726,13603
230100,111775
85788,11029
18305,118383
77616,173134
24055,21686
245376,156668
106574,12928
91923,126219
16002,8163
252028,3726
10765,13762
226259,11991
92274,80814
42747,42728
191347,677
6757,108752
1843,18105
176481,349
46824,17531
329982,329983
194710,166469
199840,3419
180792,37594
61527,47014
249798,207170
166765,5676
60123,88
153779,437000
72475,72476
67837,10445
61287,2402
138031,305211
81995,194051
418918,42182
134680,52122
15351,97856
25063,32064
43415,43385
115371,89842
279654,1553
18105,1843
26981,13816
55698,58474
327207,1478
37594,180792
188560,188559
91546,29332
243420,349
354351,354352
142927,119805
36312,5590
141316,44918
157147,25931
191317,3549
37428,349
276036,69160
255045,46618
3134,2226
1270,34130
13383,23200
67312,7689
166765,5676
17966,8175
203284,11792
18561,30400
57496,95020
327623,88
325414,209558
206239,28854
359944,1478
150860,206
63360,9218
277618,329772
32293,29444
69884,69876
1478,327207
52309,12810
25931,157147
281184,318604
355804,86372
10447,216560
90641,16224
73819,14682
35731,3533
225088,276482
60576,101250
37739,27853
138779,138777
163662,4526
14945,32238
54557,241408
201753,12854
218231,677
21236,206
9218,5335
35375,16358
82910,54978
14053,14063
17966,8175
132521,42168
180425,43725
41869,485
3134,2226
137667,23188
217992,677
7456,19663
325714,83677
184766,19869
84381,32676
47506,69026
81207,147581
215587,89928
165879,54205
122855,349
6757,49351
171356,18690
147968,157147
18561,30400
179114,26538
8013,15205
311354,30790
451862,308
22977,39889
26800,2160
68162,5335
103693,67451
71507,21090
36912,224293
11769,48621
171704,11036
25870,12757
31705,14075
328136,3998
138376,62071
72466,10911
81488,6143
53377,57137
139450,5160
233430,67058
404715,7930
6757,49351
127207,34103
103284,271950
5891,88
249550,89943
331789,677
81181,17552
386948,49594
274861,257094
28458,42938
93411,349
194390,169347
81207,43528
73085,553
372253,11792
35728,3533
349348,43518
329124,677
27503,88
133130,22470
159597,16527
44292,12906
126219,91923
58905,7690
49652,49643
89777,150343
22200,4225
152755,13603
166765,5676
136625,162446
196094,349
129556,163641
312723,330
293486,293487
96067,207170
66279,119391
32909,17141
118081,3549
284501,106558
150104,150105
53930,677
64762,5335
18331,182401
79898,3571
93298,5335
209327,677
402745,15466
286800,68285
44773,72193
283420,110448
22324,22307
439280,38226
196217,218192
84533,11267
261369,251914
228091,677
286795,286793
120736,24703
46710,61224
448440,371705
131144,677
153187,223157
25371,25376
32031,24996
75718,88
187808,1988
553,50910
145333,43512
47506,5335
206034,4893
50108,109688
21796,20373
196768,47709
53420,11792
638,73
118927,330
248649,330
106558,284501
6854,1315
161659,34702
20922,21720
316126,130047
35576,206354
14684,14645
43414,43397
126913,218726
16586,83494
8463,330
60381,288983
34216,86906
34694,1720
190419,23234
335126,199877
25129,70134
44292,7689
121249,13603
55784,9116
211011,26140
160936,160935
180792,37594
30069,84206
155937,677
157147,25931
116537,44036
4322,26171
74041,16406
143825,4344
48621,11769
126816,677
244580,244580
414566,414567
348918,20192
36137,8209
198373,57937
50696,28715
5319,5322
42177,42173
43397,43414
6241,16502
402863,205
120477,4098
90405,29262
250099,250100
302675,408
28458,42938
23188,137667
455874,2177
378022,3419
140623,89141
262398,677
172270,222469
43440,677
257094,158594
78742,14311
429903,12508
410718,13808
111806,7675
46390,16527
2374,23477
25083,33225
57551,57543
35999,5344
138657,79553
205636,88
133710,96196
195409,677
160058,93333
392672,424158
78862,677
23940,4322
20866,94403
114379,88
51168,194991
27848,5335
157828,23570
72280,38629
34333,55184
161398,85460
42938,28458
79152,10721
101837,37502
2682,349
102336,132134
12945,12922
139450,4386
78895,677
55080,1034
15527,15521
294081,2266
133145,107169
343968,37502
234713,330
50219,5137
81405,18792
110483,77230
197478,82295
287037,88
108224,24033
21686,56417
80580,66279
355842,170478
157331,57322
194668,132134
25864,25859
78289,54222
11692,13795
64375,26177
152380,49652
96067,249798
21097,58159
205183,269824
4322,23399
45202,146701
274454,31552
184039,29864
86397,88
371977,18792
185502,192181
53321,79052
21894,21901
392343,202932
252982,8942
43841,28298
275569,4909
121941,42071
360978,216038
81751,179861
428298,18792
24121,24055
211232,166471
72466,19253
142630,21686
278740,9226
7785,44594
296707,10647
113126,23569
81563,81566
10225,10225
257094,274861
96067,36079
4564,7151
91923,126219
11882,206354
240812,186433
301573,58032
53289,58738
4322,26159
81405,81405
18203,4344
447126,10647
183286,15538
69159,69149
131746,161180
185342,232004
107829,190274
198088,4665
348315,348316
359756,119525
45082,223602
69611,50733
210893,677
333460,14615
72517,33805
148150,17155
12944,12922
23936,75042
137055,138
209899,7928
98319,16783
69724,85762
267708,24898
122995,677
252183,264413
211989,73085
14755,88
439017,677
221462,3802
177998,18792
52309,58596
166471,211232
230551,48312
120719,120724
99857,16489
57723,19216
133710,234997
214292,677
18343,529
123505,53497
56303,92425
156072,67800
433681,10647
209636,307520
81563,88
53581,53575
63304,63303
18282,88
24245,104600
217168,677
424158,392672
107713,88
85930,25110
221344,317
57808,43549
23940,4322
133434,93308
186440,88
287037,88
88391,212948
377556,247837
23188,137667
115032,43725
67382,11692
218886,218887
132879,16292
93651,132351
16676,867
344976,18536
35969,16486
278811,367750
108224,24033
36160,330
35375,34519
187499,330
144513,71261
51541,15299
98017,22034
36315,47981
53285,19913
297519,10924
329109,150184
127720,1988
28272,28267
318487,265704
139213,32319
2060,88
28993,9107
773,38794
204755,677
58738,53289
126681,88
55082,1034
4570,7171
45082,16801
280356,247440
344831,6695
15940,88
437445,88
14945,16801
19916,59867
160020,286505
109410,88
87072,13633
95800,187148
77595,34236
75083,349
26159,4322
87805,88
49834,8463
25008,127102
4321,30527
24898,267708
100576,41025
61548,232898
417264,7533
670,920
203745,60277
114633,16527
18561,30400
103693,67451
43549,57808
11692,67382
7146,4492
287037,88
238634,349
170478,355842
121433,37428
212527,677
9348,25934
61287,88
224138,21979
95117,677
198761,4365
89951,68285
299086,299086
224585,47105
55791,56478
14019,14039
136736,3369
340407,340404
226872,88
344460,344459
17613,84832
123,139524
161557,349
67507,67466
13275,47241
110522,1276
57543,57551
131490,34519
412229,88
416114,37502
152620,46378
75083,553
31624,22166
430851,430851
306605,5335
81978,4344
11172,55776
84919,50229
50305,57105
4321,30527
226204,264772
219407,677
51523,78408
39636,9821
109575,88229
56766,16527
23318,16304
118524,151920
238310,238311
282887,20223
285050,179960
26857,13953
43576,8135
22155,22165
45604,677
36039,36045
164663,428090
107828,56231
182885,157238
240790,3985
68285,89951
139450,3604
287037,88
39384,15741
34218,50378
145333,43512
370612,332096
328655,2356
133802,55776
49846,49852
23962,139172
34460,4365
50250,71585
191347,88
124263,213739
80728,135382
378525,10647
9377,84805
223995,130629
44594,7785
238311,238310
18561,30400
316264,177802
42729,8021
194083,20128
101536,857
152864,127439
241644,124249
33833,50250
5344,35999
24841,11053
394034,96067
140961,2373
23642,98358
117967,677
84533,13808
39410,19234
26367,123
242377,3629
219645,62571
16695,36982
6241,36487
98893,17866
178520,18792
349116,349115
280007,126393
432982,3726
117243,33990
173051,10647
399768,399767
59867,19916
358100,88
215756,17538
19604,3998
38815,328215
146172,146171
253105,40608
25859,27205
141164,167775
106634,86167
20922,20919
142934,112977
314236,44019
83792,102552
247467,10647
376535,376537
212103,88
163929,68876
132649,335
177272,42182
228895,677
23648,98358
23962,139172
99741,2567
354026,21280
280361,87855
206689,68285
202696,162402
202041,5627
220447,3443
20667,21812
81602,7242
376535,376537
12857,39636
170846,173185
89967,52150
50552,11519
196210,155277
48621,89076
48302,48312
16135,9156
376535,376537
17738,21459
123795,23028
89721,1503
107671,99338
200792,106789
99741,2567
151279,2765
405715,93
116323,30226
208521,88
39471,689
263675,260698
455939,13808
19234,39410
35109,95823
220612,57857
393210,393212
78408,51523
16695,293665
376535,376537
28694,91923
21901,21894
195848,11396
90716,208162
367088,16801
69115,27734
238310,238311
369066,369066
160205,22759
174542,86179
19604,78
250237,677
177802,316264
245841,88
222522,677
16695,17888
106942,677
451848,10647
293487,293486
186440,88
223722,223717
96377,88
333269,371878
23028,123795
72143,52182
172419,28976
82620,44611
31955,39497
1034,55082
152755,677
410357,87481
152834,19350
89680,88
74836,66799
210053,689
18009,66126
1843,134758
123444,37926
391532,95756
16695,207421
177615,8614
50742,7012
59867,19916
167178,5335
45312,109755
372451,88
30768,27705
419758,677
294209,170937
164749,48349
43210,88
145333,43512
16695,85820
408997,198369
1034,55082
131588,126947
20922,20919
35361,34519
31348,44838
30431,189415
197852,5440
340238,68285
244408,4368
72466,41278
23200,226815
7085,24911
135674,9021
112248,36436
220051,69026
154193,88
157724,88
238311,238310
43435,93076
52905,62354
16916,11667
85802,335900
354913,88
235489,677
16695,195462
22429,7151
404401,88
215654,41130
9300,9283
31136,11053
16695,4570
28458,7566
102301,4910
182885,157238
387058,102785
66126,18009
17866,98893
27311,13785
149478,330
26809,11053
17076,6925
209545,60525
15426,689
142290,25312
426855,677
164839,4365
114597,41152
16700,18009
287037,88
50242,50250
337879,16783
319519,44086
98354,88
167775,141164
93311,6712
58829,20400
225138,10911
148316,677
35839,103577
55082,1034
239611,1373
19604,88
450793,68278
154642,9130
420886,34264
48439,220
11519,50552
164839,4365
15947,17614
56320,32424
48265,49351
52291,12922
66022,67955
11014,7845
96067,394034
23940,4322
197852,5440
152455,19789
208080,208078
159450,58754
116606,31387
29296,78319
13603,144933
215748,88
28081,207203
184251,10647
50915,15210
119517,3444
100799,173188
99741,4893
164891,41278
228859,23569
40362,88
33121,2402
20385,4322
94270,11036
225738,2402
118766,677
50742,27738
104057,59915
109755,45312
295938,295537
188095,677
108224,24033
283368,62673
46952,46590
7692,25133
178056,4893
181286,78749
184519,677
147335,88
192260,10093
156189,2567
7237,23955
87993,86460
44759,132190
260129,24800
301250,78244
25150,3694
279912,677
297412,1503
238311,238310
141102,408
196782,18098
72193,7930
72466,6039
132649,1503
144204,57121
61884,65396
118766,677
137402,7334
640,209172
278811,367750
36055,30773
37423,80299
234528,349
206753,88
126456,10458
96067,394034
429400,677
82620,44611
437432,157737
105700,120720
194714,194720
110812,98900
67210,40989
242698,231259
214521,677
66006,1988
115808,139593
8126,9890
23925,62413
26217,11025
13557,163641
97171,195591
375162,54039
196621,14625
387759,387758
64582,14564
46556,43929
427553,216
250343,1276
2062,11677
195789,32333
54009,82268
389762,358533
152062,677
34216,61904
432408,222501
154193,206368
150976,35993
239341,1373
44613,11053
262487,199139
173052,10726
31188,850
231259,242698
66483,19787
114313,16537
115859,115880
184744,867
106691,137769
375339,49577
1562,16202
135914,18498
84194,7214
244906,331847
36997,6072
43929,46556
177130,22052
80491,101703
185604,58829
50696,28715
81710,30598
244724,7962
307482,10910
312321,14564
27705,50305
212919,1503
234834,756
248668,18331
9091,11071
276482,225088
423946,24800
20400,58829
315483,16866
58032,301573
223717,88
353952,2548
102377,14598
322638,677
8614,177615
61125,111189
65992,4365
69026,233708
163047,677
82506,59600
49033,43867
191368,677
34497,39440
455939,52030
39897,23205
142767,68639
25245,108134
427553,216
120764,151491
163239,163238
150035,349
157824,270093
291140,10445
44884,689
349117,349115
286277,124554
56022,31288
23237,11989
152834,19350
7085,24911
238177,677
80302,17888
349774,301250
316090,30231
253178,368379
112331,88
97129,13813
242698,231259
287448,12933
22539,16190
6072,42172
288478,677
319424,9914
117671,346362
353441,157354
366069,677
65932,65932
1336,9673
427553,216
111306,134921
32584,26865
23399,15210
341536,677
127445,48020
372497,88
448960,88
50268,33833
24991,8676
2340,17468
5027,44220
106598,37005
31084,20968
84194,7214
164891,4365
9951,241776
268406,113099
301250,349774
310081,217432
15922,408
297708,253364
208451,3694
175599,4365
31224,194003
42720,88
11962,93231
10701,17165
91359,16640
135170,11053
21965,4
29754,48977
116323,30226
383569,11907
106789,200792
452069,677
69028,69022
147753,17989
65923,6429
3655,14337
144204,28137
43720,60500
342502,677
72268,46926
30069,84206
36769,8205
135281,136893
37320,20111
138642,58795
238310,238311
19265,4365
78742,3629
165819,88
19130,29313
62191,16527
48977,29754
45969,10445
359725,359726
11039,88
405168,317
80779,677
189872,189873
48172,60500
41828,3998
171070,32432
51289,25258
133695,29296
229446,223245
10789,1635
372376,237511
215311,88
238310,238311
202805,156643
424282,67774
325463,88
235950,12957
105956,11053
289804,28081
9615,88
15947,17614
44078,677
164883,689
108204,677
151791,176263
285906,1503
18432,4368
35274,72658
23940,4361
6072,36997
135110,13813
195928,62496
228914,57492
191708,201087
322093,322092
52150,89967
337355,389
436864,205
144933,13603
231259,242698
16945,13813
293892,677
316130,2160
112176,108201
33821,88
54771,3444
126890,286973
155541,42172
8192,20470
267243,10647
199268,346167
301250,349774
246313,72658
216655,68285
12945,12922
203529,677
41095,39874
346040,23091
30400,211221
309864,206331
16640,91359
33795,206
234030,677
180425,43725
301250,349774
359725,359725
427995,427996
336673,677
178219,5335
211758,49169
162293,228672
214059,677
11341,18901
60129,677
75734,65299
102477,16358
283904,320221
200792,132118
182906,116323
357453,30231
51289,127859
28789,7195
76301,419
267243,10647
20470,8192
20369,20415
187334,677
189973,88
44062,16532
435386,677
162949,28617
4263,13995
216655,68285
247654,88
404043,16527
10227,90641
160067,18492
64006,22318
5111,15653
84206,30069
330291,815
46058,43793
133219,133218
99833,349
176459,677
18901,11341
153605,105601
22906,677
142147,91904
141141,15294
411995,184130
87993,69891
238311,238310
182825,330
387758,387759
167751,123116
325463,42922
224489,46590
69891,6940
217843,379675
137039,11882
266039,677
157724,30231
111754,111755
85080,88
107122,756
64486,53306
330167,51249
238311,238310
331278,23953
14767,14763
241536,8902
432009,2179
157238,182885
81405,51168
210961,677
138673,4877
83460,677
359441,7756
448729,448728
95553,11053
189973,88
444544,6940
41655,3547
30400,211221
169409,677
229278,88
83075,11588
288694,49464
339493,291322
20385,23399
41385,37486
413336,677
81405,81405
212865,138
214929,214932
53289,58738
201087,191708
277710,7533
4528,56304
1481,6653
188556,88
13261,88
152817,91882
238311,238310
134037,677
349115,349116
87805,69275
116512,131122
37720,5437
222408,132169
106419,24972
61401,15038
159049,4528
14746,14767
146171,146172
238310,238311
169117,154842
61287,13813
217835,235618
50250,50228
126725,20373
144035,867
45098,298926
244494,677
202696,131340
11021,70037
47442,11035
12180,23569
83443,50552
432444,9914
236994,8142
427992,677
115791,14454
25661,677
450793,68278
261369,135111
262933,88
4322,20385
97618,60810
263870,111723
183665,677
115032,43725
313268,124139
121676,121680
80358,67374
126005,9797
62168,75844
87805,88
27738,14575
273521,677
39874,28715
238575,677
232178,330
164883,689
396238,60021
239363,7962
202206,10179
152942,677
111041,53975
238311,238310
252852,43514
11596,920
147156,2567
22977,88
375594,88
299679,329379
4699,20238
187626,48678
322827,677
130024,43580
291194,288273
40249,56270
324597,10647
14470,91143
272011,13813
235558,171169
4567,7214
196658,175708
14763,74579
103986,88
155921,270876
68081,109647
86460,87993
7791,62275
144687,53449
279985,1322
238310,238311
69028,76841
154332,349
24991,95181
157724,88
18902,39666
233269,55661
61331,27738
4322,20385
105077,260044
61145,82287
236994,88
43729,88
73749,73749
42177,36436
261738,5566
247666,156555
409441,12389
66296,39909
27848,27859
127681,12928
171169,235558
105956,4365
50354,16801
111649,40254
200792,255624
86299,11053
11596,920
4182,4159
369051,677
278462,677
69891,59304
21097,61130
256636,256635
202058,20167
102341,6940
152755,88
16946,191790
95122,11036
39671,52095
220805,677
115032,43725
61287,88
410164,3027
23351,5611
97517,144637
237917,8209
260044,105077
8391,15769
31372,139324
157238,61081
237169,88
120477,88
29462,11620
15351,3362
241957,232649
23399,20385
121676,121680
2387,11565
222403,677
52192,12891
62658,48076
81178,677
209010,88
167155,37231
398677,1988
9283,9300
302199,397451
243907,119588
184361,88
28636,27155
337355,389
77555,120719
126458,22240
52335,177500
9220,35728
24348,7930
305664,274
64093,36436
10979,88
202616,159519
247654,88
49203,10647
92620,92643
164883,10128
156860,255983
419568,19913
74168,138
256868,41393
53456,677
73917,88
249845,3228
172373,29288
16990,139125
90189,88
30069,84206
384002,677
22747,20111
8154,47673
236452,13808
191855,88
86299,11053
81178,677
62334,62331
202355,677
5137,14945
7236,4567
80928,8135
162615,677
356532,677
113995,28711
363776,12859
235423,121270
284935,80824
92643,92620
106789,106799
133130,107804
96024,8742
15047,133495
388890,56698
53519,27370
136152,95892
33795,14454
235220,44760
55184,34333
22240,126458
144542,48652
281193,309699
396047,256841
134428,27155
148706,11985
109929,1988
8391,43725
364059,349
7800,7798
108730,349
165693,88
64357,7846
43874,43875
353312,11921
93640,88547
391217,295596
70709,70730
108806,27234
238310,238311
129289,98976
167155,37231
83356,19879
52163,45407
16007,51143
58723,49456
330804,223962
7800,7798
120477,88
35993,36015
78244,301250
313268,34264
143060,239943
252228,677
239940,406277
737,58458
158575,2312
95592,14809
174807,216655
212303,677
191855,358015
20238,4699
44760,235220
216166,35729
29101,53575
208958,677
33795,21280
201127,88
7791,62275
225413,198394
59982,90574
218701,88
183004,297581
290405,352295
127679,74030
147559,1131
10626,8438
126458,22240
18901,12866
14660,56682
238177,677
215973,677
422546,12508
4463,19350
117876,62496
436531,15538
99717,53505
176263,151791
183281,7216
202696,162402
235316,60292
127258,88
20219,38563
181990,88
70037,97293
328882,59915
52199,12891
72750,35292
47684,19689
123470,58980
334080,6658
163238,163239
394392,397558
7798,7800
48709,49610
450256,20200
16990,139125
95892,136152
392762,677
239940,406277
77877,4376
31084,14064
202604,68206
25856,27205
393459,117364
66279,41385
132649,8942
123696,42700
80009,2287
16695,349
46587,3758
14660,40250
32586,6993
210907,8209
4564,22359
50228,50250
191790,16946
175940,117859
262964,298337
274113,41603
13076,5137
215100,2662
27205,25852
121588,121588
304617,677
101622,8142
113549,149327
29266,88
60532,92237
69611,1988
83356,3571
105360,8494
83201,62573
438938,677
177685,18331
58458,737
53575,29101
42272,49574
249245,250586
131035,131039
100103,167117
37428,349
108730,13813
352295,290405
46964,781
191855,358015
209648,17005
127681,12892
267163,88
60307,61537
62673,283368
7884,88
136152,95892
227665,88
36283,1988
30400,349
37502,20483
334811,334003
19315,42420
392116,330
25852,27205
269427,3228
247763,95905
95027,88
419758,419758
79604,165153
133204,7214
110054,16527
18508,18511
9871,19604
121477,153971
290900,1276
14793,78841
147362,27872
231146,88
390161,9704
305542,92403
234127,1276
41227,3998
162790,88
297144,53244
7098,87273
29068,93640
195114,677
407263,19913
174027,677
9021,8832
70993,27868
36686,10287
23578,220558
7320,18957
40312,4911
188556,88
347742,62224
241709,689
123958,110903
7137,7214
22240,126458
59636,14075
269898,269899
52554,3292
88547,29068
198,9651
32810,31334
194864,88
133463,78720
98981,677
95027,31779
241664,45379
87072,2266
330777,12931
277760,8299
55171,26664
190950,73161
131365,3577
22717,88
204373,204376
21585,21585
119701,20919
144687,53449
164030,330109
188109,43953
209816,185163
52470,20483
6072,36997
107804,133130
53529,33810
139450,14454
122855,349
27785,73914
454335,17460
154193,88
69876,69880
86496,9914
228416,36586
378291,29236
107455,66279
84916,16003
27868,70993
275885,58574
58129,14578
262382,156729
335914,223962
274487,173082
35776,28458
181286,80657
205816,677
220416,94243
447182,677
407263,37502
250410,20200
34223,34266
429052,677
164883,13416
213404,213403
7800,7798
321070,298289
117427,95231
18431,677
141760,349
173194,18796
238377,677
2218,26527
249845,2266
377038,13808
171750,56968
51289,372196
117427,95231
61954,11341
301250,78244
92237,60532
43824,2995
366053,677
91110,91110
157539,68278
50250,50228
16695,392912
321921,88
214117,139882
154629,677
278080,188858
236994,88
257362,22333
67504,88
163097,165615
338465,10647
454364,88
40569,1022
4380,50901
19808,34294
236801,301
80009,80016
211931,23413
16695,144477
119476,58929
27205,25852
96854,96853
212266,88
123942,40293
217441,115854
416723,7962
249845,2266
16695,117615
138813,206
234321,117808
378942,88
51620,88
88498,5907
51289,158400
236801,301
77116,2193
9219,6643
100573,483
32293,6451
387027,1988
326489,281503
16695,79669
35699,7566
261211,220
126875,29300
29351,29352
54283,3606
177317,244484
16695,196908
306679,88
398139,677
21154,8510
411976,411975
34433,17024
147471,2768
34216,61904
14744,14763
46406,57595
183494,213199
352529,352529
126458,7744
111041,53975
37502,407263
110434,88
77904,10701
441295,88
371792,105398
84112,93502
32910,92845
16576,4368
225461,251027
23940,27823
419758,677
314929,1988
138231,7009
17176,90189
167833,22880
420330,88
108497,23950
44706,10726
265554,7566
308927,158955
188559,20733
304459,298289
187746,331184
437853,677
174492,301
79134,51342
35993,36045
120477,88
74098,17057
27095,8438
197984,677
45443,45439
245426,677
234672,23416
80985,41425
17024,34433
28559,118954
209640,209641
6557,184446
402863,122445
368094,349
182825,11365
116323,21585
121070,52336
44538,89855
1022,40569
139230,20483
26490,167767
28458,35776
246477,8457
132561,154090
104109,154366
157623,88
26158,16003
81181,15788
131336,162402
375842,240646
433010,88
96775,13808
430965,3726
142736,88
10737,215360
22221,12022
152162,75022
57595,46406
69026,108320
190331,190335
166997,198394
61808,32909
114822,32360
194340,230499
61177,5566
61145,103178
212169,10647
58597,29002
160716,408
189146,145972
31992,25855
95736,10283
36748,122165
39127,37120
143623,1988
147362,39074
397451,302199
56644,170937
406277,239940
270381,95905
187984,8299
188755,70732
209640,209641
43720,1988
335031,93502
89134,7918
28861,9991
33123,20733
33795,4201
67382,9704
311633,4380
164883,979
77418,3584
87810,12416
139797,8391
113995,28711
39294,39253
22705,88
148257,146760
211554,4344
3655,22333
455252,7930
254433,1988
125711,125706
90563,11252
34971,21069
57472,4893
92809,30400
197547,88
121676,121680
89949,228416
188424,2177
377121,259153
43953,188109
141619,39089
314236,14615
29864,116499
183566,18431
238977,143823
207924,4938
206753,88
107804,133130
192260,13239
120175,10189
239256,49464
131591,31361
157218,176056
378374,91546
25363,142281
138231,7009
139882,214117
55242,102286
384858,7690
50328,40555
220536,18575
181425,30598
405173,88
411975,411976
106256,88
11072,6241
427962,12508
75235,126738
437853,2353
432506,12281
253362,88
349449,22084
2402,225738
27868,70993
387759,387758
348986,88
27311,139797
210437,346495
88391,81878
22539,55764
432408,222501
241882,10647
13144,197167
15741,70617
3024,5335
201213,215982
259883,7566
197381,330
143104,7690
90337,47108
223218,677
60532,92237
307772,1988
307275,300289
47014,49695
87993,86460
166614,134261
21069,34971
120214,20483
246477,8457
83083,2226
448426,677
65535,25206
119135,3228
181286,80657
319776,46522
62334,62331
321018,321019
80930,115016
336346,152013
354919,12281
31698,35016
207170,119322
254305,6971
149327,113549
132649,1988
385637,385638
290030,2218
107272,11620
66883,65827
315672,1988
85424,88
33483,7551
110806,34928
192624,88
54283,3606
194497,6080
13275,677
253155,112891
137341,88
69026,108320
48567,193753
169449,88
87993,69891
17155,196094
79467,115235
57504,19153
263631,2266
92237,60532
126875,88
171734,8
308809,213165
62685,96166
115100,157238
303112,88
28677,33197
23780,8438
333480,314536
90287,18575
114152,16140
253822,677
156552,28715
291334,244543
25349,22329
