F1_FOLLOWER,F1_FOLLOWED,U1_USERKEY,U1_INDEG,U1_OUTDEG,U1_ACTIVITY,U1_JOINDATE,U2_USERKEY,U2_INDEG,U2_OUTDEG,U2_ACTIVITY,U2_JOINDATE,F2_FOLLOWER,F2_FOLLOWED
50319,53189,53189,1,2,3,73552,64327,1,1,2,73554,64327,64257
214025,166476,166476,1,4,5,73189,64723,1,2,3,73191,64723,8755
214025,166476,166476,1,4,5,73189,64723,1,2,3,73191,64723,33356
177265,99707,99707,1,2,3,58700,65474,1,2,3,58701,65474,4
177265,99707,99707,1,2,3,58700,65474,1,2,3,58701,65474,73813
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,2517
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,4412
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,93106
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,9951
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,51319
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,40973
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,132827
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,82741
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,124378
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,122529
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,84112
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,123165
54755,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,81674
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,2517
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,4412
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,93106
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,9951
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,51319
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,40973
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,132827
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,82741
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,124378
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,122529
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,84112
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,123165
95728,95660,95660,2,1,3,74519,69642,12,13,25,74522,69642,81674
10179,44308,44308,5,7,12,84375,73034,2,1,3,84378,73034,99919
10273,44308,44308,5,7,12,84375,73034,2,1,3,84378,73034,99919
28962,44308,44308,5,7,12,84375,73034,2,1,3,84378,73034,99919
29648,44308,44308,5,7,12,84375,73034,2,1,3,84378,73034,99919
67517,44308,44308,5,7,12,84375,73034,2,1,3,84378,73034,99919
36634,14517,14517,1,1,2,55674,79338,0,1,1,55676,79338,510
2173,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,73861
2173,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,531
7617,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,73861
7617,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,531
14170,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,73861
14170,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,531
47309,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,73861
47309,4310,4310,4,8,12,75287,80163,1,2,3,75288,80163,531
8897,47615,47615,1,2,3,66631,81202,0,1,1,66632,81202,23120
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,4665
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,12641
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,5114
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,5123
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,14170
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,7801
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,3604
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,13123
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,2173
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,13808
13815,11992,11992,1,1,2,73220,81405,1,11,12,73222,81405,106570
7801,36634,36634,2,3,5,55759,87890,1,2,3,55761,87890,4
7801,36634,36634,2,3,5,55759,87890,1,2,3,55761,87890,1262
135555,36634,36634,2,3,5,55759,87890,1,2,3,55761,87890,4
135555,36634,36634,2,3,5,55759,87890,1,2,3,55761,87890,1262
174678,195518,195518,3,3,6,66705,89922,0,1,1,66707,89922,16649
195517,195518,195518,3,3,6,66705,89922,0,1,1,66707,89922,16649
320256,195518,195518,3,3,6,66705,89922,0,1,1,66707,89922,16649
66279,179799,179799,3,3,6,74475,92499,0,1,1,74477,92499,531
98639,179799,179799,3,3,6,74475,92499,0,1,1,74477,92499,531
121801,179799,179799,3,3,6,74475,92499,0,1,1,74477,92499,531
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,39885
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,64911
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,103447
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,175065
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,100127
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,346255
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,132857
100414,162085,162085,1,1,2,51007,92688,5,8,13,51010,92688,84647
10343,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
23979,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
89807,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
122190,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
162855,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
193112,10335,10335,6,12,18,21843,96537,0,1,1,21846,96537,42180
6692,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
6701,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
6704,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
39089,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
80952,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
93274,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
93279,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
93308,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
93314,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
95848,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
154584,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
160038,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
180597,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
204518,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
224480,73365,73365,15,18,33,80664,97881,0,1,1,80665,97881,3604
46733,37308,37308,3,2,5,73959,98625,0,1,1,73961,98625,531
62353,37308,37308,3,2,5,73959,98625,0,1,1,73961,98625,531
79657,37308,37308,3,2,5,73959,98625,0,1,1,73961,98625,531
9951,147997,147997,3,5,8,70355,105170,1,1,2,70356,105170,111627
40973,147997,147997,3,5,8,70355,105170,1,1,2,70356,105170,111627
143546,147997,147997,3,5,8,70355,105170,1,1,2,70356,105170,111627
173392,173391,173391,1,2,3,71115,106570,4,1,5,71117,106570,3604
38327,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,129341
38327,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,128871
38327,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,81933
245543,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,129341
245543,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,128871
245543,77616,77616,2,1,3,57907,110093,3,3,6,57908,110093,81933
54755,95660,95660,2,1,3,74519,110442,0,1,1,74522,110442,8755
95728,95660,95660,2,1,3,74519,110442,0,1,1,74522,110442,8755
57254,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
93601,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
98639,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
121801,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
128344,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
179799,66279,66279,6,5,11,73293,111730,0,1,1,73295,111730,3604
171763,236064,236064,1,1,2,72382,112018,0,1,1,72383,112018,31850
10168,10091,10091,3,2,5,73168,113319,1,1,2,73170,113319,152985
25284,10091,10091,3,2,5,73168,113319,1,1,2,73170,113319,152985
52293,10091,10091,3,2,5,73168,113319,1,1,2,73170,113319,152985
94880,22313,22313,4,1,5,66113,124298,0,1,1,66114,124298,3369
368929,22313,22313,4,1,5,66113,124298,0,1,1,66114,124298,3369
406739,22313,22313,4,1,5,66113,124298,0,1,1,66114,124298,3369
425467,22313,22313,4,1,5,66113,124298,0,1,1,66114,124298,3369
11256,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,10053
11256,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,182043
27252,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,10053
27252,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,182043
48226,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,10053
48226,30096,30096,3,4,7,57824,126571,2,2,4,57827,126571,182043
63480,53478,53478,3,3,6,73427,130153,1,1,2,73429,130153,531
63486,53478,53478,3,3,6,73427,130153,1,1,2,73429,130153,531
113395,53478,53478,3,3,6,73427,130153,1,1,2,73429,130153,531
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,6645
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,6658
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,6669
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,73367
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,6672
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,93293
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,6692
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,39089
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,93308
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,93317
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,109391
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,93339
272349,272348,272348,1,1,2,74566,130622,12,13,25,74568,130622,10381
10284,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,4
10284,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1358
10284,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1359
10284,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1386
25018,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,4
25018,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1358
25018,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1359
25018,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1386
60587,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,4
60587,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1358
60587,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1359
60587,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1386
138663,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,4
138663,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1358
138663,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1359
138663,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1386
138666,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,4
138666,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1358
138666,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1359
138666,5021,5021,5,5,10,68301,133017,0,4,4,68303,133017,1386
5021,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,4
5021,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,40581
78328,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,4
78328,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,40581
112862,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,4
112862,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,40581
138666,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,4
138666,138663,138663,4,6,10,57684,133067,1,2,3,57685,133067,40581
6692,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
6701,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
6704,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
39089,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
80952,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
93274,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
93279,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
93308,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
93314,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
95848,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
154584,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
160038,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
180597,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
204518,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
224480,73365,73365,15,18,33,80664,133528,1,1,2,80665,133528,99573
16304,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
50114,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
50241,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
77864,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
101109,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
104567,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
104571,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
115038,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
126458,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
187918,22240,22240,10,9,19,61948,134107,1,1,2,61950,134107,35809
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,36634
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,16970
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,7801
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,95586
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,145888
77138,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,175804
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,36634
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,16970
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,7801
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,95586
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,145888
79657,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,175804
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,36634
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,16970
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,7801
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,95586
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,145888
162325,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,175804
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,36634
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,16970
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,7801
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,95586
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,145888
191607,87330,87330,4,2,6,46929,135555,3,6,9,46931,135555,175804
97382,43676,43676,2,1,3,55858,135916,0,1,1,55860,135916,4
110592,43676,43676,2,1,3,55858,135916,0,1,1,55860,135916,4
8966,6835,6835,4,3,7,56806,139359,0,1,1,56809,139359,4
16936,6835,6835,4,3,7,56806,139359,0,1,1,56809,139359,4
25907,6835,6835,4,3,7,56806,139359,0,1,1,56809,139359,4
50219,6835,6835,4,3,7,56806,139359,0,1,1,56809,139359,4
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,2517
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,4412
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,40973
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,64965
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,35839
33356,64723,64723,1,2,3,73191,139726,2,6,8,73194,139726,84112
7856,12042,12042,4,4,8,71238,142408,0,1,1,71239,142408,531
25661,12042,12042,4,4,8,71238,142408,0,1,1,71239,142408,531
33548,12042,12042,4,4,8,71238,142408,0,1,1,71239,142408,531
40973,12042,12042,4,4,8,71238,142408,0,1,1,71239,142408,531
50218,131538,131538,1,3,4,71237,142408,0,1,1,71239,142408,531
50910,160629,160629,1,3,4,57342,147036,0,1,1,57344,147036,6078
120050,153386,153386,1,5,6,67185,150704,0,1,1,67187,150704,3369
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
9288,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
124379,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
162085,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
220523,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
248466,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
341901,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93269
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6669
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,121932
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160038
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93314
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,6704
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,160055
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93336
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,93337
343201,100414,100414,7,3,10,50157,154573,6,10,16,50159,154573,154584
28548,56903,56903,1,2,3,55678,154833,0,1,1,55680,154833,4
64257,64327,64327,1,1,2,73554,159620,1,4,5,73556,159620,5123
64257,64327,64327,1,1,2,73554,159620,1,4,5,73556,159620,13790
64257,64327,64327,1,1,2,73554,159620,1,4,5,73556,159620,12751
64257,64327,64327,1,1,2,73554,159620,1,4,5,73556,159620,26092
170661,75409,75409,1,0,1,85874,162952,0,1,1,85875,162952,21782
107006,100196,100196,1,0,1,67766,167739,0,2,2,67768,167739,3369
107006,100196,100196,1,0,1,67766,167739,0,2,2,67768,167739,16649
94880,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,3369
94880,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,531
368929,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,3369
368929,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,531
406739,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,3369
406739,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,531
425467,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,3369
425467,22313,22313,4,1,5,66113,172534,0,2,2,66115,172534,531
125393,343164,343164,1,2,3,66075,173412,0,1,1,66078,173412,3369
99707,177265,177265,2,3,5,83754,173415,1,1,2,83757,173415,3369
205159,177265,177265,2,3,5,83754,173415,1,1,2,83757,173415,3369
111185,111181,111181,1,2,3,72400,175065,3,4,7,72401,175065,26092
111185,111181,111181,1,2,3,72400,175065,3,4,7,72401,175065,92688
111185,111181,111181,1,2,3,72400,175065,3,4,7,72401,175065,106209
111185,111181,111181,1,2,3,72400,175065,3,4,7,72401,175065,106217
175719,133111,133111,1,3,4,11953,175719,1,2,3,11955,175719,3369
175719,133111,133111,1,3,4,11953,175719,1,2,3,11955,175719,133111
4884,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
14570,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
39124,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
57977,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
64987,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
102477,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
110463,16528,16528,7,5,12,71527,178396,0,1,1,71530,178396,71485
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
23116,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
65032,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
81405,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
177672,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
