N_NATIONKEY,N_NAME,N_REGIONKEY,N_COMMENT,S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,163,8,1,4700,4996852,6,8,449642453,330563436,33985,34050,33991,862871618,431484053,934156394
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,193,4,2,3800,4154122,7,2,378580043,330563436,34075,34038,34102,785149710,944913022,96853886
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,139,5,3,700,727391,4,6,378580043,330563436,33987,34054,34013,862871618,1001693018,507461145
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,90,1,4,2500,2475225,0,5,378580043,330563436,34057,34003,34079,785149710,944913022,812099832
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,186,7,5,1200,1303416,1,2,449642453,330563436,34016,34025,34033,749443834,431484053,914127707
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,114,4,6,2100,2129631,4,6,378580043,330563436,34048,34031,34053,749443834,407419891,287749811
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,710,133,330563436,20897442,33969,527479233,800795810,0,299524516,710,160,2,7,4600,4876736,3,7,378580043,330563436,34073,34053,34092,785149710,431484053,390345130
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,737,121,330563436,1298485,33718,527479233,263387417,0,413202945,737,182,3,1,1200,1298616,1,1,378580043,330563436,33720,33783,33730,785149710,250142940,858050654
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,737,121,330563436,1298485,33718,527479233,263387417,0,413202945,737,182,3,1,1200,1298616,1,1,378580043,330563436,33720,33783,33730,785149710,250142940,858050654
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,739,1,777177650,15917169,35944,527479233,652965808,0,500557461,739,85,6,1,2800,2758224,0,3,146356532,777177650,35947,36009,35973,862871618,250142940,397045691
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,739,1,777177650,15917169,35944,527479233,652965808,0,500557461,739,4,7,2,5000,4520000,7,6,146356532,777177650,36031,35990,36038,785149710,431484053,564413625
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,739,1,777177650,15917169,35944,527479233,652965808,0,500557461,739,49,2,3,1200,1138848,5,0,146356532,777177650,36025,35998,36027,106211174,431484053,187857257
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,739,1,777177650,15917169,35944,527479233,652965808,0,500557461,739,44,3,4,4700,4436988,9,7,146356532,777177650,36017,35983,36033,106211174,1001693018,815796371
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,739,1,777177650,15917169,35944,527479233,652965808,0,500557461,739,188,9,5,3000,3264540,7,6,146356532,777177650,35963,36031,35976,749443834,1001693018,784100812
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,741,106,777177650,4798598,35981,919150108,27515260,0,147020258,741,187,8,1,2500,2717950,3,6,146356532,777177650,35989,36032,36017,749443834,431484053,760550083
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,741,106,777177650,4798598,35981,919150108,27515260,0,147020258,741,91,4,2,2200,2180398,9,1,146356532,777177650,36043,36064,36048,785149710,365042431,7632288
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,79,620373923,918253789,15,1003789897,512128,797027742,999752886,743,79,777177650,2361489,35340,483467692,964005875,0,914308472,743,192,5,1,2100,2293599,1,4,146356532,777177650,35362,35372,35378,785149710,431484053,599843135
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,32,42617135,948840554,15,120905608,347153,1028181460,156874928,770,32,777177650,6427175,35936,527479233,288114636,0,599497826,770,181,2,1,3900,4216602,9,6,146356532,777177650,35993,36014,36009,106211174,1001693018,888923822
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,32,42617135,948840554,15,120905608,347153,1028181460,156874928,770,32,777177650,6427175,35936,527479233,288114636,0,599497826,770,54,2,2,2500,2385125,3,2,146356532,777177650,35939,35997,35948,862871618,365042431,455672719
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,53,5,1,3500,3335675,10,6,378580043,330563436,34153,34123,34181,106211174,407419891,811634434
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,84,5,2,1000,984079,5,1,378580043,330563436,34107,34106,34133,749443834,431484053,903746515
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,86,7,3,3500,3451280,3,4,378580043,330563436,34075,34131,34088,785149710,431484053,928519171
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,180,8,4,1000,1080180,8,2,449642453,330563436,34104,34127,34116,785149710,365042431,979996943
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,54,5,5,4200,4007010,2,7,449642453,330563436,34127,34164,34130,749443834,431484053,1006214571
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,53,5,1,3500,3335675,10,6,378580043,330563436,34153,34123,34181,106211174,407419891,811634434
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,84,5,2,1000,984079,5,1,378580043,330563436,34107,34106,34133,749443834,431484053,903746515
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,86,7,3,3500,3451280,3,4,378580043,330563436,34075,34131,34088,785149710,431484053,928519171
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,180,8,4,1000,1080180,8,2,449642453,330563436,34104,34127,34116,785149710,365042431,979996943
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,97,135469562,256852182,17,351137718,216448,701940545,611744579,772,97,330563436,12823496,34074,919150108,117398177,0,1034871761,772,54,5,5,4200,4007010,2,7,449642453,330563436,34127,34164,34130,749443834,431484053,1006214571
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,100,1,1,500,500050,6,4,449642453,330563436,34292,34320,34322,785149710,431484053,384505440
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,11,5,2,3100,2824131,2,6,449642453,330563436,34331,34273,34333,862871618,431484053,205813061
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,151,3,3,3900,4099485,6,5,449642453,330563436,34336,34324,34358,749443834,944913022,1814552
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,29,8,4,2800,2601256,10,6,378580043,330563436,34351,34276,34355,106211174,86983390,151914553
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,134,5,5,900,930717,9,2,378580043,330563436,34249,34326,34275,862871618,944913022,994109102
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,40,1,6,4300,4042172,7,3,449642453,330563436,34277,34291,34279,862871618,407419891,1030930468
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,100,1,1,500,500050,6,4,449642453,330563436,34292,34320,34322,785149710,431484053,384505440
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,11,5,2,3100,2824131,2,6,449642453,330563436,34331,34273,34333,862871618,431484053,205813061
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,151,3,3,3900,4099485,6,5,449642453,330563436,34336,34324,34358,749443834,944913022,1814552
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,29,8,4,2800,2601256,10,6,378580043,330563436,34351,34276,34355,106211174,86983390,151914553
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,134,5,5,900,930717,9,2,378580043,330563436,34249,34326,34275,862871618,944913022,994109102
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,133,727108991,150278347,17,63836414,231467,701940545,136299243,773,133,330563436,14686226,34236,1030545334,253109335,0,1065918558,773,40,1,6,4300,4042172,7,3,449642453,330563436,34277,34291,34279,862871618,407419891,1030930468
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,134,987180522,314377204,11,814495129,460889,1028181460,724055480,775,134,330563436,5945561,34774,382018914,521756100,0,883410506,775,32,3,1,1600,1491248,10,6,146356532,330563436,34840,34824,34867,106211174,86983390,917829277
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,134,987180522,314377204,11,814495129,460889,1028181460,724055480,775,134,330563436,5945561,34774,382018914,521756100,0,883410506,775,174,2,2,2100,2255757,1,6,378580043,330563436,34818,34850,34830,749443834,944913022,508720600
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,134,987180522,314377204,11,814495129,460889,1028181460,724055480,775,134,330563436,5945561,34774,382018914,521756100,0,883410506,775,108,5,3,2000,2016200,1,8,146356532,330563436,34865,34839,34891,785149710,365042431,501167645
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,800,56,777177650,8789238,35988,919150108,196811816,0,672575675,800,72,1,1,3800,3693866,0,5,146356532,777177650,35995,36061,36012,862871618,86983390,1029965164
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,800,56,777177650,8789238,35988,919150108,196811816,0,672575675,800,85,6,2,2100,2068668,4,5,146356532,777177650,35997,36067,36025,862871618,250142940,38549018
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,800,56,777177650,8789238,35988,919150108,196811816,0,672575675,800,176,5,3,2600,2798042,1,2,146356532,777177650,35997,36074,35999,749443834,944913022,874769194
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,803,16,777177650,2762966,35547,527479233,502070148,0,374815181,803,54,9,1,800,763240,7,1,146356532,777177650,35644,35598,35652,106211174,407419891,419652509
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,803,16,777177650,2762966,35547,527479233,502070148,0,374815181,803,99,10,2,2100,2098089,8,6,146356532,777177650,35665,35609,35681,862871618,365042431,370391155
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,806,131,777177650,2683916,35234,919150108,993998713,0,548240783,806,105,2,1,100,100510,4,7,146356532,777177650,35258,35318,35269,785149710,250142940,910624698
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,806,131,777177650,2683916,35234,919150108,993998713,0,548240783,806,160,5,2,2200,2332352,8,2,146356532,777177650,35339,35286,35356,749443834,1001693018,700520387
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,806,131,777177650,2683916,35234,919150108,993998713,0,548240783,806,91,3,3,400,396436,4,3,146356532,777177650,35284,35324,35288,785149710,86983390,889893563
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,833,56,330563436,4903369,34376,1030545334,913012142,0,935589937,833,54,5,1,100,95405,4,4,378580043,330563436,34448,34427,34451,785149710,431484053,589896137
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,833,56,330563436,4903369,34376,1030545334,913012142,0,935589937,833,112,6,2,3800,3846018,5,5,449642453,330563436,34427,34443,34453,785149710,86983390,191221622
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,56,1002271304,628821590,10,666136321,653086,373412815,658726857,833,56,330563436,4903369,34376,1030545334,913012142,0,935589937,833,162,7,3,900,955944,5,7,449642453,330563436,34391,34448,34411,862871618,944913022,757219907
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,835,65,777177650,6243067,34978,483467692,531977933,0,522045687,835,107,2,1,3300,3323430,9,6,146356532,777177650,35002,35033,35025,749443834,250142940,909069445
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,835,65,777177650,6243067,34978,483467692,531977933,0,522045687,835,185,6,2,2800,3038504,2,2,146356532,777177650,35058,35042,35083,106211174,407419891,751591035
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,168,9,1,800,854528,6,3,378580043,330563436,33882,33815,33891,106211174,431484053,318872922
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,29,8,2,1300,1207726,5,7,378580043,330563436,33808,33840,33818,106211174,365042431,480234664
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,68,5,3,1900,1839314,9,6,378580043,330563436,33775,33841,33787,785149710,407419891,800032630
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,122,1,4,4300,4395116,2,4,449642453,330563436,33785,33805,33804,785149710,407419891,108586113
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,25,8,5,2700,2497554,4,1,378580043,330563436,33815,33839,33826,862871618,250142940,54316508
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,104,133204033,240401202,10,569591890,-58838,373412815,427642554,868,104,330563436,12734545,33762,483467692,621981610,0,544418984,868,125,6,6,1900,1947728,2,5,378580043,330563436,33865,33801,33879,106211174,944913022,89806124
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,870,34,330563436,4049237,34138,483467692,394987123,0,1073424157,870,50,9,1,3600,3420180,4,7,449642453,330563436,34258,34226,34286,785149710,431484053,164907607
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,870,34,330563436,4049237,34138,483467692,394987123,0,1073424157,870,186,7,2,500,543090,6,5,449642453,330563436,34192,34221,34203,785149710,944913022,686890340
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,97,8,1,4800,4786032,10,3,146356532,777177650,35118,35102,35140,106211174,365042431,983670693
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,55,10,2,4700,4488735,7,3,146356532,777177650,35056,35094,35086,862871618,250142940,672511773
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,108,5,3,1300,1310530,9,1,146356532,777177650,35087,35086,35096,106211174,1001693018,119119256
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,190,1,4,2900,3161551,6,7,146356532,777177650,35017,35089,35047,749443834,250142940,524083831
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,128,7,5,800,822495,0,1,146356532,777177650,35026,35074,35043,749443834,365042431,625261938
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,143,2,6,2600,2712164,0,6,146356532,777177650,35100,35067,35118,785149710,365042431,694959112
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,871,16,777177650,17286158,35016,527479233,220040004,0,979523790,871,174,3,7,400,429668,0,7,146356532,777177650,35131,35082,35148,785149710,944913022,583262171
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,49,58080412,277187647,10,223001803,457393,373412815,529457660,897,49,836745293,5769744,34776,382018914,323232623,0,490066672,897,91,4,1,1500,1486635,7,4,378580043,330563436,34842,34826,34855,785149710,1001693018,235441985
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,49,58080412,277187647,10,223001803,457393,373412815,529457660,897,49,836745293,5769744,34776,382018914,323232623,0,490066672,897,184,5,2,2600,2818868,5,8,146356532,777177650,34879,34858,34892,785149710,431484053,372559044
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,49,58080412,277187647,10,223001803,457393,373412815,529457660,897,49,836745293,5769744,34776,382018914,323232623,0,490066672,897,126,1,3,1300,1333956,7,0,449642453,330563436,34786,34834,34808,862871618,431484053,107947250
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,49,58080412,277187647,10,223001803,457393,373412815,529457660,897,49,836745293,5769744,34776,382018914,323232623,0,490066672,897,102,7,4,200,200420,8,8,378580043,330563436,34839,34824,34864,785149710,250142940,815620886
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,55,292749220,212078962,10,611195724,457210,797027742,482627384,898,55,330563436,10102075,34121,919150108,892274697,0,197438666,898,161,2,1,900,955044,7,8,449642453,330563436,34152,34157,34173,106211174,365042431,1022211903
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,55,292749220,212078962,10,611195724,457210,797027742,482627384,898,55,330563436,10102075,34121,919150108,892274697,0,197438666,898,179,7,2,3700,3992929,3,5,449642453,330563436,34196,34183,34211,749443834,1001693018,593806734
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,55,292749220,212078962,10,611195724,457210,797027742,482627384,898,55,330563436,10102075,34121,919150108,892274697,0,197438666,898,49,8,3,1100,1043944,1,0,449642453,330563436,34223,34210,34235,862871618,431484053,378429706
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,55,292749220,212078962,10,611195724,457210,797027742,482627384,898,55,330563436,10102075,34121,919150108,892274697,0,197438666,898,193,6,4,3600,3935483,4,7,378580043,330563436,34183,34173,34202,749443834,1001693018,1045662522
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,10,798437489,808791061,5,205635831,275354,750198692,908197369,902,10,330563436,3734862,34540,483467692,235956276,0,78829128,902,111,2,1,300,303333,6,0,378580043,330563436,34606,34630,34633,785149710,431484053,574824441
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,10,798437489,808791061,5,205635831,275354,750198692,908197369,902,10,330563436,3734862,34540,483467692,235956276,0,78829128,902,118,2,2,800,814488,6,7,378580043,330563436,34630,34595,34643,785149710,250142940,958705826
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,10,798437489,808791061,5,205635831,275354,750198692,908197369,902,10,330563436,3734862,34540,483467692,235956276,0,78829128,902,165,2,3,2400,2556384,2,5,378580043,330563436,34644,34617,34662,106211174,944913022,163343095
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,65,10,1,2700,2605662,4,3,146356532,777177650,34958,34960,34972,862871618,407419891,806621492
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,9,2,2,3500,3181500,6,5,146356532,777177650,34958,34930,34982,862871618,86983390,428998553
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,9,2,3,3300,2999700,2,3,146356532,777177650,34964,34941,34982,785149710,431484053,257223993
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,56,1,4,900,860445,9,0,146356532,777177650,34976,34954,34994,106211174,86983390,1027212945
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,42,3,5,100,94204,4,0,146356532,777177650,34992,34953,35004,106211174,365042431,598234216
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,11,732482108,436872609,23,274108524,-27260,1028181460,230725263,903,11,777177650,10935187,34885,483467692,18136617,0,588918137,903,168,9,6,1300,1388608,7,2,146356532,777177650,34951,34974,34973,785149710,407419891,612487602
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,45,4,1,3600,3402144,10,4,378580043,330563436,34687,34748,34690,785149710,250142940,114163659
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,18,8,2,4700,4314647,8,0,449642453,330563436,34776,34732,34791,749443834,365042431,459352364
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,65,10,3,1000,965060,7,8,449642453,330563436,34684,34724,34713,785149710,365042431,1052949464
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,100,2,4,2100,2100210,6,2,449642453,330563436,34744,34759,34769,749443834,407419891,266970208
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,164,9,5,5000,5320800,3,6,449642453,330563436,34790,34726,34809,785149710,431484053,522912280
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,145,4,6,1000,1045140,0,4,449642453,330563436,34737,34745,34744,106211174,407419891,859137111
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,131,177759885,35988995,11,534137668,859553,750198692,317345255,930,131,330563436,19910223,34683,382018914,963844461,0,84689685,930,167,4,7,3000,3201480,7,8,378580043,330563436,34717,34756,34732,862871618,250142940,252115172
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,41,548472177,102959959,10,589189525,27095,750198692,81122026,932,41,777177650,4023450,35564,919150108,366128172,0,410431303,932,44,1,1,4100,3870564,1,5,146356532,777177650,35584,35631,35605,785149710,250142940,97593182
