F2_FOLLOWER,F2_FOLLOWED
137278,13510
137278,137312
137278,49212
137278,137314
137278,137316
137278,137317
137278,13511
137278,137318
137278,137319
137278,137320
137278,137321
137278,137322
137278,137323
137278,137324
137278,137325
137278,137326
137278,137327
137278,137328
137279,59026
137279,59027
137279,59012
137279,137238
137279,137241
137279,137243
137279,137246
137279,137247
137279,137259
137279,137262
137279,137267
137279,137273
137279,137274
137279,137278
137279,137282
137279,137283
137279,91264
137279,125946
137279,137291
137279,137292
137279,137294
137279,137298
137279,137301
137279,137309
137279,49212
137279,137319
137279,137321
137279,137326
137279,137328
175114,13754
77008,229207
77008,58514
50231,33833
50231,50218
50231,88
50231,50244
50231,50250
50231,104571
50231,50265
50231,30226
50231,9021
50231,38819
50231,9036
253172,169254
253172,253173
253172,169256
253172,169257
253172,169259
253172,169260
253172,169261
253172,169262
253243,308
253305,88
253305,4412
253305,24025
253305,40973
253305,67178
253305,2417
75993,94984
75993,58547
75993,135693
75993,73819
253345,308
253365,88
253365,120495
215785,3369
215785,19808
5455,24629
5455,3994
253403,3369
253409,5226
136658,1357
136658,9731
136658,2417
136658,36989
136658,44246
253529,88
253529,308
253529,43742
253529,13811
106983,2882
253658,1276
253658,832
48278,492
48278,502
48278,511
48278,4177
48278,15188
48278,35731
48278,73134
48278,49138
158076,8711
158076,7551
158076,158075
158076,88
158076,14615
217514,88
217514,116438
253722,2417
2570,24954
2570,85740
2570,108366
2570,99280
2570,161272
138191,1945
138191,2480
138191,88
138191,308
138191,121381
138191,511
138191,147653
138191,50940
138191,14957
138191,61075
70422,41041
70422,137136
92153,4665
92153,1276
92153,66166
92153,492
92153,502
92153,157094
92153,36982
175567,3369
130054,88
130054,468
130054,19604
130054,2696
253982,88
253982,8391
253982,16091
9940,1276
9940,5226
9940,13239
9940,13244
9940,71
9940,2417
9940,10282
63480,7551
63480,53478
63480,63486
63480,16536
214082,88
214082,5226
173702,3972
173702,3994
254325,2696
254325,206087
254325,18719
44493,44492
44493,88
19262,6882
19262,11029
19262,11036
19262,24563
19262,1276
19262,88
19262,5114
19262,5226
19262,12745
19262,6078
19262,11197
19262,2753
19262,6081
19262,31187
19262,46046
19262,65993
19262,8391
19262,832
19262,11677
19262,23956
19262,35170
19262,9964
19262,9972
19262,13798
19262,12022
19262,12751
19262,4378
19262,2417
19262,17172
19262,2177
19262,17183
19262,23973
19262,17035
19262,51176
47818,11981
47818,1276
47818,5226
47818,832
9941,12641
9941,32229
9941,5226
9941,27381
9941,51292
9941,29817
9941,51486
9941,113561
9941,99668
9941,69583
9941,28829
9941,137269
9941,2733
9941,137305
9941,26757
9941,114221
9941,47223
9941,33514
9941,10044
9941,62002
9941,2417
9941,216374
9941,112743
9941,2180
9941,51364
9941,70301
9941,70303
9941,51886
9941,111452
9941,35839
9941,165644
9941,130733
9941,70309
9941,32264
9941,51390
9941,94123
9941,10319
9941,50157
9941,70191
137280,59026
137280,59027
137280,59012
137280,137238
137280,103921
137280,137241
137280,137242
137280,137243
137280,137244
137280,137249
137280,137252
137280,137253
137280,137258
137280,137259
137280,137262
137280,137267
137280,137268
137280,137271
137280,137274
137280,60686
137280,137276
137280,137278
137280,137281
137280,137282
137280,137283
137280,137286
137280,13506
137280,137288
137280,137293
137280,137294
137280,137295
137280,137301
137280,49212
137280,137317
137280,137321
137280,137326
137280,137328
137281,59026
137281,137237
137281,59027
137281,59012
137281,137238
137281,137239
137281,137240
137281,103921
137281,137241
137281,137242
137281,137243
137281,13502
137281,137244
137281,137245
137281,137246
137281,137247
137281,137248
137281,137249
137281,137250
137281,137251
137281,137252
137281,137253
137281,137254
137281,137255
137281,137256
137281,137257
137281,74207
137281,137258
137281,137259
137281,137261
137281,137262
137281,137263
137281,137264
137281,137267
137281,137268
137281,90540
137281,137330
137281,137269
137281,137270
137281,137271
137281,13505
137281,137272
137281,137273
137281,137274
137281,137275
137281,60686
137281,137276
137281,137277
137281,137278
137281,137279
137281,137280
137281,137282
137281,137283
137281,137284
137281,137285
137281,137331
137281,137286
137281,13506
137281,137287
137281,137288
137281,91264
137281,137289
137281,137290
137281,125946
137281,137291
137281,137292
137281,13508
137281,137293
137281,137294
137281,137295
137281,137296
137281,13509
137281,137297
137281,137298
137281,137299
137281,137300
137281,137301
137281,137302
137281,137303
137281,137304
137281,137305
137281,137306
137281,137307
137281,137308
137281,137310
137281,137311
137281,13510
137281,137312
137281,49212
137281,137314
137281,137316
137281,137317
137281,13511
137281,137318
137281,137319
137281,137320
137281,137321
137281,137322
137281,137323
137281,137324
137281,137325
137281,137326
137281,137328
18318,88
18318,18309
18318,511
18318,9964
18318,84225
254710,9351
254710,82741
254710,16091
13244,11981
13244,1276
13244,461
13244,88
13244,5226
13244,4475
13244,13239
13244,2696
13244,9940
13244,550
13244,71
76404,88
76404,5226
76404,138766
76404,3604
76404,45605
76404,39660
76404,15513
76404,89512
76404,106569
76404,50349
172861,88
15196,4407
15196,14907
15196,439
15196,11036
15196,1276
15196,468
15196,492
15196,19047
15196,27483
15196,502
15196,511
15196,49090
15196,4177
15196,3603
15196,8391
15196,832
15196,540
15196,3547
15196,43716
15196,11677
15196,5281
15196,23956
15196,45605
15196,18086
15196,13808
15196,13820
15196,7501
15196,14957
15196,38804
15196,53964
15196,49125
15196,91139
15196,53967
15196,22240
66917,10945
66917,3584
66917,23120
66917,88
66917,8391
66917,8497
45604,3533
45604,63386
45604,14907
45604,32037
45604,11036
45604,1276
45604,3353
45604,88
45604,468
45604,7617
45604,8291
45604,5226
45604,3359
45604,502
45604,16770
45604,3604
45604,26708
45604,832
45604,9947
45604,83479
45604,9964
45604,22808
45604,16649
45604,13798
45604,3289
45604,162634
45604,2175
45604,95510
45604,4378
45604,2177
45604,22701
255008,3604
255008,255010
255008,182812
76920,28548
76920,75578
76920,21929
76920,26079
76920,6150
76920,144003
76920,229912
199267,88
199267,49212
199267,49217
199267,10193
199267,74779
127399,32696
255055,510
34934,33171
34934,6940
34934,84572
34934,11981
34934,101609
34934,7551
34934,28462
34934,21782
34934,20937
34934,2696
34934,2417
34934,18223
67530,6963
255211,193475
255217,3369
255217,21715
229305,88
229305,2230
229305,45605
229305,153950
255259,3369
75771,7551
75771,44446
75771,14615
75771,45013
201107,5226
159544,50216
159544,6940
159544,8711
159544,7551
159544,14589
159544,14609
255525,1902
255525,65187
137282,59026
137282,137237
137282,59027
137282,59012
137282,137238
137282,137239
137282,137240
137282,103921
137282,137241
137282,137242
137282,137243
137282,13502
137282,137244
137282,137245
137282,137246
137282,137247
137282,137248
137282,137249
137282,137250
137282,137251
137282,137252
137282,137253
137282,137254
137282,137255
137282,137256
137282,137257
137282,74207
137282,137258
137282,137259
137282,137261
137282,137262
137282,137263
137282,137264
137282,137267
137282,137268
137282,90540
137282,137330
137282,137269
137282,137270
137282,137271
137282,13505
137282,137272
137282,137273
137282,137274
137282,137275
137282,60686
137282,137276
137282,137277
137282,137278
137282,137279
137282,137280
137282,137281
137282,137284
137282,137285
137282,137331
137282,137286
137282,13506
137282,137287
137282,137288
137282,91264
137282,137289
137282,137290
137282,125946
137282,137291
137282,137292
137282,13508
137282,137293
137282,137294
137282,137295
137282,137296
137282,13509
137282,137297
137282,137298
137282,137299
137282,137300
137282,137301
137282,137302
137282,137303
137282,137304
137282,137305
137282,137306
137282,137307
137282,137308
137282,137310
137282,137311
137282,13510
137282,137312
137282,49212
137282,137314
137282,137316
137282,137317
137282,13511
137282,137318
137282,137319
137282,137320
137282,137321
137282,137322
137282,137323
137282,137327
137282,137328
29597,308
255706,3369
150912,104697
150912,57114
255766,1276
255766,88
255766,5226
255766,832
255766,54855
137283,59026
137283,137237
137283,59027
137283,59012
137283,137238
137283,137239
137283,137240
137283,103921
137283,137241
137283,137242
137283,137243
137283,13502
137283,137244
137283,137245
137283,137246
137283,137247
137283,137248
137283,137249
137283,137250
137283,137251
137283,137252
137283,137253
137283,137255
137283,137256
137283,137257
137283,74207
137283,137258
137283,137259
137283,137262
137283,137263
137283,137264
137283,137267
137283,137269
137283,137270
137283,137271
137283,13505
137283,137272
137283,137273
137283,137274
137283,137275
137283,60686
137283,137276
137283,137277
137283,137278
137283,137279
137283,137280
137283,137281
137283,137282
137283,137284
137283,137285
137283,137331
137283,137286
137283,13506
137283,137287
137283,137288
137283,91264
137283,137290
137283,125946
137283,137291
137283,137292
137283,13508
137283,137293
137283,137294
137283,137295
137283,13509
137283,137297
137283,137298
137283,137299
137283,137300
137283,137301
137283,137303
137283,137304
137283,137305
137283,137306
137283,137307
137283,137308
137283,137310
137283,137311
137283,13510
137283,137312
137283,49212
137283,137314
137283,137316
137283,137317
137283,13511
137283,137319
137283,137321
137283,137322
137283,137323
137283,137326
137283,137328
144865,13765
110895,45494
110895,13765
83810,1276
83810,88
83810,308
83810,3360
83810,4412
83810,3369
83810,2563
83810,2696
83810,23956
83810,95377
83810,40973
83810,67178
83810,132829
83810,2417
83810,67190
83810,42900
83810,64965
83810,149700
83810,67504
83810,35839
83810,15885
154833,4
154833,7551
52902,34324
52902,931
52902,5226
52902,27991
52902,66969
256016,7551
256016,73813
183768,16649
104827,64413
104827,96781
68563,3724
68563,9731
68563,88
68563,38599
68563,38602
68563,3998
68563,13811
256292,9972
256292,2417
256292,9604
256292,51640
256292,40429
185057,4
5143,4619
5143,27766
5143,53930
5143,4665
5143,50217
5143,1276
5143,61698
5143,88
5143,468
5143,5114
5143,7259
5143,3972
5143,113774
5143,194399
5143,25907
5143,69451
5143,138766
5143,11876
5143,23635
5143,68191
5143,3604
5143,5137
5143,63983
5143,15794
5143,26398
5143,149691
5143,82729
5143,93100
5143,75083
5143,96756
5143,73709
5143,553
5143,73710
5143,10853
5143,75598
5143,3994
5143,32433
5143,94716
5143,113366
5143,2173
5143,126878
5143,26092
5143,96202
5143,5155
5143,92688
5143,50266
5143,15458
5143,106209
5143,195535
5143,7501
5143,14957
5143,103550
5143,15871
5143,24395
5143,40190
5143,131
5143,27311
5143,130246
5143,116966
5143,41511
5143,5163
5143,20346
5143,29252
21265,4
21265,48164
21265,7614
21265,88
21265,5114
21265,308
21265,9672
21265,34537
21265,2417
21265,17708
164588,5664
153938,308
153938,541
153938,105498
153938,59000
153938,181576
153938,120250
153938,152989
153938,166216
88095,8460
88095,3369
88095,256568
9947,3533
9947,4310
9947,9800
9947,3353
9947,2940
9947,55660
9947,17939
9947,49831
234511,5226
234511,492
256618,308
137284,59026
137284,137237
137284,59027
137284,59012
137284,137238
137284,137239
137284,137240
137284,103921
137284,137241
137284,137242
137284,137243
137284,13502
137284,137244
137284,137245
137284,137246
137284,137247
137284,137248
137284,137249
137284,137250
137284,137252
137284,137253
137284,137254
137284,137255
137284,137256
137284,137257
137284,74207
137284,137258
137284,137262
137284,137263
137284,137264
137284,137267
137284,137270
137284,137271
137284,13505
137284,137272
137284,137273
137284,137274
137284,60686
137284,137276
137284,137277
137284,137278
137284,137279
137284,137280
137284,137281
137284,137282
137284,137283
137284,137331
137284,137286
137284,13506
137284,137287
137284,137288
137284,91264
137284,137290
137284,125946
137284,137291
137284,137292
137284,137293
137284,137294
137284,137295
137284,137296
137284,13509
137284,137297
137284,137298
137284,137300
137284,137301
137284,137303
137284,137304
137284,137306
137284,137307
137284,137308
137284,137309
137284,137310
137284,137311
137284,13510
137284,49212
137284,137314
137284,137316
137284,137317
137284,13511
137284,137318
137284,137319
137284,137320
137284,137321
137284,137322
137284,137323
137284,137327
137284,137328
19265,154107
19265,88
19265,6078
19265,9161
19265,50910
19265,13798
19265,32669
19265,40242
19265,50620
114456,88
114456,3998
114456,2177
256665,1276
256665,88
137285,59026
137285,137237
137285,59027
137285,59012
137285,137238
137285,137239
137285,137240
137285,103921
137285,137241
137285,137242
137285,137243
137285,13502
137285,137244
137285,137245
137285,137246
137285,137247
137285,137248
137285,137249
137285,137250
137285,137251
137285,137252
137285,137253
137285,137254
137285,137255
137285,137256
137285,137257
137285,74207
137285,137258
137285,137259
137285,137261
137285,137262
137285,137263
137285,137264
137285,137267
137285,90540
137285,137330
137285,137269
137285,137270
137285,137271
137285,13505
137285,137272
137285,137273
137285,137274
137285,137275
137285,60686
137285,137276
137285,137277
137285,137278
137285,137279
137285,137280
137285,137281
137285,137282
137285,137284
137285,137331
137285,137286
137285,13506
137285,137287
137285,137288
137285,91264
137285,137289
137285,137290
137285,125946
137285,137291
137285,137292
137285,13508
137285,137293
137285,137294
137285,137295
137285,137296
137285,13509
137285,137297
137285,137298
137285,137299
137285,137300
137285,137301
137285,137302
137285,137303
137285,137304
137285,137305
137285,137306
137285,137307
137285,137308
137285,137309
137285,137310
137285,137311
137285,13510
137285,137312
137285,49212
137285,137314
137285,137316
137285,137317
137285,13511
137285,137318
137285,137319
137285,137320
137285,137321
137285,137322
137285,137323
137285,137327
137285,137328
137331,59027
137331,59012
137331,137238
137331,103921
137331,137241
137331,137244
137331,137247
137331,137250
137331,137254
137331,137255
137331,137256
137331,137261
137331,137267
137331,137270
137331,60686
137331,137280
137331,137282
137331,137288
137331,137293
137331,137297
137331,137298
137331,137301
137331,137317
137331,137327
256680,16514
256680,6940
256680,8711
253829,9129
253829,9231
253829,9254
173392,3369
173392,173391
173392,16649
173392,173395
173392,161588
225528,168651
225528,131
172469,411
172469,1999
224135,88
224135,256987
224135,2417
44446,54344
44446,43934
44446,6940
44446,11981
44446,56426
44446,14064
44446,7551
44446,54319
44446,1276
44446,88
44446,35738
44446,3972
44446,57688
44446,15489
44446,52490
44446,39124
44446,511
44446,31084
44446,8391
44446,50227
44446,832
44446,14588
44446,50326
44446,97210
44446,8903
44446,56733
44446,64993
44446,35348
44446,26158
44446,28092
44446,3998
44446,43996
44446,14611
44446,60035
44446,185145
44446,57105
44446,14615
44446,50335
44446,47015
44446,58048
44446,30225
44446,96022
44446,19880
44446,53613
44446,58068
44446,58074
44446,123269
44446,30639
44446,30226
44446,75744
44446,49179
44446,50350
44446,45013
44446,71822
44446,68206
44446,104577
175259,5226
175259,9672
77876,8391
137286,411
137286,59026
137286,59027
137286,59012
137286,137238
137286,137239
137286,103921
137286,137241
137286,137242
137286,137243
137286,137246
137286,137247
137286,137249
137286,137252
137286,137253
137286,74207
137286,137259
137286,137264
137286,137267
137286,137269
137286,137271
137286,13505
137286,137273
137286,137274
137286,60686
137286,137278
137286,137282
137286,137283
137286,13506
137286,137287
137286,137288
137286,137293
137286,137294
137286,137295
137286,13509
137286,137300
137286,137306
137286,137308
137286,137320
137286,137321
137286,137326
137286,137327
137286,137328
51531,1945
170997,308
170997,13013
88678,439
88678,1276
88678,492
88678,511
88678,4177
88678,26398
88678,832
88678,88700
62627,12641
62627,23120
62627,65032
62627,89771
62627,24291
153606,88
153606,11991
153606,54258
153606,4412
153606,3604
153606,132394
153606,17568
153606,39885
153606,132399
153606,12751
153606,42172
153606,2177
153606,27723
153606,132404
153606,84112
153606,100127
104567,11981
104567,4665
104567,88
104567,3972
104567,5226
104567,2517
104567,5123
104567,15489
104567,492
104567,15184
104567,26398
104567,16304
104567,26091
104567,104571
104567,7100
104567,127453
104567,22240
104567,104577
104567,232850
104567,9036
104567,101109
109047,88
187918,439
187918,11176
187918,11036
187918,1276
187918,88
187918,5226
187918,3593
187918,3598
187918,11876
187918,2753
187918,511
187918,3603
187918,3604
187918,8391
187918,26398
187918,832
187918,13790
187918,2696
187918,15196
187918,71
187918,553
187918,36093
187918,9964
187918,10853
187918,13798
187918,2175
187918,12751
187918,18506
187918,2417
187918,2177
187918,13820
187918,23973
187918,14957
187918,51177
187918,22240
187918,206354
257424,1276
257424,88
257424,5226
13506,59026
13506,59027
13506,59012
13506,137238
13506,137239
13506,137240
13506,103921
13506,137241
13506,137242
13506,137243
13506,137246
13506,137249
13506,137252
13506,137253
13506,74207
13506,137259
13506,137267
13506,137268
13506,90540
13506,137330
13506,137269
13506,137271
13506,13505
13506,137274
13506,137275
13506,60686
13506,137276
13506,137278
13506,137282
13506,137283
13506,137286
13506,137287
13506,137292
13506,137293
13506,137294
13506,137295
13506,137300
13506,137301
13506,137306
13506,137311
13506,49212
13506,137319
13506,137321
13506,137326
13506,137327
13506,137328
46260,50353
46260,88
46260,308
46260,3360
46260,2417
46260,12281
550,1276
550,461
550,492
550,27483
550,71
550,2417
550,7501
550,8122
42251,50218
42251,88
42251,45272
42251,5226
42251,31564
42251,8903
42251,41328
42251,31607
23956,4407
23956,6982
23956,53930
23956,2369
23956,439
23956,11176
23956,11656
23956,11036
23956,461
23956,88
23956,468
23956,7476
23956,5226
23956,14166
23956,4129
23956,23318
23956,7406
23956,492
23956,13766
23956,502
23956,6078
23956,62906
23956,13773
23956,42069
23956,15184
23956,2753
23956,6081
23956,511
23956,4177
23956,46046
23956,3603
23956,30153
23956,8391
23956,26398
23956,23422
23956,11677
23956,16772
23956,13790
23956,23200
23956,15196
23956,27816
23956,553
23956,26629
23956,9964
23956,10853
23956,13123
23956,86358
23956,73091
23956,13798
23956,24704
23956,89805
23956,13131
23956,12022
23956,39885
23956,2175
23956,51247
23956,12751
23956,13808
23956,18506
23956,15513
23956,13139
23956,4378
23956,3998
23956,26092
23956,2177
23956,39889
23956,9704
23956,42490
23956,30097
23956,67382
241204,510
27816,439
27816,11036
27816,1276
27816,468
27816,7476
27816,5226
27816,14166
27816,25089
27816,15489
27816,49082
27816,502
27816,15184
27816,511
27816,3603
27816,3604
27816,8391
27816,11677
27816,15196
27816,23956
27816,26629
27816,27818
27816,13798
27816,2417
27816,7501
27816,49125
27816,27723
257607,1276
257607,832
202648,3369
202648,2417
206506,3369
206506,16772
206506,257662
257685,1276
257685,88
257685,3369
257685,832
257762,3360
257762,2911
257762,2417
257762,115136
137287,59026
137287,137237
137287,59027
137287,59012
137287,137238
137287,137239
137287,137240
137287,103921
137287,137241
137287,137242
137287,137243
137287,13502
137287,137244
137287,137245
137287,137246
137287,137247
137287,137248
137287,137249
137287,137250
137287,137251
137287,137252
137287,137253
137287,137254
137287,137255
137287,137256
137287,137257
137287,74207
137287,137258
137287,137259
137287,137261
137287,137262
137287,137263
137287,137264
137287,137267
137287,137268
137287,90540
137287,137330
137287,137269
137287,137270
137287,137271
137287,13505
137287,137272
137287,137273
137287,137274
137287,137275
137287,60686
137287,137276
137287,137277
137287,137278
137287,137279
137287,137280
137287,137281
137287,137282
137287,137283
137287,137284
137287,137285
137287,137331
137287,137286
137287,13506
137287,137288
137287,91264
137287,137289
137287,137290
137287,125946
137287,137291
137287,137292
137287,13508
137287,137293
137287,137294
137287,137295
137287,137296
137287,13509
137287,137297
137287,137298
137287,137299
137287,137300
137287,137301
137287,137302
137287,137303
137287,137304
137287,137305
137287,137306
137287,137307
137287,137308
137287,137310
137287,137311
137287,13510
137287,137312
137287,49212
137287,137314
137287,137316
137287,137317
137287,13511
137287,137318
137287,137319
137287,137320
137287,137321
137287,137322
137287,137323
137287,137324
137287,137325
137287,137326
137287,137327
132395,132399
132395,132404
132395,84112
71240,5226
71240,245025
71240,54222
46525,34553
46525,68539
46525,89316
46525,46530
46525,43597
46525,67135
38161,28103
38161,7551
38161,134853
38161,90041
38161,257980
9951,88
9951,93107
9951,132823
9951,51319
9951,59000
9951,40973
9951,67178
9951,132827
9951,132829
9951,82741
9951,147993
9951,10816
9951,164151
9951,132833
9951,67190
9951,44246
9951,241776
9951,51364
9951,186184
9951,108133
9951,35839
9951,18097
9951,143536
9951,70309
9951,15885
9951,168935
9951,13163
9951,136133
9951,69642
9951,25284
9951,147997
9951,93171
9951,62480
9951,143554
9951,93180
9951,123165
9951,100703
9951,81674
9951,69648
9951,143563
23346,2696
23346,71
246628,411
246628,14907
246628,1276
246628,88
246628,11991
246628,3369
246628,511
246628,3604
246628,19604
246628,3994
246628,50200
14797,49249
14797,29710
14797,44316
14797,1142
14797,32229
14797,1170
14797,2517
14797,39903
14797,5191
14797,179606
14797,51858
14797,531
14797,16303
14797,13512
14797,33946
14797,129852
14797,44307
14797,143536
14797,158961
14797,61856
14797,12806
70491,60739
70491,48039
70491,502
70491,11135
70491,75088
70491,1999
229230,3369
229230,45350
229230,25018
258242,43914
187990,97493
137288,59026
137288,137237
137288,59027
137288,59012
137288,137238
137288,137239
137288,137240
137288,103921
137288,137241
137288,137242
137288,137243
137288,13502
137288,137244
137288,137246
137288,137247
137288,137248
137288,137249
137288,137250
137288,137252
137288,137253
137288,137254
137288,137255
137288,137256
137288,74207
137288,137258
137288,137262
137288,137263
137288,137264
137288,137267
137288,137268
137288,137269
137288,137271
137288,13505
137288,137272
137288,137273
137288,137274
137288,60686
137288,137276
137288,137277
137288,137278
137288,137280
137288,137281
137288,137282
137288,137283
137288,137285
137288,137331
137288,137286
137288,13506
137288,137287
137288,91264
137288,125946
137288,137291
137288,137292
137288,137293
137288,137294
137288,137295
137288,137297
137288,137299
137288,137301
137288,137303
137288,137305
137288,137306
137288,137308
137288,137311
137288,49212
137288,137316
137288,137317
137288,137319
137288,137321
137288,137326
137288,137327
137288,137328
242386,258313
242386,258317
258327,14615
239552,11036
239552,88
239552,3994
239552,68381
239552,2177
239552,195535
239552,5163
197816,197815
9476,44119
9476,18395
9476,37318
9476,88
9476,38572
9476,3742
9476,115453
9476,62130
9476,46730
9476,22808
9476,38602
9476,22814
9476,95510
9476,95871
9476,20261
9476,162268
9476,139884
9476,46754
32515,88
32515,13116
32515,26340
32515,26153
32515,20716
32515,12751
32515,10053
32515,13879
32515,32534
258496,308
258496,18036
258496,18040
136540,70518
151687,2417
258526,3369
258526,832
45605,14907
45605,4665
45605,439
45605,14721
45605,11036
45605,88
45605,468
45605,11991
45605,26067
45605,170161
45605,5123
45605,492
45605,69451
45605,138766
45605,11876
45605,511
45605,15188
45605,3604
45605,3547
45605,76404
45605,15196
45605,553
45605,39883
45605,21979
45605,19605
45605,3807
45605,39885
45605,40974
45605,13808
45605,15513
45605,3998
45605,74766
45605,13820
45605,580
45605,14957
45605,166166
45605,55539
45605,39899
45605,4570
45605,68206
45605,164471
45605,11905
45605,29252
45605,138771
258538,3369
258546,88
258546,308
258638,531
190918,43877
190918,1276
190918,5226
190918,3604
190918,832
190918,2417
190918,6590
190918,84647
145852,16927
229243,12281
91264,59026
91264,59027
91264,59012
91264,137238
91264,137239
91264,137240
91264,137241
91264,137242
91264,137243
91264,137246
91264,137247
91264,137249
91264,137252
91264,137257
91264,74207
91264,137262
91264,137264
91264,137266
91264,137267
91264,137268
91264,137269
91264,137271
91264,13505
91264,137274
91264,137276
91264,137277
91264,137279
91264,137283
91264,137284
91264,137285
91264,137286
91264,13506
91264,137288
91264,125946
91264,137292
91264,137293
91264,137294
91264,137295
91264,137300
91264,137304
91264,137309
91264,49212
91264,137319
91264,137321
91264,137325
91264,137326
91264,137328
36956,6193
36956,1945
36956,16770
36956,885
26640,1276
26640,38365
26640,88
26640,3360
26640,51071
26640,71
26640,95377
26640,40618
26640,2417
26640,144003
26640,12462
26640,23710
26640,58514
26640,42667
26640,75682
26640,12510
26640,96918
26640,77999
137289,59026
137289,137237
137289,59027
137289,59012
137289,137238
137289,137239
137289,137240
137289,103921
137289,137241
137289,137242
137289,137243
137289,13502
137289,137244
137289,137245
137289,137246
137289,137247
137289,137248
137289,137249
137289,137250
137289,137251
137289,137252
137289,137253
137289,137254
137289,137255
137289,137256
137289,137257
137289,74207
137289,137258
137289,137259
137289,137261
137289,137262
137289,137263
137289,137264
137289,137267
137289,137268
137289,90540
137289,137330
137289,137269
137289,137270
137289,137271
137289,13505
137289,137272
137289,137273
137289,137274
137289,137275
137289,60686
137289,137276
137289,137277
137289,137278
137289,137279
137289,137280
137289,137281
137289,137282
137289,137283
137289,137284
137289,137285
137289,137331
137289,137286
137289,13506
137289,137287
137289,137288
137289,91264
137289,137290
137289,125946
137289,137291
137289,137292
137289,13508
137289,137293
137289,137294
137289,13509
137289,137297
137289,137298
137289,137299
137289,137300
137289,137301
137289,137302
137289,137303
137289,137304
137289,137305
137289,137306
137289,137307
137289,137308
137289,137309
137289,137310
137289,137311
137289,13510
137289,137312
137289,49212
137289,137314
137289,137316
137289,137317
137289,13511
137289,137318
137289,137319
137289,137320
137289,137321
137289,137322
137289,137323
137289,137328
61816,4
61816,29710
61816,26762
61816,4127
61816,50796
61816,26764
61816,4475
61816,27452
61816,48929
61816,531
61816,37582
61816,23227
61816,27917
61816,44652
61816,43914
61816,61005
61816,61833
61816,128799
61816,119385
61816,21715
244407,1276
244407,88
115005,4
115005,14907
115005,14721
115005,1276
115005,88
115005,468
115005,3972
115005,5226
115005,11991
115005,22924
115005,5123
115005,7406
115005,28390
115005,27483
115005,502
115005,511
115005,885
115005,15188
115005,3604
115005,832
115005,3547
115005,86066
115005,19604
115005,43742
115005,71
115005,553
115005,16649
115005,26153
115005,12022
115005,24637
115005,3998
115005,13811
115005,49125
115005,53967
137290,59026
137290,137237
137290,59027
137290,59012
137290,137238
137290,137239
137290,137240
137290,103921
137290,137241
137290,137242
137290,137243
137290,13502
137290,137244
137290,137245
137290,137246
137290,137247
137290,137248
137290,137249
137290,137250
137290,137251
137290,137252
137290,137253
137290,137254
137290,137255
137290,137256
137290,137257
137290,74207
137290,137258
137290,137259
137290,137261
137290,137262
137290,137263
137290,137264
137290,137267
137290,90540
137290,137330
137290,137269
137290,137270
137290,137271
137290,13505
137290,137272
137290,137273
137290,137274
137290,137275
137290,60686
137290,137276
137290,137277
137290,137279
137290,137280
137290,137281
137290,137282
137290,137283
137290,137284
137290,137285
137290,137331
137290,137286
137290,13506
137290,137287
137290,137288
137290,91264
137290,125946
137290,137291
137290,137292
137290,13508
137290,137293
137290,137294
137290,137295
137290,137296
137290,13509
137290,137297
137290,137299
137290,137300
137290,137301
137290,137302
137290,137303
137290,137304
137290,137305
137290,137306
137290,137307
137290,137308
137290,137309
137290,137310
137290,137311
137290,13510
137290,137312
137290,49212
137290,137314
137290,137316
137290,137317
137290,13511
137290,137318
137290,137319
137290,137320
137290,137321
137290,137322
137290,137323
137290,137326
137290,137328
50523,88
50523,205787
50523,225418
56903,1357
56903,28548
56903,5393
56903,26079
56903,221874
56903,111208
56903,34838
18086,4407
18086,48271
18086,22450
18086,2369
18086,11036
18086,117825
18086,88
18086,468
18086,179606
18086,492
18086,3598
18086,18309
18086,7801
18086,511
18086,49090
18086,4177
18086,3604
18086,3547
18086,37685
18086,43716
18086,11677
18086,15196
18086,24704
18086,13820
18086,44246
18086,73122
18086,38804
18086,91139
18086,15885
18086,221449
18086,259237
125946,59026
125946,137237
125946,59027
125946,59012
125946,137238
125946,137239
125946,103921
125946,137241
125946,137242
125946,137243
125946,137244
125946,137246
125946,137247
125946,137248
125946,137249
125946,137250
125946,137252
125946,137253
125946,137254
125946,137255
125946,137257
125946,74207
125946,137258
125946,137259
125946,137262
125946,137263
125946,137267
125946,137268
125946,137269
125946,137271
125946,13505
125946,137274
125946,60686
125946,137276
125946,137278
125946,137279
125946,137282
125946,137283
125946,137286
125946,13506
125946,137288
125946,91264
125946,137292
125946,137293
125946,137294
125946,137297
125946,137298
125946,137301
125946,137302
125946,137303
125946,137304
125946,137306
125946,137307
125946,137310
125946,49212
125946,137321
125946,137326
125946,137328
137291,59026
137291,137237
137291,59027
137291,59012
137291,137238
137291,137239
137291,137240
137291,103921
137291,137241
137291,137242
137291,137243
137291,13502
137291,137244
137291,137245
137291,137246
137291,137247
137291,137248
137291,137249
137291,137250
137291,137251
137291,137252
137291,137253
137291,137254
137291,137255
137291,137256
137291,137257
137291,74207
137291,137258
137291,137259
137291,137261
137291,137262
137291,137263
137291,137264
137291,137266
137291,137267
137291,137268
137291,90540
137291,137330
137291,137269
137291,137270
137291,137271
137291,13505
137291,137272
137291,137273
137291,137274
137291,137275
137291,60686
137291,137276
137291,137277
137291,137278
137291,137279
137291,137280
137291,137281
137291,137282
137291,137283
