L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
1573,154,6,6,3000,3162450,3,1,449642453,330563436,33965,34032,33969,749443834,86983390,411815021
1574,48,7,1,4100,3886964,6,2,146356532,777177650,35495,35468,35519,785149710,365042431,917641099
1574,191,5,2,5000,5455950,0,5,146356532,777177650,35411,35473,35413,862871618,944913022,1046220599
1574,55,3,3,2500,2387625,6,2,146356532,777177650,35444,35473,35471,749443834,86983390,859461187
1574,191,4,4,600,654714,3,5,146356532,777177650,35483,35462,35488,106211174,365042431,291196672
1574,109,4,5,600,605460,5,5,146356532,777177650,35468,35489,35473,785149710,431484053,150183027
1574,5,2,6,4200,3801000,7,1,146356532,777177650,35416,35441,35425,106211174,944913022,271296100
1574,136,7,7,1400,1450582,4,1,146356532,777177650,35427,35447,35448,106211174,365042431,13842240
1575,29,10,1,4200,3901883,5,8,146356532,777177650,34991,35026,34994,749443834,250142940,665971368
1575,36,7,2,3900,3650517,0,6,146356532,777177650,35000,34985,35011,785149710,86983390,611331189
1575,2,5,3,1200,1082400,1,5,146356532,777177650,35058,35012,35085,862871618,365042431,110221797
1575,111,1,4,3900,3943329,7,0,146356532,777177650,34963,35006,34965,862871618,86983390,139396607
1575,83,4,5,1000,983079,9,0,146356532,777177650,35072,35021,35075,749443834,250142940,397299118
1575,178,6,6,1400,1509438,8,6,146356532,777177650,35001,35037,35031,106211174,365042431,392076861
1575,117,1,7,4800,4882128,8,4,146356532,777177650,35020,34995,35038,749443834,86983390,238447592
1600,172,10,1,2000,2144340,2,1,378580043,330563436,34134,34080,34150,785149710,944913022,7258883
1600,44,3,2,4800,4531392,7,2,378580043,330563436,34074,34071,34090,749443834,944913022,606465517
1600,39,10,3,800,751224,4,7,378580043,330563436,34033,34079,34052,862871618,944913022,67825395
1600,69,8,4,2500,2422650,0,6,449642453,330563436,34112,34064,34123,862871618,1001693018,762190895
1600,147,8,5,3000,3141420,3,8,378580043,330563436,34121,34090,34125,749443834,250142940,717533602
1601,167,8,1,600,640296,0,0,449642453,330563436,34624,34603,34628,785149710,407419891,411810257
1601,175,3,2,5000,5375850,3,2,378580043,330563436,34690,34628,34708,785149710,944913022,600489789
1601,90,1,3,1400,1386126,4,8,378580043,330563436,34592,34658,34608,749443834,250142940,914228034
1602,183,4,1,400,433272,8,6,378580043,330563436,34271,34215,34292,106211174,250142940,297840703
1603,39,5,1,100,93903,8,0,378580043,330563436,34196,34214,34201,862871618,1001693018,484578490
1603,66,5,2,2900,2801574,6,8,449642453,330563436,34238,34230,34268,106211174,407419891,940583342
1604,42,3,1,1500,1413060,9,8,378580043,330563436,34232,34213,34239,862871618,431484053,230239389
1604,141,4,2,3700,3852218,6,6,449642453,330563436,34201,34231,34220,785149710,407419891,425802100
1604,114,8,3,1900,1926809,9,7,449642453,330563436,34255,34244,34280,785149710,250142940,1042396763
1604,175,4,4,1500,1612755,3,0,378580043,330563436,34220,34210,34240,862871618,250142940,422053488
1604,21,4,5,2300,2118346,8,5,449642453,330563436,34251,34209,34258,749443834,250142940,637092865
1605,142,1,1,4700,4898058,0,1,146356532,777177650,35912,35956,35933,749443834,365042431,50917628
1605,180,8,2,1800,1944324,10,0,146356532,777177650,35926,35961,35947,785149710,1001693018,104691805
1605,59,10,3,3900,3740294,2,3,146356532,777177650,35986,35949,36014,749443834,431484053,318320788
1605,183,4,4,2500,2707950,6,2,146356532,777177650,35939,35958,35949,785149710,365042431,921707900
1606,115,6,1,2100,2131731,4,0,146356532,777177650,35581,35611,35606,749443834,250142940,174753341
1606,174,3,2,3500,3759594,0,2,146356532,777177650,35599,35598,35601,785149710,86983390,788577967
1606,100,4,3,2300,2300230,0,6,146356532,777177650,35537,35605,35548,106211174,431484053,868540935
1606,97,9,4,2000,1994180,2,4,146356532,777177650,35549,35574,35576,862871618,86983390,191434264
1606,71,10,5,1400,1359498,10,1,146356532,777177650,35567,35614,35589,785149710,944913022,57402523
1607,190,1,1,200,218038,2,0,146356532,777177650,35073,35108,35081,749443834,431484053,438168375
1607,119,3,2,3700,3770707,5,2,146356532,777177650,35120,35111,35138,106211174,365042431,559638808
1607,123,4,3,3900,3990168,0,0,146356532,777177650,35094,35105,35109,106211174,944913022,764440783
1607,76,6,4,3400,3318637,5,6,146356532,777177650,35068,35117,35072,749443834,407419891,734210593
1607,178,8,5,4800,5175216,0,5,146356532,777177650,35115,35106,35131,862871618,431484053,825172740
1632,191,5,1,4700,5128593,8,0,146356532,777177650,35453,35468,35478,862871618,250142940,292919702
1632,148,7,2,1400,1467396,8,5,146356532,777177650,35443,35484,35456,106211174,250142940,759432258
1632,177,6,3,4700,5062699,3,4,146356532,777177650,35457,35490,35480,106211174,431484053,840625385
1632,57,9,4,3300,3158265,9,2,146356532,777177650,35519,35483,35547,862871618,1001693018,833493691
1632,142,1,5,4300,4481202,10,3,146356532,777177650,35483,35478,35512,749443834,944913022,199181467
1633,178,7,1,3500,3773594,1,2,146356532,777177650,35071,35033,35083,785149710,1001693018,310430072
1633,5,6,2,1500,1357500,0,5,146356532,777177650,35044,35014,35066,862871618,944913022,402129283
1634,48,9,1,2100,1990884,0,0,146356532,777177650,35340,35358,35368,106211174,431484053,1061490056
1634,172,3,2,4400,4717548,5,1,146356532,777177650,35323,35376,35339,785149710,407419891,718070539
1634,19,10,3,2100,1929921,6,7,146356532,777177650,35383,35357,35394,106211174,86983390,519403203
1634,68,3,4,1700,1645702,8,7,146356532,777177650,35365,35351,35369,862871618,407419891,263297472
1634,76,7,5,200,195214,7,4,146356532,777177650,35389,35364,35414,106211174,407419891,510713072
1634,170,9,6,1100,1177187,1,8,146356532,777177650,35340,35403,35350,749443834,407419891,59951202
1634,13,7,7,3500,3195535,6,2,146356532,777177650,35392,35392,35409,862871618,250142940,564772091
1635,71,1,1,300,291321,6,8,146356532,777177650,35500,35512,35514,785149710,944913022,514928962
1635,90,1,2,800,792072,4,5,146356532,777177650,35548,35539,35557,749443834,365042431,40292926
1635,114,5,3,2000,2028220,7,1,146356532,777177650,35567,35519,35596,862871618,944913022,908635969
1635,77,5,4,4000,3908280,1,4,146356532,777177650,35484,35507,35499,862871618,250142940,775915322
1636,85,6,1,200,197016,9,3,146356532,777177650,35697,35662,35706,106211174,86983390,851489060
1636,169,10,2,4500,4811220,3,1,146356532,777177650,35623,35648,35636,785149710,250142940,1030099736
1636,108,1,3,2400,2419440,7,8,146356532,777177650,35708,35652,35736,862871618,431484053,907619480
1636,153,1,4,4300,4528545,6,0,146356532,777177650,35663,35650,35688,106211174,1001693018,703899116
1636,19,6,5,2200,2021822,5,2,146356532,777177650,35631,35658,35643,785149710,365042431,793063800
1636,63,2,6,3400,3274404,10,1,146356532,777177650,35651,35680,35663,106211174,86983390,507880094
1636,114,1,7,700,709877,4,0,146356532,777177650,35637,35681,35640,106211174,431484053,486820763
1637,86,7,1,4900,4831792,2,3,146356532,330563436,34856,34806,34879,785149710,1001693018,1055876316
1637,73,2,2,100,97307,10,2,449642453,330563436,34742,34782,34765,862871618,365042431,959771809
1637,22,1,3,1000,922020,2,5,378580043,330563436,34749,34773,34767,106211174,365042431,66819687
1637,93,5,4,4200,4170978,6,1,449642453,330563436,34774,34811,34787,785149710,407419891,742740165
1637,5,8,5,2500,2262500,5,0,378580043,330563436,34855,34782,34856,785149710,250142940,375373818
1637,109,4,6,3800,3834580,2,8,378580043,330563436,34776,34822,34801,749443834,407419891,272482296
1637,52,10,7,2100,1999305,7,8,449642453,330563436,34817,34817,34822,785149710,407419891,125934534
1638,6,7,1,4600,4167600,3,2,146356532,777177650,35717,35729,35741,785149710,431484053,887101144
1638,149,10,2,3000,3147420,0,4,146356532,777177650,35767,35688,35768,106211174,1001693018,750530488
1638,31,7,3,500,465514,8,7,146356532,777177650,35716,35733,35740,749443834,944913022,405250046
1638,56,8,4,1900,1816495,0,8,146356532,777177650,35716,35728,35735,749443834,431484053,425493064
1638,143,6,5,2500,2607850,5,3,146356532,777177650,35707,35701,35734,749443834,1001693018,1051145971
1638,155,10,6,4600,4853690,7,8,146356532,777177650,35660,35711,35680,785149710,365042431,909907922
1639,187,8,1,2400,2609232,7,0,146356532,777177650,34933,34976,34940,785149710,1001693018,955951591
1639,43,6,2,3800,3583551,1,4,146356532,777177650,34932,35010,34938,862871618,944913022,706281378
1639,171,10,3,4100,4391797,4,2,146356532,777177650,35050,35012,35074,749443834,944913022,234510230
1664,118,5,1,4800,4886928,4,2,146356532,777177650,35235,35184,35263,862871618,250142940,684624708
1664,173,2,2,3000,3219510,6,5,146356532,777177650,35157,35187,35186,785149710,944913022,432063545
1664,151,2,3,1000,1051150,0,6,146356532,777177650,35163,35196,35190,862871618,250142940,894642007
1664,155,3,4,3500,3693025,0,4,146356532,777177650,35128,35199,35131,749443834,1001693018,813016696
1664,57,8,5,900,861345,7,4,146356532,777177650,35168,35197,35194,749443834,86983390,727915911
1664,141,8,6,4000,4164560,9,7,146356532,777177650,35155,35175,35170,785149710,1001693018,456875749
1665,47,6,1,400,378816,2,3,449642453,330563436,34576,34490,34587,749443834,86983390,411533852
1665,78,6,2,100,97807,3,5,378580043,330563436,34474,34519,34476,862871618,86983390,613428158
1666,185,6,1,3000,3255540,4,3,146356532,777177650,34998,35031,35019,862871618,365042431,718823941
1666,64,1,2,2000,1928120,1,0,146356532,777177650,35089,35043,35093,106211174,1001693018,816902312
1666,134,10,3,3100,3205803,5,7,146356532,777177650,35104,35073,35121,785149710,250142940,791444070
1666,169,8,4,4100,4383556,6,8,146356532,777177650,35030,35066,35055,106211174,86983390,179066167
1667,21,4,1,600,552612,4,2,146356532,777177650,35769,35748,35795,785149710,944913022,298353205
1667,22,1,2,2900,2673858,6,7,146356532,777177650,35716,35741,35743,862871618,431484053,681042779
1667,95,8,3,4800,4776432,5,1,146356532,777177650,35820,35799,35833,862871618,407419891,326202807
1667,59,1,4,2400,2301720,4,1,146356532,777177650,35715,35763,35741,862871618,431484053,287448407
1667,195,9,5,200,219038,7,0,146356532,777177650,35779,35754,35809,106211174,407419891,474228045
1667,48,7,6,600,568824,1,3,146356532,777177650,35814,35781,35821,106211174,86983390,376524952
1667,40,6,7,1900,1786075,9,3,146356532,777177650,35816,35756,35819,749443834,407419891,812551418
1668,132,8,1,800,825704,6,1,146356532,777177650,35632,35710,35646,749443834,944913022,866706270
1668,1,8,2,2500,2252500,1,6,146356532,777177650,35648,35699,35672,106211174,86983390,939442056
1668,75,5,3,4200,4095294,8,1,146356532,777177650,35649,35679,35671,106211174,944913022,537144873
1668,191,5,4,900,982070,5,3,146356532,777177650,35718,35676,35733,785149710,250142940,520116824
1668,128,9,5,2500,2570300,1,2,146356532,777177650,35709,35691,35712,749443834,1001693018,515445992
1668,10,3,6,3800,3458037,7,1,146356532,777177650,35666,35688,35676,749443834,86983390,997517144
1669,79,10,1,2400,2349768,4,8,146356532,777177650,35675,35639,35691,749443834,250142940,753577310
1670,32,3,1,4100,3821323,7,1,146356532,777177650,35628,35660,35632,749443834,86983390,198486409
1670,122,3,2,1000,1022120,7,3,146356532,777177650,35685,35656,35694,106211174,407419891,945631246
1670,186,7,3,4100,4453338,7,7,146356532,777177650,35628,35645,35635,785149710,407419891,898763986
1671,149,2,1,2100,2203194,2,7,146356532,777177650,35272,35334,35283,862871618,365042431,919361011
1671,96,10,2,400,398436,5,0,146356532,777177650,35305,35325,35329,749443834,86983390,824832167
1671,124,3,3,1100,1126532,6,8,146356532,777177650,35322,35357,35324,106211174,407419891,247207950
1671,178,7,4,500,539085,0,0,146356532,777177650,35381,35356,35392,862871618,944913022,15038969
1671,127,8,5,1200,1232544,7,4,146356532,777177650,35384,35308,35414,785149710,250142940,1055480791
1671,197,9,6,4600,5047074,8,5,146356532,777177650,35319,35350,35334,862871618,1001693018,939905820
1696,16,3,1,800,732808,4,2,146356532,777177650,35911,35831,35923,106211174,86983390,1020757174
1696,139,5,2,1300,1350869,8,6,146356532,777177650,35853,35877,35876,862871618,86983390,510002786
1696,2,5,3,1900,1713800,8,5,146356532,777177650,35916,35865,35941,862871618,1001693018,811543574
1696,193,4,4,2100,2295699,5,0,146356532,777177650,35917,35842,35920,106211174,431484053,878300711
1696,94,7,5,4300,4274587,3,6,146356532,777177650,35838,35881,35844,785149710,944913022,641894590
1697,75,5,1,600,585042,5,0,146356532,777177650,35456,35394,35459,106211174,944913022,18177167
1697,104,7,2,2400,2409840,0,8,146356532,777177650,35426,35416,35438,106211174,407419891,487244478
1697,124,9,3,2700,2765124,6,0,146356532,777177650,35448,35399,35464,785149710,431484053,646500170
1697,94,5,4,4900,4871041,8,4,146356532,777177650,35404,35430,35428,785149710,86983390,1038986329
1697,35,1,5,1900,1776557,3,7,146356532,777177650,35436,35379,35439,749443834,944913022,239399394
1698,97,8,1,4400,4387196,5,5,146356532,777177650,35564,35614,35575,106211174,250142940,683615617
1698,93,5,2,600,595854,8,0,146356532,777177650,35661,35587,35674,749443834,250142940,1028477224
1698,21,6,3,2200,2026243,3,4,146356532,777177650,35647,35576,35664,749443834,86983390,520043179
1698,112,6,4,1900,1923009,0,7,146356532,777177650,35613,35600,35641,106211174,250142940,84502487
1698,53,4,5,3700,3526285,0,3,146356532,777177650,35564,35577,35575,106211174,365042431,901635646
1698,166,7,6,1500,1599240,10,1,146356532,777177650,35629,35586,35630,862871618,250142940,903287774
1699,38,9,1,5000,4690150,0,6,449642453,330563436,34417,34414,34442,106211174,944913022,318013001
1699,135,6,2,1700,1759721,7,2,378580043,330563436,34344,34403,34371,106211174,365042431,897418520
1700,140,1,1,3800,3952532,4,4,146356532,777177650,35339,35271,35358,106211174,250142940,943338844
1700,156,7,2,4900,5175135,4,0,146356532,777177650,35332,35272,35352,106211174,86983390,807557591
1701,150,9,1,4700,4935705,8,5,378580043,330563436,33747,33782,33768,106211174,250142940,898898969
1701,54,5,2,200,190810,1,4,378580043,330563436,33777,33795,33782,785149710,407419891,356593150
1701,35,1,3,2600,2431078,10,6,378580043,330563436,33757,33794,33787,749443834,944913022,154119763
1702,67,2,1,1900,1837414,2,1,146356532,330563436,34850,34878,34877,106211174,1001693018,883941789
1702,30,5,2,3800,3534114,0,0,146356532,777177650,34941,34858,34950,749443834,1001693018,553455720
1702,195,6,3,4600,5037874,0,8,146356532,777177650,34892,34878,34898,106211174,944913022,496655543
1702,93,4,4,2800,2780652,7,5,378580043,330563436,34858,34904,34864,862871618,365042431,25684570
1702,89,10,5,3400,3362872,1,6,146356532,777177650,34882,34856,34906,749443834,365042431,115964213
1702,42,9,6,2800,2637712,10,0,146356532,777177650,34923,34909,34948,785149710,250142940,772917208
1703,166,5,1,3600,3838176,9,1,378580043,330563436,34079,34031,34081,749443834,407419891,490320158
1703,137,8,2,3500,3629955,1,8,378580043,330563436,34071,34057,34084,106211174,250142940,152972815
1703,124,5,3,4800,4915776,6,2,378580043,330563436,34005,34077,34022,862871618,365042431,852790468
1728,126,5,1,100,102611,7,4,146356532,777177650,35322,35294,35324,785149710,944913022,217672642
1728,105,8,2,2300,2311730,5,2,146356532,777177650,35314,35268,35326,106211174,944913022,497110879
1728,165,10,3,4400,4686704,8,7,146356532,777177650,35275,35236,35281,785149710,944913022,816602659
1728,27,8,4,3400,3151868,8,5,146356532,777177650,35303,35264,35318,749443834,431484053,404279738
1728,199,2,5,3100,3407489,9,2,146356532,777177650,35270,35242,35289,106211174,1001693018,850063883
1729,157,8,1,1200,1268580,8,4,449642453,330563436,33825,33807,33830,785149710,250142940,115292797
1730,166,5,1,4100,4371256,1,3,146356532,777177650,36016,36034,36038,862871618,86983390,829813229
1730,162,3,2,1500,1593240,7,4,146356532,777177650,36043,36048,36066,862871618,365042431,583563868
1730,162,1,3,900,955944,10,0,146356532,777177650,36054,36051,36057,749443834,944913022,608576617
1730,10,7,4,4000,3640040,2,3,146356532,777177650,36068,36072,36069,106211174,407419891,877035874
1730,141,4,5,4300,4476902,4,6,146356532,777177650,36092,36088,36099,749443834,86983390,808073623
1731,184,5,1,3600,3903048,10,0,146356532,777177650,35171,35156,35182,862871618,431484053,137659717
1731,139,10,2,700,727391,4,7,146356532,777177650,35164,35106,35183,749443834,1001693018,1027050348
1731,51,9,3,5000,4755250,5,4,146356532,777177650,35076,35135,35091,785149710,250142940,722476899
1731,196,10,4,2300,2521237,10,4,146356532,777177650,35175,35118,35199,862871618,250142940,652067859
1731,53,4,5,3700,3526285,10,5,146356532,777177650,35183,35139,35210,862871618,250142940,784479670
1731,124,7,6,4100,4198892,3,8,146356532,777177650,35158,35121,35184,862871618,250142940,328440646
1732,5,6,1,5000,4525000,2,1,378580043,330563436,34306,34355,34321,862871618,944913022,70844378
1732,99,10,2,3600,3596724,1,3,449642453,330563436,34406,34372,34424,749443834,86983390,629017270
1732,161,8,3,4100,4350756,0,4,378580043,330563436,34383,34339,34390,862871618,365042431,62485847
1732,152,3,4,900,946935,4,4,449642453,330563436,34388,34361,34407,862871618,944913022,359104254
1732,169,8,5,2500,2672900,2,5,449642453,330563436,34378,34339,34384,785149710,1001693018,832917324
1732,73,1,6,1600,1556912,1,5,378580043,330563436,34339,34334,34357,785149710,407419891,1043355387
1733,111,5,1,4100,4145551,8,1,146356532,777177650,35227,35252,35251,862871618,365042431,546885845
1733,24,7,2,1600,1478432,0,4,146356532,777177650,35303,35269,35333,785149710,431484053,918105262
1733,120,10,3,2900,2958348,10,6,146356532,777177650,35260,35283,35272,106211174,86983390,704593285
1733,136,7,4,3800,3937294,1,3,146356532,777177650,35301,35267,35303,106211174,944913022,817077263
1733,34,5,5,2200,2054866,6,7,146356532,777177650,35260,35268,35274,785149710,365042431,711798783
1733,66,7,6,900,869454,6,8,146356532,777177650,35208,35267,35224,785149710,86983390,620435776
1733,146,9,7,1300,1359982,2,3,146356532,777177650,35278,35277,35293,106211174,431484053,877107838
1734,155,3,1,3800,4009569,3,3,378580043,330563436,34553,34582,34556,785149710,944913022,478680924
1734,118,2,2,400,407244,6,3,449642453,330563436,34564,34530,34569,749443834,365042431,621287855
1735,156,7,1,4300,4541445,2,6,449642453,330563436,33981,34051,34000,749443834,944913022,1043939889
1735,139,5,2,4900,5091737,3,4,449642453,330563436,33967,34001,33992,862871618,86983390,215429970
1760,96,9,1,3800,3785142,9,3,146356532,777177650,35229,35243,35255,106211174,431484053,241368615
1760,8,9,2,300,272400,0,6,146356532,777177650,35262,35245,35276,106211174,250142940,117014085
1760,137,8,3,4400,4563372,5,1,146356532,777177650,35225,35230,35246,785149710,1001693018,993264352
1761,52,4,1,3300,3141765,9,3,378580043,330563436,34335,34355,34363,106211174,944913022,659486354
1761,52,3,2,3700,3522585,2,7,378580043,330563436,34380,34399,34407,106211174,250142940,645466807
1761,49,6,3,3700,3511448,6,4,378580043,330563436,34334,34403,34357,749443834,86983390,892008791
1761,73,1,4,4900,4768043,6,7,378580043,330563436,34340,34394,34368,862871618,944913022,814972850
1761,157,5,5,3700,3911455,3,4,378580043,330563436,34446,34405,34451,862871618,431484053,740628461
1761,24,7,6,1200,1108824,1,5,449642453,330563436,34438,34399,34443,749443834,365042431,28205312
1761,1,6,7,1300,1171300,3,8,378580043,330563436,34397,34409,34413,749443834,86983390,419713704
1762,26,5,1,1500,1389030,4,8,449642453,330563436,34684,34634,34714,862871618,1001693018,969747121
1762,50,3,2,3900,3705194,10,2,449642453,330563436,34587,34645,34613,749443834,431484053,620303199
1762,32,8,3,700,652421,5,1,378580043,330563436,34578,34607,34585,106211174,1001693018,787398252
1762,145,2,4,2400,2508336,3,3,449642453,330563436,34666,34638,34686,106211174,1001693018,535174507
1762,8,9,5,4900,4449200,8,5,449642453,330563436,34625,34638,34646,862871618,407419891,999760134
1762,94,7,6,3500,3479315,5,5,449642453,330563436,34661,34626,34664,785149710,365042431,1028335370
1762,73,3,7,4700,4573429,3,1,449642453,330563436,34638,34612,34644,106211174,407419891,744191270
1763,12,9,1,2200,2006422,9,6,146356532,777177650,35445,35443,35462,862871618,407419891,239442430
1763,157,5,2,4300,4545745,4,4,146356532,777177650,35371,35406,35395,749443834,944913022,514914655
1763,25,10,3,1600,1480032,6,2,146356532,777177650,35409,35401,35422,749443834,250142940,1015036282
1763,61,6,4,4400,4228664,4,5,146356532,777177650,35401,35434,35422,749443834,1001693018,786701634
1763,147,4,5,1300,1361282,3,5,146356532,777177650,35390,35452,35402,862871618,407419891,581406252
1763,143,4,6,300,312942,5,3,146356532,777177650,35407,35403,35432,862871618,944913022,847377469
1763,184,5,7,200,216836,5,7,146356532,777177650,35486,35401,35514,785149710,944913022,803130183
1764,121,2,1,2000,2042240,9,2,449642453,330563436,33762,33744,33789,785149710,431484053,632821504
1764,67,4,2,300,290118,7,7,378580043,330563436,33735,33760,33748,785149710,250142940,984882829
1764,78,6,3,2700,2640789,7,4,449642453,330563436,33728,33733,33745,785149710,86983390,1042367537
1765,161,2,1,3600,3820176,8,4,146356532,777177650,35124,35110,35136,749443834,407419891,875157140
1766,87,8,1,3200,3158656,8,1,146356532,777177650,35436,35378,35459,862871618,365042431,929219118
1766,34,10,2,1200,1120836,5,1,146356532,777177650,35364,35415,35382,749443834,365042431,1044204962
1766,111,1,3,100,101111,10,2,146356532,777177650,35449,35435,35478,106211174,86983390,491136928
1767,25,4,1,3200,2960064,8,4,449642453,330563436,34839,34831,34840,785149710,407419891,530293165
1767,42,1,2,100,94204,9,5,146356532,777177650,34871,34842,34881,862871618,250142940,1034220495
1767,174,5,3,2400,2578008,6,3,378580043,330563436,34772,34816,34798,749443834,250142940,304740462
1767,23,8,4,5000,4615100,1,2,378580043,330563436,34846,34801,34863,106211174,1001693018,372080633
1767,52,10,5,4000,3808200,6,0,378580043,330563436,34803,34823,34808,862871618,365042431,714929576
1792,88,9,1,900,889271,9,4,378580043,330563436,34391,34312,34403,862871618,365042431,16220517
1792,9,6,2,500,454500,4,2,378580043,330563436,34376,34335,34391,749443834,86983390,932495321
1792,9,2,3,800,727200,1,4,449642453,330563436,34384,34358,34390,749443834,250142940,770004620
1792,191,3,4,4500,4910355,0,1,449642453,330563436,34390,34325,34398,749443834,431484053,961238188
1792,199,2,5,3500,3847165,6,5,378580043,330563436,34363,34352,34380,106211174,944913022,119623739
1793,48,5,1,2900,2749316,1,6,378580043,330563436,33899,33865,33929,106211174,431484053,202130235
1793,126,9,2,400,410447,7,5,449642453,330563436,33811,33840,33835,785149710,250142940,789525687
1793,131,7,3,600,618678,1,5,378580043,330563436,33866,33850,33876,749443834,1001693018,300853430
1793,118,8,4,400,407244,0,8,378580043,330563436,33872,33866,33882,749443834,365042431,879227006
1793,25,6,5,4200,3885083,3,3,449642453,330563436,33888,33877,33912,106211174,250142940,372978978
1794,168,9,1,3600,3845376,9,8,146356532,777177650,35739,35733,35750,862871618,944913022,996124685
1794,95,8,2,300,298527,2,3,146356532,777177650,35747,35778,35752,749443834,944913022,1032209281
1794,117,8,3,2300,2339353,8,4,146356532,777177650,35714,35762,35729,862871618,365042431,477196094
1794,85,6,4,3400,3349272,6,8,146356532,777177650,35700,35745,35708,862871618,407419891,35607512
1794,117,4,5,4700,4780417,10,6,146356532,777177650,35808,35762,35838,749443834,86983390,686623293
1794,91,3,6,3700,3667033,1,1,146356532,777177650,35805,35783,35810,749443834,431484053,1003975345
1795,137,8,1,4400,4563372,8,8,449642453,330563436,34450,34476,34479,106211174,365042431,75689615
1795,114,5,2,3400,3447974,8,0,449642453,330563436,34446,34484,34460,749443834,407419891,217515357
1795,168,3,3,2500,2670400,7,1,449642453,330563436,34470,34474,34472,862871618,250142940,120125105
1795,125,8,4,3200,3280383,3,6,378580043,330563436,34462,34443,34469,749443834,407419891,530315560
1795,163,8,5,1100,1169476,8,2,378580043,330563436,34502,34446,34515,862871618,86983390,629827023
1796,10,1,1,2800,2548028,8,4,449642453,330563436,33937,33968,33960,749443834,944913022,26780135
1796,185,6,2,800,868144,0,8,378580043,330563436,33974,33971,33977,106211174,407419891,391782462
1797,31,7,1,1700,1582751,1,2,146356532,777177650,35281,35255,35304,106211174,86983390,563570925
1797,145,2,2,1600,1672224,1,0,146356532,777177650,35217,35265,35221,106211174,944913022,833023812
1797,12,9,3,2100,1915221,2,1,146356532,777177650,35280,35280,35281,749443834,365042431,246822939
1798,109,10,1,4300,4339130,1,8,146356532,777177650,35667,35724,35680,749443834,431484053,315174634
1799,52,10,1,800,761640,4,8,378580043,330563436,34497,34479,34510,862871618,431484053,887556728
1799,27,10,2,4200,3893483,2,2,378580043,330563436,34427,34450,34431,749443834,944913022,893824560
1824,120,10,1,4500,4590540,3,2,378580043,330563436,34565,34504,34594,106211174,250142940,269538739
1824,69,4,2,4000,3876240,10,3,449642453,330563436,34460,34537,34489,106211174,944913022,80723086
1825,156,1,1,4300,4541445,5,5,449642453,330563436,34381,34382,34393,862871618,250142940,601150314
1825,148,5,2,3900,4087746,0,0,378580043,330563436,34423,34344,34443,749443834,1001693018,738537212
1825,17,4,3,700,641907,4,3,449642453,330563436,34334,34362,34362,862871618,1001693018,960870931
1825,121,10,4,2300,2348576,5,1,378580043,330563436,34340,34371,34351,106211174,431484053,402069799
1825,178,9,5,3300,3557961,4,4,449642453,330563436,34308,34392,34317,862871618,250142940,263161081
1826,27,10,1,400,370808,6,0,378580043,330563436,33788,33765,33818,749443834,431484053,554282395
1826,68,3,2,900,871254,7,7,378580043,330563436,33795,33794,33798,749443834,86983390,428756147
1826,176,4,3,1400,1506638,5,1,449642453,330563436,33720,33753,33747,785149710,86983390,856147376
1826,180,9,4,600,648108,5,4,378580043,330563436,33783,33739,33813,749443834,250142940,438448279
1826,135,1,5,4600,4761598,5,6,378580043,330563436,33724,33778,33748,862871618,944913022,203321802
1826,108,3,6,4300,4334830,2,3,449642453,330563436,33811,33767,33817,106211174,431484053,25499530
1827,90,1,1,4700,4653423,0,1,146356532,777177650,35276,35282,35298,862871618,250142940,953786806
1827,154,9,2,4800,5059920,3,5,146356532,777177650,35303,35321,35307,785149710,250142940,335054302
1827,200,1,3,3700,4070740,1,7,146356532,777177650,35264,35293,35283,749443834,1001693018,615220940
1827,127,10,4,400,410847,4,4,146356532,777177650,35266,35316,35286,749443834,250142940,844398484
1827,80,10,5,2400,2352192,0,8,146356532,777177650,35282,35307,35310,749443834,407419891,987751685
1827,21,2,6,700,644714,10,2,146356532,777177650,35303,35282,35306,749443834,365042431,236166059
1827,6,7,7,3800,3442800,5,1,146356532,777177650,35353,35304,35374,862871618,407419891,504136924
1828,100,4,1,3300,3300330,5,4,378580043,330563436,34510,34493,34537,785149710,944913022,484404790
1828,13,3,2,4000,3652040,8,7,378580043,330563436,34457,34515,34471,785149710,1001693018,97924687
1828,196,7,3,1100,1205809,7,8,378580043,330563436,34534,34480,34557,749443834,944913022,336783816
1828,8,3,4,4500,4086000,2,5,378580043,330563436,34467,34481,34480,785149710,250142940,652745922
1828,79,7,5,1400,1370698,1,8,449642453,330563436,34472,34485,34477,862871618,407419891,530245826
1829,150,7,1,1200,1260180,5,6,449642453,330563436,34567,34526,34579,749443834,944913022,511769422
1829,5,6,2,1100,995500,4,5,449642453,330563436,34470,34496,34490,785149710,431484053,385859496
1829,104,9,3,4900,4920090,9,8,449642453,330563436,34570,34545,34591,106211174,86983390,743245059
1829,153,4,4,1400,1474410,3,6,449642453,330563436,34559,34491,34574,862871618,365042431,160458790
1829,166,5,5,600,639696,2,7,449642453,330563436,34553,34549,34580,749443834,431484053,252452121
1829,115,5,6,3600,3654396,9,4,378580043,330563436,34493,34506,34505,106211174,944913022,989883076
