U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
43726,11,18,29,166539,166539
43742,198,0,198,128634,128634
43751,2,10,12,133536,133536
43772,2,6,8,155698,155698
43789,0,0,0,132578,132578
43810,1,1,2,80406,80406
43812,2,2,4,80052,80052
43815,11,15,26,172391,172391
43848,2,3,5,159643,159643
43867,11,3,14,157784,157784
43872,4,4,8,149683,149683
43877,5,4,9,161444,161444
43880,1,2,3,161716,161716
43896,1,2,3,74847,74847
43899,1,2,3,76025,76025
43912,9,10,19,149846,149846
43914,46,18,64,147704,147704
43925,14,5,19,134521,134521
43934,17,19,36,150035,150035
43939,3,3,6,73967,73967
43975,62,1,63,146522,146522
43982,0,12,12,162481,162481
43996,10,22,32,71790,71790
44013,3,23,26,147026,147026
44024,8,7,15,136236,136236
44049,0,5,5,149039,149039
44060,4,2,6,156863,156863
44080,4,13,17,105480,105480
44086,8,12,20,81580,81580
44119,5,9,14,73872,73872
44141,1,1,2,101425,101425
44191,1,7,8,144998,144998
44246,52,60,112,137420,137420
44307,9,15,24,118677,118677
44308,11,11,22,84375,84375
44316,6,13,19,72690,72690
44324,2,3,5,144849,144849
44354,0,1,1,156913,156913
44415,0,3,3,77684,77684
44446,202,56,258,149278,149278
44484,3,3,6,149436,149436
44492,1,1,2,151468,151468
44493,1,2,3,149485,149485
44516,0,4,4,141353,141353
44524,4,5,9,63674,63674
44545,1,0,1,166643,166643
44548,3,3,6,140666,140666
44576,2,1,3,141686,141686
44620,11,8,19,120447,120447
44644,12,9,21,89765,89765
44652,5,5,10,115180,115180
44657,2,4,6,146778,146778
44682,0,1,1,157178,157178
44686,0,0,0,138349,138349
44726,2,2,4,22983,22983
44738,5,6,11,100619,100619
44768,0,2,2,143250,143250
44784,0,0,0,44169,44169
44798,1,1,2,68778,68778
44799,3,8,11,59928,59928
44873,0,1,1,150627,150627
44883,6,6,12,138823,138823
44898,0,0,0,134054,134054
44933,15,3,18,75028,75028
44946,2,10,12,126361,126361
44960,0,0,0,150198,150198
44969,1,8,9,112385,112385
44973,4,2,6,157331,157331
44989,1,4,5,74343,74343
45006,17,10,27,98482,98482
45008,5,0,5,110727,110727
45013,42,41,83,149637,149637
45063,9,27,36,141992,141992
45082,2,8,10,154008,154008
45091,0,1,1,161953,161953
45166,2,0,2,148819,148819
45213,0,1,1,131287,131287
45230,3,0,3,127740,127740
45262,2,4,6,148086,148086
45272,7,5,12,146253,146253
45308,0,2,2,19423,19423
45350,18,5,23,163084,163084
45363,0,1,1,165630,165630
45405,0,1,1,126728,126728
45424,4,11,15,149922,149922
45426,3,14,17,146573,146573
45431,10,15,25,73178,73178
45432,0,2,2,151066,151066
45449,1,4,5,124103,124103
45463,5,17,22,71248,71248
45494,1,1,2,138202,138202
45545,4,6,10,138192,138192
45566,7,4,11,132973,132973
45567,2,1,3,133817,133817
45572,3,16,19,148074,148074
45604,7,31,38,107275,107275
45605,59,44,103,153495,153495
45640,1,1,2,154227,154227
45641,0,1,1,166146,166146
45643,2,2,4,165311,165311
45651,3,4,7,169090,169090
45677,0,3,3,58795,58795
45702,2,13,15,108799,108799
45745,3,8,11,112684,112684
45755,0,2,2,158017,158017
45782,7,7,14,160093,160093
45786,2,3,5,150620,150620
45795,2,7,9,158113,158113
45841,0,2,2,121092,121092
45843,7,12,19,140159,140159
45853,1,1,2,161066,161066
45893,6,9,15,140522,140522
45898,0,2,2,102246,102246
45904,0,1,1,110483,110483
46031,0,7,7,68786,68786
46046,36,64,100,130312,130312
46053,3,7,10,54765,54765
46056,10,21,31,49158,49158
46085,5,9,14,128192,128192
46148,1,0,1,166634,166634
46172,0,3,3,166319,166319
46217,3,8,11,139143,139143
46255,1,2,3,161715,161715
46260,0,6,6,75492,75492
46275,2,3,5,142585,142585
46283,9,13,22,163871,163871
46295,1,10,11,106938,106938
46317,0,0,0,79264,79264
46342,4,11,15,90040,90040
46351,0,0,0,160844,160844
46381,2,10,12,149154,149154
46418,13,4,17,59627,59627
46439,5,3,8,148671,148671
46452,1,2,3,128416,128416
46456,4,8,12,165277,165277
46525,8,6,14,134601,134601
46530,25,5,30,162275,162275
46535,7,13,20,157751,157751
46578,10,12,22,147588,147588
46581,1,2,3,104422,104422
46713,0,3,3,149797,149797
46726,10,6,16,122683,122683
46730,8,5,13,150561,150561
46733,20,47,67,74143,74143
46754,45,58,103,159177,159177
46759,4,10,14,156182,156182
46818,7,6,13,105509,105509
46839,3,34,37,160907,160907
46842,23,54,77,146403,146403
46905,0,1,1,159882,159882
46985,14,7,21,147263,147263
46996,8,8,16,6918,6918
47001,0,1,1,100268,100268
47015,97,16,113,118927,118927
47036,1,1,2,160898,160898
47043,1,3,4,132838,132838
47068,0,0,0,160316,160316
47084,2,10,12,129413,129413
47140,1,3,4,77958,77958
47165,5,2,7,148797,148797
47179,0,1,1,155719,155719
47220,1,7,8,66697,66697
47223,9,19,28,47420,47420
47231,0,1,1,150189,150189
47270,1,2,3,123966,123966
47273,5,6,11,170693,170693
47290,2,10,12,112734,112734
47309,1,1,2,59376,59376
47320,1,5,6,161187,161187
47321,4,3,7,85773,85773
47329,1,1,2,166318,166318
47379,3,12,15,135597,135597
47402,2,2,4,63132,63132
47460,28,26,54,68033,68033
47469,3,7,10,64113,64113
47470,26,20,46,115671,115671
47479,8,6,14,146363,146363
47494,19,11,30,120223,120223
47498,12,13,25,28086,28086
47499,20,7,27,12657,12657
47500,14,7,21,100532,100532
47506,12,15,27,109706,109706
47517,6,9,15,9657,9657
47519,3,0,3,28222,28222
47523,6,5,11,102076,102076
47534,4,8,12,123102,123102
47543,8,1,9,146133,146133
47574,1,3,4,152479,152479
47615,1,2,3,66631,66631
47619,0,1,1,2846,2846
47622,0,5,5,149036,149036
47646,1,8,9,144134,144134
47655,1,1,2,124894,124894
47728,5,9,14,131049,131049
47758,2,11,13,133278,133278
47817,0,7,7,150634,150634
47818,0,4,4,142956,142956
47847,0,4,4,159510,159510
47868,2,10,12,172159,172159
47885,31,20,51,146575,146575
47895,0,1,1,127372,127372
47936,0,4,4,144688,144688
47971,0,0,0,141298,141298
48039,15,20,35,143319,143319
48084,1,2,3,58940,58940
48092,0,0,0,157533,157533
48096,3,8,11,149874,149874
48163,3,7,10,131727,131727
48164,1,1,2,170438,170438
48170,5,5,10,168630,168630
48226,16,19,35,58105,58105
48232,1,8,9,142438,142438
48238,2,2,4,156140,156140
48271,22,25,47,133998,133998
48277,44,40,84,141680,141680
48278,17,8,25,141036,141036
48281,9,20,29,142990,142990
48290,3,4,7,89928,89928
48305,32,33,65,133842,133842
48314,15,1,16,154438,154438
48331,1,1,2,143587,143587
48344,2,0,2,21414,21414
48373,1,18,19,131505,131505
48374,1,4,5,118182,118182
48376,1,18,19,141972,141972
48385,0,1,1,110697,110697
48438,3,15,18,151230,151230
48441,5,5,10,131509,131509
48453,1,4,5,159100,159100
48455,1,4,5,162100,162100
48485,3,7,10,161117,161117
48507,3,3,6,162957,162957
48523,15,16,31,93589,93589
48526,1,2,3,159350,159350
48535,0,2,2,114236,114236
48556,1,4,5,131526,131526
48595,3,6,9,154831,154831
48617,1,1,2,159898,159898
48663,0,1,1,137196,137196
48681,17,29,46,133390,133390
48746,6,10,16,129307,129307
48761,2,1,3,121471,121471
48768,18,1,19,66439,66439
48779,2,4,6,153249,153249
48781,1,3,4,139854,139854
48920,80,21,101,135736,135736
48929,6,2,8,145969,145969
48963,0,34,34,131691,131691
48977,13,2,15,149105,149105
48985,2,8,10,54992,54992
49040,2,3,5,156944,156944
49041,3,6,9,144602,144602
49061,0,0,0,155182,155182
49080,8,23,31,149995,149995
49082,13,23,36,128630,128630
49086,9,7,16,144131,144131
49090,16,4,20,142511,142511
49125,74,29,103,135222,135222
49131,5,6,11,149740,149740
49138,23,16,39,141977,141977
49146,2,1,3,153740,153740
49178,2,3,5,146624,146624
49179,58,48,106,107735,107735
49184,12,22,34,71158,71158
49207,8,8,16,141561,141561
49212,91,37,128,151239,151239
49217,4,6,10,67636,67636
49249,5,4,9,135098,135098
49254,1,4,5,171600,171600
49273,0,1,1,160767,160767
49334,8,7,15,158824,158824
49342,7,28,35,130246,130246
49384,1,2,3,142555,142555
49490,0,8,8,163318,163318
49520,7,9,16,127245,127245
49534,0,1,1,99258,99258
49553,2,3,5,152105,152105
49557,0,1,1,132735,132735
49605,1,7,8,59149,59149
49615,1,2,3,130755,130755
49637,1,5,6,146495,146495
49661,1,2,3,146624,146624
49761,4,18,22,125480,125480
49803,3,10,13,89567,89567
49806,5,7,12,105297,105297
49825,7,3,10,106540,106540
49831,19,20,39,140944,140944
49841,0,0,0,61563,61563
49845,7,4,11,162127,162127
49877,0,3,3,149265,149265
49885,0,2,2,137141,137141
49947,1,2,3,158163,158163
49950,2,8,10,149378,149378
50013,2,4,6,159040,159040
50041,0,7,7,63890,63890
50047,27,17,44,155888,155888
50096,5,4,9,148228,148228
50104,0,2,2,142897,142897
50112,1,3,4,96905,96905
50114,5,23,28,62095,62095
50118,2,5,7,136896,136896
50151,6,19,25,156290,156290
50157,30,51,81,137423,137423
50175,2,1,3,101317,101317
50186,0,1,1,146354,146354
50190,8,6,14,146892,146892
50200,49,10,59,137357,137357
50215,1,9,10,147638,147638
50216,18,30,48,161115,161115
50217,4,1,5,135809,135809
50218,28,29,57,44873,44873
50219,29,43,72,2624,2624
50222,2,2,4,6296,6296
50227,35,25,60,166448,166448
50231,11,11,22,6468,6468
50241,11,57,68,79355,79355
50242,9,10,19,144071,144071
50244,8,15,23,152137,152137
50250,14,29,43,93919,93919
50265,22,30,52,151341,151341
50266,16,20,36,65454,65454
50279,6,7,13,149182,149182
50286,13,5,18,136022,136022
50295,7,12,19,5876,5876
50300,3,8,11,134162,134162
50303,1,3,4,124297,124297
50309,1,7,8,147988,147988
50314,9,9,18,153142,153142
50315,3,7,10,71499,71499
50319,7,8,15,73566,73566
50322,6,17,23,73143,73143
50326,6,2,8,153156,153156
50335,18,23,41,148048,148048
50346,3,8,11,127942,127942
50347,11,13,24,143276,143276
50349,23,16,39,125860,125860
50350,34,18,52,165519,165519
50353,7,4,11,74542,74542
50354,0,7,7,131504,131504
50423,4,11,15,107815,107815
50434,25,5,30,60114,60114
50469,4,2,6,95076,95076
50512,3,1,4,26514,26514
50523,2,3,5,139462,139462
50559,1,1,2,110265,110265
50570,0,3,3,74629,74629
50620,20,53,73,137448,137448
50663,3,1,4,128382,128382
50682,1,0,1,142912,142912
50698,11,11,22,109834,109834
50746,0,1,1,135299,135299
50748,1,3,4,147734,147734
50763,2,12,14,136472,136472
50796,17,17,34,120669,120669
50802,1,14,15,123696,123696
50804,0,7,7,153466,153466
50811,0,2,2,135289,135289
50836,0,11,11,136854,136854
50854,10,3,13,161279,161279
50862,2,1,3,83263,83263
50882,15,10,25,154749,154749
50897,8,8,16,153980,153980
50899,4,36,40,133659,133659
50901,2,17,19,154718,154718
50910,35,43,78,29209,29209
50930,21,46,67,111685,111685
50938,3,5,8,145519,145519
50940,38,59,97,144285,144285
50948,20,32,52,157327,157327
50952,1,2,3,60852,60852
50962,24,64,88,31608,31608
51015,3,2,5,131632,131632
51021,5,2,7,140537,140537
51071,14,23,37,73154,73154
51081,2,5,7,145197,145197
51100,0,0,0,150192,150192
51107,0,1,1,161012,161012
51112,15,20,35,138500,138500
51152,12,4,16,160764,160764
51166,30,8,38,69883,69883
51176,23,13,36,111215,111215
51177,49,44,93,46270,46270
51181,0,12,12,146384,146384
51230,2,4,6,158468,158468
51241,17,31,48,47843,47843
51247,16,16,32,105768,105768
51259,2,2,4,138546,138546
51274,0,6,6,148811,148811
51292,19,20,39,96521,96521
51316,1,9,10,139097,139097
51319,21,49,70,67971,67971
51364,29,40,69,154527,154527
51370,2,17,19,155096,155096
51373,16,28,44,90768,90768
51374,2,10,12,124460,124460
51383,1,5,6,136849,136849
51385,3,7,10,151785,151785
51390,13,15,28,98695,98695
51423,1,1,2,160565,160565
51430,3,6,9,149873,149873
51436,3,11,14,161432,161432
51445,5,4,9,145058,145058
51449,1,0,1,165047,165047
51460,1,7,8,94460,94460
51472,17,28,45,135165,135165
51486,5,4,9,162951,162951
51488,14,20,34,148667,148667
51513,1,2,3,124049,124049
51531,0,1,1,159340,159340
51542,3,4,7,134771,134771
51555,3,6,9,147258,147258
51557,0,1,1,140239,140239
51580,3,10,13,79451,79451
51607,0,2,2,142722,142722
51613,13,9,22,171214,171214
51638,1,0,1,62040,62040
51640,90,0,90,154928,154928
51652,3,4,7,55003,55003
51682,0,4,4,71498,71498
51685,5,7,12,147698,147698
51702,2,7,9,73277,73277
51810,3,4,7,159907,159907
51811,3,2,5,151513,151513
51816,3,7,10,71412,71412
51853,7,7,14,54809,54809
51856,5,15,20,48493,48493
51858,3,7,10,147349,147349
51873,4,4,8,149828,149828
51878,21,14,35,149219,149219
51886,13,17,30,90269,90269
51887,23,30,53,130404,130404
51914,2,3,5,147327,147327
51965,0,2,2,133948,133948
51983,1,6,7,166651,166651
51992,1,2,3,73147,73147
52013,0,1,1,63742,63742
52015,5,5,10,106935,106935
52058,0,11,11,149695,149695
52093,1,1,2,76106,76106
52103,0,2,2,102276,102276
52127,1,0,1,143026,143026
52141,0,1,1,147797,147797
52156,2,7,9,112066,112066
52159,9,13,22,146561,146561
52165,4,14,18,159777,159777
52166,2,5,7,154696,154696
52205,5,6,11,147277,147277
52210,3,3,6,72171,72171
52293,5,8,13,73254,73254
52297,12,15,27,160570,160570
52321,4,6,10,152329,152329
52322,2,5,7,71249,71249
52361,1,2,3,73118,73118
52369,0,5,5,144500,144500
52402,1,1,2,169844,169844
52427,3,8,11,125235,125235
52456,10,21,31,147877,147877
52468,9,13,22,139808,139808
52472,7,27,34,148887,148887
52490,7,22,29,147307,147307
52541,0,0,0,118809,118809
52682,0,1,1,148223,148223
52694,2,2,4,155364,155364
52700,1,1,2,127147,127147
52709,9,6,15,128010,128010
52711,1,4,5,135446,135446
52730,1,1,2,59237,59237
52745,0,1,1,165381,165381
52761,8,47,55,143308,143308
52784,2,2,4,109269,109269
52852,0,2,2,125594,125594
52862,4,1,5,130140,130140
52902,4,5,9,133693,133693
52908,16,38,54,135263,135263
52912,3,3,6,143310,143310
52936,10,17,27,15146,15146
52940,9,26,35,157568,157568
52941,2,4,6,137339,137339
52942,1,13,14,135179,135179
52944,0,5,5,57382,57382
52947,3,4,7,146466,146466
53061,2,6,8,140033,140033
53100,0,2,2,79016,79016
53103,0,1,1,132720,132720
53117,4,4,8,148297,148297
53144,0,2,2,65156,65156
53174,2,7,9,150454,150454
53189,3,3,6,73552,73552
53213,0,10,10,146488,146488
53243,2,9,11,71449,71449
53247,25,28,53,159742,159742
53257,4,13,17,158687,158687
53273,2,8,10,149926,149926
53279,0,4,4,147719,147719
53281,0,5,5,71522,71522
53285,8,9,17,147382,147382
53286,18,12,30,148968,148968
53302,0,14,14,74245,74245
53366,0,2,2,152997,152997
53383,6,12,18,153079,153079
53393,1,1,2,60943,60943
53435,1,6,7,146737,146737
53478,5,4,9,73427,73427
53506,2,3,5,136128,136128
53508,7,21,28,131375,131375
53517,1,1,2,136819,136819
53575,11,29,40,64687,64687
53613,9,10,19,71272,71272
53637,2,3,5,147763,147763
53645,2,5,7,133747,133747
53667,0,4,4,161352,161352
53707,2,2,4,138459,138459
53718,5,3,8,67394,67394
53755,8,9,17,115056,115056
53775,1,1,2,157564,157564
53787,9,8,17,67398,67398
53800,18,15,33,67563,67563
53810,10,10,20,68000,68000
53811,9,17,26,116085,116085
53819,4,4,8,68413,68413
53822,12,7,19,156679,156679
53859,13,14,27,67864,67864
53902,4,5,9,152059,152059
53920,21,3,24,142886,142886
53921,15,2,17,169090,169090
53930,59,47,106,105907,105907
53936,7,10,17,127455,127455
53944,7,31,38,149067,149067
53950,43,19,62,129294,129294
53962,2,6,8,160633,160633
53964,14,5,19,141930,141930
53966,11,16,27,148945,148945
53967,77,22,99,22158,22158
54028,1,2,3,72357,72357
54029,7,10,17,153339,153339
54047,0,0,0,156160,156160
54060,10,24,34,143721,143721
54066,29,37,66,121371,121371
54191,0,3,3,146181,146181
54218,33,17,50,130153,130153
54222,64,14,78,171397,171397
54224,21,7,28,162310,162310
54242,0,0,0,172401,172401
54258,50,21,71,141197,141197
54272,2,11,13,135994,135994
54286,8,5,13,152022,152022
54288,3,11,14,137634,137634
54289,0,2,2,101849,101849
54292,14,7,21,143336,143336
54300,0,0,0,144968,144968
54301,2,0,2,113095,113095
54303,10,6,16,131757,131757
54312,0,7,7,68406,68406
54319,18,13,31,148863,148863
54343,1,1,2,136116,136116
54344,20,15,35,147047,147047
54352,2,3,5,151280,151280
54365,7,9,16,158458,158458
54367,6,7,13,150758,150758
54371,4,3,7,147143,147143
54408,0,9,9,131804,131804
54413,2,2,4,166360,166360
54446,3,2,5,158676,158676
54451,4,0,4,157134,157134
54582,0,1,1,147586,147586
54584,0,1,1,150787,150787
54656,2,10,12,70161,70161
54663,1,1,2,167163,167163
54735,1,4,5,142694,142694
54738,0,5,5,55560,55560
54755,3,27,30,43653,43653
54855,4,1,5,132494,132494
54873,1,3,4,9056,9056
54921,7,16,23,126026,126026
54938,1,1,2,169477,169477
54945,0,1,1,108253,108253
54967,3,3,6,160657,160657
54987,2,10,12,150606,150606
54992,3,6,9,138310,138310
54999,1,1,2,130779,130779
55007,1,1,2,134501,134501
55021,2,4,6,108363,108363
55030,6,3,9,104341,104341
55038,0,1,1,87552,87552
55052,2,5,7,131955,131955
55064,0,0,0,153873,153873
55126,2,15,17,116496,116496
55127,0,0,0,116556,116556
55201,4,4,8,155845,155845
55222,0,1,1,143145,143145
55226,7,15,22,130136,130136
55232,1,10,11,147938,147938
55283,0,17,17,132171,132171
55488,0,1,1,160101,160101
55526,17,13,30,139417,139417
55537,1,4,5,97998,97998
55539,44,23,67,140233,140233
55634,3,8,11,150821,150821
55651,0,2,2,157584,157584
55660,22,7,29,139959,139959
55664,18,21,39,160655,160655
55733,0,3,3,128373,128373
55783,2,3,5,162903,162903
55807,0,1,1,58370,58370
55853,0,2,2,156278,156278
55874,1,1,2,134348,134348
55902,3,3,6,150676,150676
55906,4,4,8,131690,131690
55921,0,1,1,92707,92707
55938,1,7,8,162699,162699
55939,1,2,3,130554,130554
55975,1,2,3,141243,141243
55976,6,13,19,74187,74187
55983,2,1,3,126617,126617
55991,0,1,1,111505,111505
56022,29,15,44,105154,105154
56037,0,0,0,155012,155012
56067,3,0,3,147259,147259
56085,6,7,13,146496,146496
56132,0,6,6,55644,55644
56203,2,2,4,169253,169253
56216,0,0,0,150789,150789
56259,0,2,2,161681,161681
56271,1,1,2,146589,146589
56303,10,37,47,106007,106007
56315,1,0,1,152363,152363
56327,3,5,8,168858,168858
56333,17,37,54,126566,126566
56352,6,25,31,141071,141071
56353,5,15,20,154545,154545
56357,8,18,26,140956,140956
56361,2,2,4,135093,135093
56426,76,16,92,34824,34824
56488,2,9,11,145768,145768
56511,3,11,14,142371,142371
56536,2,5,7,83350,83350
56543,1,7,8,71449,71449
56546,1,6,7,134616,134616
56547,0,0,0,163970,163970
56563,3,5,8,128796,128796
56608,3,20,23,149186,149186
56675,3,7,10,150782,150782
56696,0,0,0,166895,166895
56699,4,4,8,155726,155726
56702,3,3,6,156660,156660
56731,4,5,9,146888,146888
56733,27,32,59,136839,136839
56747,2,12,14,146498,146498
56757,11,11,22,129378,129378
56869,0,4,4,95682,95682
56873,2,0,2,95641,95641
56881,4,3,7,138007,138007
56903,3,7,10,55678,55678
56929,0,2,2,129561,129561
56939,5,3,8,165827,165827
56952,2,1,3,161510,161510
56953,2,1,3,146076,146076
56968,71,49,120,131795,131795
56980,1,3,4,139365,139365
57019,5,2,7,135909,135909
57045,9,11,20,147426,147426
57064,4,3,7,150054,150054
57071,6,14,20,146160,146160
57087,1,2,3,113122,113122
57103,1,3,4,160181,160181
57104,0,2,2,164062,164062
57105,41,36,77,150373,150373
57114,14,3,17,42677,42677
57118,2,7,9,112554,112554
57136,2,7,9,146605,146605
57254,12,18,30,73074,73074
57256,1,1,2,151685,151685
57277,13,5,18,107331,107331
57292,0,1,1,142270,142270
57367,2,11,13,82526,82526
57373,0,7,7,158665,158665
57395,7,13,20,146910,146910
57418,1,6,7,146942,146942
57421,3,7,10,156747,156747
57427,0,2,2,157175,157175
57434,4,4,8,77328,77328
57435,9,15,24,169495,169495
57447,1,5,6,146190,146190
57453,4,2,6,152626,152626
57458,3,5,8,154578,154578
57473,2,6,8,71319,71319
57504,0,1,1,147612,147612
57518,8,7,15,146794,146794
57525,9,15,24,112447,112447
57556,7,7,14,125497,125497
57623,4,6,10,35185,35185
57648,23,33,56,54945,54945
57654,2,12,14,130040,130040
57655,1,2,3,156863,156863
57688,37,27,64,147893,147893
57709,0,2,2,142610,142610
57721,2,2,4,59315,59315
57731,7,8,15,146306,146306
57747,1,4,5,160817,160817
57748,1,3,4,134875,134875
57769,8,10,18,151275,151275
57790,1,3,4,163200,163200
57885,0,1,1,131336,131336
57942,17,39,56,134183,134183
57963,3,4,7,145017,145017
57974,2,8,10,148090,148090
57977,18,31,49,71496,71496
57982,0,1,1,157510,157510
57984,1,6,7,146446,146446
57993,7,9,16,71580,71580
58011,5,3,8,146782,146782
58048,27,32,59,147141,147141
58062,1,2,3,152592,152592
58068,15,26,41,147166,147166
58074,23,15,38,110330,110330
58075,4,5,9,152818,152818
58083,1,2,3,146940,146940
58095,6,10,16,146728,146728
58114,13,62,75,148441,148441
58179,5,3,8,147351,147351
58188,3,15,18,127309,127309
58212,13,0,13,143210,143210
58264,6,18,24,147380,147380
58283,14,27,41,147708,147708
58294,18,0,18,29802,29802
58297,5,27,32,126930,126930
58299,6,51,57,131035,131035
58323,1,4,5,162413,162413
58334,3,6,9,142329,142329
58344,0,0,0,172214,172214
58353,1,6,7,90294,90294
58377,1,1,2,130830,130830
58488,2,1,3,57481,57481
58514,22,13,35,157170,157170
58524,1,0,1,130187,130187
58529,1,1,2,154032,154032
58547,4,4,8,147491,147491
58578,0,3,3,136361,136361
58651,0,2,2,155270,155270
58672,7,9,16,146350,146350
58693,1,0,1,134216,134216
58711,0,0,0,75635,75635
58718,0,0,0,144916,144916
58737,4,6,10,159352,159352
58766,3,4,7,160923,160923
58769,0,12,12,59021,59021
58774,0,1,1,155551,155551
58870,2,3,5,71426,71426
58874,3,2,5,134121,134121
58891,1,1,2,126507,126507
58898,4,6,10,172552,172552
58939,6,22,28,71153,71153
58990,1,8,9,78308,78308
58994,2,18,20,39140,39140
59000,62,75,137,33971,33971
59012,96,95,191,158932,158932
59026,99,107,206,152018,152018
59027,98,56,154,151951,151951
59072,2,1,3,54905,54905
59075,0,2,2,150738,150738
59136,14,19,33,160944,160944
59173,5,9,14,42935,42935
59177,8,20,28,111626,111626
59194,10,19,29,145542,145542
59195,14,1,15,138054,138054
59234,14,15,29,148248,148248
59261,0,1,1,141416,141416
59312,2,4,6,149028,149028
59314,2,1,3,147238,147238
59327,6,3,9,164927,164927
59334,3,3,6,139464,139464
59343,11,16,27,7929,7929
59356,2,3,5,71342,71342
59361,4,6,10,146155,146155
59383,9,10,19,152517,152517
59424,8,40,48,144163,144163
59437,0,0,0,135208,135208
59478,0,0,0,161875,161875
59482,1,5,6,149175,149175
59499,0,1,1,128935,128935
59515,3,3,6,172519,172519
59549,0,3,3,77135,77135
59602,0,2,2,77473,77473
59612,1,2,3,157837,157837
59715,1,0,1,138321,138321
59733,12,6,18,151673,151673
59767,0,0,0,157702,157702
59818,3,2,5,120609,120609
59896,27,27,54,140203,140203
59905,0,51,51,127674,127674
59909,2,18,20,144773,144773
59917,7,22,29,152652,152652
59926,1,3,4,153535,153535
59993,3,10,13,153962,153962
60003,2,7,9,158889,158889
60021,58,9,67,166404,166404
60035,59,42,101,146193,146193
60049,11,37,48,38712,38712
60059,1,5,6,147188,147188
60167,4,14,18,146857,146857
60180,1,1,2,156350,156350
60201,1,2,3,50233,50233
60245,3,2,5,118711,118711
60291,0,2,2,142628,142628
60347,1,4,5,141937,141937
60367,1,4,5,146779,146779
60386,10,4,14,129804,129804
60395,7,8,15,147124,147124
60406,7,3,10,156850,156850
60453,13,3,16,159529,159529
60465,11,4,15,158341,158341
60466,4,6,10,157560,157560
60469,10,2,12,150608,150608
60555,3,8,11,152048,152048
60587,2,8,10,59763,59763
60631,0,0,0,159283,159283
60662,2,8,10,168352,168352
60686,85,34,119,158795,158795
60739,19,9,28,136913,136913
60785,0,1,1,112243,112243
60835,4,13,17,130855,130855
60845,10,9,19,45866,45866
60857,4,8,12,56225,56225
60867,2,3,5,156186,156186
60876,2,2,4,138536,138536
60920,1,2,3,143574,143574
60954,2,3,5,148929,148929
60957,1,3,4,138023,138023
60966,0,1,1,165687,165687
61002,0,1,1,104273,104273
61005,15,13,28,120284,120284
61012,3,1,4,117749,117749
61013,1,1,2,148779,148779
61029,0,1,1,147875,147875
61075,6,42,48,168477,168477
61133,1,1,2,148215,148215
61138,13,5,18,147437,147437
61142,1,2,3,27930,27930
61193,2,2,4,129253,129253
61271,0,8,8,141435,141435
61293,5,7,12,75125,75125
61302,0,1,1,117060,117060
61322,1,3,4,137977,137977
61332,1,1,2,155638,155638
61395,2,5,7,144518,144518
61422,0,0,0,138681,138681
61481,0,2,2,155983,155983
61508,13,25,38,152335,152335
61521,2,5,7,154526,154526
61524,4,6,10,152083,152083
61536,0,1,1,155913,155913
61544,2,3,5,124321,124321
61545,1,1,2,149290,149290
61548,0,5,5,165066,165066
61596,0,1,1,141606,141606
61657,4,3,7,170574,170574
61687,0,1,1,77106,77106
61698,6,17,23,149059,149059
61705,0,0,0,109812,109812
61732,6,3,9,59667,59667
61740,2,13,15,73351,73351
61742,0,1,1,75573,75573
61753,8,11,19,122821,122821
61786,1,3,4,144287,144287
61816,5,20,25,120348,120348
61817,3,1,4,147765,147765
61833,9,2,11,115972,115972
61856,7,10,17,133632,133632
61874,1,3,4,102149,102149
61876,1,2,3,146632,146632
61924,0,0,0,133745,133745
61990,4,6,10,139773,139773
62001,5,11,16,73138,73138
62002,9,14,23,97401,97401
62013,2,5,7,137220,137220
62080,1,4,5,117819,117819
62086,6,6,12,12315,12315
62095,0,0,0,165381,165381
62104,1,1,2,151290,151290
62107,1,4,5,133855,133855
62118,0,1,1,66255,66255
62130,4,3,7,138302,138302
62195,6,7,13,130538,130538
62334,0,4,4,162990,162990
62353,14,15,29,64636,64636
62358,15,33,48,149582,149582
62391,6,20,26,144746,144746
62439,6,8,14,106021,106021
62445,1,4,5,161133,161133
62455,7,9,16,60245,60245
62480,12,33,45,121110,121110
62530,2,2,4,157927,157927
62551,3,3,6,76588,76588
62564,2,3,5,72222,72222
62576,1,1,2,76884,76884
62593,0,1,1,132153,132153
62618,4,3,7,156643,156643
62619,1,8,9,165128,165128
62627,4,5,9,162764,162764
62720,6,7,13,164336,164336
62733,1,15,16,157181,157181
62734,1,8,9,146939,146939
62809,3,10,13,89499,89499
62877,1,8,9,68067,68067
62883,0,15,15,70974,70974
62906,31,26,57,156145,156145
63038,3,2,5,123902,123902
63067,2,4,6,157755,157755
63070,2,7,9,70945,70945
63090,0,1,1,74029,74029
63105,1,2,3,130871,130871
63143,38,43,81,112375,112375
63144,7,3,10,21663,21663
63204,4,10,14,147951,147951
63206,4,5,9,147543,147543
63247,0,5,5,153246,153246
63279,2,1,3,66561,66561
63290,0,3,3,138134,138134
63344,1,4,5,155950,155950
63360,1,5,6,108883,108883
63365,0,1,1,80252,80252
63373,0,0,0,148837,148837
63386,3,4,7,71976,71976
63406,0,1,1,56269,56269
63480,2,4,6,73859,73859
63481,4,3,7,147522,147522
63483,0,3,3,65367,65367
63485,3,4,7,149657,149657
63486,3,2,5,76247,76247
