L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT,nonce
-1102663524,-1058988534,711410862,-2106734377,788904045,-48482743,-1520108477,5799709,1836729888,1130019568,584917590,1273511226,870520317,-235403527,-1441144924,-1220026359,3442
-1935829824,1119247070,-312759121,-1395478163,1468753905,-1966967419,852813776,-1393251557,107276629,775468487,-779427067,-784011092,-1928238551,-1188554769,1548660168,-248902633,3443
-1567106208,1105924917,-187058652,1479483996,1670554575,-838897524,-992333759,-1980682447,-1942419996,172576458,710203220,-1538928355,1011631628,-25954106,-885093131,1679059971,3444
1554046647,-2038463393,1901418758,-360660003,-1207297180,609441329,-1523542622,-1832724075,1379497589,1636651208,-1282806889,1368915517,-1144118638,-525975996,1015094121,1735815401,3445
2133478091,-846942597,1082225457,1196140936,-678866443,-161799563,1164260679,1560011181,-1373271712,-1729223363,1402365065,1385415951,1037571117,-1384900971,1709258545,-1260228531,3446
-1233529324,872937490,-1536908929,531571969,-1304102702,-1367415102,108676289,525988670,-2085286584,1691763943,1195589820,887783737,-1348963384,1136446658,-98080232,-1982149250,3447
702262477,1307257049,-391533180,-1016767141,-2048803305,1144026481,412868777,-183837754,84914461,322906365,2046977261,-2065378498,-499135668,188062870,-1562581323,-2063959468,3448
1139032858,-1277914112,1406721934,-1577306544,-1756202204,-1892828983,-842865506,-807602792,1057260923,-221648777,-641066881,-926886073,866827923,1526653008,-200213507,2070739848,3449
1615794858,-354326475,-103558940,-1817069149,1534522340,-622123930,1332400103,-991073930,1943098617,1350854972,-1042902378,904842519,-243950521,173335649,1757527081,1604882555,3450
2059275990,1983122859,-1733959401,-1181494519,1478305745,1804751880,1931579451,-80801449,-1868187463,1238830032,895142139,1212264404,1573077375,1403782434,-1573643140,-259598437,3451
-2076904995,214289975,621988230,-1783205162,1159617118,1698807445,1991604774,-55689437,394820367,547934219,-2077564164,736210027,-349580208,-1560817753,-1735983323,574279669,3452
747901356,-1527383961,1165972998,1164095565,-1165240749,1169238403,1551702772,-50424671,-413650585,-887352260,859071102,-2081826108,-1052726949,2024482158,-958647817,-1574253653,3453
1426046312,71568452,-1470649407,-1469785481,6747460,2058253383,-1999713653,1486039380,1258245960,-2077430820,-1536332574,-825930545,1421454533,721769105,1044303012,1946396481,3454
1631221685,1080200289,-1257072019,-1560155568,1913953011,780173752,1803254370,-1306278147,496086223,1092796431,874761440,-804471277,-1330785519,-1144442561,1230653013,2141148767,3455
672557331,-1312276902,-282136422,1551323406,-353141203,-225086013,1505535641,-1658293745,-605319987,-1191376471,-1120249560,-383792603,265807264,1349994329,-892201403,523730223,3456
-177233789,1948286287,1533034428,-1674256457,-500754847,1553299525,1256019879,-1868042850,1574445146,-1401005597,506108546,-935473601,-977390596,-500979894,-2086597032,1712059180,3457
-87857987,1854839956,-539134355,-274458186,396239235,538259541,-1492177282,-116303906,-738521208,-380299538,301070455,-1695090960,349051178,-539015601,1315987916,-778945254,3458
257143845,-1591711439,-274348515,-917261742,1861889403,-1343128885,-1640448356,-449213247,339799398,-2071780772,21486840,-2077024796,1525784171,-1621762174,238233084,-54572841,3459
94464834,-1616889328,337186419,1570145201,-2108627066,1336279885,-1721876612,1158208559,926746224,-1116525743,119731603,-1101173198,-122944960,-1297427326,-917760862,629204414,3460
-1456728403,1013423695,-1437728902,-2146829055,862036841,402368808,-1265244997,-903822144,1189140051,1780186813,768182114,496268386,-1870506840,-1519395136,720435119,-981892938,3461
-1865404463,-1060286856,-2126044757,-66393473,1586767213,1549028860,-1588881638,-562526153,505521454,1445986744,-2060142582,-1673772472,1980331205,1188322218,-920298120,1870325752,3462
-1392775098,-306477873,1485236472,394951676,-458213050,1893654136,-1893879492,-2074430088,600518682,1121009111,-1114731036,-155054547,-1323127817,1817147535,1270836407,-751692681,3463
1938190918,1527654440,1696145203,1235816433,808750823,1202422076,1960196954,1188587456,634974541,-1071858027,-316980007,-1513579281,-1486649932,247197712,-1648399856,1561696936,3464
-532944040,1140687701,1827309544,1701661523,-511031133,1115018044,1189612280,1141308785,-1965047856,1125510848,1362331907,1100211916,1034171654,338665233,-407344533,-301071623,3465
-1987049511,-2036598349,-1053737049,-1776891448,257289381,-1980500040,644521114,-2048246512,644756477,-284141102,100756759,1026349822,-1390928374,-174960306,2046554534,233731404,3466
2135671532,-1115041742,472878167,1169865583,1085282602,347798918,-2125727772,1852656544,-1451069088,191248128,685295660,-2121433430,-401119462,-977483541,1669325849,-1914086073,3467
-1916802585,629968962,446232475,-2066750125,-1772294593,931651382,-420595270,1944385470,1825319351,379596468,-697809376,751127986,-493582876,2039508193,-107776279,-1938512390,3468
-215096813,2067731379,13175129,-1814046796,1720299008,-294449386,-23215294,1270312102,924110624,-213080164,26845245,-120323736,-1934459664,-1401383143,-1264819819,2050079457,3469
1604470950,696012308,-685269753,656563802,-201407447,-321236426,-1364721159,-1490558606,899956395,-177403527,529875009,1110995426,-257767927,651502331,25577740,1868739607,3470
1947438443,646914379,556842304,1644197724,222058966,-1396484514,-1683226664,61464141,2139006076,-790905692,948291024,-1721728526,-132654350,786727304,-337062083,-1640983489,3471
-1029787390,1922489640,1970120894,-1373845212,-1903146486,1940122757,936932987,211904713,228259206,645100396,-1321776300,1694951618,-1214398293,132858748,855772826,1139999472,3472
1388546321,2064432163,-2129903490,1320168108,-77739052,490221890,2007581402,1761509051,-877495412,1883208297,1805615416,-697701930,539511353,-655903544,460051934,1838530928,3473
-1886934591,1401779551,-2071312827,95916524,1830277994,-339818748,-1460089478,1061040022,-187030409,-603541920,-670111528,-1739682120,-1975466120,169248778,474419720,-1696157152,3474
844071437,-1176406313,-616541060,-1810731098,-1135691808,1201072561,-1842830899,-442254058,-1364552938,1323774586,-350614100,46152566,990671212,-905039749,-626981230,-702416178,3475
-995476331,833530893,927377614,-1729831082,30361101,725682904,1764070431,2106840895,-1021398942,-2098822337,1135132934,927623668,1090447198,-1792123132,267144643,64154206,3476
693121473,629962055,-1871506638,-993237534,-1115311917,1706395442,53693671,618026404,-1393529708,-851582404,1762370378,138721578,-2097643247,-813703725,-2063115302,-927715088,3477
-1020691651,-1260072418,-1257469658,-1720071224,23144804,-407627808,691218832,1396665550,-1510049154,-576853654,1476469897,1386601164,-265150538,106934705,-164822668,-922342602,3478
448531791,-1377719460,-869644039,-1261063048,-539571650,959501499,757591031,-983662248,-2092530422,87341402,1365250873,-401331055,-1341168258,128088990,-41709068,2060347200,3479
-1940961721,480274199,-1174811882,-1162001865,-211824759,-536732302,333002756,-1206868066,390092061,706892095,-935633900,-1925427302,1392493671,-1740996097,-1952285504,466685797,3480
-99086347,129010110,1251881837,-173070239,-1945466943,-1011477198,1035218863,-1681302544,-1757129995,301856531,101353324,565581331,-766949098,-1595484258,-354588189,-1620112288,3481
-1633613814,2090668249,-1743307819,1358451354,336472543,1559557782,942416362,775955804,335937139,-944152009,-427997423,1462221456,1469666431,-2010824840,-1441516570,-1091859292,3482
-1040692779,462008701,-1833093288,129956480,-1383890196,-1483431274,608083368,-1120837136,1873026959,480963984,-644852906,-604221806,-1370106111,-1445624204,-291428841,82872951,3483
-38924673,1408555030,429176678,484169463,572975243,-913468624,-1062924160,-1947249326,-1292601379,58847125,-2009508669,-273229366,-761559273,-958062136,-472226650,273130511,3484
1850071179,-1271470121,204142397,-624312140,242498093,-818253922,804375748,-1439532589,2082430053,-1979510830,-2131803982,1203738720,1337727124,1074932939,-1144120634,-2110645026,3485
401426845,1162054232,-820784087,1603497016,1300317983,703755712,-1612578064,-2144963431,-1313119124,-70249541,1345751711,180475454,2090276889,1799887053,2135009029,-1736665888,3486
1553433072,-104232379,-539759473,-1614395820,-286805363,-824989460,1609367882,-483106773,-350781747,-347933760,-1489727872,-1491259942,229476700,2047581840,-1397162176,1771003385,3487
1144994352,507333452,-1821692032,-1169811358,-2020109418,-961882289,909289844,-1833071562,1859396014,1805442469,-72010103,-258034428,-1422133061,-1292345022,445310759,-496033025,3488
802101125,-748473499,1786615224,2125690280,-2038162555,1262588759,1531061332,1845837033,383278898,-1781805291,805198813,-571933857,1496906594,103997261,1293833791,305977187,3489
2107086213,-974998390,-1238073565,-319594902,-911089110,715497257,-1125269685,-338098472,585092737,805231203,-448303069,1942304194,-1765132683,2092860059,-128601840,-674853167,3490
-1435403960,1609798217,1693523579,1331302916,680244467,-1454935316,494578140,-1602873328,140370625,-2073826050,368930251,-1153060909,-1594832361,1926344680,1332227873,2131167564,3491
2037678440,781397774,-945012088,-99666720,-1199215880,1475603996,-1893955550,-1296253428,-1618406225,976859961,755241579,990139549,-748893820,1601429584,-775981429,2017987025,3492
-572369959,-278020109,249394845,-2104227950,1914627880,-1055468110,-1322723206,-1089492653,-1733550623,-2054696267,1568109346,-1244379758,1908689333,-165399369,-1826316338,913709495,3493
-1549026121,-532237634,822200864,589452938,-568223991,500844377,-148184851,-1235063313,1270622561,1132129781,1314155733,-1300802826,-532005911,1053365136,793693214,1254777501,3494
404600835,-1447326209,-502604777,1741050794,-1643979729,1192870662,-529663359,2101976337,1140126322,316489219,-1913217554,978988699,-1415751431,1254763204,1145964494,-92098576,3495
-621273369,969040116,1647236252,-1678130776,-1208625145,523839412,472994432,-492822485,-570043997,101103212,873978642,-1575022192,2033291562,385659516,-1985449983,847347879,3496
-1087134344,-772166573,-555085782,1808606897,1729343436,-1628796781,766880600,977919526,268387096,639808414,1192185745,-1133303569,514949716,43611555,968654864,659044561,3497
1322083214,952326709,-551306898,1201128530,1399635637,-1513836012,-231586179,538596935,1643280100,-1571815928,1086017968,-1173913042,-658906689,-136018877,1749600022,-1090837682,3498
-1966260249,1568489198,1685109210,1453627152,1759932586,-527512989,-1528175239,-1433259617,1911161448,-300616841,1658307423,-1072827699,1614571391,-283150563,-1636774691,481874500,3499
-984310409,-1065588528,300014907,-990263959,-92559156,388300000,-1253323271,1797581056,-1857429071,-311156028,1553609058,216830072,605603791,-1294159878,1586358723,1262990219,3500
2120558491,1364842636,836222542,1041543606,1583356246,1319514196,-1416009215,-1818593344,1523543228,1176521845,1045157000,-1833900530,-1728161081,1291696839,-1457195340,1348425962,3501
-2119254211,-1772771503,999177668,318819453,2015936073,167234368,-16381295,-557710745,-679352758,-638442561,382660580,-1126180432,-1166625887,1714425932,-1053326764,-211656048,3502
-1666718723,-1175837516,-917138893,-865280882,-1853501778,21183723,247017288,-1206069696,1316619992,-1989853301,-686199210,-1602561446,-13937607,-502915191,1215094131,-1191132202,3503
-221135893,847874452,229538616,-111308145,1362823201,-1851283536,-575625527,1716843585,-1176331355,-859190117,-692485439,-30602139,958638621,1122432367,409823637,1122568893,3504
-1080757821,1379647113,1355954622,70351047,1277857534,857396322,1000248631,-947823613,-109557356,-1820112413,-662836087,1225760713,61958004,856662240,-1089899400,1284773530,3505
505864425,-566243181,-1174499744,-120314874,1872401120,1991214873,-466067439,1245051678,1141226036,2080466704,809498526,-1240321579,1910647262,925124632,-413124916,1261347605,3506
1470137830,-695664576,567377230,-759460962,-772597891,770621446,-1833880505,1897422205,556998277,-1300153254,-1303088843,-168152942,-1438187225,123859408,508313111,521166628,3507
-1317163931,-87944186,-8842119,1151235988,1789124226,1424225711,1043050428,125219988,2084762468,-1514322796,724148582,904780396,-1194805959,907773552,-98940229,2033469412,3508
-1730705608,973231329,219571215,-1751538046,-1965438365,1741844200,184190880,-1670825205,469117473,-1758767153,-1909343754,-522219730,244864109,-1525427876,-922729769,-1882457780,3509
2028575477,-1866042173,-979398995,-1034912777,-1999804228,-1650619362,-171802594,41438623,-2127169618,-277634435,1846569956,-1415310179,-953302949,-419352046,2078122978,1138420645,3510
457066633,-1414085153,1910455605,699016540,-1553942099,1460362493,-1093625212,223012572,-1899068501,1771922014,-302464058,-656307042,1047253509,-871051026,1412200763,2098519881,3511
-1953637529,1755217786,-576583200,726991267,-1986558591,1334881267,-2021996111,799030173,665476840,1157005923,1530072828,631732151,-566869514,-206832226,1534050737,-464882441,3512
-844803817,14913511,-1143949253,-1843815742,-1629509197,897266156,12068855,1990742060,-1968267274,-1734797036,1563528190,2002161481,1968783436,-1138981396,-155237887,-1443165755,3513
1491411517,104398251,-1643977639,472482932,364932124,1979128768,1656046661,1844137798,-1662033602,1048613220,1693061143,850783900,-1172241727,-1911408691,-1997086355,790674220,3514
-2076548937,-983346159,-633854440,824704438,-78375469,-1532182640,594580005,-702420605,-1255428604,-471973308,684221543,-340239586,1520098306,-340926525,196119228,-1571414837,3515
-1699845809,1528509150,389331636,1322960178,416312583,411072199,-724714469,-848018205,-1259749462,-1220869184,325917651,-1306189014,573499896,-1831149749,-1403171591,1205753880,3516
-804727546,-1197724412,356458127,-841594643,-931478782,-1610682526,243690713,976702231,1875980016,218643719,-180074397,1824671711,1873685776,-1035103511,-1187842668,124832717,3517
881707805,-683713252,2130715063,-1262847296,-4068766,731069876,-1201941233,999975629,-373715613,-654680721,-1784221218,859515978,-1696618768,1246924445,1393092698,-520001789,3518
-1129061923,831954048,-812722792,-1411323961,80857949,-1151239020,-2109831025,-683161975,-977773798,245905342,1223271717,1456194276,1002616578,-1963268704,1771498119,-1791203936,3519
221103579,712873297,-1095385252,1069625470,-2082065009,284370863,-1421580337,-1535224832,-1000287203,908402186,-1456827616,94804858,-1750965922,1725692788,383729719,-1130870185,3520
818771722,1367355135,-652227968,648998644,-2101397099,566413112,1998565211,-1141604101,-360784036,-2064656921,-1510065514,-90045090,916276995,-1159052401,-1729480807,587768765,3521
1981329314,1549604187,1113461593,-198588376,-1343894804,-1995385224,-789994237,729187624,-1955997081,296572051,-870452545,-1289784956,-52809596,438944464,-178044589,1927570035,3522
788361000,227219783,-1484158461,-819046776,635751514,-497263034,817598338,1979433382,2046495626,-1809130927,689105169,605012825,1629231305,481757043,1219119534,-2118058969,3523
-1807525353,1146145377,-1783697511,1282574347,1295222730,864136683,-368546388,-45568771,921699213,-1211801118,-1864700331,-394766440,2044692137,-627203309,704470116,1176591073,3524
59045904,-1995248054,72469103,-1218428443,-445252314,1273366265,1014588691,853677445,1093459457,-560294529,-1120443799,1992998956,896458238,642896041,-1619992604,419676352,3525
763252801,1229671391,13344926,-1359542798,690656073,1709677631,-1372998736,-496691358,-874988417,689561340,1382098567,31171350,-1186234291,1842948626,2000274758,-1238755903,3526
1109265668,-1920123639,490851900,84361610,1478930475,-1641550818,-1008699757,-1426517470,411829895,231285650,-12911202,-2038231819,414252398,1020079707,708568912,1684312589,3527
1876310036,1740087264,1074320886,1165871525,-2038754801,-1711201844,1404919340,348246412,1490714253,1781191757,901707948,1379071062,-950957433,-652646718,315290982,949298614,3528
1918861865,-592803391,-1548795931,439343655,-590214557,2039108125,1337733823,-1808940183,-54321580,-1155483875,-1988035460,-1136121341,-294959810,823740039,163975282,-1403748737,3529
1980965712,-291011220,-1397356990,-917759963,311047017,-630082392,838629968,-1860450557,-315869788,-177987055,1825514741,1821456752,-133775874,875261701,497060246,-46968464,3530
-864953482,1203196217,-1874280779,1967307277,-1168291618,1496254963,1610331358,-982836546,-1381473989,392095662,-1793780293,1825319997,-132097919,-625909117,-307380195,250048507,3531
-801751881,-2133739630,2013211648,-1291519694,1376239789,1701373852,878927908,2023363672,-2010336195,68224646,1148780896,-161881303,-598308171,349665091,465588336,1903042528,3532
-982785736,-1936485730,-858354778,-326244980,-264043897,-1224547680,1958094419,-1349265848,39665277,1997313460,1563666726,740940543,-967784745,1584289740,808126286,586911850,3533
1504226777,580405393,-1941663744,-1055168421,-60500809,2131410793,936911712,947263183,-954611541,-792344555,-1167789663,345969979,1520797862,-1278672093,-821460139,-955325802,3534
932446120,-1921688545,-1087372935,757849615,-668243659,-379659106,491134094,1902903746,-1939888458,241992141,-196223816,-988357185,1774612001,-933094279,1373301827,383351400,3535
-951225249,2130339652,-1863435625,1237676207,1111800743,1031015424,695392778,-1923705714,-1402564350,2094483518,-1095538456,-172738441,302704621,-612228882,-997904861,-792792708,3536
-538251559,-2002405325,-901830775,-815946482,-1243795493,-1395243363,-1609709033,1835813204,-1274677239,1904033893,-783722866,1993870266,760062416,-477046775,-372717777,1450918680,3537
995685329,-746412039,-1483098707,553743841,-1194487161,-345074531,-311579083,-655707775,133873609,1409071131,1798119584,140787372,-1713680051,-1683150389,978920166,-845645983,3538
1816644876,-1634690451,-859217955,-2083491394,-1923436927,668534476,-921853603,135226362,-1341312481,896230801,-1939231174,-1169004268,205063638,-1954366988,-1376731761,-176272135,3539
-1689097550,-607573624,-923044576,1219864292,1960257605,-1572172746,914692763,-1428445508,-1017470541,867998826,-720438716,-2014292442,-617195225,898211504,1467524222,-1488980171,3540
-936779384,-2135180956,-160196672,-1223500977,409952040,-511221048,-1690929489,2053819852,-31892051,327717156,991279596,-9559818,-300249437,-2008443920,1432608096,-1368029770,3541
590487860,-1303019603,-1645976645,1641337785,1822985399,-1507412794,1232467038,736947624,1363239197,1442358304,-213742671,-1045897796,2002122095,-596841161,1122531353,2006108559,3542
-2014983142,-1875508833,848944117,1673317987,1813446628,-821444221,-670153955,-485904377,115772837,-1823877274,1891264400,-2097711993,-1423367839,531063951,1487375831,-229367735,3543
548507179,727047133,1809498083,-377589847,-1594192783,32869709,-1304538960,856416844,-1586354846,-1558296968,1993443496,-1965466883,-448061440,251353901,229265541,-2093310391,3544
1766035239,1468886396,-1605404036,429607553,230259359,275639777,2069314209,-2130179844,99441070,-1489226309,387273866,-1583240510,1664322994,1734584892,-1351044328,-458324872,3545
-2001237883,-1591372816,1695840109,2044363219,224374030,2063815465,143480004,1584154630,-246572466,-718120873,-2004215732,482001714,-1536942654,-2027885357,1677275012,8741694,3546
536161465,1957370622,-2032916263,-400273069,-1624576332,-692256843,1477747711,353690791,2048164488,201440785,867136922,226948922,587552636,-761460441,-170014355,-1351842627,3547
-303949141,1747082263,867950789,-2141794680,1336614441,-1201925527,385474637,2110545616,2028912780,1246437668,252886379,-1239336388,107085553,-537661533,1789785985,-1235155858,3548
1477760294,-1748477874,-173902046,459830369,1101339297,1466723254,1677138962,1575924262,-1096880791,301689463,-1281095813,428366564,634305035,191324421,-161880929,118195133,3549
-333247764,603981,1402641485,976578723,-1798974760,1172576802,-1503023828,333348391,-983435025,-381763884,-494904959,1797369814,945004239,-469875948,1557842383,-2043587222,3550
503942735,957789146,1719183068,-353749455,472626035,954956251,392900457,696031681,-1103220552,-620125707,982305524,1974229735,1280563424,-364347850,1743384821,-906621114,3551
65686592,-1739980190,68029514,1473669302,195061295,1335666125,1086007251,2113336139,215760435,2008601002,-1359689094,1749059899,1767796704,953413868,1036853918,362746733,3552
-1080807378,1091400458,-1344525044,379967329,1182312921,-992179577,1746785464,-1139907757,1008539441,-1108827867,1607824286,1377984876,629159983,1240592513,-219853282,-1208379081,3553
-348461682,1899084744,-1900842745,60796380,697882676,-1576695824,-225155004,1449779976,-502555038,-1774053858,-1031008970,1174062182,354835449,923751688,-753491151,-1561066225,3554
781837208,-327210122,351453236,1305145707,57673821,-1468041442,1415797936,-1382635093,-89036901,2044927192,-888895941,-764888692,1134777607,-1734806719,684254953,1966066571,3555
-1181930965,-664484554,1796983988,488588454,-377209408,2122462896,1960251389,-1491330812,-810529071,-763374768,-237490555,-2031195683,243486463,1799339142,596187458,1946426967,3556
1804923116,1702937330,1353140173,-916309929,-260990190,-778505760,1371401759,1201545435,1226240100,1325934159,1359323370,-1494723582,-208706935,-1590026415,24951852,1287262173,3557
-1322709029,-1533815167,1079723503,-1396194744,67588567,-13888254,-1626485126,946133965,-1362511624,-93159108,-1586407337,-1165186257,-1884113108,677583746,673787532,135160681,3558
-1029756932,1930387247,1723027209,-128913660,749499009,-134606589,-1327210496,-151038680,-1655576374,-1167273894,1538246959,734297330,-1747631567,-912391125,155928713,996161435,3559
153541566,2038590019,1874368141,-7714113,1241399146,829972755,-1187235085,-867655669,42391012,-1619743219,-1042944241,-398668838,-299040611,-2088341756,-506981173,-489944868,3560
-2096043270,954013700,-159185361,1813810319,294818734,616485900,1167557456,1129471760,-1893105939,-656935098,-680647027,25087329,1340994545,1268709763,1248126935,-1095164632,3561
-463295535,1254874729,-1888129273,-1239866274,2052528965,-1756328808,1386812579,-216201378,-1013946475,-1783901786,-1787492785,867238524,-1452389617,1609715438,-1088624845,6626223,3562
924509237,2086715722,425813620,2025013819,44234453,847456685,898845652,435711503,462927290,-1563917424,-360658048,1323745246,1996010917,395286983,-598033876,-375659132,3563
-1610188942,416335938,128771858,-1876186062,637331858,1290138248,-218891246,1020125437,1879264666,202881758,1450860735,543000570,1132254703,1861238548,379641738,1360171256,3564
1355148619,-504909781,-438021214,-520016101,-93450352,1005573054,-387869665,-1774819786,1500955651,-1018434800,459261794,-655733107,-1299869162,130991559,-35832055,1555960209,3565
-176179656,-256142208,-1884669938,-936211477,1683631780,1217430508,-1981919937,1061012472,-88640635,1199830304,984441683,907327318,-712469671,-578865535,2081129604,800594364,3566
-1089377968,-2018573263,1792491270,-1160368658,1130265517,286280546,-2051810645,-612880490,481940035,-1174898215,449685702,-928140878,-567369518,1880696458,-1274810939,468878599,3567
-314321099,-1334943559,370672164,1533913268,-63465999,54332162,-1579310567,368084184,1747598710,50702383,-1668108963,-1988337333,-160900,1632470215,-1239376582,-418759449,3568
-1827838196,718951964,1984533011,664571309,744953610,-66337625,1739772030,-794720835,699460327,-1888311482,-573823827,-997420379,501406579,-355310194,1782917412,887593702,3569
-239622427,1122951288,479008716,-1957775426,497277938,406661616,-1496488956,1230550608,408983633,-1281173965,-581873343,-255237162,-1985721941,-21206179,-474622228,474199972,3570
210017818,829429627,-997502081,1949359433,1444704405,-2142861683,1656743769,135333619,1234979345,975265927,-1749881963,1414027110,140755366,-1595822889,-759522930,-1186990551,3571
-2106196866,1950470020,-306123637,-1117452447,-728516884,300026877,823272118,-1553315000,1998022819,1248379604,-698415848,-105336482,-2027505849,762073633,-132491041,148308537,3572
-1305784931,1390581917,2104397675,-274632809,1593121654,2143862362,-662586893,279171763,-1952815403,-941277157,-286638817,-659206443,1635542044,-1874469248,-1127233253,1515130637,3573
-1251810772,1442103654,-1568591276,2053573407,-720971104,-1215146150,1405558898,-2095704331,-1948785123,2135827349,656405634,959438501,-1083351216,383736860,-300983225,992058988,3574
-558525611,-2095547257,791641000,1611386708,-751912729,308365924,53300361,317730163,-1794672120,-277386120,737694020,2063079639,-1018955699,575540035,1142635472,1375514600,3575
911990125,-478767464,474114683,132534190,-941846088,2018923007,-567678395,-1585030429,-2052873135,-1915778980,440303268,503106661,-525877271,-2012737691,1085488839,-1620312116,3576
-2135971308,1971654389,345482627,-267163913,-531638661,322804370,1304132165,1966431482,-275077534,705714316,-1854650862,-96264256,429571336,1913748413,-1671285705,2043361884,3577
757109213,-373188187,-370475407,537676951,952058872,1296028949,-1240494712,387648888,-1463563612,1315105130,1426789080,1467959617,-279052702,-1872895542,-885134466,-4674954,3578
-627988675,-1814575481,-1307474038,-1720291209,-2040606679,1381789549,954730274,-175333993,-1649118556,-454804887,-1236290190,-119230253,1410975641,-673610253,75340424,-2065693910,3579
798665246,-164769057,117732799,-92450153,-1105714787,-324027506,-418925319,-327170202,868187170,526069225,1802611941,981093929,2051523086,-2133352877,1711234277,-119454309,3580
-1782066781,-248425001,-305611287,1037940934,1866646280,-1652820512,1319106926,544608989,1279139361,-1545460632,508205961,1878934312,344261450,232811984,1498239952,1512850505,3581
2005728869,500151941,-821724010,-1932113400,709445766,1484836779,-526421244,1751802111,-388720319,-2104224760,1055748149,2093057257,35046363,1371944401,-1317407901,883672248,3582
656350884,-1954280733,-1240872584,1787298170,-364927360,119742538,-2047690617,-232121245,-1045601355,-213547897,-404015919,34697944,1189636732,1837418164,1308082915,-299110115,3583
1152812906,781319860,1418088874,354744756,-567684970,1752123584,-1423229322,1897821186,-1527133703,2051974760,513380243,1290414615,106818058,-134463060,1534393716,-214085371,3584
-1826924109,86418781,-1059013025,-343001257,463150187,372862375,-1031120487,34283905,1152143495,237917428,1139936312,-1586358425,961626008,-1179030038,-344010422,570903952,3585
3210993,-14922641,1853317934,-1141699958,733879915,-1200941415,377167743,-1719194883,-1663907759,-1305051574,1732236059,88665527,371558855,-909911536,-1879905547,1061869956,3586
-57543381,-952952948,-1363174900,1231036676,-292382713,-979300784,1732746199,-19907098,-1226751527,1509719506,963160808,1181747413,2043263011,37876936,-2123791772,-1726248810,3587
480708732,618073212,285941369,-2011105863,-1282780225,176998094,-1457609579,-518202088,1336416216,-1277872060,-907958891,558852800,862755135,-1184083492,-1061022902,-657371150,3588
-432808831,-681872017,464216304,-1092893447,1553977993,2133100802,151012852,-966374025,676818642,1424471954,429888445,2103934357,840062920,-1340424333,1024056262,1238592025,3589
-1610395324,604894211,-138047586,1408969320,1838009504,-821828890,1726207311,-1909464111,-942468027,1345217963,1955442459,-929510397,-1564764322,648057090,1730646268,-50023906,3590
1520209502,-1727092674,-632357418,-784197205,1908858304,-1973115606,1296307252,-1425617241,-1116214475,-690289951,-627936281,-672794583,-1937193835,-560665083,-580039224,977128406,3591
196396498,490663900,-1962834942,-62558972,302751811,724240504,-1087188629,-854752333,-661820293,1329894287,1082741589,-1247451339,-103659905,-1537538295,396174568,-981161257,3592
445146131,689965924,173167008,110329273,-681201634,-822362516,-1130914669,288467045,-1695858670,-162543261,-219092266,1081557861,1594111309,2169252,-1983186656,-1798774917,3593
108002375,916065137,-788112421,-834095345,91003939,-621832895,1532456581,887234456,-1667512667,-1160161490,2113004534,1497612624,-534270248,-412157209,-1834739602,773600079,3594
1152019337,339702218,1447708333,-1937505819,517164025,-1829021992,1798450353,930078606,-1935414254,1097399611,1700485038,629415337,402166305,1438050800,-1246853264,-591291632,3595
557698812,2136559242,-435002652,-1139959078,-391135444,-1645770032,-1971425244,1768677883,-1251843731,-445998422,-1585943203,152817193,-621387935,1226817821,947334710,1923958076,3596
508319329,-2602098,-1637996548,1087331819,-2029895427,-487654827,2092656967,693810656,1266156223,-382331340,-747904571,-164161136,1821634459,-972081041,542194459,-1495888300,3597
-737853183,-198769671,1587928831,-2105569332,-1369067624,1516807142,2108231121,1283022207,-2086096916,-1923148341,-2135119021,1124991700,-185292526,-2068891070,222604939,1758100934,3598
-2081152319,-1799696461,1545643332,-837045178,677419243,1602466815,916009360,589401322,415282058,265496390,371549113,-635763078,-56478129,850409423,-1296759650,-238682130,3599
-450827733,1189456225,-835755915,-1600771265,1156073781,-1317909714,920029457,172266754,-1144422946,534866478,-1272585439,863415541,-407633339,1510425764,-1597416008,1170769626,3600
1792367526,108332628,-2022422480,2037892614,-1489029654,-620845500,280880929,-77037683,-1825693934,-507522869,1616531291,-1682161289,1849317571,1839828319,1415826525,440455302,3601
-503550070,-538973878,1936031463,604762150,1476542025,-1656720461,-1873989106,1121189135,352085629,1472553522,1981781764,1804234364,-2030781002,-593203359,-1433094286,1751517321,3602
-451937525,737635007,-1315242881,-11981445,1128548950,-1113715854,-1029925401,2069782490,-1022371373,-662134261,1178944178,-1674406403,-122812865,-2003426002,1562502794,-1345851959,3603
-578334051,270772782,41768775,-1567519132,-957108014,482517949,-1822394158,1019426725,-422111817,-768840894,-825550287,-842034907,-1780617182,89946240,-349828467,-56215533,3604
1872406793,-1081860634,-1252627921,2118654679,-1252831026,-1839972698,1087927031,1890132833,-1464326757,2037221575,1829872522,-1695465851,2116067688,235064960,1879755250,-287721008,3605
479220021,-1011442136,1704882124,-1454020977,1333439134,-552156579,649826918,-417416303,1593070638,-720377687,-1698946664,253960636,-1382823749,-807448913,1646461835,1811822155,3606
