U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
33234,0,0,0,214529,214529
33269,25,7,32,137254,137254
33283,22,14,36,196512,196512
33288,2,10,12,147951,147951
33305,7,2,9,192042,192042
33318,1,5,6,193942,193942
33335,5,5,10,231106,231106
33338,1,5,6,203094,203094
33340,4,7,11,243115,243115
33356,1,6,7,73619,73619
33360,10,6,16,79341,79341
33376,13,37,50,149070,149070
33387,5,36,41,242872,242872
33421,10,9,19,230613,230613
33424,12,43,55,227257,227257
33445,0,5,5,252726,252726
33463,0,1,1,8984,8984
33468,32,86,118,250707,250707
33478,8,8,16,184975,184975
33512,1,2,3,139206,139206
33513,3,12,15,155657,155657
33514,86,52,138,170082,170082
33520,3,3,6,232438,232438
33537,1,7,8,234296,234296
33540,3,4,7,207508,207508
33548,6,9,15,56945,56945
33551,4,3,7,56009,56009
33569,7,4,11,250869,250869
33584,3,14,17,178878,178878
33616,3,23,26,237005,237005
33620,0,4,4,216295,216295
33625,3,9,12,112832,112832
33642,5,5,10,146802,146802
33645,6,8,14,246057,246057
33648,9,26,35,147111,147111
33669,2,15,17,231810,231810
33673,0,13,13,170726,170726
33679,0,6,6,253212,253212
33694,17,17,34,201278,201278
33719,6,25,31,129567,129567
33725,61,37,98,233292,233292
33728,17,4,21,48350,48350
33732,7,6,13,137258,137258
33746,1,2,3,205744,205744
33752,13,6,19,203196,203196
33765,1,10,11,116030,116030
33776,2,12,14,223943,223943
33784,31,49,80,210904,210904
33794,28,9,37,192219,192219
33799,2,2,4,196384,196384
33800,12,19,31,202843,202843
33814,70,11,81,209887,209887
33825,22,15,37,101524,101524
33828,5,6,11,208266,208266
33829,6,11,17,245345,245345
33833,63,71,134,6183,6183
33849,15,18,33,71612,71612
33852,0,4,4,248341,248341
33878,3,3,6,228796,228796
33879,5,11,16,198370,198370
33919,2,3,5,121515,121515
33942,39,30,69,162745,162745
33946,9,7,16,1092,1092
33962,0,1,1,55821,55821
33963,1,0,1,235679,235679
33979,11,12,23,196352,196352
33983,0,2,2,242231,242231
33993,2,3,5,183246,183246
33996,0,4,4,183890,183890
34002,0,5,5,190734,190734
34052,4,6,10,148774,148774
34061,8,10,18,204338,204338
34072,11,12,23,191954,191954
34084,16,4,20,194875,194875
34096,21,9,30,209711,209711
34113,7,9,16,258505,258505
34116,0,0,0,211584,211584
34133,0,1,1,134528,134528
34148,6,8,14,73159,73159
34167,0,11,11,76407,76407
34170,26,69,95,242856,242856
34192,2,3,5,122355,122355
34202,33,38,71,140465,140465
34218,13,39,52,230887,230887
34227,17,23,40,146265,146265
34236,189,87,276,220366,220366
34248,298,19,317,227654,227654
34271,0,0,0,93287,93287
34289,25,16,41,225265,225265
34300,0,9,9,153429,153429
34308,142,15,157,238245,238245
34324,35,14,49,122787,122787
34396,3,10,13,154812,154812
34407,54,26,80,184690,184690
34414,110,53,163,244138,244138
34418,4,6,10,180721,180721
34423,5,10,15,252975,252975
34426,5,12,17,149172,149172
34427,17,45,62,228524,228524
34430,0,5,5,240757,240757
34476,0,0,0,143061,143061
34487,2,5,7,153989,153989
34496,4,8,12,198929,198929
34517,1,1,2,149372,149372
34523,2,4,6,83666,83666
34531,3,1,4,159849,159849
34537,5,2,7,159925,159925
34553,21,12,33,124491,124491
34558,0,2,2,227781,227781
34566,6,10,16,196757,196757
34570,0,6,6,193259,193259
34581,4,1,5,242751,242751
34591,6,7,13,204865,204865
34605,13,20,33,133500,133500
34613,8,15,23,210074,210074
34622,38,17,55,126038,126038
34641,3,4,7,228854,228854
34663,0,4,4,179468,179468
34666,2,6,8,240003,240003
34667,8,9,17,222923,222923
34678,2,3,5,133561,133561
34687,4,1,5,228962,228962
34693,3,6,9,198016,198016
34698,62,10,72,245055,245055
34708,1,8,9,112602,112602
34747,2,4,6,256111,256111
34790,11,34,45,7106,7106
34837,25,1,26,242724,242724
34838,33,90,123,131801,131801
34884,3,2,5,209682,209682
34885,10,15,25,206358,206358
34890,15,59,74,232799,232799
34893,2,6,8,133912,133912
34900,6,4,10,258699,258699
34903,8,5,13,202031,202031
34905,9,17,26,244165,244165
34912,3,10,13,149930,149930
34919,5,6,11,196568,196568
34923,30,53,83,195484,195484
34926,49,13,62,198442,198442
34934,6,23,29,147875,147875
34938,6,8,14,197851,197851
34949,5,13,18,197040,197040
34950,35,30,65,222666,222666
34960,4,7,11,196950,196950
34964,9,10,19,242791,242791
34973,10,27,37,208314,208314
34989,17,24,41,146644,146644
34992,3,1,4,203158,203158
34993,2,5,7,201153,201153
34995,15,20,35,197006,197006
34999,8,10,18,215525,215525
35004,2,8,10,148269,148269
35015,24,26,50,72247,72247
35023,4,4,8,196867,196867
35043,2,12,14,210243,210243
35050,4,11,15,165716,165716
35077,1,10,11,163823,163823
35086,11,4,15,200198,200198
35090,3,10,13,152346,152346
35101,12,26,38,146783,146783
35105,24,20,44,150718,150718
35109,26,20,46,199224,199224
35113,2,22,24,214177,214177
35128,25,29,54,120942,120942
35131,5,18,23,113003,113003
35144,26,23,49,220118,220118
35154,14,29,43,234412,234412
35170,10,9,19,31407,31407
35184,34,35,69,61618,61618
35185,1,1,2,206427,206427
35197,0,8,8,235306,235306
35207,4,9,13,73151,73151
35209,1,1,2,76584,76584
35215,1,2,3,256445,256445
35233,0,4,4,249398,249398
35245,2,4,6,74445,74445
35248,566,22,588,202857,202857
35249,1,9,10,74996,74996
35265,11,27,38,152772,152772
35288,13,37,50,217070,217070
35300,3,10,13,195426,195426
35304,172,68,240,148950,148950
35334,21,47,68,224941,224941
35339,10,20,30,112389,112389
35344,77,75,152,235678,235678
35347,11,13,24,211043,211043
35348,115,21,136,116719,116719
35354,63,65,128,245004,245004
35361,54,11,65,152189,152189
35370,4,17,21,218470,218470
35371,40,15,55,196075,196075
35373,24,26,50,209078,209078
35374,17,42,59,238290,238290
35375,252,105,357,221948,221948
35376,302,76,378,124570,124570
35378,3,15,18,159526,159526
35382,12,26,38,104874,104874
35383,7,2,9,155258,155258
35401,19,23,42,128092,128092
35421,14,25,39,203573,203573
35422,6,14,20,207431,207431
35423,1,5,6,211918,211918
35424,0,12,12,112136,112136
35425,0,1,1,242942,242942
35436,13,18,31,153887,153887
35445,18,35,53,242827,242827
35446,18,19,37,244125,244125
35488,9,10,19,245253,245253
35493,7,18,25,221043,221043
35506,3,14,17,191627,191627
35509,9,10,19,224952,224952
35512,4,4,8,134509,134509
35514,3,5,8,89498,89498
35519,2,3,5,234994,234994
35551,9,27,36,146076,146076
35552,2,10,12,230667,230667
35590,43,43,86,202027,202027
35604,13,24,37,134586,134586
35611,55,38,93,236065,236065
35616,2,7,9,239933,239933
35618,3,1,4,219366,219366
35619,8,8,16,50982,50982
35625,5,5,10,204104,204104
35626,1,0,1,203804,203804
35628,2,2,4,223200,223200
35632,5,19,24,191106,191106
35636,2,2,4,230245,230245
35652,19,38,57,160698,160698
35677,2,5,7,202265,202265
35683,4,39,43,259111,259111
35690,1,1,2,237763,237763
35711,7,16,23,143894,143894
35722,5,16,21,133970,133970
35723,12,25,37,196325,196325
35726,229,185,414,188401,188401
35727,5,11,16,131077,131077
35729,56,79,135,113524,113524
35731,30,24,54,151362,151362
35738,192,81,273,148232,148232
35784,0,5,5,145537,145537
35799,7,10,17,131768,131768
35803,4,11,15,252739,252739
35809,18,41,59,61904,61904
35837,23,12,35,118687,118687
35839,57,90,147,58999,58999
35853,3,3,6,199387,199387
35930,0,4,4,147736,147736
35945,0,8,8,134485,134485
35985,0,6,6,72994,72994
35997,0,1,1,107278,107278
36015,0,1,1,196718,196718
36058,1,9,10,148653,148653
36059,0,2,2,246492,246492
36065,118,8,126,207056,207056
36079,23,15,38,246088,246088
36093,41,43,84,133248,133248
36122,6,6,12,236766,236766
36124,16,7,23,236745,236745
36126,6,18,24,236258,236258
36152,1,0,1,215484,215484
36158,1,0,1,155975,155975
36176,31,48,79,225121,225121
36214,2,1,3,145080,145080
36258,6,4,10,194574,194574
36268,31,40,71,221659,221659
36276,21,24,45,214814,214814
36289,61,22,83,221446,221446
36293,46,3,49,225902,225902
36313,28,29,57,245274,245274
36331,1,2,3,227460,227460
36334,10,5,15,234575,234575
36345,38,42,80,243128,243128
36378,2,6,8,159855,159855
36417,2,18,20,248028,248028
36436,106,63,169,191842,191842
36474,5,14,19,83785,83785
36485,3,18,21,202931,202931
36487,42,16,58,193499,193499
36488,3,6,9,236725,236725
36521,29,32,61,65394,65394
36525,15,24,39,192340,192340
36535,5,10,15,246666,246666
36563,5,2,7,196525,196525
36600,5,5,10,184309,184309
36613,14,0,14,196915,196915
36634,11,25,36,55759,55759
36646,2,4,6,201103,201103
36652,3,6,9,202307,202307
36705,2,5,7,66200,66200
36757,1,3,4,135033,135033
36773,1,9,10,159966,159966
36794,5,9,14,230265,230265
36797,2,2,4,191871,191871
36802,34,26,60,241731,241731
36805,24,11,35,160754,160754
36807,33,12,45,235645,235645
36810,62,26,88,57769,57769
36836,5,15,20,114910,114910
36840,57,38,95,210200,210200
36854,21,17,38,130746,130746
36858,1,7,8,252893,252893
36894,27,26,53,143304,143304
36905,7,58,65,211357,211357
36914,1,2,3,75211,75211
36919,9,40,49,149783,149783
36950,2,4,6,55301,55301
36956,2,5,7,165525,165525
36964,0,3,3,248753,248753
36970,3,9,12,35573,35573
36973,2,6,8,142369,142369
36982,145,27,172,141900,141900
36984,9,15,24,151673,151673
36987,3,4,7,133982,133982
36989,212,3,215,156526,156526
37001,23,20,43,55991,55991
37007,2,1,3,206227,206227
37009,62,15,77,206956,206956
37019,15,4,19,257399,257399
37093,7,5,12,239616,239616
37113,14,38,52,165745,165745
37115,12,34,46,223234,223234
37117,1,11,12,237246,237246
37122,2,13,15,128948,128948
37138,5,10,15,178829,178829
37162,17,8,25,125751,125751
37169,17,15,32,236577,236577
37188,8,19,27,250873,250873
37197,2,12,14,153071,153071
37198,0,0,0,100317,100317
37226,52,65,117,228929,228929
37234,9,12,21,250421,250421
37240,1,3,4,55014,55014
37242,5,27,32,249436,249436
37261,1,5,6,236374,236374
37265,15,34,49,40884,40884
37266,3,3,6,254522,254522
37274,0,5,5,191046,191046
37296,31,49,80,238843,238843
37308,16,16,32,73959,73959
37318,12,2,14,74404,74404
37322,10,8,18,196459,196459
37325,10,2,12,138646,138646
37361,2,9,11,43482,43482
37384,43,90,133,155268,155268
37406,0,6,6,177658,177658
37412,1,2,3,67397,67397
37414,1,0,1,245264,245264
37428,25,58,83,194099,194099
37431,2,10,12,227692,227692
37438,74,41,115,190421,190421
37439,7,16,23,196844,196844
37440,18,90,108,218551,218551
37445,10,8,18,226538,226538
37448,0,2,2,231356,231356
37483,5,20,25,244825,244825
37502,423,100,523,206763,206763
37505,28,16,44,146869,146869
37532,771,33,804,199414,199414
37582,22,13,35,120243,120243
37603,0,2,2,144720,144720
37609,6,11,17,147860,147860
37633,3,2,5,206565,206565
37635,3,1,4,96821,96821
37643,5,10,15,186683,186683
37650,10,12,22,170263,170263
37655,6,1,7,228885,228885
37657,6,8,14,55754,55754
37660,0,2,2,135958,135958
37666,30,36,66,249858,249858
37677,9,12,21,213230,213230
37685,19,10,29,131412,131412
37694,3,22,25,55670,55670
37702,6,18,24,255896,255896
37706,0,4,4,215100,215100
37708,14,14,28,214342,214342
37753,10,11,21,196449,196449
37785,1,7,8,167325,167325
37786,1,16,17,210347,210347
37787,6,11,17,161840,161840
37792,3,4,7,248689,248689
37793,17,29,46,97557,97557
37798,4,2,6,222451,222451
37803,60,9,69,195228,195228
37808,10,28,38,153948,153948
37831,6,17,23,240765,240765
37834,13,28,41,147980,147980
37838,12,15,27,199973,199973
37851,0,6,6,233819,233819
37852,1,6,7,213977,213977
37888,4,10,14,202490,202490
37901,3,2,5,138260,138260
37904,8,11,19,192384,192384
37923,1,3,4,141167,141167
37933,6,8,14,188669,188669
37946,8,2,10,208044,208044
37981,7,6,13,241680,241680
37983,8,24,32,60465,60465
37986,2,5,7,232597,232597
37994,1,5,6,194030,194030
38001,19,26,45,130642,130642
38007,22,16,38,129600,129600
38010,9,12,21,129774,129774
38022,4,2,6,141032,141032
38028,8,14,22,140068,140068
38045,2,2,4,237349,237349
38048,4,4,8,129747,129747
38060,8,6,14,257193,257193
38090,0,1,1,208774,208774
38101,0,1,1,242894,242894
38105,0,4,4,164958,164958
38111,0,3,3,179364,179364
38124,1,3,4,181883,181883
38159,1,3,4,176753,176753
38161,9,11,20,148825,148825
38166,0,2,2,141781,141781
38198,1,4,5,73330,73330
38204,1,3,4,75504,75504
38211,0,5,5,207846,207846
38222,0,3,3,252629,252629
38231,16,31,47,230031,230031
38240,0,2,2,227876,227876
38247,66,0,66,188593,188593
38254,1,0,1,223470,223470
38260,12,16,28,244396,244396
38292,4,4,8,224590,224590
38318,4,3,7,202939,202939
38327,8,23,31,68433,68433
38334,6,6,12,161167,161167
38342,5,5,10,109408,109408
38356,13,25,38,219642,219642
38362,5,3,8,235333,235333
38365,11,31,42,156391,156391
38379,3,4,7,226044,226044
38390,18,13,31,214752,214752
38395,35,21,56,207406,207406
38401,52,54,106,193653,193653
38407,16,17,33,193444,193444
38413,0,1,1,202973,202973
38421,16,44,60,238928,238928
38430,2,12,14,208486,208486
38436,8,22,30,197472,197472
38452,2,3,5,238087,238087
38455,7,18,25,140897,140897
38456,9,20,29,140112,140112
38467,2,1,3,194314,194314
38478,2,4,6,133996,133996
38480,3,18,21,140470,140470
38484,1,2,3,206681,206681
38485,2,2,4,239432,239432
38490,2,2,4,128384,128384
38502,4,9,13,135348,135348
38514,3,3,6,120694,120694
38517,14,11,25,9359,9359
38532,1,1,2,60172,60172
38533,1,0,1,199205,199205
38535,3,0,3,137193,137193
38545,2,0,2,202878,202878
38572,40,25,65,95972,95972
38577,2,14,16,231276,231276
38579,9,0,9,229325,229325
38599,9,16,25,82137,82137
38602,71,9,80,70595,70595
38634,2,3,5,254796,254796
38642,13,6,19,123586,123586
38649,0,4,4,250042,250042
38651,2,8,10,214337,214337
38654,6,19,25,126051,126051
38668,0,3,3,230607,230607
38733,2,7,9,173116,173116
38748,3,2,5,238434,238434
38757,0,7,7,222084,222084
38762,5,6,11,229377,229377
38771,2,6,8,194186,194186
38776,2,5,7,196459,196459
38785,20,11,31,160399,160399
38804,43,28,71,130503,130503
38806,38,76,114,202376,202376
38808,2,1,3,230967,230967
38809,11,5,16,221758,221758
38815,174,85,259,147227,147227
38819,54,39,93,5936,5936
38837,5,24,29,235520,235520
38849,2,3,5,196486,196486
38856,1,3,4,192640,192640
38865,20,40,60,136374,136374
38878,4,22,26,128119,128119
38879,3,2,5,205631,205631
38881,6,33,39,139282,139282
38908,8,9,17,89956,89956
38915,3,66,69,188075,188075
38920,42,5,47,200178,200178
38927,1,1,2,162842,162842
38937,13,3,16,34246,34246
38941,33,5,38,94126,94126
38964,0,1,1,249671,249671
39027,1,1,2,197143,197143
39028,11,36,47,176726,176726
39057,54,55,109,196970,196970
39075,17,28,45,252812,252812
39076,6,11,17,107909,107909
39089,64,36,100,35357,35357
39094,11,0,11,95152,95152
39095,9,4,13,227361,227361
39100,4,18,22,95366,95366
39105,23,29,52,224215,224215
39106,3,15,18,146176,146176
39114,2,36,38,229152,229152
39124,149,68,217,71142,71142
39127,8,6,14,201005,201005
39129,3,4,7,151525,151525
39131,19,30,49,123420,123420
39146,2,13,15,245132,245132
39153,3,13,16,203110,203110
39157,2,5,7,146595,146595
39159,13,15,28,236256,236256
39181,10,17,27,194581,194581
39182,1,2,3,197117,197117
39184,8,10,18,254851,254851
39198,4,4,8,199972,199972
39200,9,23,32,199720,199720
39213,0,8,8,237696,237696
39243,13,14,27,140384,140384
39254,6,14,20,254975,254975
39256,3,20,23,243209,243209
39261,22,27,49,146464,146464
39267,2,7,9,247035,247035
39271,5,18,23,220282,220282
39272,11,64,75,116022,116022
39282,6,7,13,228441,228441
39285,4,14,18,159243,159243
39286,10,19,29,238974,238974
39295,5,14,19,192964,192964
39318,7,21,28,180205,180205
39321,8,33,41,142554,142554
39336,47,60,107,216791,216791
39346,0,7,7,198861,198861
39351,12,15,27,204025,204025
39381,8,6,14,103430,103430
39401,1,3,4,248443,248443
39410,5,29,34,107206,107206
39416,9,14,23,223715,223715
39418,4,10,14,229961,229961
39454,58,39,97,238405,238405
39458,10,5,15,207798,207798
39470,4,13,17,202612,202612
39487,8,16,24,244090,244090
39495,1,1,2,213372,213372
39502,5,3,8,149079,149079
39504,39,23,62,245028,245028
39514,8,5,13,77851,77851
39529,3,2,5,207962,207962
39538,5,4,9,254457,254457
39544,2,19,21,236393,236393
39557,0,23,23,145465,145465
39564,9,21,30,166557,166557
39566,26,3,29,148745,148745
39581,19,21,40,135367,135367
39582,37,47,84,175901,175901
39583,36,39,75,224668,224668
39585,1,9,10,130716,130716
39601,5,4,9,133361,133361
39606,8,11,19,73211,73211
39614,1,4,5,147318,147318
39633,20,25,45,193958,193958
39645,36,16,52,206306,206306
39658,28,46,74,118985,118985
39660,72,32,104,101616,101616
39661,24,34,58,205473,205473
39666,37,46,83,246520,246520
39669,23,34,57,209702,209702
39697,37,19,56,172933,172933
39709,0,5,5,132714,132714
39741,1,2,3,224121,224121
39749,0,6,6,235089,235089
39782,75,61,136,137452,137452
39796,2,3,5,238255,238255
39835,5,5,10,189028,189028
39843,1,3,4,239269,239269
39852,3,3,6,118879,118879
39866,3,1,4,234223,234223
39867,10,5,15,226449,226449
39877,95,54,149,247312,247312
39879,76,50,126,185205,185205
39883,11,15,26,109792,109792
39885,86,52,138,70202,70202
39889,126,47,173,66832,66832
39891,25,26,51,221892,221892
39899,14,18,32,162632,162632
39903,3,0,3,139266,139266
39911,11,12,23,204079,204079
39917,9,9,18,202238,202238
39924,4,10,14,234249,234249
39930,2,3,5,254659,254659
39942,6,3,9,177519,177519
39948,2,7,9,168758,168758
39995,2,0,2,199724,199724
40011,20,11,31,220669,220669
40022,0,0,0,132390,132390
40029,9,6,15,193920,193920
40037,8,20,28,255164,255164
40043,3,18,21,245761,245761
40050,7,16,23,157972,157972
40056,6,13,19,76123,76123
40059,2,5,7,141271,141271
40063,0,2,2,257663,257663
40069,3,5,8,197204,197204
40071,2,8,10,142614,142614
40168,0,0,0,248888,248888
40176,2,1,3,82227,82227
40184,64,77,141,150985,150985
40185,95,106,201,223482,223482
40188,20,7,27,173063,173063
40190,44,29,73,128503,128503
40191,66,25,91,143295,143295
40201,15,10,25,149975,149975
40228,14,34,48,234007,234007
40242,11,8,19,137736,137736
40245,3,3,6,154791,154791
40247,2,3,5,210517,210517
40249,22,34,56,71224,71224
40255,6,6,12,71402,71402
40277,35,6,41,251928,251928
40281,1,1,2,206636,206636
40293,57,31,88,214448,214448
40301,12,6,18,201631,201631
40306,30,24,54,202078,202078
40325,20,9,29,253107,253107
40328,71,23,94,253943,253943
40333,28,20,48,201887,201887
40375,0,5,5,152959,152959
40411,4,5,9,250114,250114
40426,2,6,8,253484,253484
40429,90,85,175,148769,148769
40443,10,10,20,205250,205250
40446,9,15,24,140123,140123
40449,35,10,45,195598,195598
40454,1,13,14,237819,237819
40457,6,7,13,122131,122131
40474,1,13,14,158050,158050
40478,73,3,76,238257,238257
40504,2,16,18,218104,218104
40533,0,0,0,154162,154162
40534,1,1,2,192886,192886
40537,19,5,24,174838,174838
40541,1,2,3,244361,244361
40550,35,46,81,112476,112476
40565,2,7,9,228584,228584
40581,12,33,45,67940,67940
40585,6,1,7,137132,137132
40612,71,24,95,244996,244996
40618,21,13,34,151146,151146
40624,5,5,10,156281,156281
40634,25,29,54,201384,201384
40656,0,20,20,230706,230706
40669,38,15,53,112617,112617
40673,7,8,15,190274,190274
40684,12,56,68,203364,203364
40686,21,24,45,210931,210931
40695,39,12,51,240140,240140
40698,39,2,41,135122,135122
40721,0,14,14,146497,146497
40740,4,9,13,216657,216657
40744,46,35,81,159309,159309
40749,64,47,111,195429,195429
40751,2,3,5,221920,221920
40776,3,5,8,248876,248876
40780,5,12,17,231300,231300
40782,5,10,15,188384,188384
40810,3,18,21,244992,244992
40812,3,6,9,153928,153928
40819,5,17,22,22235,22235
40823,13,14,27,135340,135340
40828,2,1,3,227855,227855
40838,4,7,11,204206,204206
40851,2,5,7,55190,55190
40857,4,21,25,133162,133162
40861,5,7,12,157282,157282
40879,0,5,5,214029,214029
40880,3,3,6,238166,238166
40888,0,3,3,248535,248535
40909,10,13,23,184272,184272
40910,0,2,2,246698,246698
40919,42,42,84,156977,156977
40936,5,13,18,216060,216060
40937,0,5,5,133548,133548
40950,100,21,121,222637,222637
40956,6,5,11,238272,238272
40957,7,7,14,169861,169861
40964,71,70,141,176397,176397
40971,11,16,27,177434,177434
40973,168,170,338,67931,67931
40974,45,95,140,161465,161465
40992,4,4,8,131812,131812
40996,65,17,82,132607,132607
40998,4,15,19,212580,212580
41005,0,2,2,215615,215615
41012,2,22,24,231090,231090
41019,4,10,14,225301,225301
41041,7,7,14,102456,102456
41051,2,3,5,60872,60872
41111,13,8,21,208839,208839
41118,4,12,16,209633,209633
41136,18,16,34,133864,133864
41141,0,14,14,194349,194349
41146,4,4,8,152118,152118
41149,2,10,12,182911,182911
41152,10,15,25,61237,61237
41180,26,33,59,147746,147746
41213,0,1,1,204312,204312
41278,15,9,24,238157,238157
41280,7,9,16,155255,155255
41281,8,44,52,146679,146679
41328,11,4,15,136339,136339
41336,5,9,14,208383,208383
41343,1,1,2,259193,259193
41353,210,3,213,204634,204634
41355,2,10,12,179949,179949
41360,0,2,2,221922,221922
41364,2,2,4,176696,176696
41367,18,4,22,248184,248184
41378,0,2,2,64396,64396
41384,2,5,7,147155,147155
41392,2,5,7,253847,253847
41398,1,4,5,196021,196021
41399,2,1,3,76506,76506
41427,1,2,3,221335,221335
41434,32,4,36,232021,232021
41435,13,6,19,232619,232619
41437,7,4,11,230248,230248
41441,7,11,18,252128,252128
41462,1,0,1,139441,139441
41469,3,5,8,140069,140069
41470,1,2,3,124704,124704
41476,3,4,7,130419,130419
41506,1,8,9,214763,214763
41507,26,19,45,218004,218004
41511,34,33,67,135746,135746
41527,5,13,18,190621,190621
41529,1,1,2,234862,234862
41565,3,4,7,234264,234264
41600,2,4,6,208332,208332
41609,2,12,14,152474,152474
41629,7,11,18,232377,232377
41632,12,35,47,217096,217096
41633,1,5,6,61082,61082
41655,15,36,51,96284,96284
41672,14,81,95,217606,217606
41674,7,7,14,131866,131866
41679,0,0,0,136165,136165
41685,9,10,19,135714,135714
41692,7,17,24,251416,251416
41709,0,6,6,157750,157750
41710,0,0,0,223845,223845
41723,46,73,119,184404,184404
41730,1,2,3,244437,244437
41732,2,0,2,195268,195268
41733,120,161,281,190056,190056
41734,45,9,54,231338,231338
41735,4,5,9,148375,148375
41736,104,88,192,199097,199097
41740,30,76,106,129600,129600
41768,7,13,20,138110,138110
41791,3,8,11,86536,86536
41792,43,48,91,103272,103272
41800,2,4,6,165065,165065
41808,23,29,52,246612,246612
41815,4,1,5,250881,250881
41828,19,73,92,243156,243156
41842,17,24,41,157428,157428
41846,7,15,22,259123,259123
41849,27,44,71,160810,160810
41860,2,4,6,256054,256054
41870,4,4,8,249729,249729
41890,1,5,6,179150,179150
41892,9,13,22,219603,219603
41894,12,15,27,134262,134262
41896,0,3,3,258802,258802
41906,2,5,7,162682,162682
41945,0,2,2,143862,143862
41949,1,2,3,123768,123768
41988,1,6,7,86048,86048
41989,2,13,15,147355,147355
42011,1,6,7,242763,242763
42019,4,5,9,153691,153691
42032,0,0,0,180511,180511
42033,0,2,2,163782,163782
42056,5,23,28,256230,256230
42065,3,3,6,221997,221997
42069,29,18,47,134974,134974
42096,2,10,12,142371,142371
42099,2,11,13,242949,242949
42110,24,16,40,209217,209217
42119,1,4,5,73913,73913
42125,5,6,11,170464,170464
42137,1,10,11,50434,50434
42157,5,11,16,256480,256480
42160,6,1,7,136861,136861
42165,2,6,8,204044,204044
42166,39,18,57,143638,143638
42169,4,29,33,135784,135784
42170,15,14,29,104975,104975
42172,110,56,166,113339,113339
42173,62,15,77,133479,133479
42179,15,15,30,20856,20856
42180,39,20,59,21044,21044
42182,75,18,93,129567,129567
42189,1,1,2,131265,131265
42194,3,29,32,143907,143907
42250,0,1,1,179095,179095
42251,5,12,17,69646,69646
42261,2,4,6,221190,221190
42276,0,6,6,121407,121407
42285,0,1,1,197088,197088
42289,1,3,4,42666,42666
42303,23,42,65,251987,251987
42311,1,3,4,73304,73304
42333,0,1,1,134519,134519
42335,13,10,23,50967,50967
42342,5,5,10,211151,211151
42356,4,8,12,145321,145321
42365,0,3,3,219537,219537
42369,1,2,3,162262,162262
42370,1,7,8,214514,214514
42374,2,2,4,205380,205380
42418,9,21,30,21675,21675
42435,2,2,4,254255,254255
42475,2,11,13,125140,125140
42478,5,14,19,165652,165652
42490,40,47,87,131425,131425
42546,6,11,17,123980,123980
42569,0,4,4,189135,189135
42595,5,23,28,228237,228237
42618,1,0,1,231615,231615
42619,3,43,46,237792,237792
42634,18,49,67,203323,203323
42636,1,1,2,244027,244027
42642,18,0,18,182459,182459
42656,16,44,60,233383,233383
42663,28,16,44,216878,216878
42667,23,16,39,148693,148693
42669,1,4,5,249529,249529
42678,6,12,18,196736,196736
42716,2,16,18,221786,221786
42717,2,10,12,231601,231601
42753,1,5,6,157030,157030
42776,0,5,5,137334,137334
42777,7,2,9,89838,89838
42796,9,34,43,240770,240770
42797,4,5,9,224054,224054
42815,13,28,41,155739,155739
42820,2,5,7,246742,246742
42825,1,9,10,204257,204257
42829,5,12,17,153661,153661
42831,45,59,104,24302,24302
42833,5,6,11,248306,248306
42842,1,18,19,214890,214890
42843,9,40,49,107917,107917
42850,10,105,115,48818,48818
42866,6,8,14,88864,88864
42872,4,9,13,222777,222777
42887,9,4,13,218424,218424
42898,1,1,2,204399,204399
42900,72,54,126,130343,130343
42902,5,7,12,208066,208066
42907,96,136,232,182739,182739
42909,36,61,97,72655,72655
42913,1,13,14,48458,48458
42925,2,4,6,232227,232227
42932,6,13,19,254191,254191
42947,5,21,26,216322,216322
42951,6,13,19,133278,133278
42959,1,5,6,55924,55924
42970,0,6,6,245587,245587
42976,15,25,40,160810,160810
42982,0,7,7,191422,191422
42984,17,32,49,107100,107100
42994,5,1,6,244808,244808
43004,4,10,14,117623,117623
43017,12,15,27,90580,90580
43025,4,8,12,197157,197157
43030,5,18,23,221641,221641
43055,2,2,4,71458,71458
43056,4,8,12,73143,73143
43064,3,8,11,134540,134540
43088,7,41,48,142025,142025
43121,1,4,5,224584,224584
43123,27,0,27,234172,234172
43141,0,10,10,245858,245858
43143,19,17,36,235389,235389
43147,22,2,24,140222,140222
43151,32,33,65,238008,238008
43152,13,29,42,244364,244364
43158,55,15,70,246825,246825
43160,0,8,8,163271,163271
43168,11,38,49,188625,188625
43175,0,1,1,243723,243723
43177,6,11,17,147211,147211
43183,6,12,18,213529,213529
43189,6,12,18,179191,179191
43209,1,3,4,145847,145847
43210,20,5,25,219973,219973
43231,2,3,5,224970,224970
43236,2,4,6,192073,192073
43242,4,2,6,170143,170143
43246,30,121,151,227502,227502
43276,0,10,10,191945,191945
43291,0,1,1,225828,225828
43296,0,5,5,154853,154853
43313,18,10,28,112602,112602
43322,10,7,17,72422,72422
43327,8,6,14,125130,125130
43331,1,2,3,246586,246586
43332,0,19,19,7667,7667
43337,3,7,10,216391,216391
43345,4,30,34,173479,173479
43347,72,106,178,185039,185039
43352,5,11,16,50668,50668
43353,2,4,6,220801,220801
43356,26,33,59,220865,220865
43360,0,5,5,239259,239259
43372,5,26,31,226637,226637
43394,0,6,6,137694,137694
43400,2,7,9,161997,161997
43420,3,7,10,59140,59140
43422,4,6,10,142631,142631
43437,5,17,22,159523,159523
43467,1,3,4,209580,209580
43484,1,1,2,170181,170181
